id,label,ts_in,ts_out,attr_1,attr_2
708,product-3211,52,93,122,168
709,product-3304,52,95,44,160
710,product-3858,52,98,23,197
711,product-3067,52,102,158,11
712,product-477,52,104,180,35
713,product-1925,52,111,142,171
714,product-1262,52,112,93,104
715,product-2209,52,115,95,8
716,product-1948,52,118,144,79
717,product-12,52,124,99,108
718,product-1822,52,135,206,210
719,product-2478,52,140,141,50
720,product-3836,52,141,27,152
721,product-1573,52,144,134,179
722,product-882,53,56,173,206
723,product-4027,53,57,109,218
724,product-2647,53,61,225,224
725,product-4037,53,61,183,54
726,product-4501,53,63,153,154
727,product-4876,53,67,14,134
728,product-1989,53,68,39,59
729,product-3987,53,69,210,215
730,product-4379,53,73,37,72
731,product-2768,53,83,194,238
732,product-1059,53,89,17,216
733,product-1330,53,90,165,0
734,product-4610,53,92,65,179
735,product-4108,53,102,59,197
736,product-4129,53,106,120,92
737,product-4631,53,117,127,127
738,product-165,53,123,66,171
739,product-4771,53,125,207,44
740,product-2482,53,126,208,194
741,product-1767,53,127,197,45
742,product-2899,53,141,91,124
743,product-708,53,145,243,114
744,product-160,53,151,147,90
745,product-926,54,60,57,125
746,product-3674,54,77,110,93
747,product-246,54,79,223,34
748,product-3271,54,92,100,145
749,product-4819,54,96,40,42
750,product-2365,54,99,134,142
751,product-2319,54,101,236,170
752,product-3037,54,103,208,84
753,product-3329,54,103,119,195
754,product-4419,54,108,140,201
755,product-912,54,112,191,3
756,product-1042,54,121,169,91
757,product-3773,54,121,35,107
758,product-3216,54,131,170,162
759,product-1814,54,135,78,135
760,product-3391,54,136,183,193
761,product-27,54,141,150,184
762,product-4717,54,142,167,78
763,product-1211,55,60,235,213
764,product-3801,55,60,226,137
765,product-500,55,65,229,80
766,product-3864,55,74,34,81
767,product-2480,55,78,212,69
768,product-3657,55,82,182,130
769,product-749,55,83,183,193
770,product-3954,55,90,158,157
771,product-1929,55,91,230,191
772,product-1418,55,99,210,21
773,product-1910,55,103,159,129
774,product-3071,55,109,154,163
775,product-5,55,110,206,100
776,product-1432,55,117,58,81
777,product-4393,55,119,195,213
778,product-1852,55,124,78,251
779,product-2729,55,125,168,91
780,product-3524,55,127,192,136
781,product-4425,55,134,48,265
782,product-3331,55,140,186,151
783,product-847,55,142,130,207
784,product-752,56,61,204,232
785,product-407,56,64,72,43
786,product-859,56,65,50,238
787,product-2923,56,66,11,97
788,product-4674,56,67,70,205
789,product-3803,56,69,195,203
790,product-2875,56,73,136,59
791,product-290,56,79,192,53
792,product-666,56,80,84,183
793,product-4885,56,81,65,94
794,product-3310,56,83,239,159
795,product-3288,56,84,98,158
796,product-3235,56,86,44,207
797,product-3872,56,90,164,47
798,product-1412,56,95,120,197
799,product-209,56,96,103,206
800,product-4641,56,97,39,31
801,product-2035,56,99,219,222
802,product-4588,56,105,42,148
803,product-4340,56,110,153,159
804,product-3584,56,117,162,222
805,product-2079,56,124,198,170
806,product-1680,56,126,188,88
807,product-2173,56,130,235,107
808,product-4042,56,144,94,17
809,product-3590,56,147,126,176
810,product-3957,57,66,115,175
811,product-3792,57,68,31,158
812,product-849,57,69,160,152
813,product-479,57,75,152,183
814,product-1232,57,75,99,55
815,product-4850,57,75,88,166
816,product-124,57,77,108,137
817,product-1055,57,81,184,167
818,product-1115,57,81,28,109
819,product-2490,57,81,154,20
820,product-617,57,82,203,214
821,product-1145,57,82,24,72
822,product-1381,57,89,216,92
823,product-4475,57,101,250,176
824,product-4383,57,103,273,191
825,product-82,57,121,167,191
826,product-4904,57,124,45,196
827,product-2349,57,125,71,133
828,product-3466,57,127,62,107
829,product-458,57,130,205,103
830,product-909,57,130,217,34
831,product-2598,57,131,91,166
832,product-4119,57,138,116,246
833,product-715,57,142,180,126
834,product-41,57,145,119,198
835,product-699,57,145,192,8
836,product-3272,57,152,129,117
837,product-3854,58,59,207,203
838,product-1214,58,62,207,148
839,product-2473,58,66,108,127
840,product-4527,58,70,162,70
841,product-1997,58,73,35,86
842,product-3324,58,73,59,120
843,product-590,58,74,73,184
844,product-4877,58,74,103,183
845,product-182,58,76,77,54
846,product-1717,58,78,204,110
847,product-4382,58,80,147,147
848,product-4459,58,81,216,58
849,product-4307,58,83,150,189
850,product-2690,58,84,87,176
851,product-2412,58,92,73,181
852,product-4829,58,94,101,156
853,product-1559,58,95,155,164
854,product-620,58,100,189,209
855,product-971,58,100,94,135
856,product-3935,58,107,157,152
857,product-1723,58,113,74,195
858,product-2649,58,113,38,170
859,product-2639,58,117,186,12
860,product-151,58,118,66,66
861,product-1422,58,136,200,72
862,product-3936,58,138,80,110
863,product-2198,58,145,162,106
864,product-4120,58,153,104,204
865,product-1569,59,65,162,110
866,product-2519,59,65,80,47
867,product-2646,59,72,139,38
868,product-1451,59,74,100,137
869,product-2555,59,77,39,50
870,product-3701,59,79,100,196
871,product-644,59,80,32,59
872,product-36,59,86,157,53
873,product-2363,59,88,87,208
874,product-3027,59,90,116,159
875,product-2885,59,94,192,194
876,product-628,59,107,120,221
877,product-3373,59,108,243,60
878,product-4630,59,110,154,92
879,product-4809,59,110,102,146
880,product-1420,59,117,265,55
881,product-185,59,118,217,116
882,product-296,59,124,163,165
883,product-286,59,127,121,18
884,product-2237,59,127,129,48
885,product-3139,59,129,73,99
886,product-2061,59,133,190,257
887,product-3915,59,134,91,223
888,product-4394,59,136,102,90
889,product-2907,59,138,55,100
890,product-1761,59,143,99,204
891,product-2908,59,145,143,80
892,product-226,59,146,217,58
893,product-3444,59,147,105,45
894,product-3260,59,152,180,159
895,product-1984,59,154,130,217
896,product-2279,60,61,114,211
897,product-4815,60,68,164,35
898,product-2883,60,76,56,196
899,product-2970,60,76,128,20
900,product-4692,60,83,195,197
901,product-3710,60,84,81,82
902,product-1327,60,87,109,173
903,product-725,60,88,64,115
904,product-4949,60,90,211,26
905,product-4552,60,94,218,80
906,product-3072,60,109,139,120
907,product-4511,60,111,149,92
908,product-2182,60,114,151,49
909,product-1525,60,117,116,90
910,product-123,60,128,165,161
911,product-3165,60,132,185,205
912,product-2671,60,135,152,199
913,product-1163,60,137,142,85
914,product-1344,60,139,71,181
915,product-1346,60,144,148,95
916,product-2735,60,149,34,80
917,product-3450,60,152,190,206
918,product-2321,61,69,171,76
919,product-1533,61,72,115,130
920,product-4387,61,74,216,60
921,product-1247,61,79,53,157
922,product-4366,61,81,155,43
923,product-1706,61,89,114,85
924,product-3643,61,89,80,205
925,product-3899,61,91,20,149
926,product-1284,61,94,235,202
927,product-1402,61,100,231,150
928,product-2504,61,103,182,167
929,product-3451,61,104,163,119
930,product-511,61,112,15,137
931,product-1173,61,115,28,33
932,product-3518,61,117,126,88
933,product-448,61,132,141,169
934,product-4681,61,137,119,195
935,product-4066,61,140,85,118
936,product-4828,61,142,158,56
937,product-2791,61,144,172,78
938,product-353,61,145,262,83
939,product-1877,61,152,165,195
940,product-2747,61,159,196,146
941,product-2149,62,62,160,7
