ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
57,product-56762,0,62,53,10,22
58,product-42117,0,12,51,24,25
59,product-277232,0,62,75,23,26
60,product-10001,0,25,37,17,22
61,product-122801,0,88,64,0,22
62,product-258024,0,50,75,0,22
63,product-129053,0,88,57,0,22
64,product-122799,0,38,64,3,22
65,product-203412,0,50,55,12,22
66,product-300418,0,38,58,2,22
67,product-300419,0,88,58,3,22
68,product-122778,0,38,67,29,25
69,product-122777,0,50,67,27,25
70,product-42649,0,50,54,21,24
71,product-122766,0,62,66,6,22
72,product-11062,0,12,38,0,22
73,product-36817,0,50,54,0,22
74,product-300738,0,88,60,50,26
75,product-23569,0,75,66,12,23
76,product-167040,0,12,59,18,34
77,product-335185,0,12,67,4,23
78,product-102172,0,38,53,14,33
79,product-54105,0,50,43,8,23
80,product-202873,0,62,58,35,33
81,product-117981,0,38,56,13,25
82,product-146425,0,88,68,14,21
83,product-202799,0,50,55,11,23
84,product-232869,0,50,63,38,29
85,product-311014,0,12,66,10,25
86,product-1219,0,50,76,13,27
87,product-92794,0,50,55,20,29
88,product-239668,0,25,63,23,24
89,product-334542,0,25,73,46,39
90,product-257756,0,88,36,24,25
91,product-16180,0,25,44,2,23
92,product-147277,0,38,72,14,28
93,product-256791,0,88,35,28,24
94,product-277055,0,12,61,3,22
95,product-37268,0,12,57,43,32
96,product-332826,0,25,53,17,25
97,product-256793,0,12,35,30,25
98,product-67649,0,62,48,24,27
99,product-204296,0,88,55,6,22
100,product-204208,0,25,58,0,22
101,product-372414,0,25,75,38,40
102,product-123023,0,88,64,19,22
103,product-132460,0,25,60,0,22
104,product-299321,0,12,53,19,22
105,product-103327,0,50,47,13,24
106,product-276625,0,75,61,7,23
107,product-135807,0,50,68,0,22
108,product-54700,0,75,52,24,22
109,product-67681,0,88,43,6,24
110,product-42456,0,38,54,14,25
111,product-10072,0,62,37,17,32
112,product-276397,0,88,71,70,44
113,product-50518,0,62,52,9,24
114,product-54495,0,38,52,34,25
115,product-122987,0,62,66,10,22
116,product-257529,0,50,75,0,22
117,product-138889,0,25,69,27,25
118,product-122552,0,50,67,28,25
119,product-148441,0,50,70,17,26
120,product-57303,0,50,53,20,30
121,product-134021,0,50,68,25,23
122,product-109408,0,25,65,24,24
123,product-32611,0,62,43,9,23
124,product-213631,0,75,52,26,36
125,product-109361,0,62,56,5,22
126,product-40549,0,12,54,17,27
127,product-141637,0,88,67,11,24
128,product-62825,0,50,46,0,22
129,product-39804,0,38,53,24,30
130,product-149931,0,12,59,11,24
131,product-133927,0,88,58,5,22
132,product-182710,0,62,46,14,30
133,product-353617,0,38,67,17,27
134,product-380669,0,25,58,23,36
135,product-17546,0,38,47,22,25
136,product-376806,0,88,66,8,23
137,product-376805,0,38,66,9,23
138,product-111483,0,50,51,0,22
139,product-82842,0,62,46,24,28
140,product-84986,0,75,52,29,28
141,product-318656,0,62,49,4,24
142,product-111511,0,88,58,4,22
143,product-357026,0,38,64,14,23
144,product-85067,0,88,41,0,22
145,product-15553,0,88,42,17,25
146,product-320407,0,12,61,54,25
147,product-320424,0,12,49,6,23
148,product-287956,0,38,72,0,22
149,product-11989,0,88,38,2,22
150,product-244591,0,75,63,4,23
151,product-215302,0,12,61,0,22
152,product-244589,0,75,63,6,23
153,product-141288,0,25,72,6,24
154,product-47573,0,75,48,15,24
155,product-40176,0,88,50,15,25
156,product-83429,0,38,45,6,24
157,product-355026,0,75,74,57,37
158,product-110374,0,12,57,6,25
159,product-83970,0,62,45,10,26
160,product-141378,0,25,72,27,48
161,product-245256,0,12,63,4,22
162,product-211858,0,38,51,29,31
163,product-180368,0,75,24,24,37
164,product-181381,0,88,23,26,46
165,product-245284,0,75,67,41,33
166,product-134093,0,12,58,4,22
167,product-214228,0,88,56,24,26
168,product-141495,0,50,67,2,22
169,product-214223,0,38,56,39,18
170,product-84271,0,50,42,0,22
171,product-244046,0,25,67,55,25
172,product-109788,0,62,63,29,25
173,product-126540,0,62,66,4,22
174,product-47430,0,62,53,27,20
175,product-323321,0,12,62,2,22
176,product-62267,0,25,36,12,24
177,product-133858,0,50,68,27,23
178,product-59467,0,75,39,17,32
179,product-183286,0,12,66,3,22
180,product-86645,0,50,42,13,23
181,product-21145,0,12,46,20,26
182,product-38808,0,50,54,14,26
183,product-127459,0,62,69,35,30
184,product-241620,0,38,50,37,33
185,product-48998,0,25,55,24,26
186,product-27443,0,88,43,13,23
187,product-282344,0,50,47,0,22
188,product-186712,0,38,54,8,24
189,product-87389,0,88,44,0,22
190,product-32333,0,25,52,2,23
191,product-106683,0,62,64,13,27
192,product-107586,0,88,56,2,22
193,product-127680,0,50,69,38,30
194,product-113881,0,12,55,11,24
195,product-187101,0,50,54,19,24
196,product-106333,0,75,57,22,29
197,product-87974,0,88,52,0,22
198,product-359557,0,25,63,13,22
199,product-388603,0,12,31,0,22
200,product-88080,0,50,54,34,29
201,product-106020,0,38,55,2,22
202,product-296041,0,38,59,38,35
203,product-11406,0,12,35,5,23
204,product-350577,0,25,71,36,34
205,product-88403,0,50,47,19,28
206,product-208090,0,25,24,2,22
207,product-33594,0,25,40,0,22
208,product-127431,0,75,55,3,22
209,product-294778,0,12,45,0,22
210,product-63474,0,38,53,11,22
211,product-82498,0,12,52,30,32
212,product-177077,0,38,69,12,25
213,product-176863,0,50,57,28,26
214,product-293553,0,25,53,2,22
215,product-108334,0,62,51,18,29
216,product-63744,0,12,43,33,22
217,product-376353,0,25,76,23,29
218,product-242682,0,25,68,59,27
219,product-142036,0,62,71,37,26
220,product-22010,0,12,55,31,39
221,product-242628,0,25,63,4,23
222,product-112492,0,25,58,0,22
223,product-85817,0,12,45,0,22
224,product-376232,0,75,71,4,23
225,product-81978,0,50,36,13,22
226,product-218310,0,12,61,21,26
227,product-218311,0,25,61,23,26
228,product-127295,0,12,68,34,27
229,product-218320,0,75,60,40,31
230,product-133694,0,38,68,29,23
231,product-133693,0,50,68,29,26
232,product-326818,0,12,62,28,24
233,product-294535,0,62,44,30,25
234,product-142214,0,38,71,35,26
235,product-242235,0,25,63,5,22
236,product-127239,0,88,69,32,30
237,product-12989,0,12,47,23,34
238,product-236700,0,38,62,8,24
239,product-93870,0,75,39,4,23
240,product-144344,0,25,68,2,22
241,product-101357,0,25,58,3,22
242,product-160032,0,50,56,23,30
243,product-138004,0,50,71,33,28
244,product-162576,0,12,49,46,59
245,product-129479,0,38,62,2,22
246,product-344364,0,25,68,15,24
247,product-202371,0,12,31,22,28
248,product-340005,0,75,68,24,28
249,product-138001,0,88,71,27,27
250,product-120086,0,12,60,22,22
251,product-226817,0,25,62,26,25
252,product-44757,0,62,55,28,28
253,product-99991,0,25,44,3,23
254,product-120629,0,38,59,17,22
255,product-13665,0,12,41,24,25
256,product-15095,0,38,51,2,22
257,product-100386,0,38,58,0,22
258,product-144665,0,38,68,0,22
259,product-122323,0,62,67,29,25
260,product-138229,0,88,71,27,27
261,product-137767,0,62,71,34,28
262,product-122348,0,38,64,4,22
263,product-98485,0,12,50,0,22
264,product-138232,0,50,71,33,28
265,product-34963,0,50,48,9,24
266,product-397356,0,38,39,28,50
267,product-227443,0,62,48,13,25
268,product-137926,0,62,62,11,26
269,product-73991,0,50,46,6,24
270,product-16653,0,25,45,24,26
271,product-129908,0,50,68,31,26
272,product-100831,0,25,63,2,22
273,product-201781,0,88,76,8,23
274,product-130697,0,50,51,0,22
275,product-10803,0,50,32,0,22
276,product-35723,0,88,42,23,27
277,product-10895,0,25,41,13,27
278,product-43155,0,38,55,24,25
279,product-163336,0,88,55,16,25
280,product-201884,0,62,54,2,22
281,product-344415,0,25,64,48,20
282,product-306219,0,25,48,2,23
283,product-201238,0,62,55,8,23
284,product-100623,0,38,58,0,22
285,product-121420,0,75,55,11,27
286,product-306265,0,88,63,46,33
287,product-194079,0,62,30,14,28
288,product-226456,0,62,65,6,22
289,product-99905,0,88,58,2,22
290,product-305785,0,88,62,0,22
291,product-100622,0,12,58,2,22
292,product-74877,0,12,38,0,22
293,product-264963,0,38,66,4,22
294,product-101111,0,12,58,6,22
295,product-145919,0,12,70,0,22
296,product-44540,0,38,56,33,29
297,product-44971,0,50,55,31,28
298,product-198821,0,50,54,4,22
299,product-266055,0,25,66,10,22
300,product-101316,0,88,62,6,22
301,product-51296,0,25,46,6,23
302,product-202486,0,38,55,12,23
303,product-70309,0,88,40,14,23
304,product-363588,0,25,66,30,18
305,product-229534,0,25,63,48,31
306,product-51721,0,38,46,8,22
307,product-335543,0,25,58,4,22
308,product-304459,0,25,63,0,22
309,product-28866,0,12,42,15,22
310,product-122356,0,88,64,20,22
311,product-98792,0,88,44,2,22
312,product-202557,0,12,58,32,33
313,product-366661,0,25,78,21,23
314,product-227254,0,25,62,27,24
315,product-335750,0,88,66,15,22
316,product-122406,0,12,55,0,22
317,product-94506,0,88,52,5,22
318,product-51218,0,38,54,2,22
319,product-302393,0,75,56,32,31
320,product-345510,0,25,60,2,22
321,product-121755,0,38,59,5,22
322,product-366979,0,25,78,20,23
323,product-145351,0,38,68,0,22
324,product-192619,0,88,56,2,22
325,product-398967,0,50,29,24,34
326,product-120979,0,12,64,18,26
327,product-266839,0,88,68,42,32
328,product-146248,0,12,68,2,22
329,product-272290,0,62,74,39,28
330,product-232501,0,50,63,29,27
331,product-335471,0,25,67,3,23
332,product-54052,0,25,52,31,25
333,product-163626,0,62,55,18,24
334,product-100146,0,88,58,2,22
335,product-101651,0,50,53,2,23
336,product-367044,0,25,65,0,22
337,product-94994,0,12,49,7,24
338,product-144195,0,50,70,30,36
339,product-98915,0,62,56,8,21
340,product-29379,0,12,43,13,23
341,product-121567,2,12,59,6,22
342,product-218271,2,97,57,24,25
343,product-22022,2,38,53,41,27
344,product-121712,2,68,67,31,28
345,product-317176,2,25,66,35,40
346,product-63810,2,88,55,8,24
347,product-316139,2,92,63,27,29
348,product-124395,2,80,68,30,25
349,product-71156,2,75,53,31,23
350,product-316146,2,5,48,4,23
351,product-317197,2,95,63,28,30
352,product-218272,2,88,57,22,25
353,product-64329,2,25,38,23,26
354,product-63754,2,38,42,39,20
355,product-63610,2,88,54,29,24
356,product-71469,2,78,44,9,26
357,product-217910,2,9,61,26,26
358,product-21997,2,62,48,0,22
359,product-63643,2,75,58,54,36
360,product-121525,2,62,67,30,28
361,product-227736,2,68,63,44,30
362,product-316104,2,16,57,6,23
363,product-316138,2,45,63,25,29
364,product-22009,2,66,55,29,39
365,product-309378,2,5,48,4,23
366,product-316122,2,88,66,34,40
367,product-317451,2,42,64,17,24
368,product-70907,2,62,40,11,22
369,product-121566,2,25,59,8,22
370,product-124691,2,42,59,27,30
371,product-218152,2,9,61,0,22
372,product-71290,2,3,40,16,23
373,product-308916,2,88,60,20,18
374,product-316150,2,88,48,13,23
375,product-316889,2,38,56,6,24
376,product-71109,2,34,40,13,22
377,product-124471,2,9,59,12,22
378,product-227546,2,88,66,0,22
379,product-218636,2,62,58,18,23
380,product-218637,2,95,58,19,23
381,product-218638,2,12,58,20,23
382,product-29958,2,25,68,53,28
383,product-70910,2,59,40,14,23
384,product-218639,2,28,58,21,23
385,product-70974,2,84,54,32,24
386,product-29979,2,88,54,2,22
387,product-64477,2,97,42,30,21
388,product-22822,2,50,48,0,22
389,product-218652,2,12,57,26,25
390,product-227444,2,53,48,14,25
391,product-316505,2,18,49,9,23
392,product-218674,2,68,60,22,35
393,product-218653,2,38,57,24,25
394,product-124507,2,28,56,11,25
395,product-218654,2,68,57,22,25
396,product-64330,2,3,38,21,26
397,product-218640,2,50,58,23,23
398,product-218312,2,28,61,25,26
399,product-64218,2,62,59,55,39
400,product-124567,2,80,63,2,22
401,product-218313,2,45,61,27,26
402,product-121568,2,88,59,5,22
403,product-218326,2,41,60,37,33
404,product-64816,2,16,43,20,24
405,product-124409,2,38,66,19,23
406,product-218710,2,62,60,37,33
407,product-227678,2,95,59,11,24
408,product-227442,2,38,48,13,25
409,product-316863,2,62,48,14,22
410,product-64194,2,50,53,41,22
411,product-316862,2,25,48,12,22
412,product-124468,2,12,59,2,22
413,product-64131,2,38,42,30,21
414,product-316859,2,84,49,6,24
415,product-316843,2,16,64,16,32
416,product-124469,2,3,59,6,22
417,product-64137,2,12,42,34,20
418,product-64139,2,22,42,34,20
419,product-64156,2,16,38,20,26
420,product-64481,2,80,42,30,22
421,product-218699,2,3,61,30,26
422,product-316534,2,12,56,4,23
423,product-217448,2,62,59,15,24
424,product-63607,2,62,53,21,23
425,product-62298,2,12,54,2,23
426,product-126007,2,9,60,12,23
427,product-320824,2,95,62,22,29
428,product-215798,2,88,56,35,23
429,product-62309,2,88,53,14,24
430,product-29248,2,62,57,48,33
431,product-72119,2,38,59,9,24
432,product-121339,2,75,67,29,28
433,product-62457,2,62,42,35,33
434,product-320388,2,75,61,18,24
435,product-62479,2,75,35,9,24
436,product-11772,2,50,48,0,22
437,product-121340,2,30,67,31,28
438,product-228190,2,8,63,49,30
439,product-228189,2,75,63,47,30
440,product-125867,2,12,55,22,22
441,product-125866,2,12,55,24,22
442,product-30218,2,38,68,55,28
443,product-228188,2,55,63,45,30
444,product-228187,2,57,63,43,30
445,product-30217,2,38,68,53,28
446,product-216041,2,30,39,0,22
447,product-320048,2,72,61,15,23
448,product-62661,2,38,42,40,33
449,product-319663,2,25,55,0,22
450,product-72053,2,20,44,14,30
451,product-125674,2,47,55,24,22
452,product-29247,2,92,57,47,33
453,product-29246,2,9,57,46,33
454,product-72142,2,12,53,33,23
455,product-126008,2,3,60,14,24
456,product-307768,2,72,62,24,32
457,product-11842,2,78,38,2,22
458,product-307789,2,12,48,4,23
459,product-61767,2,88,61,37,33
460,product-228646,2,9,63,35,30
461,product-61768,2,12,61,34,32
462,product-21643,2,62,63,27,22
463,product-121152,2,25,67,32,29
464,product-307793,2,50,48,2,23
465,product-228621,2,82,62,20,25
466,product-61922,2,25,53,22,24
467,product-21647,2,88,62,26,22
468,product-61961,2,38,61,32,33
469,product-125673,2,50,55,25,22
470,product-121169,2,12,64,19,26
471,product-215442,2,97,60,30,32
472,product-62116,2,38,53,22,25
473,product-62117,2,75,53,24,24
474,product-62143,2,62,59,60,27
475,product-21667,2,88,60,15,25
476,product-21668,2,38,60,15,26
477,product-4938,2,32,35,30,26
478,product-121190,2,25,59,10,22
479,product-72151,2,75,54,44,24
480,product-121191,2,72,59,9,22
481,product-321034,2,12,60,10,29
482,product-11810,2,66,43,0,22
483,product-121194,2,75,60,9,23
484,product-21654,2,25,61,26,20
485,product-63608,2,75,53,25,23
486,product-29265,2,62,59,50,45
487,product-71931,2,12,54,44,25
488,product-63183,2,25,53,20,24
489,product-318295,2,62,49,12,23
490,product-71552,2,9,55,29,28
491,product-125230,2,16,60,2,22
492,product-318183,2,50,63,6,23
493,product-10847,2,12,48,12,27
494,product-29309,2,62,58,44,45
495,product-63319,2,9,42,43,20
496,product-217466,2,3,57,16,24
497,product-318011,2,50,68,21,28
498,product-217468,2,12,57,12,25
499,product-317934,2,88,49,14,23
500,product-121439,2,25,53,19,34
501,product-217644,2,62,55,54,55
502,product-217645,2,62,55,55,39
503,product-21949,2,68,61,28,20
504,product-21954,2,12,61,20,28
505,product-317826,2,18,63,9,24
506,product-124908,2,88,56,11,25
507,product-29314,2,25,57,44,33
508,product-317822,2,25,63,0,22
509,product-217738,2,9,33,17,24
510,product-21976,2,25,57,24,21
511,product-29315,2,12,57,42,33
512,product-217858,2,88,58,23,23
513,product-10784,2,80,38,11,23
514,product-317750,2,28,75,3,22
515,product-318372,2,5,68,20,28
516,product-318374,2,62,68,23,28
517,product-63182,2,88,53,18,24
518,product-63175,2,12,53,35,23
519,product-125632,2,22,58,26,28
520,product-71924,2,25,53,32,23
521,product-216623,2,50,57,21,25
522,product-216658,2,68,61,24,27
523,product-319031,2,55,49,8,23
524,product-228163,2,32,62,14,24
525,product-216910,2,20,34,12,25
526,product-62956,2,12,53,32,24
527,product-216936,2,92,61,0,22
528,product-308521,2,88,60,18,17
529,product-30155,2,18,43,17,24
530,product-30153,2,38,43,17,23
531,product-71743,2,75,55,31,28
532,product-125672,2,38,55,26,22
533,product-217044,2,91,57,22,25
534,product-62960,2,38,53,21,24
535,product-217047,2,34,57,16,24
536,product-308550,2,62,59,52,26
537,product-217048,2,88,57,14,25
538,product-228130,2,78,59,14,24
539,product-121382,2,25,59,8,22
540,product-308653,2,62,62,4,23
541,product-63049,2,66,46,0,22
542,product-125447,2,88,58,26,29
543,product-125364,2,12,66,11,23
544,product-63174,2,12,53,32,23
545,product-121383,2,75,59,7,22
546,product-71583,2,41,56,22,35
547,product-125477,2,62,55,29,23
548,product-124361,2,12,71,28,34
549,product-124075,2,97,59,6,22
550,product-124275,2,18,59,11,22
551,product-312724,2,84,61,60,27
552,product-310245,2,88,65,10,26
553,product-29446,2,25,68,50,28
554,product-221993,2,5,60,2,22
555,product-222013,2,47,62,45,28
556,product-123179,2,12,68,24,25
557,product-312702,2,38,59,18,15
558,product-123178,2,38,68,27,25
559,product-310254,2,50,66,15,24
560,product-69634,2,50,48,11,26
561,product-123055,2,30,59,0,22
562,product-69591,2,82,54,2,22
563,product-312725,2,84,61,58,27
564,product-69576,2,38,57,30,32
565,product-29638,2,50,42,13,24
566,product-29636,2,32,42,14,24
567,product-29635,2,30,42,14,24
568,product-29634,2,97,42,15,24
569,product-312548,2,25,71,2,22
570,product-29633,2,12,42,15,24
571,product-123025,2,28,64,24,22
572,product-123024,2,25,64,21,22
573,product-225512,2,25,63,45,29
574,product-69498,2,3,39,7,22
575,product-123022,2,95,64,17,22
576,product-123021,2,3,64,15,22
577,product-123054,2,25,59,0,22
578,product-312853,2,8,71,20,32
579,product-312919,2,3,71,0,22
580,product-69800,2,55,54,2,23
581,product-70205,2,45,54,3,22
582,product-22369,2,18,38,0,22
583,product-121953,2,59,59,2,22
584,product-221510,2,62,58,21,27
585,product-221511,2,45,58,19,27
586,product-121988,2,30,54,21,26
587,product-67251,2,55,56,24,27
588,product-122090,2,75,66,9,23
589,product-22390,2,25,66,5,22
590,product-313135,2,18,48,6,23
591,product-67376,2,38,54,11,24
592,product-67438,2,53,56,21,28
593,product-313078,2,12,59,20,15
594,product-313077,2,20,59,17,15
595,product-123227,2,25,64,21,22
596,product-123226,2,18,64,15,22
597,product-310104,2,45,62,0,22
598,product-221958,2,22,58,19,25
599,product-312985,2,18,63,0,22
600,product-312984,2,38,63,0,22
601,product-123206,2,38,67,29,24
602,product-122101,2,70,67,30,25
603,product-69919,2,12,65,15,29
604,product-122102,2,32,67,32,25
605,product-310140,2,12,59,56,26
606,product-67496,2,9,42,6,24
607,product-123205,2,50,67,27,24
608,product-123020,2,91,64,0,22
609,product-69437,2,80,48,12,26
610,product-123019,2,91,64,0,22
611,product-69393,2,38,54,2,22
612,product-122358,2,12,64,23,29
613,product-224617,2,30,63,43,30
614,product-122648,2,50,56,21,28
615,product-311534,2,25,73,9,22
616,product-22565,2,12,52,15,26
617,product-68664,2,72,39,11,22
618,product-223500,2,66,52,17,30
619,product-122584,2,12,64,24,29
620,product-122583,2,16,64,22,22
621,product-122582,2,80,64,19,22
622,product-122581,2,78,64,17,22
623,product-68716,2,75,55,37,28
624,product-4696,2,57,39,29,34
625,product-4695,2,16,40,3,22
626,product-122580,2,88,64,15,22
627,product-122578,2,12,64,7,22
628,product-122577,2,20,64,5,22
629,product-122422,2,50,56,23,28
630,product-122576,2,25,64,3,22
631,product-122575,2,70,64,3,22
632,product-310913,2,68,63,28,35
633,product-122574,2,38,64,5,22
634,product-68870,2,62,39,11,21
635,product-311116,2,25,69,26,35
636,product-122540,2,50,66,5,22
637,product-122553,2,30,67,30,25
638,product-122541,2,59,66,7,22
639,product-122767,2,62,66,9,22
640,product-123404,2,50,67,27,24
641,product-29568,2,25,57,43,33
642,product-122797,2,38,64,7,22
643,product-69380,2,66,57,30,29
644,product-122324,2,32,67,31,25
645,product-122347,2,50,64,5,22
646,product-122998,2,34,67,30,25
647,product-67767,2,50,56,33,30
648,product-122997,2,50,67,28,25
649,product-122349,2,25,64,5,22
650,product-122996,2,53,67,26,25
651,product-67768,2,25,56,31,30
652,product-222545,2,16,51,0,22
653,product-122350,2,25,64,6,22
654,product-122873,2,50,56,20,28
655,product-122872,2,68,56,21,27
656,product-122809,2,25,64,24,22
657,product-122808,2,25,64,21,22
658,product-122807,2,80,64,19,22
659,product-122806,2,88,64,17,22
660,product-122805,2,97,64,15,22
661,product-122803,2,3,64,4,22
662,product-122802,2,12,64,2,22
663,product-311930,2,28,64,13,22
664,product-122800,2,75,64,2,22
665,product-310635,2,84,66,11,22
666,product-122352,2,12,64,10,22
667,product-122798,2,34,64,5,22
668,product-223077,2,8,52,18,30
669,product-22639,2,88,42,14,28
670,product-69119,2,38,53,14,23
671,product-313458,2,30,59,17,21
672,product-313459,2,97,59,18,21
673,product-123405,2,38,67,29,24
674,product-22776,2,25,60,32,27
675,product-124010,2,62,66,15,23
676,product-70546,2,50,53,30,23
677,product-315692,2,28,62,2,22
678,product-123995,2,72,68,28,25
679,product-123968,2,30,63,2,22
680,product-29397,2,75,43,14,21
681,product-22773,2,25,61,34,19
682,product-123966,2,12,63,0,22
683,product-123956,2,18,71,29,34
684,product-219795,2,84,58,30,27
685,product-123870,2,3,59,6,22
686,product-315424,2,68,48,10,23
687,product-123869,2,92,59,4,22
688,product-315421,2,50,48,5,23
689,product-123868,2,8,59,3,22
690,product-123867,2,16,59,2,22
691,product-309766,2,16,48,11,23
692,product-123866,2,25,59,0,22
693,product-121884,2,25,67,6,23
694,product-315399,2,12,66,32,40
695,product-123832,2,38,64,4,23
696,product-315339,2,62,62,4,22
697,product-315338,2,50,62,3,22
698,product-226988,2,32,48,15,25
699,product-315251,2,62,75,30,38
700,product-65765,2,12,50,43,33
701,product-29888,2,80,43,17,23
702,product-123804,2,66,66,15,23
703,product-315722,2,25,57,10,25
704,product-121814,2,12,53,23,32
705,product-124274,2,3,59,10,22
706,product-65195,2,47,45,28,28
707,product-121754,2,45,59,6,23
708,product-124272,2,9,59,5,22
709,product-124271,2,16,59,2,22
710,product-124212,2,62,66,19,23
711,product-227256,2,18,62,23,25
712,product-124210,2,72,66,15,23
713,product-315971,2,12,72,4,21
714,product-227255,2,62,62,25,25
715,product-315967,2,59,72,6,22
716,product-124197,2,75,68,29,25
717,product-219277,2,82,31,0,22
718,product-124170,2,28,63,0,22
719,product-124169,2,18,63,0,22
720,product-29388,2,20,42,18,24
721,product-124163,2,18,71,29,34
722,product-121756,2,75,59,3,22
723,product-29390,2,45,42,17,24
724,product-315872,2,55,63,2,22
725,product-124076,2,5,59,9,22
726,product-121757,2,55,60,2,22
727,product-227156,2,62,69,35,27
728,product-309688,2,66,64,5,23
729,product-29896,2,41,42,13,24
730,product-309689,2,53,64,6,23
731,product-309702,2,3,62,2,22
732,product-4359,2,95,34,2,22
733,product-70749,2,75,53,34,23
734,product-65778,2,22,47,21,25
735,product-315061,2,50,48,6,23
736,product-123554,2,84,63,4,22
737,product-121904,2,28,67,33,25
738,product-66519,2,47,47,12,24
739,product-29747,2,42,57,41,33
740,product-4778,2,82,44,25,34
741,product-314220,2,55,59,13,22
742,product-314072,2,12,67,0,22
743,product-221098,2,62,60,3,22
744,product-226816,2,50,62,28,25
745,product-121950,2,41,59,4,22
746,product-221107,2,45,61,19,25
747,product-309920,2,32,65,2,22
748,product-313838,2,88,59,17,23
749,product-313837,2,70,59,16,22
750,product-313836,2,62,59,15,21
751,product-313835,2,41,59,15,21
752,product-29711,2,12,54,0,22
753,product-309921,2,5,65,3,22
754,product-121951,2,50,59,4,22
755,product-123431,2,38,64,21,22
756,product-123430,2,50,64,19,22
757,product-123429,2,45,64,17,22
758,product-121952,2,50,59,4,22
759,product-313615,2,42,70,22,31
760,product-61716,2,25,53,13,23
761,product-123426,2,3,64,11,23
762,product-313513,2,88,50,14,28
763,product-66492,2,28,51,26,27
764,product-226987,2,62,48,15,25
765,product-66491,2,28,51,24,27
766,product-70311,2,25,40,20,23
767,product-315052,2,88,63,18,30
768,product-29817,2,25,57,50,44
769,product-314998,2,38,59,11,24
770,product-123760,2,95,63,2,22
771,product-123661,2,5,59,2,22
772,product-123660,2,32,59,2,22
773,product-29808,2,12,58,39,44
774,product-226986,2,62,48,16,25
775,product-4442,2,3,40,34,35
776,product-4443,2,12,40,25,38
777,product-220553,2,5,83,23,36
778,product-220554,2,22,83,24,34
779,product-123635,2,50,64,19,22
780,product-123634,2,38,64,17,22
781,product-70498,2,84,39,6,22
782,product-123631,2,9,64,11,23
783,product-220750,2,38,56,22,32
784,product-66323,2,62,46,14,24
785,product-70492,2,28,42,27,22
786,product-121892,2,88,66,11,22
787,product-314532,2,53,63,41,41
788,product-121903,2,68,67,31,25
789,product-123605,2,50,67,26,24
790,product-220931,2,62,36,22,29
791,product-66439,2,38,57,41,32
792,product-4481,2,34,79,2,22
793,product-123582,2,88,68,26,25
794,product-66490,2,34,51,22,27
795,product-321830,2,72,51,4,24
796,product-257044,2,50,75,2,22
797,product-215105,2,30,56,0,22
798,product-203138,2,38,54,5,23
799,product-335082,2,34,74,29,37
800,product-203113,2,80,55,14,23
801,product-203112,2,47,55,14,22
802,product-54241,2,41,53,2,22
803,product-203110,2,45,55,10,23
804,product-203109,2,88,55,6,23
805,product-54214,2,88,60,28,31
806,product-129240,2,16,62,2,22
807,product-335184,2,57,67,4,23
808,product-202874,2,45,58,37,33
809,product-54112,2,45,42,12,22
810,product-202872,2,20,58,33,33
811,product-129258,2,38,63,30,28
812,product-202803,2,9,55,17,22
813,product-129190,2,18,68,28,26
814,product-54092,2,57,45,13,23
815,product-129189,2,18,68,30,26
816,product-203182,2,18,58,34,33
817,product-203440,2,18,54,0,22
