ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology
195,customer-280179,0,20,17,33,22
196,customer-280180,0,20,6,20,22
197,customer-280181,0,20,85,26,22
198,customer-280628,0,20,91,30,22
199,customer-280626,0,20,16,29,22
200,customer-275583,0,20,32,38,22
201,customer-276563,0,20,58,11,22
202,customer-276562,0,20,6,26,22
203,customer-276681,0,20,35,29,22
204,customer-262496,0,20,18,5,22
205,customer-262490,0,20,24,5,22
206,customer-262489,0,20,37,9,22
207,customer-262013,0,20,41,18,22
208,customer-262014,0,20,39,15,22
209,customer-262015,0,20,49,9,22
210,customer-262954,0,20,4,11,22
211,customer-262964,0,20,60,21,22
212,customer-262963,0,20,12,14,22
213,customer-266568,0,20,6,35,22
214,customer-264023,0,20,3,38,22
215,customer-272831,0,21,31,20,22
216,customer-272836,0,21,90,30,22
217,customer-271784,0,21,91,26,22
218,customer-272311,0,21,90,27,22
219,customer-272309,0,21,18,11,22
220,customer-274028,0,21,16,14,22
221,customer-273853,0,21,9,11,22
222,customer-274539,0,21,91,5,22
223,customer-279218,0,21,26,36,22
224,customer-280155,0,21,10,26,22
225,customer-280705,0,21,98,8,22
226,customer-280630,0,21,81,17,22
227,customer-280629,0,21,87,29,22
228,customer-280611,0,21,63,32,22
229,customer-279326,0,21,16,15,22
230,customer-263428,0,21,0,18,22
231,customer-263427,0,21,27,18,22
232,customer-263915,0,21,31,11,22
233,customer-260719,0,21,81,23,22
234,customer-261183,0,21,84,26,22
235,customer-261200,0,21,7,9,22
236,customer-267092,0,21,3,35,22
237,customer-266472,0,21,83,3,22
238,customer-266471,0,21,48,11,22
239,customer-265044,0,21,94,33,22
240,customer-265043,0,21,5,38,22
241,customer-264524,0,21,4,38,22
242,customer-265950,0,21,86,8,22
243,customer-265444,0,21,7,9,22
244,customer-273859,0,22,94,24,22
245,customer-274356,0,22,94,26,22
246,customer-274350,0,22,98,15,22
247,customer-273340,0,22,89,30,22
248,customer-273339,0,22,94,26,22
249,customer-269648,0,22,93,17,22
250,customer-269122,0,22,94,12,22
251,customer-270162,0,22,97,11,22
252,customer-277804,0,22,76,17,22
253,customer-274873,0,22,94,15,22
254,customer-277260,0,22,13,27,22
255,customer-262136,0,22,10,8,22
256,customer-261669,0,22,4,18,22
257,customer-261668,0,22,29,15,22
258,customer-261655,0,22,80,24,22
259,customer-261654,0,22,88,27,22
260,customer-261653,0,22,94,32,22
261,customer-266987,0,22,8,8,22
262,customer-266470,0,22,33,18,22
263,customer-268165,0,22,2,33,22
264,customer-268164,0,22,11,44,22
265,customer-268588,0,22,34,14,22
266,customer-267625,0,22,11,42,22
267,customer-267516,0,22,98,8,22
268,customer-265566,0,22,87,33,22
269,customer-265565,0,22,98,30,22
270,customer-268707,0,23,95,29,22
271,customer-268706,0,23,4,41,22
272,customer-269245,0,23,3,30,22
273,customer-270700,0,23,95,20,22
274,customer-271230,0,23,99,17,22
275,customer-270161,0,23,31,6,22
276,customer-277603,0,23,22,18,22
277,customer-275425,0,23,92,27,22
278,customer-274879,0,23,93,27,22
279,customer-277065,0,23,19,17,22
280,customer-277066,0,23,0,17,22
281,customer-276521,0,23,94,15,22
282,customer-263558,0,23,93,18,22
283,customer-263082,0,23,94,14,22
284,customer-266579,0,23,98,38,22
285,customer-264052,0,23,99,26,22
286,customer-266068,0,23,92,35,22
287,customer-266093,0,23,92,6,22
288,customer-269766,0,24,6,30,22
289,customer-268735,0,24,94,14,22
290,customer-269274,0,24,98,14,22
291,customer-270289,0,24,91,33,22
292,customer-270288,0,24,7,32,22
293,customer-270317,0,24,92,12,22
294,customer-278685,0,24,12,12,22
295,customer-278684,0,24,26,17,22
296,customer-315044,0,24,32,5,22
297,customer-315040,0,24,63,9,22
298,customer-275973,0,24,92,29,22
299,customer-315741,0,24,11,5,22
300,customer-315743,0,24,96,15,22
301,customer-276527,0,24,92,29,22
302,customer-276526,0,24,96,26,22
303,customer-13851,0,24,46,15,22
304,customer-267104,0,24,95,29,22
305,customer-267103,0,24,3,41,22
306,customer-267660,0,24,65,6,22
307,customer-265593,0,24,96,6,22
308,customer-297438,0,24,1,36,22
309,customer-297931,0,24,98,35,22
310,customer-297930,0,24,3,44,22
311,customer-272425,0,25,25,6,22
312,customer-271897,0,25,12,18,22
313,customer-271871,0,25,98,18,22
314,customer-273965,0,25,17,8,22
315,customer-317129,0,25,99,17,22
316,customer-317102,0,25,12,5,22
317,customer-317829,0,25,8,17,22
318,customer-270855,0,25,12,11,22
319,customer-270854,0,25,23,17,22
320,customer-270826,0,25,91,32,22
321,customer-270825,0,25,7,27,22
322,customer-271343,0,25,6,18,22
323,customer-278693,0,25,96,18,22
324,customer-315720,0,25,84,17,22
325,customer-277611,0,25,94,23,22
326,customer-278149,0,25,92,21,22
327,customer-278148,0,25,96,18,22
328,customer-315022,0,25,84,12,22
329,customer-315041,0,25,57,23,22
330,customer-315043,0,25,40,18,22
331,customer-315039,0,25,7,9,22
332,customer-316434,0,25,96,23,22
333,customer-316410,0,25,95,14,22
334,customer-315739,0,25,2,9,22
335,customer-315740,0,25,18,6,22
336,customer-315742,0,25,1,9,22
337,customer-277073,0,25,96,24,22
338,customer-13910,0,25,28,18,22
339,customer-13893,0,25,49,21,22
340,customer-13834,0,25,22,23,22
341,customer-13978,0,25,25,12,22
342,customer-268176,0,25,6,32,22
343,customer-267637,0,25,3,32,22
344,customer-298428,0,25,2,44,22
345,customer-298429,0,25,96,32,22
346,customer-272398,0,26,93,26,22
347,customer-272397,0,26,14,17,22
348,customer-272944,0,26,29,20,22
349,customer-272919,0,26,96,18,22
350,customer-273939,0,26,91,24,22
351,customer-273938,0,26,12,17,22
352,customer-317103,0,26,94,18,22
353,customer-317104,0,26,93,29,22
354,customer-273427,0,26,90,30,22
355,customer-273426,0,26,99,14,22
356,customer-317802,0,26,98,9,22
357,customer-317803,0,26,92,24,22
358,customer-317801,0,26,35,12,22
359,customer-317800,0,26,39,27,22
360,customer-317799,0,26,41,38,22
361,customer-319214,0,26,38,6,22
362,customer-269776,0,26,4,17,22
363,customer-319242,0,26,96,20,22
364,customer-319243,0,26,84,21,22
365,customer-268715,0,26,7,26,22
366,customer-269254,0,26,6,20,22
367,customer-318534,0,26,10,21,22
368,customer-318535,0,26,89,17,22
369,customer-318502,0,26,41,29,22
370,customer-318503,0,26,41,15,22
371,customer-270299,0,26,3,14,22
372,customer-315023,0,26,83,27,22
373,customer-275553,0,26,11,11,22
374,customer-316411,0,26,96,23,22
375,customer-275007,0,26,98,9,22
376,customer-322736,0,26,69,20,22
377,customer-322038,0,26,69,24,22
378,customer-324151,0,26,79,15,22
379,customer-324849,0,26,83,20,22
380,customer-323447,0,26,73,15,22
381,customer-13836,0,26,8,12,22
382,customer-320666,0,26,88,3,22
383,customer-320630,0,26,14,9,22
384,customer-319918,0,26,26,12,22
385,customer-319919,0,26,90,9,22
386,customer-319952,0,26,95,14,22
387,customer-321338,0,26,16,9,22
388,customer-321339,0,26,78,11,22
389,customer-272409,0,27,15,6,22
390,customer-272929,0,27,97,6,22
391,customer-272928,0,27,25,15,22
392,customer-274453,0,27,12,14,22
393,customer-269775,0,27,14,21,22
394,customer-270836,0,27,6,12,22
395,customer-271353,0,27,10,15,22
396,customer-270298,0,27,13,21,22
397,customer-278281,0,27,5,21,22
398,customer-277714,0,27,2,11,22
399,customer-275527,0,27,10,12,22
400,customer-274980,0,27,14,14,22
401,customer-277178,0,27,93,17,22
402,customer-277177,0,27,21,15,22
403,customer-277204,0,27,5,14,22
404,customer-276078,0,27,94,9,22
405,customer-276077,0,27,29,17,22
406,customer-276627,0,27,26,5,22
407,customer-322071,0,27,96,26,22
408,customer-13887,0,27,94,12,22
409,customer-13824,0,27,32,41,22
410,customer-14028,0,27,54,6,22
411,customer-320665,0,27,10,18,22
412,customer-321374,0,27,5,24,22
413,customer-321375,0,27,85,23,22
414,customer-298455,0,27,6,12,22
415,customer-297465,0,27,88,15,22
416,customer-297464,0,27,18,27,22
417,customer-273949,0,28,3,12,22
418,customer-273948,0,28,20,17,22
419,customer-274463,0,28,9,12,22
420,customer-273437,0,28,16,12,22
421,customer-278280,0,28,13,21,22
422,customer-278253,0,28,23,3,22
423,customer-278827,0,28,2,20,22
424,customer-278825,0,28,22,15,22
425,customer-278800,0,28,80,3,22
426,customer-280204,0,28,6,14,22
427,customer-279298,0,28,11,12,22
428,customer-279297,0,28,22,24,22
429,customer-279274,0,28,93,12,22
430,customer-279300,0,28,98,21,22
431,customer-279741,0,28,8,20,22
432,customer-279740,0,28,12,15,22
433,customer-279769,0,28,98,21,22
434,customer-274991,0,28,11,15,22
435,customer-322769,0,28,1,30,22
436,customer-322770,0,28,92,26,22
437,customer-13869,0,28,45,11,22
438,customer-323482,0,28,98,24,22
439,customer-13823,0,28,32,48,22
440,customer-13854,0,28,48,8,22
441,customer-13999,0,28,58,36,22
442,customer-13998,0,28,46,11,22
443,customer-13997,0,28,64,11,22
444,customer-13994,0,28,52,14,22
445,customer-13939,0,28,76,21,22
446,customer-280233,0,29,94,24,22
447,customer-280229,0,29,25,17,22
448,customer-280203,0,29,14,12,22
449,customer-280676,0,29,4,15,22
450,customer-280651,0,29,8,9,22
451,customer-280650,0,29,21,20,22
452,customer-279764,0,29,23,26,22
453,customer-279765,0,29,16,18,22
454,customer-275537,0,29,9,15,22
455,customer-274990,0,29,21,17,22
456,customer-13810,0,29,59,6,22
457,customer-297987,0,29,18,35,22
458,customer-297472,0,29,6,12,22
459,customer-280683,0,30,93,26,22
460,customer-13856,0,30,57,23,22
461,customer-13933,0,30,14,12,22
462,customer-13937,0,30,45,2,22
463,customer-298486,0,30,15,35,22
464,customer-298462,0,30,7,12,22
465,customer-297963,0,30,5,17,22
466,customer-315084,0,31,7,9,22
467,customer-19574,0,31,5,20,22
468,customer-19573,0,31,9,23,22
469,customer-13921,0,31,50,20,22
470,customer-16446,0,31,19,15,22
471,customer-298485,0,31,20,36,22
472,customer-317869,0,32,18,12,22
473,customer-317167,0,32,22,5,22
474,customer-385404,0,32,21,14,22
475,customer-319281,0,32,13,15,22
476,customer-384767,0,32,49,9,22
477,customer-384768,0,32,50,8,22
478,customer-318574,0,32,15,17,22
479,customer-316472,0,32,6,5,22
480,customer-19572,0,32,6,20,22
481,customer-19571,0,32,5,20,22
482,customer-19570,0,32,11,29,22
483,customer-19569,0,32,11,33,22
484,customer-315782,0,32,4,8,22
485,customer-13911,0,32,54,33,22
486,customer-13798,0,32,62,17,22
487,customer-16224,0,32,25,9,22
488,customer-16223,0,32,23,11,22
489,customer-320702,0,32,18,20,22
490,customer-16012,0,32,18,5,22
491,customer-42082,0,32,8,20,22
492,customer-42081,0,32,9,20,22
493,customer-42080,0,32,10,20,22
494,customer-384135,0,32,53,9,22
495,customer-319989,0,32,17,15,22
496,customer-42083,0,32,8,20,22
497,customer-16445,0,32,31,8,22
498,customer-15286,0,32,30,8,22
499,customer-15285,0,32,19,11,22
500,customer-15280,0,32,6,11,22
501,customer-15279,0,32,6,11,22
502,customer-41702,0,32,24,9,22
503,customer-15120,0,32,40,9,22
504,customer-15119,0,32,49,5,22
505,customer-15118,0,32,50,2,22
506,customer-15117,0,32,41,2,22
507,customer-15461,0,32,12,3,22
508,customer-15822,0,32,58,8,22
509,customer-15821,0,32,50,0,22
510,customer-15638,0,32,73,3,22
511,customer-76776,0,33,2,23,22
512,customer-385403,0,33,22,15,22
513,customer-52551,0,33,26,5,22
514,customer-52552,0,33,20,6,22
515,customer-386041,0,33,44,6,22
516,customer-386040,0,33,39,15,22
517,customer-19794,0,33,96,21,22
518,customer-19793,0,33,9,17,22
519,customer-19797,0,33,5,20,22
520,customer-19798,0,33,8,23,22
521,customer-19799,0,33,1,23,22
522,customer-19800,0,33,94,27,22
523,customer-19801,0,33,95,29,22
524,customer-322804,0,33,8,8,22
525,customer-322105,0,33,21,11,22
526,customer-41691,0,33,34,17,22
527,customer-41692,0,33,32,11,22
528,customer-324216,0,33,65,3,22
529,customer-13889,0,33,35,18,22
530,customer-13895,0,33,61,27,22
531,customer-323515,0,33,9,5,22
532,customer-13800,0,33,46,17,22
533,customer-13795,0,33,52,8,22
534,customer-323516,0,33,97,11,22
535,customer-13807,0,33,99,12,22
536,customer-53167,0,33,12,11,22
537,customer-53168,0,33,5,14,22
538,customer-76498,0,33,2,20,22
539,customer-76497,0,33,8,17,22
540,customer-76495,0,33,12,3,22
541,customer-76494,0,33,31,9,22
542,customer-42079,0,33,6,17,22
543,customer-52856,0,33,18,9,22
544,customer-52857,0,33,5,6,22
545,customer-42078,0,33,4,15,22
546,customer-42077,0,33,7,17,22
547,customer-42076,0,33,9,20,22
548,customer-42075,0,33,8,20,22
549,customer-42074,0,33,5,21,22
550,customer-42073,0,33,5,21,22
551,customer-42072,0,33,6,15,22
552,customer-15278,0,33,36,9,22
553,customer-15451,0,33,4,11,22
554,customer-15450,0,33,13,14,22
555,customer-15449,0,33,8,9,22
556,customer-15448,0,33,10,11,22
557,customer-15447,0,33,16,17,22
558,customer-15446,0,33,18,15,22
559,customer-122600,0,33,36,8,22
560,customer-321409,0,33,17,18,22
561,customer-76227,0,33,48,11,22
562,customer-76226,0,33,61,8,22
563,customer-76225,0,33,93,6,22
564,customer-76224,0,33,1,14,22
565,customer-76223,0,33,3,12,22
566,customer-76222,0,33,9,8,22
567,customer-76221,0,33,26,8,22
568,customer-42453,0,34,6,17,22
569,customer-42452,0,34,24,12,22
570,customer-387327,0,34,28,5,22
571,customer-387328,0,34,83,3,22
572,customer-387329,0,34,81,8,22
573,customer-388618,0,34,16,14,22
574,customer-76772,0,34,5,17,22
575,customer-76773,0,34,2,21,22
576,customer-387974,0,34,2,12,22
577,customer-387973,0,34,6,11,22
578,customer-387972,0,34,12,12,22
579,customer-76774,0,34,0,23,22
580,customer-76775,0,34,2,21,22
581,customer-386687,0,34,52,12,22
582,customer-386686,0,34,56,12,22
583,customer-386683,0,34,34,12,22
584,customer-386682,0,34,47,8,22
585,customer-386681,0,34,53,9,22
586,customer-386680,0,34,57,9,22
587,customer-386033,0,34,37,14,22
588,customer-386034,0,34,36,15,22
589,customer-386035,0,34,49,12,22
590,customer-386036,0,34,57,15,22
591,customer-20029,0,34,3,21,22
592,customer-20506,0,34,99,15,22
593,customer-20266,0,34,5,11,22
594,customer-77047,0,34,0,23,22
595,customer-77046,0,34,98,23,22
596,customer-77045,0,34,99,21,22
597,customer-77043,0,34,11,6,22
598,customer-77044,0,34,97,15,22
599,customer-42828,0,34,19,11,22
600,customer-42829,0,34,98,18,22
601,customer-14448,0,34,94,23,22
602,customer-14447,0,34,98,17,22
603,customer-14446,0,34,20,9,22
604,customer-54393,0,34,96,11,22
605,customer-14539,0,34,2,9,22
606,customer-14538,0,34,27,6,22
607,customer-14537,0,34,39,12,22
608,customer-54095,0,34,12,6,22
609,customer-14540,0,34,97,21,22
610,customer-13817,0,34,31,9,22
611,customer-13861,0,34,45,14,22
612,customer-54691,0,34,97,17,22
613,customer-53790,0,34,20,14,22
614,customer-16207,0,34,2,14,22
615,customer-15994,0,34,99,14,22
616,customer-42071,0,34,17,9,22
617,customer-42070,0,34,30,17,22
618,customer-122598,0,34,28,14,22
619,customer-15445,0,34,18,9,22
620,customer-122603,0,34,43,11,22
621,customer-122602,0,34,53,6,22
622,customer-122599,0,34,31,11,22
623,customer-122234,0,34,53,3,22
624,customer-122233,0,34,46,8,22
625,customer-122232,0,34,46,6,22
626,customer-53480,0,34,7,14,22
627,customer-123333,0,34,19,11,22
628,customer-15807,0,34,96,12,22
629,customer-123332,0,34,19,11,22
630,customer-123331,0,34,11,6,22
631,customer-123330,0,34,21,8,22
632,customer-53476,0,34,27,17,22
633,customer-53477,0,34,21,15,22
634,customer-53478,0,34,4,12,22
635,customer-53479,0,34,4,14,22
636,customer-122966,0,34,19,12,22
637,customer-122965,0,34,27,14,22
638,customer-122964,0,34,31,8,22
639,customer-122963,0,34,28,3,22
640,customer-15623,0,34,7,17,22
641,customer-388617,0,35,16,14,22
642,customer-388616,0,35,6,9,22
643,customer-388615,0,35,8,8,22
644,customer-388614,0,35,14,6,22
645,customer-388613,0,35,21,6,22
646,customer-389267,0,35,42,15,22
647,customer-389268,0,35,40,11,22
648,customer-389269,0,35,36,6,22
649,customer-389271,0,35,16,5,22
650,customer-389270,0,35,25,5,22
651,customer-14449,0,35,92,24,22
652,customer-14800,0,35,86,26,22
653,customer-14536,0,35,42,15,22
654,customer-14534,0,35,21,6,22
655,customer-14533,0,35,9,8,22
656,customer-14532,0,35,4,5,22
657,customer-14531,0,35,42,3,22
658,customer-14541,0,35,98,30,22
659,customer-14544,0,35,92,14,22
660,customer-14545,0,35,79,26,22
661,customer-14652,0,35,6,27,22
662,customer-14651,0,35,7,33,22
663,customer-14650,0,35,5,38,22
664,customer-14647,0,35,96,32,22
665,customer-14646,0,35,93,24,22
666,customer-14645,0,35,99,11,22
667,customer-14661,0,35,78,23,22
668,customer-54984,0,35,1,14,22
669,customer-54985,0,35,5,18,22
670,customer-13881,0,35,51,24,22
671,customer-13989,0,35,32,17,22
672,customer-54689,0,35,9,18,22
673,customer-54690,0,35,9,21,22
674,customer-124057,0,35,19,24,22
675,customer-124058,0,35,17,17,22
676,customer-123695,0,35,12,11,22
677,customer-123694,0,35,16,18,22
678,customer-16649,0,35,15,17,22
679,customer-16650,0,35,12,18,22
680,customer-16651,0,35,4,17,22
681,customer-16423,0,35,23,8,22
682,customer-16425,0,35,1,17,22
683,customer-16424,0,35,4,5,22
684,customer-16874,0,36,11,14,22
685,customer-16873,0,36,11,15,22
686,customer-16872,0,36,99,9,22
687,customer-17533,0,36,6,6,22
688,customer-391262,0,36,27,14,22
689,customer-389266,0,36,43,18,22
690,customer-389265,0,36,44,23,22
691,customer-389264,0,36,45,26,22
692,customer-389263,0,36,46,29,22
693,customer-389262,0,36,48,29,22
694,customer-389261,0,36,48,29,22
695,customer-389260,0,36,48,29,22
696,customer-389257,0,36,50,21,22
697,customer-390590,0,36,20,9,22
698,customer-389919,0,36,34,15,22
699,customer-389920,0,36,39,8,22
700,customer-389924,0,36,36,6,22
701,customer-389923,0,36,29,5,22
702,customer-389922,0,36,5,2,22
703,customer-389921,0,36,41,2,22
704,customer-14784,0,36,97,36,22
705,customer-14782,0,36,5,32,22
706,customer-14781,0,36,4,32,22
707,customer-14780,0,36,4,33,22
708,customer-14779,0,36,4,38,22
709,customer-14783,0,36,5,33,22
710,customer-14940,0,36,87,27,22
711,customer-206114,0,36,13,18,22
712,customer-206116,0,36,10,20,22
713,customer-206115,0,36,12,20,22
714,customer-124056,0,36,19,29,22
715,customer-124055,0,36,16,23,22
716,customer-16647,0,36,10,6,22
717,customer-16648,0,36,11,6,22
718,customer-15249,0,36,77,11,22
719,customer-15420,0,36,88,2,22
720,customer-15090,0,36,86,23,22
721,customer-15599,0,36,5,18,22
722,customer-70435,0,36,6,9,22
723,customer-70434,0,36,15,11,22
724,customer-70433,0,36,23,11,22
725,customer-44333,0,36,4,20,22
726,customer-44332,0,36,17,14,22
727,customer-17972,0,37,2,12,22
728,customer-17971,0,37,14,14,22
729,customer-17970,0,37,16,11,22
730,customer-16871,0,37,41,14,22
731,customer-16870,0,37,32,17,22
732,customer-16869,0,37,31,14,22
733,customer-17751,0,37,98,9,22
734,customer-17750,0,37,11,8,22
735,customer-17532,0,37,13,11,22
736,customer-17531,0,37,18,9,22
737,customer-17530,0,37,32,3,22
738,customer-391261,0,37,33,18,22
739,customer-391929,0,37,47,30,22
740,customer-391928,0,37,49,30,22
741,customer-81962,0,37,6,11,22
742,customer-81960,0,37,30,23,22
743,customer-81961,0,37,22,12,22
744,customer-391930,0,37,44,29,22
745,customer-392603,0,37,46,3,22
746,customer-81666,0,37,23,11,22
747,customer-81667,0,37,8,8,22
748,customer-391932,0,37,45,14,22
749,customer-391931,0,37,42,26,22
750,customer-391933,0,37,35,11,22
751,customer-390589,0,37,28,20,22
752,customer-14358,0,37,90,36,22
753,customer-14360,0,37,5,23,22
754,customer-14361,0,37,99,12,22
755,customer-14362,0,37,91,8,22
756,customer-14305,0,37,43,20,22
757,customer-14416,0,37,95,42,22
758,customer-14415,0,37,97,38,22
759,customer-14432,0,37,5,30,22
760,customer-14431,0,37,4,35,22
761,customer-14430,0,37,4,38,22
762,customer-14429,0,37,3,36,22
763,customer-14428,0,37,96,24,22
764,customer-14427,0,37,3,29,22
765,customer-14426,0,37,7,36,22
766,customer-14433,0,37,1,21,22
767,customer-14043,0,37,16,29,22
768,customer-206112,0,37,11,17,22
769,customer-206113,0,37,12,17,22
770,customer-206401,0,37,6,20,22
771,customer-206402,0,37,9,21,22
