id,label,ts_in,ts_out
320,customer-320,87,118,97,200
321,customer-321,127,165,80,187
322,customer-322,7,72,42,70
323,customer-323,148,200,51,180
324,customer-324,92,179,126,99
325,customer-325,12,30,103,213
326,customer-326,121,198,213,212
327,customer-327,168,194,56,211
328,customer-328,81,115,196,175
329,customer-329,30,34,164,188
330,customer-330,168,242,183,212
331,customer-331,143,213,188,42
332,customer-332,116,144,204,27
333,customer-333,24,92,130,137
334,customer-334,97,118,242,127
335,customer-335,45,102,198,76
336,customer-336,50,76,147,35
337,customer-337,229,297,184,147
338,customer-338,213,255,204,215
339,customer-339,90,110,166,168
340,customer-340,57,132,169,198
341,customer-341,202,230,253,239
342,customer-342,72,76,177,138
343,customer-343,134,188,39,118
344,customer-344,38,72,106,133
345,customer-345,151,206,155,106
346,customer-346,71,157,234,67
347,customer-347,64,138,140,177
348,customer-348,73,117,163,200
349,customer-349,88,119,178,52
350,customer-350,8,14,17,117
351,customer-351,118,120,232,88
352,customer-352,37,49,32,75
353,customer-353,48,53,131,102
354,customer-354,96,123,43,165
355,customer-355,28,64,26,56
356,customer-356,73,114,141,222
357,customer-357,172,176,250,100
358,customer-358,179,268,130,197
359,customer-359,70,98,88,6
360,customer-360,57,104,132,115
361,customer-361,75,110,201,168
362,customer-362,78,115,227,80
363,customer-363,167,253,191,147
364,customer-364,166,216,136,180
365,customer-365,174,253,164,101
366,customer-366,119,178,185,154
367,customer-367,175,219,122,54
368,customer-368,125,167,193,17
369,customer-369,149,167,144,165
370,customer-370,59,79,98,174
371,customer-371,188,248,54,70
372,customer-372,81,92,137,151
373,customer-373,142,230,225,256
374,customer-374,223,282,114,146
375,customer-375,180,242,209,116
376,customer-376,125,213,107,195
377,customer-377,139,222,256,82
378,customer-378,63,97,203,105
379,customer-379,161,203,174,169
380,customer-380,42,136,135,79
381,customer-381,187,198,166,185
382,customer-382,87,123,172,45
383,customer-383,176,215,82,129
384,customer-384,191,222,201,18
385,customer-385,81,88,172,136
386,customer-386,63,95,160,149
387,customer-387,33,93,113,110
388,customer-388,56,70,54,162
389,customer-389,40,129,200,21
390,customer-390,128,176,102,43
391,customer-391,110,128,28,174
392,customer-392,46,65,117,114
393,customer-393,239,285,77,178
394,customer-394,207,293,184,88
395,customer-395,103,168,216,204
396,customer-396,99,139,192,225
397,customer-397,46,116,158,230
398,customer-398,132,180,74,88
399,customer-399,242,298,45,110
400,customer-400,142,161,170,115
401,customer-401,157,214,57,161
402,customer-402,38,54,210,223
403,customer-403,189,193,221,186
404,customer-404,160,221,188,213
405,customer-405,104,196,25,52
406,customer-406,200,233,199,159
407,customer-407,179,238,149,142
408,customer-408,27,56,33,238
409,customer-409,128,193,125,137
410,customer-410,150,226,121,128
411,customer-411,99,126,89,175
412,customer-412,122,197,107,53
413,customer-413,49,121,108,105
414,customer-414,190,249,139,230
415,customer-415,130,174,186,81
416,customer-416,152,160,65,66
417,customer-417,33,102,95,187
418,customer-418,108,160,127,166
419,customer-419,30,49,128,248
420,customer-420,48,69,107,37
421,customer-421,69,98,68,204
422,customer-422,170,214,33,158
423,customer-423,183,265,10,186
424,customer-424,164,219,106,26
425,customer-425,189,209,1,104
426,customer-426,159,179,162,92
427,customer-427,57,114,126,127
428,customer-428,209,247,71,52
429,customer-429,186,248,161,51
430,customer-430,108,200,31,188
431,customer-431,39,51,18,87
432,customer-432,210,288,89,116
433,customer-433,108,198,216,208
434,customer-434,176,210,72,172
435,customer-435,175,249,86,150
436,customer-436,78,124,215,200
437,customer-437,106,189,218,185
438,customer-438,184,249,196,59
439,customer-439,110,132,150,127
440,customer-440,44,102,140,247
441,customer-441,26,117,87,36
442,customer-442,145,153,95,71
443,customer-443,50,76,64,18
444,customer-444,52,79,57,176
445,customer-445,185,257,81,169
446,customer-446,138,172,192,105
447,customer-447,158,190,171,81
448,customer-448,151,211,113,79
449,customer-449,128,228,136,120
450,customer-450,81,146,65,46
451,customer-451,217,304,63,254
452,customer-452,96,191,196,233
453,customer-453,47,130,206,172
454,customer-454,144,181,129,51
455,customer-455,202,262,99,174
456,customer-456,156,182,192,167
457,customer-457,216,249,14,110
458,customer-458,133,142,118,153
459,customer-459,32,93,82,220
460,customer-460,49,102,193,164
461,customer-461,162,196,58,88
462,customer-462,163,173,57,51
463,customer-463,157,180,30,106
464,customer-464,52,114,25,47
465,customer-465,82,155,230,128
466,customer-466,56,99,200,205
467,customer-467,181,207,62,178
468,customer-468,175,238,230,88
469,customer-469,198,231,51,122
470,customer-470,120,129,168,185
471,customer-471,224,293,216,133
472,customer-472,171,201,148,194
473,customer-473,109,196,142,182
474,customer-474,238,282,94,210
475,customer-475,143,159,250,234
476,customer-476,191,236,171,18
477,customer-477,32,120,186,100
478,customer-478,170,259,192,141
479,customer-479,227,269,119,76
480,customer-480,113,157,49,57
481,customer-481,161,191,106,46
482,customer-482,219,248,84,127
483,customer-483,35,90,114,175
484,customer-484,210,292,79,79
485,customer-485,127,200,187,184
486,customer-486,33,65,140,81
487,customer-487,109,194,100,203
488,customer-488,14,90,142,7
489,customer-489,69,70,162,161
490,customer-490,10,48,66,127
491,customer-491,61,129,195,134
492,customer-492,165,237,70,97
493,customer-493,100,149,180,231
494,customer-494,88,96,129,153
495,customer-495,201,283,88,178
496,customer-496,80,112,135,182
497,customer-497,257,342,64,185
498,customer-498,147,149,117,11
499,customer-499,180,217,123,179
500,customer-500,160,249,158,143
501,customer-501,138,229,190,32
502,customer-502,132,186,82,214
503,customer-503,240,309,69,86
504,customer-504,126,194,251,126
505,customer-505,57,60,130,223
506,customer-506,81,84,2,78
507,customer-507,125,210,13,188
508,customer-508,90,138,37,141
509,customer-509,66,96,171,175
510,customer-510,125,185,111,45
511,customer-511,98,109,72,164
512,customer-512,91,147,193,142
513,customer-513,142,198,195,76
514,customer-514,121,130,73,225
515,customer-515,64,127,27,90
516,customer-516,187,211,124,161
517,customer-517,131,198,160,125
518,customer-518,142,212,31,148
519,customer-519,151,221,28,131
520,customer-520,192,248,204,70
521,customer-521,75,115,72,29
522,customer-522,102,177,146,97
523,customer-523,117,196,146,167
524,customer-524,159,230,230,134
525,customer-525,104,173,122,46
526,customer-526,171,247,119,121
527,customer-527,233,303,249,110
528,customer-528,172,181,36,56
529,customer-529,125,175,51,45
530,customer-530,122,196,176,124
531,customer-531,32,79,89,79
532,customer-532,203,215,112,147
533,customer-533,104,119,155,118
534,customer-534,202,267,157,47
535,customer-535,40,71,164,130
536,customer-536,19,75,31,138
537,customer-537,186,196,47,243
538,customer-538,223,302,63,70
539,customer-539,51,58,79,221
540,customer-540,164,233,128,100
541,customer-541,264,355,131,36
542,customer-542,140,201,193,174
543,customer-543,230,311,148,195
544,customer-544,18,44,43,86
545,customer-545,181,242,251,145
546,customer-546,95,172,25,102
547,customer-547,231,253,181,140
548,customer-548,43,134,34,225
549,customer-549,25,62,133,124
550,customer-550,179,237,63,191
551,customer-551,244,267,51,210
552,customer-552,140,227,52,20
553,customer-553,140,144,174,163
554,customer-554,126,173,168,176
555,customer-555,189,277,45,152
556,customer-556,27,34,141,16
557,customer-557,229,322,90,3
558,customer-558,181,194,207,67
559,customer-559,191,199,147,160
560,customer-560,165,198,189,99
561,customer-561,121,158,133,89
562,customer-562,117,153,91,148
563,customer-563,112,183,137,168
564,customer-564,150,225,85,179
565,customer-565,234,272,34,199
566,customer-566,194,200,7,120
567,customer-567,107,153,215,57
568,customer-568,80,101,200,226
569,customer-569,173,173,208,62
570,customer-570,125,142,83,103
571,customer-571,64,118,232,94
572,customer-572,95,172,171,169
573,customer-573,32,111,48,36
574,customer-574,230,309,148,118
575,customer-575,71,122,139,162
576,customer-576,166,247,97,238
577,customer-577,198,273,31,149
578,customer-578,86,95,237,139
579,customer-579,128,205,202,184
580,customer-580,107,143,147,178
581,customer-581,116,140,27,252
582,customer-582,167,242,124,103
583,customer-583,165,239,185,157
584,customer-584,132,154,36,77
585,customer-585,25,27,151,66
586,customer-586,162,198,197,40
587,customer-587,200,209,1,41
588,customer-588,133,205,26,105
589,customer-589,217,256,166,134
590,customer-590,113,178,27,32
591,customer-591,168,199,101,133
592,customer-592,55,99,98,120
593,customer-593,64,125,217,256
594,customer-594,119,188,53,248
595,customer-595,171,176,103,122
596,customer-596,56,59,92,102
597,customer-597,188,269,189,138
598,customer-598,187,236,39,54
599,customer-599,148,218,190,106
600,customer-600,195,215,138,91
601,customer-601,144,179,237,164
602,customer-602,234,259,136,251
603,customer-603,124,164,156,234
604,customer-604,32,60,90,102
605,customer-605,130,179,198,67
606,customer-606,155,200,233,156
607,customer-607,107,153,213,156
608,customer-608,113,151,171,44
609,customer-609,138,145,128,208
610,customer-610,169,228,267,183
611,customer-611,197,275,21,224
612,customer-612,275,310,78,174
613,customer-613,70,131,109,151
614,customer-614,154,195,234,32
615,customer-615,228,276,133,135
616,customer-616,170,183,155,44
617,customer-617,40,114,18,99
618,customer-618,141,150,221,129
619,customer-619,144,198,91,23
620,customer-620,169,182,44,44
621,customer-621,58,76,133,91
622,customer-622,48,68,171,117
623,customer-623,54,103,71,63
624,customer-624,184,214,181,20
625,customer-625,49,130,163,89
626,customer-626,194,287,12,129
627,customer-627,109,151,16,119
628,customer-628,185,203,220,77
629,customer-629,51,103,48,176
630,customer-630,126,170,257,63
631,customer-631,117,174,179,102
632,customer-632,159,174,161,45
633,customer-633,134,147,40,162
634,customer-634,100,137,145,196
635,customer-635,90,145,161,98
636,customer-636,161,213,80,207
637,customer-637,95,158,134,82
638,customer-638,132,149,207,264
639,customer-639,188,279,258,133
640,customer-640,44,86,165,129
641,customer-641,113,113,244,77
642,customer-642,154,160,145,191
643,customer-643,104,128,124,39
644,customer-644,73,76,19,17
645,customer-645,167,193,184,263
646,customer-646,132,209,140,222
647,customer-647,107,122,100,222
648,customer-648,205,269,57,44
649,customer-649,18,34,38,186
650,customer-650,193,197,100,218
651,customer-651,50,126,99,206
652,customer-652,216,293,96,205
653,customer-653,102,195,161,120
654,customer-654,228,241,120,245
655,customer-655,208,226,200,67
656,customer-656,143,216,10,179
657,customer-657,171,229,135,55
658,customer-658,28,88,227,151
659,customer-659,31,57,207,83
660,customer-660,39,47,85,193
661,customer-661,182,239,93,13
662,customer-662,229,249,98,74
663,customer-663,186,279,156,8
664,customer-664,23,46,150,65
665,customer-665,122,135,44,151
666,customer-666,142,235,164,76
667,customer-667,3,36,154,115
668,customer-668,135,179,221,126
669,customer-669,11,40,162,141
670,customer-670,192,243,41,59
671,customer-671,41,63,82,49
672,customer-672,93,162,11,212
673,customer-673,209,271,36,198
674,customer-674,79,91,130,157
675,customer-675,192,275,35,57
676,customer-676,151,228,27,78
677,customer-677,169,178,132,84
678,customer-678,112,191,111,175
679,customer-679,167,195,96,186
680,customer-680,76,85,232,61
681,customer-681,122,179,64,202
682,customer-682,75,120,41,4
683,customer-683,79,145,147,129
684,customer-684,158,199,127,155
685,customer-685,240,259,66,30
686,customer-686,130,176,136,20
687,customer-687,87,102,244,66
688,customer-688,128,175,176,207
689,customer-689,42,99,195,53
690,customer-690,169,220,37,217
691,customer-691,76,109,84,108
692,customer-692,34,36,137,129
693,customer-693,112,156,43,76
694,customer-694,70,100,7,196
695,customer-695,188,220,63,83
696,customer-696,216,275,74,142
697,customer-697,51,128,120,88
698,customer-698,238,302,42,119
699,customer-699,160,232,106,89
700,customer-700,140,179,101,45
701,customer-701,33,108,43,48
702,customer-702,145,199,101,158
703,customer-703,181,248,11,74
704,customer-704,52,135,131,131
705,customer-705,69,92,73,81
706,customer-706,58,85,197,52
707,customer-707,285,321,50,67
708,customer-708,154,196,26,52
709,customer-709,108,200,100,62
710,customer-710,78,110,219,144
711,customer-711,31,90,132,96
712,customer-712,195,275,248,104
713,customer-713,148,164,8,151
714,customer-714,56,119,107,31
715,customer-715,193,266,100,51
716,customer-716,123,168,140,94
717,customer-717,48,132,77,202
718,customer-718,223,277,30,192
719,customer-719,26,86,77,60
720,customer-720,192,264,128,40
721,customer-721,83,103,106,171
722,customer-722,88,99,13,207
723,customer-723,130,163,32,142
724,customer-724,167,179,109,231
725,customer-725,53,62,239,134
726,customer-726,133,219,25,73
727,customer-727,166,212,41,117
728,customer-728,65,145,84,78
729,customer-729,218,274,69,142
730,customer-730,195,272,160,57
731,customer-731,40,73,48,105
732,customer-732,43,100,171,113
733,customer-733,83,170,41,150
734,customer-734,134,205,68,234
735,customer-735,190,247,59,81
736,customer-736,82,134,118,19
737,customer-737,86,103,112,174
738,customer-738,127,159,155,178
739,customer-739,51,82,163,72
740,customer-740,175,267,63,60
741,customer-741,141,155,114,115
742,customer-742,169,170,105,73
743,customer-743,193,245,93,43
744,customer-744,161,201,237,74
745,customer-745,86,155,180,98
746,customer-746,35,45,71,138
747,customer-747,283,320,49,108
748,customer-748,15,104,51,78
749,customer-749,33,37,76,90
750,customer-750,158,158,175,158
751,customer-751,148,212,154,86
752,customer-752,233,258,165,86
753,customer-753,212,223,192,7
754,customer-754,170,242,168,140
755,customer-755,95,144,174,160
756,customer-756,61,79,53,45
757,customer-757,24,70,121,126
758,customer-758,170,174,126,177
759,customer-759,163,228,114,232
760,customer-760,64,140,189,23
761,customer-761,111,121,137,38
762,customer-762,163,167,192,19
763,customer-763,32,71,82,200
764,customer-764,191,238,123,257
765,customer-765,141,210,45,133
766,customer-766,217,245,98,157
767,customer-767,146,202,139,10
768,customer-768,190,244,195,232
769,customer-769,57,125,152,94
770,customer-770,19,56,36,209
771,customer-771,106,172,53,84
772,customer-772,76,80,12,136
773,customer-773,26,98,11,127
774,customer-774,201,272,127,120
775,customer-775,136,218,165,193
776,customer-776,140,202,80,208
777,customer-777,231,303,46,235
778,customer-778,148,179,24,41
779,customer-779,80,132,113,114
780,customer-780,116,120,40,161
781,customer-781,98,99,138,231
782,customer-782,37,134,69,215
783,customer-783,151,220,143,128
784,customer-784,127,200,101,212
785,customer-785,60,81,225,219
786,customer-786,176,245,119,104
787,customer-787,140,216,177,166
788,customer-788,214,214,96,44
789,customer-789,116,178,212,153
790,customer-790,118,132,188,36
791,customer-791,98,193,76,41
792,customer-792,186,227,4,193
793,customer-793,167,216,187,122
794,customer-794,36,36,122,179
795,customer-795,101,159,176,68
796,customer-796,87,100,71,90
797,customer-797,140,151,79,131
798,customer-798,176,260,156,139
799,customer-799,30,92,158,228
800,customer-800,99,188,105,49
801,customer-801,168,256,207,126
802,customer-802,135,219,161,209
803,customer-803,117,151,159,191
804,customer-804,41,98,215,51
805,customer-805,251,329,88,154
806,customer-806,138,173,88,145
807,customer-807,167,206,192,180
808,customer-808,165,176,144,153
809,customer-809,214,243,36,180
810,customer-810,124,186,75,143
811,customer-811,154,247,206,27
812,customer-812,194,224,70,207
813,customer-813,105,151,75,93
814,customer-814,17,115,57,75
815,customer-815,14,103,88,166
816,customer-816,179,221,59,148
817,customer-817,235,290,134,54
818,customer-818,221,262,33,149
819,customer-819,133,175,114,138
820,customer-820,162,252,65,83
821,customer-821,190,198,121,203
822,customer-822,112,194,75,106
823,customer-823,26,38,205,5
824,customer-824,62,80,146,58
825,customer-825,144,156,178,201
826,customer-826,193,274,107,214
827,customer-827,58,123,90,24
828,customer-828,203,219,79,147
829,customer-829,146,193,128,132
830,customer-830,203,228,195,44
831,customer-831,107,205,22,22
832,customer-832,188,228,179,67
833,customer-833,184,185,16,80
834,customer-834,122,194,90,153
835,customer-835,150,173,21,252
836,customer-836,84,170,167,28
837,customer-837,128,143,22,45
838,customer-838,172,236,56,207
839,customer-839,207,303,97,201
840,customer-840,228,228,175,109
841,customer-841,131,186,20,7
842,customer-842,213,298,63,48
843,customer-843,175,229,193,150
844,customer-844,224,301,61,210
845,customer-845,151,202,133,143
846,customer-846,56,102,96,224
847,customer-847,90,137,29,117
848,customer-848,56,147,49,89
849,customer-849,13,100,88,74
850,customer-850,146,183,112,114
851,customer-851,37,87,45,199
852,customer-852,154,200,147,239
853,customer-853,145,160,133,185
854,customer-854,156,240,129,191
855,customer-855,46,69,149,202
856,customer-856,170,211,114,172
857,customer-857,25,80,100,86
858,customer-858,209,306,8,96
859,customer-859,68,91,159,183
860,customer-860,183,203,111,225
861,customer-861,149,207,174,112
862,customer-862,188,213,195,28
863,customer-863,83,152,267,157
864,customer-864,66,155,196,63
865,customer-865,238,261,172,109
866,customer-866,94,185,192,86
867,customer-867,196,249,16,89
868,customer-868,8,77,31,238
869,customer-869,135,166,72,99
870,customer-870,188,238,118,5
871,customer-871,155,219,207,205
872,customer-872,75,167,142,90
873,customer-873,141,156,190,121
874,customer-874,128,205,23,109
875,customer-875,66,100,64,194
876,customer-876,91,131,117,48
877,customer-877,191,256,199,98
878,customer-878,79,128,158,78
879,customer-879,191,247,64,162
880,customer-880,43,118,88,162
881,customer-881,59,82,58,91
882,customer-882,178,228,156,149
883,customer-883,209,298,160,68
884,customer-884,257,305,98,95
885,customer-885,63,150,94,3
886,customer-886,82,118,200,132
887,customer-887,39,79,174,229
888,customer-888,146,242,41,168
889,customer-889,142,208,247,105
890,customer-890,33,77,107,121
891,customer-891,88,130,190,148
892,customer-892,143,211,4,106
893,customer-893,76,152,138,134
894,customer-894,121,147,193,18
895,customer-895,227,231,78,196
896,customer-896,170,213,40,71
897,customer-897,49,73,179,183
898,customer-898,40,109,61,204
899,customer-899,84,152,198,122
900,customer-900,115,134,94,116
901,customer-901,192,273,139,136
902,customer-902,186,233,205,189
903,customer-903,23,32,124,52
904,customer-904,63,128,123,194
905,customer-905,82,118,89,139
906,customer-906,207,256,86,144
907,customer-907,155,169,73,245
908,customer-908,27,88,112,200
909,customer-909,107,174,18,171
910,customer-910,31,42,231,175
911,customer-911,201,244,160,191
912,customer-912,115,130,219,215
913,customer-913,234,248,49,26
914,customer-914,237,321,162,62
915,customer-915,141,202,189,200
916,customer-916,113,139,68,100
917,customer-917,54,89,99,110
918,customer-918,200,248,215,138
919,customer-919,44,113,68,30
920,customer-920,44,58,145,26
921,customer-921,85,140,25,171
922,customer-922,162,236,121,79
923,customer-923,48,55,34,120
924,customer-924,89,139,147,191
925,customer-925,194,221,153,28
926,customer-926,106,144,158,116
927,customer-927,73,106,244,274
928,customer-928,158,246,208,100
929,customer-929,135,180,178,76
930,customer-930,9,98,82,83
931,customer-931,150,206,42,100
