id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5
62,customer-1513,20,86,9,101,205,109,13
63,customer-652,20,92,80,42,209,102,139
64,customer-590,20,93,193,163,29,198,258
65,customer-399,20,97,102,118,175,195,167
66,customer-1519,21,59,126,172,196,192,217
67,customer-1937,21,68,211,142,259,100,207
68,customer-340,21,95,133,126,43,164,65
69,customer-1411,21,105,167,90,238,133,174
70,customer-1825,21,108,90,124,93,105,194
71,customer-810,21,110,184,124,227,95,207
72,customer-1315,22,27,76,117,164,59,185
73,customer-1347,22,48,128,163,71,171,31
74,customer-1254,22,60,200,59,88,141,131
75,customer-1295,22,89,194,92,51,106,30
76,customer-689,22,96,37,172,195,136,37
77,customer-1460,22,114,198,39,56,190,191
78,customer-1628,23,57,172,199,57,31,91
79,customer-1579,23,80,72,64,137,45,124
80,customer-765,23,90,95,209,74,85,74
81,customer-376,23,102,158,108,58,150,240
82,customer-1410,24,27,40,171,168,76,68
83,customer-1039,24,51,181,121,128,164,135
84,customer-71,24,52,87,175,189,167,151
85,customer-1687,24,71,193,108,109,111,115
86,customer-1729,24,89,259,103,54,63,238
87,customer-699,24,94,90,190,45,217,77
88,customer-140,25,25,32,42,199,48,199
89,customer-1972,25,29,84,94,61,165,109
90,customer-1859,25,54,187,95,31,79,189
91,customer-1361,25,73,48,52,163,146,241
92,customer-1866,25,117,167,92,202,95,187
93,customer-1926,26,27,189,197,125,74,57
94,customer-1345,26,35,83,134,172,109,20
95,customer-1734,26,96,129,162,108,113,55
96,customer-341,27,54,142,180,198,20,103
97,customer-318,27,59,55,82,101,193,231
98,customer-1440,27,91,184,76,220,146,139
99,customer-720,27,98,182,152,162,174,136
100,customer-213,27,112,163,124,187,203,98
101,customer-953,27,123,109,171,166,92,119
102,customer-1031,28,37,70,42,48,65,40
103,customer-1312,28,57,19,27,100,89,77
104,customer-821,28,62,106,95,93,88,31
105,customer-1029,28,63,43,254,140,210,92
106,customer-317,28,79,177,206,40,202,41
107,customer-218,28,80,110,142,190,81,84
108,customer-80,28,109,157,131,24,169,82
109,customer-1829,28,117,38,197,174,184,36
110,customer-1306,28,119,261,66,30,185,208
111,customer-202,29,30,148,161,106,130,151
112,customer-1063,29,38,150,125,237,99,102
113,customer-1182,29,44,163,209,222,200,34
114,customer-738,29,76,177,43,65,115,51
115,customer-838,29,79,142,201,142,194,208
116,customer-137,29,80,37,139,59,125,96
117,customer-1129,29,115,216,151,184,183,179
118,customer-126,30,46,115,17,183,60,95
119,customer-657,30,100,45,64,148,163,180
120,customer-1337,30,109,20,96,23,133,94
121,customer-798,30,126,191,191,49,55,94
122,customer-254,31,58,96,263,163,81,181
123,customer-641,31,73,89,176,203,142,228
124,customer-474,31,78,164,30,85,80,170
125,customer-894,31,97,176,152,35,152,76
126,customer-96,32,39,86,27,208,142,159
127,customer-1423,32,55,204,26,126,62,149
128,customer-1316,32,77,98,104,106,70,104
129,customer-823,32,85,49,80,174,15,160
130,customer-320,32,91,48,64,22,213,77
131,customer-265,32,92,215,52,126,95,28
132,customer-441,32,123,139,220,60,194,134
133,customer-1222,33,58,106,172,25,163,140
134,customer-923,33,85,173,114,180,132,118
135,customer-513,33,89,196,187,140,114,159
136,customer-1688,33,101,85,216,64,225,80
137,customer-274,33,121,186,179,196,46,53
138,customer-1336,33,128,250,133,34,84,159
139,customer-1362,33,128,140,13,177,187,116
140,customer-1975,34,48,122,51,80,267,17
141,customer-1812,34,54,103,160,162,106,187
142,customer-598,34,58,15,171,198,116,180
143,customer-458,34,64,181,39,78,187,216
144,customer-1764,34,84,34,132,183,182,152
145,customer-1090,34,85,66,44,99,151,37
146,customer-556,34,96,113,153,159,66,233
147,customer-1108,34,104,198,154,106,68,196
148,customer-643,34,118,17,30,156,143,3
149,customer-1176,34,119,156,85,168,212,213
150,customer-282,34,122,212,109,122,81,185
151,customer-796,35,44,177,34,229,76,189
152,customer-412,35,58,114,37,43,207,81
153,customer-945,35,61,200,100,227,167,260
154,customer-644,35,83,116,70,105,34,115
155,customer-1482,35,92,34,138,120,156,184
156,customer-954,35,97,200,162,186,39,172
157,customer-331,35,100,149,43,127,88,123
158,customer-670,35,101,28,19,52,225,102
159,customer-842,35,118,208,243,131,228,184
160,customer-172,35,123,217,27,75,64,148
161,customer-993,35,125,50,30,174,72,166
162,customer-779,35,133,161,182,132,23,62
163,customer-187,36,38,148,148,126,76,164
164,customer-531,36,39,70,93,87,65,144
165,customer-895,36,50,176,142,153,152,224
166,customer-103,36,64,87,128,193,97,36
167,customer-552,36,65,191,39,108,225,222
168,customer-1872,36,68,205,183,38,136,183
169,customer-1160,36,73,125,99,156,120,200
170,customer-1005,36,76,98,92,118,131,74
171,customer-209,36,86,54,127,145,191,177
172,customer-1228,36,88,108,46,166,72,151
173,customer-1097,36,108,196,137,183,143,44
174,customer-916,36,126,130,187,40,240,84
175,customer-1769,37,37,244,245,167,142,47
176,customer-650,37,45,155,53,221,224,197
177,customer-1086,37,56,63,14,107,113,60
178,customer-1745,37,71,58,254,157,81,154
179,customer-1815,37,97,69,27,29,156,63
180,customer-486,37,98,225,90,176,192,36
181,customer-1655,37,99,101,143,162,267,60
182,customer-495,37,113,218,59,56,106,123
183,customer-1648,37,117,103,176,199,72,103
184,customer-1560,37,125,93,57,50,114,230
185,customer-867,37,127,12,111,76,156,240
186,customer-1961,38,40,65,49,33,157,205
187,customer-725,38,42,162,151,23,102,115
188,customer-81,38,43,190,159,121,105,191
189,customer-1985,38,77,68,248,187,76,10
190,customer-655,38,90,197,89,122,154,144
191,customer-522,38,92,110,193,198,58,190
192,customer-244,38,106,70,128,110,140,195
193,customer-150,38,115,74,163,197,156,227
194,customer-752,38,119,95,68,168,197,26
195,customer-41,38,122,16,42,77,106,112
196,customer-1284,38,128,92,59,86,149,223
197,customer-1876,38,129,162,166,63,47,53
198,customer-500,39,45,26,185,138,36,230
199,customer-647,39,78,72,210,77,157,70
200,customer-1183,39,98,94,36,205,103,228
201,customer-1958,39,120,212,18,36,40,30
202,customer-806,40,40,126,54,74,177,128
203,customer-1134,40,46,42,108,111,102,61
204,customer-946,40,63,164,206,74,60,84
205,customer-596,40,67,218,73,58,123,76
206,customer-1929,40,76,128,221,41,41,94
207,customer-811,40,85,150,145,169,120,116
208,customer-1252,40,99,214,64,62,187,237
209,customer-1067,40,100,54,112,120,99,138
210,customer-1348,40,104,52,173,59,145,184
211,customer-1739,40,113,64,62,132,199,203
212,customer-426,40,118,69,156,95,114,182
213,customer-482,41,44,35,114,166,147,206
214,customer-1188,41,68,254,229,215,83,144
215,customer-178,41,74,160,63,77,198,163
216,customer-1004,41,82,192,67,45,196,14
217,customer-1981,41,89,191,36,81,64,38
218,customer-497,41,103,37,203,114,186,8
219,customer-363,41,132,174,83,12,89,77
220,customer-1970,41,132,124,169,80,155,111
221,customer-597,42,53,201,179,46,83,165
222,customer-759,42,60,110,60,165,201,180
223,customer-296,42,91,10,98,52,56,143
224,customer-1431,42,112,251,138,2,193,174
225,customer-1255,42,114,68,144,206,146,14
226,customer-1069,42,116,149,84,191,17,126
227,customer-148,42,117,239,74,169,31,238
228,customer-1614,42,119,147,169,182,206,80
229,customer-59,42,122,212,128,124,268,155
230,customer-1012,42,123,134,120,121,207,214
231,customer-97,43,43,207,23,167,171,34
232,customer-808,43,66,172,184,58,47,93
233,customer-926,43,66,53,18,111,60,146
234,customer-743,43,69,105,141,85,35,185
235,customer-1383,43,92,106,3,181,73,179
236,customer-904,43,105,128,81,89,67,175
237,customer-21,43,113,132,113,85,31,72
238,customer-424,43,116,29,132,148,185,122
239,customer-718,43,119,141,203,178,206,125
240,customer-326,44,45,75,108,61,92,108
241,customer-1497,44,46,204,202,62,163,269
242,customer-1858,44,49,196,35,84,262,64
243,customer-445,44,61,164,28,129,3,62
244,customer-898,44,74,83,123,194,153,116
245,customer-1593,44,76,218,169,137,157,163
246,customer-1484,44,80,139,91,131,114,182
247,customer-859,44,87,122,135,58,69,177
248,customer-1051,44,90,100,215,73,161,200
249,customer-849,44,104,173,120,60,64,90
250,customer-1910,44,128,258,44,173,66,111
251,customer-970,45,50,48,179,7,79,134
252,customer-1007,45,56,178,91,160,202,186
253,customer-50,45,71,30,197,195,86,197
254,customer-99,45,72,82,181,205,99,166
255,customer-366,45,72,139,171,19,166,174
256,customer-1448,45,76,92,143,170,143,37
257,customer-681,45,78,224,108,21,49,185
258,customer-991,45,78,160,199,127,46,121
259,customer-831,45,98,129,110,137,126,94
260,customer-827,45,103,111,45,21,161,164
261,customer-1406,45,107,86,160,111,73,49
262,customer-1696,45,107,79,179,105,83,103
263,customer-94,45,113,182,28,73,171,67
264,customer-877,45,116,179,124,60,221,60
265,customer-1427,45,124,217,135,73,227,225
266,customer-568,46,53,103,122,137,268,180
267,customer-1936,46,102,165,54,67,68,82
268,customer-204,46,103,104,149,165,107,159
269,customer-1681,46,110,160,63,189,163,191
270,customer-451,47,49,190,169,30,166,109
271,customer-1433,47,53,136,81,42,165,91
272,customer-868,47,54,191,137,51,178,148
273,customer-800,47,64,168,58,205,236,117
274,customer-610,47,70,77,173,79,7,126
275,customer-777,47,87,221,28,235,73,70
276,customer-342,47,88,210,100,222,53,199
277,customer-510,47,96,131,190,37,49,15
278,customer-741,47,112,141,151,164,229,181
279,customer-1301,47,118,141,59,168,101,151
280,customer-1871,47,123,53,68,196,138,53
281,customer-855,48,61,149,55,36,87,199
282,customer-232,48,66,274,44,208,191,92
283,customer-248,48,68,149,100,23,69,158
284,customer-507,48,68,143,99,109,108,206
285,customer-1416,48,70,56,69,237,102,195
286,customer-1545,48,71,205,225,195,157,133
287,customer-1074,48,84,76,74,107,186,210
288,customer-533,48,97,73,99,39,155,132
289,customer-1607,48,99,230,154,74,93,102
290,customer-1342,48,103,181,156,218,138,67
291,customer-1500,48,126,144,66,200,143,184
292,customer-1904,49,58,108,20,129,96,35
293,customer-1699,49,68,145,158,30,158,176
294,customer-127,49,77,10,61,121,151,155
295,customer-679,49,84,156,224,113,127,83
296,customer-1771,49,93,58,143,54,104,9
297,customer-1082,49,112,88,76,73,141,29
298,customer-1276,49,121,122,120,86,124,165
299,customer-783,49,126,57,38,146,208,54
300,customer-428,49,140,105,27,70,53,192
301,customer-404,50,91,75,71,145,197,107
302,customer-1621,50,96,4,145,158,24,148
303,customer-466,50,111,73,111,28,154,98
304,customer-1728,50,115,59,1,214,102,182
305,customer-1741,50,117,52,37,84,98,39
306,customer-1559,50,123,87,172,53,96,177
307,customer-1026,51,56,195,23,59,155,108
308,customer-1428,51,73,186,234,31,89,194
309,customer-491,51,88,224,65,154,194,84
310,customer-1260,51,97,92,193,201,105,94
311,customer-1523,51,103,23,79,89,213,22
312,customer-1191,51,113,118,55,91,68,103
313,customer-1218,51,118,126,113,101,37,41
314,customer-1611,51,120,128,128,196,91,42
315,customer-1913,51,125,124,158,178,76,60
316,customer-1223,51,132,157,159,68,114,92
317,customer-180,52,107,260,189,63,71,79
318,customer-1654,52,116,185,92,120,259,104
319,customer-543,52,119,19,128,165,51,193
320,customer-624,52,133,58,115,124,131,149
321,customer-1669,52,133,107,124,52,200,77
322,customer-1352,53,62,88,68,105,107,118
323,customer-192,53,71,190,81,116,145,140
324,customer-1641,53,72,166,117,48,131,190
325,customer-269,53,98,151,213,245,62,63
326,customer-1928,53,113,135,215,83,97,82
327,customer-733,53,132,111,84,8,127,140
328,customer-216,54,66,189,252,95,54,127
329,customer-1202,54,68,167,176,155,138,154
330,customer-305,54,75,49,203,256,214,62
331,customer-978,54,78,67,8,159,81,159
332,customer-906,54,80,157,206,70,36,158
333,customer-1591,54,97,118,63,176,66,55
334,customer-1677,54,101,172,215,32,79,163
335,customer-687,54,110,111,92,142,203,136
336,customer-18,54,122,154,221,48,214,40
337,customer-40,54,137,123,118,185,82,214
338,customer-484,55,73,100,108,113,170,227
339,customer-1379,55,92,199,80,159,203,44
340,customer-812,55,114,197,55,111,123,69
341,customer-114,55,121,39,45,142,192,6
342,customer-516,55,122,41,27,165,75,104
343,customer-249,55,130,55,150,182,164,133
344,customer-1792,55,143,115,56,194,130,83
345,customer-593,56,63,151,205,213,50,128
346,customer-1034,56,90,197,42,178,132,61
347,customer-1921,56,93,45,205,37,138,131
348,customer-211,56,116,166,190,192,166,134
349,customer-698,56,146,75,79,69,142,126
350,customer-896,57,85,174,80,199,185,48
351,customer-313,57,97,165,168,167,181,180
352,customer-118,57,100,60,63,111,102,60
353,customer-1515,57,112,180,225,258,37,122
354,customer-223,57,121,157,154,120,80,262
355,customer-960,57,127,94,33,268,97,208
356,customer-1720,57,134,131,94,104,176,199
357,customer-730,57,143,199,140,62,188,187
358,customer-1652,57,143,11,209,128,88,91
359,customer-1437,57,146,112,26,51,196,101
360,customer-870,58,59,115,115,119,206,157
361,customer-392,58,65,207,116,212,182,57
362,customer-168,58,71,122,109,88,62,128
363,customer-773,58,95,125,35,176,212,28
364,customer-406,58,110,129,185,118,39,127
365,customer-1154,58,138,92,138,147,200,195
366,customer-526,58,139,164,48,186,94,128
367,customer-1925,58,143,183,114,195,135,100
368,customer-862,58,146,102,83,185,77,157
369,customer-1298,59,59,141,100,219,120,86
370,customer-865,59,71,151,66,101,137,18
371,customer-1753,59,76,68,181,51,143,66
372,customer-471,59,80,164,113,177,42,29
373,customer-1192,59,93,175,74,168,114,141
374,customer-606,59,99,54,36,83,46,195
375,customer-299,59,106,72,105,49,176,128
376,customer-1845,59,108,55,40,152,93,175
377,customer-1571,59,119,18,29,26,107,94
378,customer-327,59,128,67,216,40,122,147
379,customer-607,59,133,93,186,138,97,97
380,customer-300,59,134,91,108,62,185,75
381,customer-1576,59,135,154,17,81,210,45
382,customer-1324,59,139,99,36,73,200,83
383,customer-1185,59,140,88,16,237,10,27
384,customer-1105,59,154,272,117,140,186,106
385,customer-288,60,66,45,91,79,105,157
386,customer-1840,60,70,98,128,153,128,167
387,customer-666,60,74,88,156,104,79,144
388,customer-1971,60,89,141,233,134,86,51
389,customer-613,60,92,236,76,222,47,118
390,customer-697,60,110,205,97,84,152,119
391,customer-612,60,132,152,15,127,212,155
392,customer-7,61,65,198,66,85,140,154
393,customer-1895,61,65,174,45,43,62,156
394,customer-504,61,69,81,98,151,90,57
395,customer-874,61,78,62,70,178,235,137
396,customer-124,61,99,54,151,93,225,94
397,customer-941,61,102,220,157,127,118,87
398,customer-34,61,113,146,110,105,141,147
399,customer-1066,61,118,228,115,88,177,159
400,customer-1749,61,134,60,212,176,170,81
401,customer-1637,61,147,212,16,197,152,26
402,customer-45,62,67,46,90,94,181,40
403,customer-588,62,75,139,21,72,161,70
404,customer-1807,62,91,74,103,191,135,56
405,customer-893,62,103,47,23,221,201,113
406,customer-972,62,117,115,58,185,97,53
407,customer-170,62,128,220,105,120,212,151
408,customer-845,62,129,98,80,155,100,201
409,customer-306,62,145,49,178,266,81,181
410,customer-196,63,72,185,195,67,51,144
411,customer-1668,63,72,190,16,166,104,90
412,customer-1902,63,74,21,85,104,161,12
413,customer-1816,63,83,201,83,180,163,122
414,customer-1725,63,84,54,112,62,238,25
415,customer-1016,63,91,114,179,90,103,152
416,customer-1604,63,103,75,40,39,41,84
417,customer-724,63,133,94,156,241,35,100
418,customer-1698,63,139,103,59,54,185,33
419,customer-2,63,153,133,210,190,157,61
420,customer-537,63,156,87,70,91,168,148
421,customer-1397,63,157,223,220,85,31,72
422,customer-1475,64,92,86,197,170,103,222
423,customer-1686,64,94,63,240,224,24,122
424,customer-1265,64,95,75,63,125,167,81
425,customer-1127,64,98,77,61,170,219,60
426,customer-1366,64,99,95,46,102,131,90
427,customer-622,64,113,128,71,90,142,95
428,customer-1821,64,121,47,98,11,113,181
429,customer-1903,64,126,106,212,145,116,55
430,customer-1531,64,143,209,191,131,77,64
431,customer-1402,64,149,126,197,35,83,93
432,customer-1088,65,70,150,86,151,206,61
433,customer-1151,65,72,197,63,95,85,169
434,customer-206,65,74,117,54,67,136,65
435,customer-1662,65,76,177,35,43,209,129
436,customer-1956,65,89,199,69,46,131,143
437,customer-1676,65,92,153,186,120,63,34
438,customer-900,65,96,56,56,1,99,198
439,customer-1685,65,98,157,245,70,70,210
440,customer-1404,65,101,214,134,233,85,120
441,customer-580,65,123,204,197,129,169,96
442,customer-1658,65,127,42,7,37,204,207
443,customer-1332,65,128,130,176,203,65,47
444,customer-563,65,137,136,129,108,69,41
445,customer-1857,66,70,165,168,233,5,31
446,customer-316,66,75,176,81,66,38,61
447,customer-951,66,76,21,29,42,186,95
448,customer-640,66,77,101,79,197,181,34
449,customer-199,66,83,12,60,31,159,198
450,customer-728,66,99,22,106,219,158,53
451,customer-22,66,114,70,41,25,136,162
452,customer-339,66,116,24,168,190,151,227
453,customer-160,66,118,72,150,66,144,25
454,customer-1941,66,121,195,186,156,215,39
455,customer-911,66,146,237,134,125,89,121
456,customer-1623,66,150,221,34,61,112,49
457,customer-322,67,85,162,149,206,200,184
458,customer-283,67,88,43,170,143,152,189
459,customer-635,67,91,63,52,223,279,43
460,customer-1663,67,92,90,163,167,114,19
461,customer-1417,67,96,97,139,152,20,191
462,customer-1250,67,99,178,64,219,70,207
463,customer-1178,67,109,177,145,99,53,155
464,customer-1790,67,110,132,114,15,171,52
465,customer-1145,67,143,195,49,41,142,163
466,customer-234,67,147,230,76,210,200,119
467,customer-625,67,147,216,95,191,94,162
468,customer-207,67,148,76,98,156,155,97
469,customer-42,68,79,83,170,84,121,182
470,customer-236,68,88,219,244,141,163,184
471,customer-1514,68,89,45,161,166,85,109
472,customer-1615,68,89,206,75,212,63,117
473,customer-959,68,94,16,155,150,82,201
474,customer-1385,68,102,217,96,209,205,198
475,customer-1889,68,104,178,94,58,152,129
476,customer-857,68,110,263,126,120,204,71
477,customer-1421,68,118,124,35,125,141,159
478,customer-809,68,122,100,105,104,21,58
479,customer-56,68,130,97,126,75,195,175
480,customer-1707,68,135,100,220,122,61,29
481,customer-710,68,138,72,164,188,88,95
482,customer-1125,68,158,151,158,178,61,141
483,customer-1989,68,159,45,163,27,81,3
484,customer-1278,69,70,191,39,55,182,153
485,customer-492,69,78,181,119,160,64,182
486,customer-380,69,88,45,57,22,106,121
487,customer-594,69,105,196,100,21,117,172
488,customer-1836,69,108,90,51,189,28,77
489,customer-1922,69,123,97,267,94,166,50
490,customer-389,69,133,168,114,186,145,7
491,customer-1042,69,140,22,22,43,186,178
492,customer-1270,69,153,80,17,17,47,167
493,customer-1480,69,154,186,113,48,35,90
494,customer-1914,69,158,236,164,163,62,16
495,customer-1900,70,75,36,163,98,88,229
496,customer-1104,70,84,107,115,50,44,190
497,customer-1605,70,94,126,209,217,198,165
498,customer-73,70,96,261,68,65,129,105
499,customer-615,70,109,148,59,193,29,89
500,customer-25,70,146,153,199,142,247,239
501,customer-1820,70,151,147,47,148,57,26
502,customer-1705,70,157,70,180,160,29,118
503,customer-419,71,77,154,114,230,4,156
504,customer-1762,71,84,199,73,118,283,201
505,customer-215,71,87,148,206,101,178,188
506,customer-858,71,87,159,170,126,109,185
507,customer-1297,71,96,201,149,226,144,56
508,customer-989,71,104,158,53,42,197,116
509,customer-891,71,124,63,202,99,36,35
510,customer-1341,71,136,85,94,103,233,72
511,customer-1722,71,139,93,136,83,181,104
512,customer-1399,71,150,19,122,144,57,42
513,customer-939,71,152,91,50,163,89,88
514,customer-135,71,159,181,83,89,79,212
515,customer-1322,71,160,38,115,95,200,229
516,customer-1394,71,171,38,56,126,67,52
517,customer-1253,72,93,192,125,180,53,67
518,customer-1247,72,96,132,120,93,33,65
519,customer-1529,72,98,216,123,111,170,18
520,customer-171,72,99,38,240,122,94,195
521,customer-169,72,114,116,163,23,178,60
522,customer-551,72,117,161,25,70,72,117
523,customer-1802,72,131,130,132,34,209,221
524,customer-1766,72,151,197,36,65,170,198
525,customer-1273,73,89,117,36,160,222,54
526,customer-1999,73,89,109,88,106,191,80
527,customer-1025,73,95,181,123,84,246,208
528,customer-880,73,113,117,208,148,210,212
529,customer-259,73,148,141,191,43,115,86
530,customer-569,73,153,112,159,109,71,209
531,customer-780,73,154,193,98,102,65,214
532,customer-1285,73,164,215,201,110,62,187
533,customer-665,74,93,156,23,48,37,215
534,customer-459,74,99,230,27,70,133,62
535,customer-1147,74,101,166,43,148,99,177
536,customer-529,74,104,212,45,116,148,195
537,customer-782,74,106,70,133,93,166,106
538,customer-1873,74,114,92,45,219,117,157
539,customer-89,74,123,80,148,121,155,131
540,customer-520,74,144,194,141,116,111,164
541,customer-261,74,154,124,104,214,71,136
542,customer-163,74,155,164,67,146,5,150
543,customer-450,74,160,13,36,139,70,201
544,customer-690,74,167,34,196,131,12,39
545,customer-1380,74,168,134,53,179,128,172
546,customer-464,75,77,39,154,159,71,205
547,customer-1339,75,85,117,47,40,189,200
548,customer-78,75,87,136,61,178,175,74
549,customer-343,75,90,74,207,14,166,54
550,customer-1130,75,96,183,181,55,122,18
551,customer-1244,75,97,138,137,39,121,162
552,customer-586,75,98,65,213,170,99,35
553,customer-279,75,101,57,116,136,110,13
554,customer-789,75,145,229,71,131,136,66
555,customer-69,75,165,56,70,109,54,247
556,customer-1954,76,82,146,14,31,128,81
557,customer-1596,76,84,38,59,129,141,25
558,customer-1629,76,96,217,207,98,102,105
559,customer-1412,76,112,183,102,84,78,171
560,customer-717,76,119,198,169,51,127,114
561,customer-1555,76,132,17,54,166,162,174
562,customer-245,76,136,170,77,70,159,169
563,customer-398,76,140,146,227,80,164,75
564,customer-1256,76,151,125,123,123,217,68
565,customer-776,76,152,69,199,239,161,85
566,customer-1098,76,155,70,93,108,94,126
567,customer-1314,76,162,183,139,104,217,81
568,customer-1170,76,164,113,122,118,218,144
569,customer-1099,77,77,142,141,188,254,194
570,customer-437,77,79,258,18,24,104,200
571,customer-425,77,107,183,106,193,154,16
572,customer-856,77,119,189,171,59,91,213
573,customer-928,77,121,228,145,160,110,208
574,customer-90,77,124,207,203,17,236,101
575,customer-1370,77,136,50,117,159,174,120
576,customer-417,77,149,82,190,83,110,64
577,customer-272,77,156,197,189,120,168,23
578,customer-1058,78,84,191,109,174,243,105
579,customer-649,78,101,97,166,68,24,176
580,customer-1470,78,121,35,213,135,216,194
581,customer-1656,78,121,57,19,210,127,72
582,customer-637,78,125,152,230,238,193,50
583,customer-442,78,134,44,35,71,159,174
584,customer-1963,78,137,38,116,35,231,120
585,customer-1544,78,139,59,109,187,134,69
586,customer-367,78,141,113,88,191,59,168
587,customer-1040,78,145,71,137,108,35,75
588,customer-1054,78,148,178,27,105,175,48
589,customer-1438,78,154,224,124,22,141,79
590,customer-1179,78,159,166,70,10,142,23
591,customer-1562,78,168,31,36,234,228,189
592,customer-873,78,171,200,3,106,96,169
593,customer-378,79,87,48,142,158,125,181
594,customer-337,79,92,154,145,26,88,138
595,customer-943,79,95,39,166,93,52,55
596,customer-919,79,103,127,232,219,34,77
597,customer-134,79,107,238,41,98,184,169
598,customer-452,79,147,31,132,167,61,201
599,customer-1986,79,157,79,96,75,162,163
600,customer-1901,79,165,180,67,66,159,74
601,customer-771,80,104,112,123,114,163,199
602,customer-105,80,150,50,172,34,68,177
603,customer-1432,80,152,156,136,158,194,30
604,customer-1381,80,162,49,194,47,180,65
605,customer-1321,80,168,151,152,191,241,77
606,customer-1146,81,90,42,180,120,180,22
607,customer-757,81,93,25,116,159,152,100
608,customer-85,81,97,15,36,17,63,198
609,customer-293,81,97,79,231,69,161,148
610,customer-162,81,114,222,102,59,102,186
611,customer-413,81,123,192,184,160,189,193
612,customer-1619,81,136,191,204,122,94,57
613,customer-479,81,138,102,62,84,88,61
614,customer-1852,81,155,176,207,234,90,143
615,customer-159,81,159,42,58,25,40,127
616,customer-72,82,82,84,92,39,156,83
617,customer-1398,82,95,119,204,143,224,176
618,customer-1837,82,98,81,167,52,79,192
619,customer-396,82,107,129,155,258,167,190
620,customer-797,82,124,40,199,124,70,139
621,customer-1666,82,130,105,195,134,110,247
622,customer-319,82,133,16,173,122,254,75
623,customer-1194,82,134,273,82,71,161,158
624,customer-107,82,135,238,30,230,62,116
625,customer-754,82,163,212,223,29,40,163
626,customer-1881,82,166,82,191,59,101,45
627,customer-1538,82,172,46,84,161,153,98
628,customer-721,83,86,39,79,37,139,183
629,customer-1867,83,95,29,124,164,97,143
630,customer-1752,83,100,188,246,31,174,84
631,customer-1360,83,103,256,116,202,212,187
632,customer-521,83,116,83,32,70,135,145
633,customer-1375,83,119,157,102,37,124,191
634,customer-173,83,122,106,95,100,222,91
635,customer-1850,83,131,193,150,88,107,144
636,customer-684,83,134,119,116,79,164,94
637,customer-892,83,135,183,153,226,160,127
638,customer-885,83,143,241,174,128,116,49
639,customer-1241,83,149,116,46,138,101,176
640,customer-1516,83,175,126,180,54,148,162
641,customer-1660,84,98,73,25,205,162,192
642,customer-1818,84,100,105,204,129,76,59
643,customer-1565,84,165,134,74,107,105,66
644,customer-221,84,167,61,186,84,21,115
645,customer-971,85,92,34,115,137,20,197
646,customer-370,85,101,123,207,130,123,114
647,customer-15,85,108,221,202,70,93,34
648,customer-1229,85,109,131,4,150,184,57
