id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5
100,product-594,28,101,39,168,116,203,169
101,product-552,29,30,63,175,31,123,14
102,product-504,29,31,32,70,123,46,129
103,product-802,29,32,88,116,101,139,235
104,product-1657,29,34,246,99,191,4,59
105,product-107,29,64,18,137,93,127,183
106,product-114,29,66,154,166,129,93,169
107,product-64,29,76,208,152,31,157,73
108,product-1233,29,80,142,71,32,68,97
109,product-352,29,87,170,178,214,49,220
110,product-1032,29,89,234,173,76,261,183
111,product-1492,29,99,200,108,111,94,19
112,product-259,29,124,216,155,41,171,69
113,product-1734,30,40,104,200,56,184,105
114,product-188,30,47,115,159,84,137,163
115,product-655,30,47,154,38,64,160,136
116,product-877,30,62,52,60,167,105,96
117,product-511,30,64,207,177,195,25,102
118,product-234,30,68,129,144,213,168,172
119,product-46,30,88,193,152,209,12,31
120,product-990,30,88,114,121,139,95,23
121,product-1133,30,89,224,78,35,104,77
122,product-212,30,124,94,173,194,143,54
123,product-312,30,129,196,68,43,198,45
124,product-1811,31,31,106,107,141,231,195
125,product-1786,31,32,76,243,40,72,93
126,product-1888,31,69,126,166,109,97,188
127,product-313,31,83,198,132,214,122,153
128,product-1613,31,83,103,182,169,185,202
129,product-421,31,94,90,169,207,95,77
130,product-1953,31,100,28,97,43,192,115
131,product-735,32,50,86,111,213,93,112
132,product-1461,32,58,8,54,45,195,36
133,product-1819,32,72,62,106,71,192,76
134,product-1588,32,116,93,32,118,75,126
135,product-679,33,57,287,144,116,111,89
136,product-653,33,67,54,165,241,236,185
137,product-1362,33,71,87,157,199,205,50
138,product-1167,33,112,173,22,117,34,57
139,product-800,33,119,36,40,61,156,40
140,product-762,33,124,146,201,67,194,76
141,product-478,34,40,178,220,97,157,30
142,product-1506,34,65,141,125,11,0,115
143,product-1380,34,74,105,45,129,206,179
144,product-890,34,78,98,183,142,145,47
145,product-1011,34,81,42,191,37,95,21
146,product-998,34,94,99,177,209,178,161
147,product-331,34,106,109,189,80,235,76
148,product-878,34,107,189,157,67,64,122
149,product-1330,34,112,117,78,100,173,159
150,product-1912,34,117,141,146,173,151,99
151,product-304,34,125,127,70,97,32,210
152,product-1379,35,54,77,18,176,160,17
153,product-1056,35,64,174,78,183,98,40
154,product-805,35,66,116,194,132,89,176
155,product-1910,35,119,130,92,139,55,96
156,product-1978,35,120,125,208,139,209,136
157,product-365,35,124,129,96,51,91,237
158,product-828,35,125,46,79,129,140,134
159,product-133,36,74,24,139,59,110,132
160,product-1801,36,77,38,17,21,188,76
161,product-1561,36,79,84,41,178,97,189
162,product-1226,36,81,62,130,14,107,70
163,product-1089,36,107,88,16,157,55,217
164,product-1398,36,109,66,140,70,56,170
165,product-1312,36,110,121,68,97,206,70
166,product-1075,37,78,118,95,102,155,83
167,product-918,37,95,111,139,52,28,122
168,product-1515,37,95,77,52,192,206,31
169,product-868,37,96,154,20,159,162,63
170,product-493,37,106,240,73,100,80,52
171,product-1542,37,110,118,97,204,21,120
172,product-238,38,40,218,100,19,90,58
173,product-23,38,61,112,292,52,200,70
174,product-1806,38,73,183,163,16,249,64
175,product-684,38,79,77,31,75,35,136
176,product-529,38,89,78,237,81,107,220
177,product-1065,38,100,220,30,119,106,37
178,product-822,38,106,70,223,127,5,204
179,product-1401,38,115,142,260,175,32,23
180,product-193,38,118,221,85,188,34,21
181,product-1234,39,48,155,199,22,136,8
182,product-1971,39,51,163,144,8,79,198
183,product-37,39,80,46,215,95,16,112
184,product-1439,39,115,145,192,21,210,138
185,product-1986,40,71,194,209,131,95,205
186,product-70,40,91,109,114,99,120,118
187,product-734,40,91,46,146,251,120,33
188,product-1299,40,102,7,117,155,141,34
189,product-541,40,119,216,31,93,155,200
190,product-1625,40,133,140,114,41,40,137
191,product-1303,41,43,210,220,200,44,107
192,product-527,41,47,117,235,56,94,159
193,product-1691,41,52,274,98,77,40,39
194,product-1735,41,57,62,158,196,93,138
195,product-1584,41,84,21,34,184,173,156
196,product-1086,41,90,139,131,206,262,33
197,product-272,41,96,29,41,157,65,40
198,product-1427,41,127,235,193,48,234,188
199,product-1926,41,127,143,77,185,51,37
200,product-1121,42,45,18,100,236,197,76
201,product-1783,42,61,101,152,9,57,178
202,product-1472,42,81,190,76,140,131,192
203,product-1846,42,82,52,185,117,27,56
204,product-325,42,85,56,101,155,168,170
205,product-430,42,85,178,85,214,161,178
206,product-1529,42,90,90,179,188,131,96
207,product-611,42,126,97,62,97,174,106
208,product-1045,42,130,215,49,171,140,56
209,product-540,43,105,182,205,74,197,152
210,product-779,43,106,168,22,33,133,9
211,product-1072,43,106,153,12,124,116,145
212,product-920,43,124,69,225,165,178,150
213,product-1021,44,67,56,159,3,6,176
214,product-1010,44,92,211,142,130,46,130
215,product-1675,44,96,13,60,87,175,129
216,product-1170,44,112,108,176,234,224,68
217,product-572,44,117,99,137,12,144,144
218,product-1521,44,126,227,192,108,94,236
219,product-531,45,45,97,149,48,198,158
220,product-1938,45,48,177,210,184,64,183
221,product-1619,45,51,119,240,135,226,4
222,product-1999,45,71,179,190,64,191,11
223,product-1980,45,83,200,203,184,116,164
224,product-901,45,109,145,111,127,27,62
225,product-1629,46,56,121,215,192,34,167
226,product-1582,46,69,97,28,207,274,176
227,product-71,46,79,39,11,174,173,119
228,product-1987,46,106,48,192,117,103,57
229,product-590,46,129,95,267,175,78,205
230,product-22,47,58,68,34,227,113,137
231,product-755,47,106,192,157,172,271,42
232,product-573,47,107,111,140,151,221,113
233,product-20,48,59,116,152,215,227,133
234,product-1873,48,80,101,194,136,177,73
235,product-711,48,81,71,238,38,128,63
236,product-1138,48,96,54,31,200,72,200
237,product-476,48,104,166,207,69,154,25
238,product-1266,48,105,48,160,44,200,200
239,product-615,48,111,40,214,171,184,54
240,product-945,48,113,14,1,111,204,172
241,product-610,48,119,192,34,191,21,118
242,product-1609,48,135,119,131,159,148,230
243,product-848,48,142,57,133,92,230,44
244,product-1265,49,50,178,182,133,64,59
245,product-1491,49,82,213,119,119,111,135
246,product-137,49,92,46,193,21,124,188
247,product-1780,49,109,66,73,139,27,25
248,product-774,49,125,175,73,89,160,171
249,product-241,49,141,190,188,146,124,54
250,product-1144,50,51,58,106,31,26,184
251,product-1797,50,51,174,9,63,113,71
252,product-1593,50,90,114,208,144,41,242
253,product-105,50,122,41,45,186,150,177
254,product-1556,50,127,116,26,202,46,253
255,product-25,51,97,36,108,112,223,215
256,product-904,51,99,250,152,205,209,49
257,product-1908,51,127,134,192,146,204,112
258,product-912,52,52,149,214,33,154,203
259,product-243,52,66,129,229,131,151,106
260,product-677,52,74,72,36,193,187,161
261,product-34,52,78,149,197,197,128,122
262,product-409,52,79,181,46,63,125,137
263,product-1154,52,97,80,27,231,83,157
264,product-1283,52,119,138,160,49,165,42
265,product-391,52,127,185,184,90,118,59
266,product-1798,52,143,59,248,219,193,85
267,product-1396,53,59,74,93,153,125,62
268,product-957,53,63,189,75,212,41,155
269,product-95,53,68,56,207,156,118,39
270,product-1867,53,78,41,145,89,93,32
271,product-1764,53,92,177,72,98,128,66
272,product-1732,53,99,163,77,74,18,101
273,product-1309,53,125,32,97,105,230,169
274,product-862,53,135,89,111,92,106,102
275,product-1936,53,135,118,55,159,197,20
276,product-570,54,80,47,223,68,227,191
277,product-981,54,130,127,226,161,117,206
278,product-567,54,136,134,9,122,122,63
279,product-1171,54,141,33,145,172,60,144
280,product-1057,55,67,113,154,186,127,175
281,product-1120,55,103,125,56,118,174,257
282,product-1178,55,106,65,85,48,42,177
283,product-651,55,119,206,86,215,54,3
284,product-1493,55,124,143,122,232,209,46
285,product-884,56,68,199,49,15,202,198
286,product-1843,56,68,252,45,91,265,30
287,product-550,56,69,129,96,22,186,137
288,product-384,56,74,157,182,93,83,76
289,product-43,56,102,96,263,151,261,41
290,product-929,56,102,37,109,226,195,92
291,product-1950,56,112,268,174,181,144,22
292,product-875,57,108,135,117,9,128,28
293,product-469,58,59,45,186,216,143,188
294,product-309,58,68,15,193,61,13,101
295,product-321,58,71,188,127,83,146,205
296,product-1432,58,79,87,146,172,40,193
297,product-1061,58,84,67,112,197,140,130
298,product-1534,58,85,94,210,12,90,50
299,product-687,58,92,155,54,118,178,69
300,product-1014,58,101,117,65,80,126,7
301,product-1943,58,102,102,113,63,100,180
302,product-347,58,103,201,222,88,176,171
303,product-1896,58,105,209,150,132,228,62
304,product-399,58,124,53,60,160,132,91
305,product-1712,58,142,22,185,175,213,110
306,product-718,59,61,256,195,31,128,209
307,product-935,59,65,166,177,138,47,210
308,product-1440,59,72,207,109,194,19,53
309,product-1907,59,82,162,50,102,214,23
310,product-192,59,92,32,21,132,50,112
311,product-1754,59,112,172,124,153,132,140
312,product-749,59,117,205,220,123,20,168
313,product-895,60,73,43,70,107,189,211
314,product-91,60,75,177,18,166,37,103
315,product-1886,60,79,74,155,130,219,46
316,product-229,60,84,193,22,23,133,38
317,product-1538,60,103,152,83,91,110,207
318,product-797,60,105,183,170,19,63,208
319,product-1161,60,111,76,160,223,226,70
320,product-18,60,122,232,89,146,147,45
321,product-1466,60,140,219,181,210,9,84
322,product-1628,61,61,135,17,101,176,99
323,product-1189,61,85,127,132,198,115,219
324,product-1316,61,89,220,50,41,138,61
325,product-728,61,94,29,156,158,131,95
326,product-1812,61,94,207,122,236,104,15
327,product-1769,61,112,68,105,41,65,101
328,product-593,61,114,29,204,200,160,126
329,product-1745,61,120,73,226,100,115,20
330,product-108,61,129,139,160,219,116,44
331,product-1741,61,135,70,120,77,83,23
332,product-443,61,140,179,171,110,136,149
333,product-444,61,142,100,37,100,12,143
334,product-1179,61,146,41,37,178,157,205
335,product-1367,61,153,128,60,36,224,148
336,product-1533,62,67,176,85,138,102,94
337,product-1635,62,69,97,33,96,246,34
338,product-1911,62,79,133,149,192,150,125
339,product-952,62,97,82,123,104,137,252
340,product-521,62,103,152,58,65,79,26
341,product-898,62,119,57,154,197,125,110
342,product-1511,62,134,61,42,70,51,36
343,product-86,62,136,81,133,38,130,82
344,product-979,62,145,18,68,93,132,58
345,product-641,63,81,192,161,117,208,229
346,product-1363,63,107,47,203,201,146,57
347,product-1377,63,108,201,85,189,80,195
348,product-1669,63,113,78,177,134,100,90
349,product-983,63,132,105,214,102,42,85
350,product-724,63,145,55,71,172,57,99
351,product-1137,63,154,131,256,264,142,188
352,product-417,64,82,153,67,123,194,112
353,product-1904,64,103,209,196,91,28,168
354,product-1320,64,105,166,188,140,105,174
355,product-190,64,124,195,134,122,99,115
356,product-1237,64,128,83,110,158,124,132
357,product-1777,64,129,38,93,82,92,85
358,product-576,65,72,80,89,176,171,72
359,product-467,65,96,177,167,24,136,55
360,product-788,65,103,45,80,179,207,120
361,product-310,65,121,129,103,190,96,161
362,product-8,65,129,214,203,88,176,109
363,product-1822,65,129,113,12,178,97,183
364,product-1501,65,141,108,192,186,47,70
365,product-354,65,150,92,156,45,62,200
366,product-781,66,97,41,195,153,107,228
367,product-428,66,99,82,154,154,89,156
368,product-1876,66,148,63,222,139,168,109
369,product-1563,66,151,125,55,191,66,172
370,product-1553,67,72,30,67,106,163,157
371,product-1897,67,83,99,93,57,251,98
372,product-1642,67,85,147,99,195,213,170
373,product-1215,67,98,117,172,62,98,189
374,product-500,67,113,124,30,151,87,161
375,product-1213,67,114,24,181,160,229,53
376,product-1003,67,117,160,174,16,113,161
377,product-683,67,136,264,59,49,44,111
378,product-1776,67,137,88,116,120,104,222
379,product-719,67,139,238,246,223,125,27
380,product-285,67,144,211,14,165,71,51
381,product-1315,67,154,110,48,99,154,189
382,product-215,68,73,127,101,87,77,163
383,product-1505,68,95,55,131,104,125,31
384,product-1101,68,97,80,219,42,100,178
385,product-169,68,114,57,133,204,184,61
386,product-1482,68,132,202,227,81,96,225
387,product-1914,68,141,90,36,141,119,27
388,product-1740,68,146,109,102,26,52,64
389,product-571,68,158,201,202,88,28,105
390,product-111,68,159,114,45,186,169,82
391,product-1117,69,73,132,12,12,104,59
392,product-1269,69,73,91,122,134,174,100
393,product-764,69,79,172,22,47,16,81
394,product-1849,69,84,112,125,24,169,59
395,product-1748,69,88,145,98,157,199,109
396,product-1512,69,89,80,169,73,48,58
397,product-362,69,106,205,175,82,192,110
398,product-623,69,107,61,214,66,172,118
399,product-1116,69,118,268,59,107,65,121
400,product-1326,69,126,178,205,64,87,160
401,product-948,69,129,87,197,230,75,178
402,product-1079,69,135,69,135,171,53,185
403,product-1346,69,140,187,50,72,211,126
404,product-1,69,142,137,103,13,128,30
405,product-341,69,147,213,75,204,50,105
406,product-1857,69,149,168,47,70,139,128
407,product-1864,69,150,215,17,126,209,69
408,product-891,69,151,191,44,118,219,128
409,product-189,69,157,200,56,146,140,57
410,product-583,70,71,181,75,142,66,212
411,product-1354,70,73,143,61,170,98,167
412,product-1037,70,77,87,175,66,72,16
413,product-464,70,84,96,177,158,96,149
414,product-1870,70,86,8,47,182,15,57
415,product-1486,70,99,26,134,135,147,186
416,product-1572,70,115,143,59,62,46,148
417,product-823,70,125,162,137,88,120,167
418,product-553,70,132,181,154,44,110,91
419,product-1046,70,139,170,54,228,175,124
420,product-1607,70,151,70,166,157,132,120
421,product-127,71,78,175,185,194,204,175
422,product-306,71,80,41,158,146,24,115
423,product-515,71,83,111,135,231,83,130
424,product-55,71,121,38,159,177,30,239
425,product-1559,71,130,135,212,57,41,85
426,product-1948,71,136,206,195,86,151,132
427,product-366,71,159,201,143,94,37,74
428,product-1351,72,93,112,161,222,208,170
429,product-1544,72,95,108,61,176,228,101
430,product-1404,72,98,132,101,134,205,11
431,product-279,72,112,93,113,60,90,69
432,product-1920,72,119,137,91,74,39,120
433,product-864,72,127,150,149,208,225,181
434,product-1661,72,129,132,106,20,98,73
435,product-1322,72,135,122,158,170,21,191
436,product-442,72,156,205,37,204,197,40
437,product-84,72,161,189,151,59,107,256
438,product-492,72,164,203,198,113,137,198
439,product-1933,72,165,204,18,202,67,22
440,product-715,73,89,140,40,113,207,6
441,product-307,73,97,137,174,184,119,58
442,product-830,73,99,165,47,67,115,110
443,product-1034,73,104,181,75,63,61,9
444,product-1850,73,108,203,187,134,84,84
445,product-83,73,118,92,162,24,73,189
446,product-300,73,124,190,230,47,158,146
447,product-1530,73,129,125,146,66,148,118
448,product-1829,73,140,60,40,70,159,119
449,product-1902,73,151,148,216,129,116,50
450,product-1762,73,162,236,38,152,216,231
451,product-911,73,163,169,180,139,179,204
452,product-1040,73,165,4,77,203,165,227
453,product-654,74,106,197,94,115,30,85
454,product-1624,74,106,199,16,168,153,151
455,product-843,74,116,139,134,54,116,195
456,product-5,74,127,48,155,217,164,245
457,product-663,74,127,72,190,14,214,157
458,product-631,74,144,108,129,109,117,202
459,product-450,74,154,192,72,66,189,145
460,product-1578,74,162,134,161,149,69,198
461,product-1608,75,82,212,195,179,72,203
462,product-35,75,85,45,183,113,258,64
463,product-959,75,86,56,89,199,123,87
464,product-1592,75,89,97,102,81,154,128
465,product-1954,75,94,19,118,112,210,119
466,product-1257,75,120,57,146,165,108,37
467,product-907,75,147,97,240,146,14,36
468,product-827,75,153,175,189,254,190,124
469,product-1036,75,165,167,81,216,209,163
470,product-1918,75,171,43,88,67,99,209
471,product-1160,76,93,74,124,253,230,177
472,product-1966,76,93,212,184,216,61,109
473,product-280,76,129,160,203,64,15,188
474,product-838,76,133,161,206,112,97,220
475,product-303,76,138,82,79,144,133,211
476,product-372,77,78,82,87,28,164,113
477,product-26,77,79,10,56,207,110,150
478,product-1012,77,84,203,128,179,28,68
479,product-789,77,91,71,177,206,178,16
480,product-658,77,93,179,78,7,130,184
481,product-439,77,95,197,167,141,51,78
482,product-1460,77,132,156,80,122,96,141
483,product-836,77,148,100,189,71,211,16
484,product-136,78,94,199,115,48,62,213
485,product-1140,78,101,67,233,39,211,223
486,product-757,78,106,44,191,131,197,142
487,product-1747,78,107,47,119,12,47,160
488,product-887,78,117,205,107,74,141,111
489,product-1373,78,129,125,145,34,144,144
490,product-180,78,139,27,128,70,118,286
491,product-1044,78,147,100,11,177,112,200
492,product-841,78,161,53,178,99,132,34
493,product-1516,78,170,284,160,239,113,93
494,product-1459,78,173,11,193,193,157,38
495,product-1958,78,173,214,126,140,114,90
496,product-1630,78,177,177,65,169,87,90
497,product-785,79,81,34,242,147,36,178
498,product-414,79,83,200,65,198,144,188
499,product-1504,79,85,88,181,204,49,59
500,product-1205,79,87,123,90,126,248,194
501,product-672,79,109,143,130,114,22,196
502,product-630,79,113,158,26,130,143,87
503,product-1785,79,117,126,183,70,143,37
504,product-1190,79,120,61,20,190,88,49
505,product-608,79,123,45,136,174,130,147
506,product-933,79,128,126,162,204,70,115
507,product-1062,79,137,102,86,24,132,184
508,product-1569,79,140,92,151,44,57,201
509,product-286,80,105,257,31,54,196,18
510,product-1802,80,110,133,174,100,176,126
511,product-1573,80,139,128,108,183,102,162
512,product-390,80,152,193,162,205,82,166
513,product-1681,80,154,237,188,82,177,135
514,product-66,80,166,146,254,183,44,171
515,product-1919,80,167,209,171,63,191,195
516,product-1984,81,108,42,183,138,174,88
517,product-811,81,124,180,164,214,191,53
518,product-1042,81,131,40,191,106,32,48
519,product-1077,81,134,103,163,99,105,119
520,product-1670,81,151,187,19,191,63,124
521,product-173,81,164,63,119,56,220,186
522,product-932,82,84,173,53,82,201,104
523,product-1868,82,121,108,203,65,89,212
524,product-867,82,123,68,161,112,212,89
525,product-90,82,136,116,100,109,189,192
526,product-1224,82,137,100,21,22,73,57
527,product-231,82,157,181,135,159,7,27
528,product-290,82,158,56,93,20,51,96
529,product-1375,83,86,24,31,152,66,141
530,product-323,83,88,115,167,152,107,130
531,product-596,83,91,197,185,189,141,29
532,product-1262,83,93,149,17,153,73,33
533,product-1676,83,100,197,0,127,204,246
534,product-1457,83,113,79,153,170,189,22
535,product-1787,83,123,145,161,38,88,201
536,product-745,83,139,192,114,88,131,89
537,product-1109,83,144,79,126,136,238,151
538,product-375,83,152,154,122,43,173,242
539,product-538,83,153,106,143,42,94,42
540,product-1581,83,169,133,83,132,101,183
541,product-1673,83,169,145,139,70,30,110
542,product-1913,83,172,23,81,267,225,165
543,product-865,83,173,196,201,198,73,129
544,product-1352,84,106,135,147,143,172,222
545,product-413,84,112,120,70,119,91,187
546,product-80,84,113,196,150,107,133,188
547,product-664,84,124,89,146,52,61,87
548,product-712,84,149,131,132,131,123,32
549,product-1932,84,152,216,64,112,209,10
550,product-276,84,154,206,112,210,62,66
551,product-2000,84,176,36,102,107,80,117
552,product-742,85,128,167,109,35,84,190
553,product-1338,85,131,69,157,85,75,200
554,product-339,85,132,203,163,28,227,44
555,product-809,85,136,151,140,110,86,90
556,product-1899,85,150,64,156,64,199,106
557,product-776,85,152,151,187,15,199,130
558,product-1781,85,168,79,158,134,153,3
559,product-1571,85,171,156,112,49,137,76
560,product-1952,86,111,33,216,198,111,169
561,product-1349,86,112,152,222,161,205,46
562,product-244,86,147,223,69,183,191,195
563,product-825,86,152,110,95,30,64,60
564,product-1388,86,162,22,62,223,129,112
565,product-495,86,164,200,101,226,217,129
566,product-642,86,164,138,167,101,137,99
567,product-1236,86,179,196,19,118,66,176
568,product-1600,87,87,55,122,153,147,52
569,product-520,87,111,79,113,144,158,38
570,product-770,87,111,102,64,145,211,191
571,product-1663,87,129,104,207,143,203,128
572,product-768,87,143,102,79,55,127,103
573,product-1473,87,150,184,172,168,201,190
574,product-1241,87,170,176,167,92,65,117
575,product-546,87,173,128,199,161,242,86
576,product-1841,87,173,144,49,119,242,31
577,product-1221,87,174,144,26,180,162,96
578,product-497,87,181,190,72,131,206,141
579,product-1640,88,90,96,194,130,125,136
580,product-1616,88,97,181,58,120,23,141
581,product-1453,88,100,130,164,128,106,190
582,product-1840,88,100,135,208,147,115,53
583,product-1795,88,101,113,207,47,169,128
584,product-1668,88,114,161,70,93,187,197
585,product-894,88,117,204,141,169,148,246
586,product-125,88,125,216,258,122,149,51
587,product-639,88,125,75,158,46,160,145
588,product-1894,88,134,137,258,123,179,79
589,product-1410,88,172,179,202,91,211,9
590,product-1737,89,122,154,210,170,183,83
591,product-1646,89,123,134,134,47,43,106
592,product-1981,89,126,36,195,160,118,24
593,product-1617,89,134,96,127,66,238,282
594,product-1866,89,146,52,16,161,151,99
595,product-871,89,161,218,201,67,28,123
596,product-1243,90,96,155,71,198,150,153
597,product-1633,90,96,225,199,189,94,134
598,product-554,90,97,82,121,202,140,62
599,product-1103,90,107,105,63,230,220,150
600,product-566,90,111,150,115,75,194,183
601,product-796,90,111,71,45,191,98,163
602,product-1598,90,113,90,253,88,225,109
603,product-1080,90,114,63,129,65,83,79
604,product-14,90,115,90,175,261,107,114
605,product-1418,90,116,239,69,197,148,154
606,product-708,90,145,70,82,154,61,218
607,product-1173,90,152,22,154,144,138,172
608,product-992,90,153,38,105,58,134,67
609,product-1469,90,173,258,74,141,101,182
610,product-232,90,174,50,58,117,143,123
611,product-423,91,105,55,193,62,59,106
612,product-100,91,116,199,82,81,132,177
613,product-1711,91,117,205,102,76,19,160
614,product-731,91,132,55,59,140,40,57
615,product-224,91,142,29,73,68,191,98
616,product-1934,91,151,214,116,176,105,199
617,product-1413,91,162,38,49,103,182,234
618,product-1463,91,169,191,75,210,227,202
619,product-769,91,173,187,183,106,198,216
620,product-76,91,184,197,84,64,73,49
621,product-1758,91,186,51,94,211,120,71
622,product-78,91,188,1,171,133,191,120
623,product-1297,92,97,78,203,18,54,260
624,product-1656,92,98,133,50,123,110,142
625,product-1722,92,99,40,132,66,30,42
626,product-147,92,100,31,156,63,200,145
627,product-997,92,103,28,253,126,154,61
628,product-1809,92,118,101,194,82,157,203
629,product-1638,92,151,159,134,151,198,154
630,product-1197,92,157,40,45,217,11,93
631,product-965,92,158,176,123,78,116,32
632,product-1074,92,165,17,76,190,34,277
633,product-1755,93,95,235,80,17,130,170
634,product-1796,93,105,164,213,185,72,4
635,product-740,93,109,188,147,178,190,222
636,product-1415,93,117,137,199,94,59,199
637,product-155,93,130,88,213,93,109,152
638,product-1261,93,130,199,182,139,139,216
639,product-958,93,136,63,131,94,179,114
640,product-763,93,137,181,166,187,168,98
641,product-1392,93,165,68,122,23,172,179
642,product-1591,93,177,162,200,154,67,158
643,product-1275,93,179,30,109,168,129,169
644,product-561,94,107,260,68,164,256,17
645,product-351,94,126,63,68,143,140,219
646,product-671,94,127,139,64,154,107,58
647,product-1647,94,128,23,176,68,5,206
648,product-659,94,134,167,189,44,110,237
649,product-1662,94,143,191,195,158,112,91
650,product-249,94,155,224,158,107,154,179
651,product-622,94,158,157,95,70,64,115
652,product-1715,94,168,151,28,97,20,70
653,product-584,94,175,156,161,143,199,66
654,product-334,94,179,62,224,31,35,204
655,product-420,95,95,38,139,145,202,46
656,product-921,95,105,186,126,48,58,161
657,product-1595,95,107,62,273,115,28,67
658,product-448,95,118,56,82,150,74,187
659,product-821,95,125,166,134,233,211,93
660,product-1412,95,136,218,266,124,37,58
661,product-1411,95,150,101,18,152,191,54
662,product-1835,95,158,82,71,81,107,68
663,product-161,95,159,101,65,193,59,184
664,product-559,95,179,56,205,31,168,8
665,product-1408,95,189,51,136,98,69,21
666,product-1434,96,116,220,65,249,161,210
667,product-950,96,122,31,235,47,49,20
668,product-266,96,130,138,134,178,175,10
669,product-490,96,139,197,133,112,112,200
670,product-1052,96,142,234,87,252,208,173
671,product-1723,96,149,64,76,90,159,23
672,product-1692,96,152,31,210,67,77,50
673,product-1005,96,158,166,24,137,83,44
674,product-702,97,108,80,112,150,125,179
675,product-1015,97,118,91,163,97,33,13
676,product-1985,97,120,86,62,46,133,186
677,product-614,97,130,88,148,166,30,76
678,product-1023,97,131,76,171,133,44,65
