ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope
114,customer-263474,0,18,18,38
115,customer-263932,0,18,24,18
116,customer-263966,0,18,9,21
117,customer-262990,0,18,84,6
118,customer-261578,0,18,44,20
119,customer-267044,0,18,43,48
120,customer-267043,0,18,24,35
121,customer-272516,0,19,30,36
122,customer-272329,0,19,18,30
123,customer-273030,0,19,20,35
124,customer-270747,0,19,62,5
125,customer-270376,0,19,2,35
126,customer-270375,0,19,17,14
127,customer-278224,0,19,10,20
128,customer-278771,0,19,14,14
129,customer-277669,0,19,30,9
130,customer-279716,0,19,9,9
131,customer-275038,0,19,33,26
132,customer-276682,0,19,26,11
133,customer-276134,0,19,29,17
134,customer-276581,0,19,1,17
135,customer-276580,0,19,23,33
136,customer-276599,0,19,95,17
137,customer-276598,0,19,27,14
138,customer-263442,0,19,45,26
139,customer-263441,0,19,48,5
140,customer-263525,0,19,1,32
141,customer-263049,0,19,96,29
142,customer-263048,0,19,6,38
143,customer-260718,0,19,98,29
144,customer-260265,0,19,81,18
145,customer-271782,0,20,7,12
146,customer-273884,0,20,2,33
147,customer-269677,0,20,14,8
148,customer-269150,0,20,4,12
149,customer-270910,0,20,9,17
150,customer-270733,0,20,92,17
151,customer-271261,0,20,93,20
152,customer-270195,0,20,93,15
153,customer-277765,0,20,5,9
154,customer-280170,0,20,29,17
155,customer-280171,0,20,86,26
156,customer-280179,0,20,17,33
157,customer-280180,0,20,6,20
158,customer-280181,0,20,85,26
159,customer-280628,0,20,91,30
160,customer-280626,0,20,16,29
161,customer-275583,0,20,32,38
162,customer-276563,0,20,58,11
163,customer-276562,0,20,6,26
164,customer-276681,0,20,35,29
165,customer-262496,0,20,18,5
166,customer-262490,0,20,24,5
167,customer-262489,0,20,37,9
168,customer-262013,0,20,41,18
169,customer-262014,0,20,39,15
170,customer-262015,0,20,49,9
171,customer-262954,0,20,4,11
172,customer-262964,0,20,60,21
173,customer-262963,0,20,12,14
174,customer-272831,0,21,31,20
175,customer-272836,0,21,90,30
176,customer-271784,0,21,91,26
177,customer-272311,0,21,90,27
178,customer-272309,0,21,18,11
179,customer-274028,0,21,16,14
180,customer-273853,0,21,9,11
181,customer-274539,0,21,91,5
182,customer-279218,0,21,26,36
183,customer-280155,0,21,10,26
184,customer-280705,0,21,98,8
185,customer-280630,0,21,81,17
186,customer-280629,0,21,87,29
187,customer-280611,0,21,63,32
188,customer-279326,0,21,16,15
189,customer-263428,0,21,0,18
190,customer-263427,0,21,27,18
191,customer-263915,0,21,31,11
192,customer-260719,0,21,81,23
193,customer-261183,0,21,84,26
194,customer-261200,0,21,7,9
195,customer-267092,0,21,3,35
196,customer-273859,0,22,94,24
197,customer-274356,0,22,94,26
198,customer-274350,0,22,98,15
199,customer-273340,0,22,89,30
200,customer-273339,0,22,94,26
201,customer-269648,0,22,93,17
202,customer-269122,0,22,94,12
203,customer-270162,0,22,97,11
204,customer-277804,0,22,76,17
205,customer-274873,0,22,94,15
206,customer-277260,0,22,13,27
207,customer-262136,0,22,10,8
208,customer-261669,0,22,4,18
209,customer-261668,0,22,29,15
210,customer-261655,0,22,80,24
211,customer-261654,0,22,88,27
212,customer-261653,0,22,94,32
213,customer-268707,0,23,95,29
214,customer-268706,0,23,4,41
215,customer-269245,0,23,3,30
216,customer-270700,0,23,95,20
217,customer-271230,0,23,99,17
218,customer-270161,0,23,31,6
219,customer-277603,0,23,22,18
220,customer-275425,0,23,92,27
221,customer-274879,0,23,93,27
222,customer-277065,0,23,19,17
223,customer-277066,0,23,0,17
224,customer-276521,0,23,94,15
225,customer-263558,0,23,93,18
226,customer-263082,0,23,94,14
227,customer-269766,0,24,6,30
228,customer-268735,0,24,94,14
229,customer-269274,0,24,98,14
230,customer-270289,0,24,91,33
231,customer-270288,0,24,7,32
232,customer-270317,0,24,92,12
233,customer-278685,0,24,12,12
234,customer-278684,0,24,26,17
235,customer-315044,0,24,32,5
236,customer-315040,0,24,63,9
237,customer-275973,0,24,92,29
238,customer-315741,0,24,11,5
239,customer-315743,0,24,96,15
240,customer-276527,0,24,92,29
241,customer-276526,0,24,96,26
242,customer-13851,0,24,46,15
243,customer-267104,0,24,95,29
244,customer-267103,0,24,3,41
245,customer-272425,0,25,25,6
246,customer-271897,0,25,12,18
247,customer-271871,0,25,98,18
248,customer-273965,0,25,17,8
249,customer-317129,0,25,99,17
250,customer-317102,0,25,12,5
251,customer-317829,0,25,8,17
252,customer-270855,0,25,12,11
253,customer-270854,0,25,23,17
254,customer-270826,0,25,91,32
255,customer-270825,0,25,7,27
256,customer-271343,0,25,6,18
257,customer-278693,0,25,96,18
258,customer-315720,0,25,84,17
259,customer-277611,0,25,94,23
260,customer-278149,0,25,92,21
261,customer-278148,0,25,96,18
262,customer-315022,0,25,84,12
263,customer-315041,0,25,57,23
264,customer-315043,0,25,40,18
265,customer-315039,0,25,7,9
266,customer-316434,0,25,96,23
267,customer-316410,0,25,95,14
268,customer-315739,0,25,2,9
269,customer-315740,0,25,18,6
270,customer-315742,0,25,1,9
271,customer-277073,0,25,96,24
272,customer-13910,0,25,28,18
273,customer-13893,0,25,49,21
274,customer-13834,0,25,22,23
275,customer-13978,0,25,25,12
276,customer-272398,0,26,93,26
277,customer-272397,0,26,14,17
278,customer-272944,0,26,29,20
279,customer-272919,0,26,96,18
280,customer-273939,0,26,91,24
281,customer-273938,0,26,12,17
282,customer-317103,0,26,94,18
283,customer-317104,0,26,93,29
284,customer-273427,0,26,90,30
285,customer-273426,0,26,99,14
286,customer-317802,0,26,98,9
287,customer-317803,0,26,92,24
288,customer-317801,0,26,35,12
289,customer-317800,0,26,39,27
290,customer-317799,0,26,41,38
291,customer-319214,0,26,38,6
292,customer-269776,0,26,4,17
293,customer-319242,0,26,96,20
294,customer-319243,0,26,84,21
295,customer-268715,0,26,7,26
296,customer-269254,0,26,6,20
297,customer-318534,0,26,10,21
298,customer-318535,0,26,89,17
299,customer-318502,0,26,41,29
300,customer-318503,0,26,41,15
301,customer-270299,0,26,3,14
302,customer-315023,0,26,83,27
303,customer-275553,0,26,11,11
304,customer-316411,0,26,96,23
305,customer-275007,0,26,98,9
306,customer-322736,0,26,69,20
307,customer-322038,0,26,69,24
308,customer-324151,0,26,79,15
309,customer-324849,0,26,83,20
310,customer-323447,0,26,73,15
311,customer-13836,0,26,8,12
312,customer-272409,0,27,15,6
313,customer-272929,0,27,97,6
314,customer-272928,0,27,25,15
315,customer-274453,0,27,12,14
316,customer-269775,0,27,14,21
317,customer-270836,0,27,6,12
318,customer-271353,0,27,10,15
319,customer-270298,0,27,13,21
320,customer-278281,0,27,5,21
321,customer-277714,0,27,2,11
322,customer-275527,0,27,10,12
323,customer-274980,0,27,14,14
324,customer-277178,0,27,93,17
325,customer-277177,0,27,21,15
326,customer-277204,0,27,5,14
327,customer-276078,0,27,94,9
328,customer-276077,0,27,29,17
329,customer-276627,0,27,26,5
330,customer-322071,0,27,96,26
331,customer-13887,0,27,94,12
332,customer-13824,0,27,32,41
333,customer-14028,0,27,54,6
334,customer-273949,0,28,3,12
335,customer-273948,0,28,20,17
336,customer-274463,0,28,9,12
337,customer-273437,0,28,16,12
338,customer-278280,0,28,13,21
339,customer-278253,0,28,23,3
340,customer-278827,0,28,2,20
341,customer-278825,0,28,22,15
342,customer-278800,0,28,80,3
343,customer-280204,0,28,6,14
344,customer-279298,0,28,11,12
345,customer-279297,0,28,22,24
346,customer-279274,0,28,93,12
347,customer-279300,0,28,98,21
348,customer-279741,0,28,8,20
349,customer-279740,0,28,12,15
350,customer-279769,0,28,98,21
351,customer-274991,0,28,11,15
352,customer-322769,0,28,1,30
353,customer-322770,0,28,92,26
354,customer-13869,0,28,45,11
355,customer-323482,0,28,98,24
356,customer-13823,0,28,32,48
357,customer-13854,0,28,48,8
358,customer-13999,0,28,58,36
359,customer-13998,0,28,46,11
360,customer-13997,0,28,64,11
361,customer-13994,0,28,52,14
362,customer-13939,0,28,76,21
363,customer-280233,0,29,94,24
364,customer-280229,0,29,25,17
365,customer-280203,0,29,14,12
366,customer-280676,0,29,4,15
367,customer-280651,0,29,8,9
368,customer-280650,0,29,21,20
369,customer-279764,0,29,23,26
370,customer-279765,0,29,16,18
371,customer-275537,0,29,9,15
372,customer-274990,0,29,21,17
373,customer-13810,0,29,59,6
374,customer-280683,0,30,93,26
375,customer-13856,0,30,57,23
376,customer-13933,0,30,14,12
377,customer-13937,0,30,45,2
378,customer-315084,0,31,7,9
379,customer-19574,0,31,5,20
380,customer-19573,0,31,9,23
381,customer-13921,0,31,50,20
382,customer-317869,0,32,18,12
383,customer-317167,0,32,22,5
384,customer-385404,0,32,21,14
385,customer-319281,0,32,13,15
386,customer-384767,0,32,49,9
387,customer-384768,0,32,50,8
388,customer-318574,0,32,15,17
389,customer-316472,0,32,6,5
390,customer-19572,0,32,6,20
391,customer-19571,0,32,5,20
392,customer-19570,0,32,11,29
393,customer-19569,0,32,11,33
394,customer-315782,0,32,4,8
395,customer-13911,0,32,54,33
396,customer-13798,0,32,62,17
397,customer-16224,0,32,25,9
398,customer-16223,0,32,23,11
399,customer-76776,0,33,2,23
400,customer-385403,0,33,22,15
401,customer-52551,0,33,26,5
402,customer-52552,0,33,20,6
403,customer-386041,0,33,44,6
404,customer-386040,0,33,39,15
405,customer-19794,0,33,96,21
406,customer-19793,0,33,9,17
407,customer-19797,0,33,5,20
408,customer-19798,0,33,8,23
409,customer-19799,0,33,1,23
410,customer-19800,0,33,94,27
411,customer-19801,0,33,95,29
412,customer-322804,0,33,8,8
413,customer-322105,0,33,21,11
414,customer-41691,0,33,34,17
415,customer-41692,0,33,32,11
416,customer-324216,0,33,65,3
417,customer-13889,0,33,35,18
418,customer-13895,0,33,61,27
419,customer-323515,0,33,9,5
420,customer-13800,0,33,46,17
421,customer-13795,0,33,52,8
422,customer-323516,0,33,97,11
423,customer-13807,0,33,99,12
424,customer-42453,0,34,6,17
425,customer-42452,0,34,24,12
426,customer-387327,0,34,28,5
427,customer-387328,0,34,83,3
428,customer-387329,0,34,81,8
429,customer-388618,0,34,16,14
430,customer-76772,0,34,5,17
431,customer-76773,0,34,2,21
432,customer-387974,0,34,2,12
433,customer-387973,0,34,6,11
434,customer-387972,0,34,12,12
435,customer-76774,0,34,0,23
436,customer-76775,0,34,2,21
437,customer-386687,0,34,52,12
438,customer-386686,0,34,56,12
439,customer-386683,0,34,34,12
440,customer-386682,0,34,47,8
441,customer-386681,0,34,53,9
442,customer-386680,0,34,57,9
443,customer-386033,0,34,37,14
444,customer-386034,0,34,36,15
445,customer-386035,0,34,49,12
446,customer-386036,0,34,57,15
447,customer-20029,0,34,3,21
448,customer-20506,0,34,99,15
449,customer-20266,0,34,5,11
450,customer-77047,0,34,0,23
451,customer-77046,0,34,98,23
452,customer-77045,0,34,99,21
453,customer-77043,0,34,11,6
454,customer-77044,0,34,97,15
455,customer-42828,0,34,19,11
456,customer-42829,0,34,98,18
457,customer-14448,0,34,94,23
458,customer-14447,0,34,98,17
459,customer-14446,0,34,20,9
460,customer-54393,0,34,96,11
461,customer-14539,0,34,2,9
462,customer-14538,0,34,27,6
463,customer-14537,0,34,39,12
464,customer-54095,0,34,12,6
465,customer-14540,0,34,97,21
466,customer-13817,0,34,31,9
467,customer-13861,0,34,45,14
468,customer-54691,0,34,97,17
469,customer-53790,0,34,20,14
470,customer-16207,0,34,2,14
471,customer-388617,0,35,16,14
472,customer-388616,0,35,6,9
473,customer-388615,0,35,8,8
474,customer-388614,0,35,14,6
475,customer-388613,0,35,21,6
476,customer-389267,0,35,42,15
477,customer-389268,0,35,40,11
478,customer-389269,0,35,36,6
479,customer-389271,0,35,16,5
480,customer-389270,0,35,25,5
481,customer-14449,0,35,92,24
482,customer-14800,0,35,86,26
483,customer-14536,0,35,42,15
484,customer-14534,0,35,21,6
485,customer-14533,0,35,9,8
486,customer-14532,0,35,4,5
487,customer-14531,0,35,42,3
488,customer-14541,0,35,98,30
489,customer-14544,0,35,92,14
490,customer-14545,0,35,79,26
491,customer-14652,0,35,6,27
492,customer-14651,0,35,7,33
493,customer-14650,0,35,5,38
494,customer-14647,0,35,96,32
495,customer-14646,0,35,93,24
496,customer-14645,0,35,99,11
497,customer-14661,0,35,78,23
498,customer-54984,0,35,1,14
499,customer-54985,0,35,5,18
500,customer-13881,0,35,51,24
501,customer-13989,0,35,32,17
502,customer-54689,0,35,9,18
503,customer-54690,0,35,9,21
504,customer-16874,0,36,11,14
505,customer-16873,0,36,11,15
506,customer-16872,0,36,99,9
507,customer-17533,0,36,6,6
508,customer-391262,0,36,27,14
509,customer-389266,0,36,43,18
510,customer-389265,0,36,44,23
511,customer-389264,0,36,45,26
512,customer-389263,0,36,46,29
513,customer-389262,0,36,48,29
514,customer-389261,0,36,48,29
515,customer-389260,0,36,48,29
516,customer-389257,0,36,50,21
517,customer-390590,0,36,20,9
518,customer-389919,0,36,34,15
519,customer-389920,0,36,39,8
520,customer-389924,0,36,36,6
521,customer-389923,0,36,29,5
522,customer-389922,0,36,5,2
523,customer-389921,0,36,41,2
524,customer-14784,0,36,97,36
525,customer-14782,0,36,5,32
526,customer-14781,0,36,4,32
527,customer-14780,0,36,4,33
528,customer-14779,0,36,4,38
529,customer-14783,0,36,5,33
530,customer-14940,0,36,87,27
531,customer-206114,0,36,13,18
532,customer-206116,0,36,10,20
533,customer-206115,0,36,12,20
534,customer-17972,0,37,2,12
535,customer-17971,0,37,14,14
536,customer-17970,0,37,16,11
537,customer-16871,0,37,41,14
538,customer-16870,0,37,32,17
539,customer-16869,0,37,31,14
540,customer-17751,0,37,98,9
541,customer-17750,0,37,11,8
542,customer-17532,0,37,13,11
543,customer-17531,0,37,18,9
544,customer-17530,0,37,32,3
545,customer-391261,0,37,33,18
546,customer-391929,0,37,47,30
547,customer-391928,0,37,49,30
548,customer-81962,0,37,6,11
549,customer-81960,0,37,30,23
550,customer-81961,0,37,22,12
551,customer-391930,0,37,44,29
552,customer-392603,0,37,46,3
553,customer-81666,0,37,23,11
554,customer-81667,0,37,8,8
555,customer-391932,0,37,45,14
556,customer-391931,0,37,42,26
557,customer-391933,0,37,35,11
558,customer-390589,0,37,28,20
559,customer-14358,0,37,90,36
560,customer-14360,0,37,5,23
561,customer-14361,0,37,99,12
562,customer-14362,0,37,91,8
563,customer-14305,0,37,43,20
564,customer-14416,0,37,95,42
565,customer-14415,0,37,97,38
566,customer-14432,0,37,5,30
567,customer-14431,0,37,4,35
568,customer-14430,0,37,4,38
569,customer-14429,0,37,3,36
570,customer-14428,0,37,96,24
571,customer-14427,0,37,3,29
572,customer-14426,0,37,7,36
573,customer-14433,0,37,1,21
574,customer-14043,0,37,16,29
575,customer-206112,0,37,11,17
576,customer-206113,0,37,12,17
577,customer-206401,0,37,6,20
578,customer-206402,0,37,9,21
579,customer-126976,0,38,96,8
580,customer-82843,0,38,10,21
581,customer-82844,0,38,9,23
582,customer-126610,0,38,6,9
583,customer-17969,0,38,12,8
584,customer-82548,0,38,24,12
585,customer-82549,0,38,21,8
586,customer-127701,0,38,53,8
587,customer-127700,0,38,36,6
588,customer-128064,0,38,2,5
589,customer-127339,0,38,56,5
590,customer-31891,0,38,99,26
591,customer-31890,0,38,7,15
592,customer-17309,0,38,41,14
593,customer-17308,0,38,39,6
594,customer-17307,0,38,27,5
595,customer-125142,0,38,24,12
596,customer-16867,0,38,16,6
597,customer-16866,0,38,16,11
598,customer-17088,0,38,22,12
599,customer-17087,0,38,8,8
600,customer-125873,0,38,22,18
601,customer-126242,0,38,11,12
602,customer-126241,0,38,19,18
603,customer-17742,0,38,50,5
604,customer-17741,0,38,39,5
605,customer-17740,0,38,32,6
606,customer-17739,0,38,30,8
607,customer-125507,0,38,25,15
608,customer-17523,0,38,36,12
609,customer-17522,0,38,34,5
610,customer-17521,0,38,57,2
611,customer-81959,0,38,34,29
612,customer-31134,0,38,89,18
613,customer-31133,0,38,18,2
614,customer-128780,0,38,92,3
615,customer-128781,0,38,3,6
616,customer-82255,0,38,38,18
617,customer-82256,0,38,30,17
618,customer-128423,0,38,7,8
619,customer-129497,0,38,22,11
620,customer-129498,0,38,67,3
621,customer-129499,0,38,44,3
622,customer-129856,0,38,16,15
623,customer-31515,0,38,16,12
624,customer-31516,0,38,91,20
625,customer-14359,0,38,4,30
626,customer-14507,0,38,98,56
627,customer-14506,0,38,97,52
628,customer-14505,0,38,97,35
629,customer-14417,0,38,91,48
630,customer-14213,0,38,51,35
631,customer-206698,0,38,9,14
632,customer-14771,0,38,4,38
633,customer-14883,0,38,84,21
634,customer-206397,0,38,9,12
635,customer-206396,0,38,10,9
636,customer-206395,0,38,21,18
637,customer-14614,0,38,89,33
638,customer-14641,0,38,6,38
639,customer-207288,0,38,5,17
640,customer-206993,0,38,5,11
641,customer-206994,0,38,6,11
642,customer-16183,0,38,94,17
643,customer-16182,0,38,95,9
644,customer-16181,0,38,12,0
645,customer-129138,0,39,15,3
646,customer-82842,0,39,11,20
647,customer-82835,0,39,24,12
648,customer-82836,0,39,11,11
649,customer-82837,0,39,4,15
650,customer-82541,0,39,39,14
651,customer-82542,0,39,31,12
652,customer-82543,0,39,27,9
653,customer-82544,0,39,60,3
654,customer-82545,0,39,40,6
655,customer-82546,0,39,30,15
656,customer-72134,0,39,10,26
657,customer-17292,0,39,6,12
658,customer-17291,0,39,6,15
659,customer-17290,0,39,1,17
660,customer-17283,0,39,92,15
661,customer-17282,0,39,90,8
662,customer-17281,0,39,35,3
663,customer-17297,0,39,19,9
664,customer-17064,0,39,1,20
665,customer-17063,0,39,1,15
666,customer-17062,0,39,99,9
667,customer-17061,0,39,34,3
668,customer-17070,0,39,2,11
669,customer-17075,0,39,30,8
670,customer-17074,0,39,35,6
671,customer-17072,0,39,88,5
672,customer-17071,0,39,93,9
673,customer-17738,0,39,26,9
674,customer-17737,0,39,24,8
675,customer-17736,0,39,26,12
676,customer-17735,0,39,29,14
677,customer-17514,0,39,16,15
678,customer-17513,0,39,12,14
679,customer-32264,0,39,3,20
680,customer-32265,0,39,97,29
681,customer-17497,0,39,97,18
682,customer-17496,0,39,8,14
683,customer-131294,0,39,12,11
684,customer-131654,0,39,14,17
685,customer-130931,0,39,14,12
686,customer-132715,0,39,99,14
687,customer-132009,0,39,17,20
688,customer-132362,0,39,18,17
689,customer-130215,0,39,19,15
690,customer-130573,0,39,18,15
691,customer-14418,0,39,94,45
692,customer-14110,0,39,57,17
693,customer-14176,0,39,55,35
694,customer-14744,0,39,83,48
695,customer-14884,0,39,79,50
696,customer-14911,0,39,3,35
697,customer-206391,0,39,29,9
698,customer-206392,0,39,14,11
699,customer-14615,0,39,92,53
700,customer-206390,0,39,39,8
701,customer-206389,0,39,38,9
702,customer-13157,0,39,30,9
703,customer-16184,0,39,97,23
704,customer-18159,0,40,94,18
705,customer-18158,0,40,13,11
706,customer-82831,0,40,41,24
707,customer-82832,0,40,43,15
708,customer-82833,0,40,40,12
709,customer-82834,0,40,32,15
710,customer-17934,0,40,3,24
711,customer-17933,0,40,1,14
712,customer-17932,0,40,29,8
713,customer-72133,0,40,14,23
714,customer-17289,0,40,4,18
715,customer-17288,0,40,4,18
716,customer-17287,0,40,3,18
717,customer-17286,0,40,99,17
718,customer-17285,0,40,99,17
719,customer-17284,0,40,95,17
720,customer-83118,0,40,39,5
721,customer-83119,0,40,32,5
722,customer-83120,0,40,19,6
723,customer-17712,0,40,31,12
724,customer-17714,0,40,98,9
725,customer-17713,0,40,17,8
726,customer-17499,0,40,92,18
727,customer-17498,0,40,94,20
728,customer-17495,0,40,16,11
729,customer-17494,0,40,28,8
730,customer-17493,0,40,41,14
731,customer-132714,0,40,14,17
732,customer-33391,0,40,25,18
733,customer-33392,0,40,11,14
734,customer-206382,0,40,20,9
735,customer-206383,0,40,9,5
736,customer-206384,0,40,16,12
737,customer-206381,0,40,20,17
738,customer-206385,0,40,19,15
739,customer-33767,0,40,4,20
740,customer-375401,0,40,11,18
741,customer-375402,0,40,99,18
742,customer-13178,0,40,79,5
743,customer-374852,0,40,0,15
744,customer-374851,0,40,7,9
745,customer-375939,0,40,5,26
746,customer-82824,0,41,39,14
747,customer-82825,0,41,44,14
748,customer-18607,0,41,38,6
749,customer-18608,0,41,0,8
750,customer-18609,0,41,1,18
751,customer-82528,0,41,43,12
752,customer-82527,0,41,33,14
753,customer-18384,0,41,1,23
754,customer-18383,0,41,9,20
755,customer-83114,0,41,40,12
756,customer-81935,0,41,35,9
757,customer-19056,0,41,93,18
758,customer-19055,0,41,6,14
759,customer-18832,0,41,86,6
760,customer-82233,0,41,43,9
761,customer-82232,0,41,25,14
762,customer-206676,0,41,12,17
763,customer-206675,0,41,4,12
764,customer-14053,0,41,0,20
765,customer-14052,0,41,98,21
766,customer-14067,0,41,26,23
767,customer-206380,0,41,12,14
768,customer-207266,0,41,0,21
769,customer-206970,0,41,100,17
770,customer-206971,0,41,1,18
771,customer-375937,0,41,18,26
772,customer-375938,0,41,14,29
773,customer-17881,0,42,98,18
774,customer-31857,0,42,29,9
775,customer-31858,0,42,10,6
776,customer-31859,0,42,0,8
777,customer-17225,0,42,86,35
778,customer-17224,0,42,92,11
779,customer-17003,0,42,88,29
780,customer-17660,0,42,86,24
781,customer-32231,0,42,13,11
782,customer-17439,0,42,86,29
783,customer-19970,0,42,88,11
784,customer-19969,0,42,30,12
785,customer-19734,0,42,86,15
786,customer-19733,0,42,28,3
787,customer-201066,0,42,19,39
788,customer-81638,0,42,32,9
789,customer-81639,0,42,52,15
790,customer-20448,0,42,0,12
791,customer-20447,0,42,21,8
792,customer-31102,0,42,34,15
793,customer-31103,0,42,20,8
794,customer-31104,0,42,96,15
795,customer-50268,0,42,9,21
796,customer-50269,0,42,4,23
797,customer-20206,0,42,29,12
798,customer-20207,0,42,3,8
799,customer-19505,0,42,91,15
800,customer-19504,0,42,92,5
801,customer-31483,0,42,46,6
802,customer-31484,0,42,45,6
803,customer-31485,0,42,27,3
804,customer-19280,0,42,99,20
805,customer-19279,0,42,2,11
806,customer-206667,0,42,22,47
807,customer-322629,0,42,15,6
808,customer-322630,0,42,54,5
809,customer-84212,0,42,12,17
810,customer-84213,0,42,7,15
811,customer-84214,0,42,6,18
812,customer-84215,0,42,4,20
813,customer-376478,0,42,19,18
814,customer-376477,0,42,23,11
815,customer-376476,0,42,20,8
816,customer-14056,0,42,8,29
817,customer-376475,0,42,20,9
818,customer-119267,0,42,20,15
819,customer-119266,0,42,19,26
820,customer-324038,0,42,16,8
821,customer-324039,0,42,50,3
822,customer-324737,0,42,12,11
823,customer-324738,0,42,21,3
824,customer-324739,0,42,52,9
825,customer-118909,0,42,35,3
826,customer-118908,0,42,29,12
827,customer-324740,0,42,54,17
828,customer-207560,0,42,2,24
829,customer-118907,0,42,21,17
830,customer-207559,0,42,4,26
831,customer-323333,0,42,20,8
832,customer-323334,0,42,51,6
833,customer-375936,0,42,21,23
834,customer-18108,0,43,95,38
835,customer-18107,0,43,4,27
836,customer-17882,0,43,87,42
837,customer-42392,0,43,58,3
838,customer-18555,0,43,89,17
839,customer-18332,0,43,98,45
840,customer-18331,0,43,98,33
841,customer-18330,0,43,0,12
842,customer-385520,0,43,1,9
843,customer-17256,0,43,0,2
844,customer-17254,0,43,32,8
845,customer-17255,0,43,66,2
846,customer-384888,0,43,40,9
847,customer-17037,0,43,11,20
848,customer-17036,0,43,13,15
849,customer-17035,0,43,15,6
850,customer-17661,0,43,87,39
851,customer-32230,0,43,29,12
852,customer-17470,0,43,7,12
853,customer-17469,0,43,12,12
854,customer-32232,0,43,1,14
855,customer-201065,0,43,18,35
856,customer-50585,0,43,30,12
857,customer-50586,0,43,2,14
858,customer-50587,0,43,3,24
859,customer-50267,0,43,15,17
860,customer-316277,0,43,14,14
861,customer-18779,0,43,2,23
862,customer-316973,0,43,9,11
863,customer-316276,0,43,8,12
864,customer-201307,0,43,18,33
865,customer-50904,0,43,0,24
866,customer-316275,0,43,12,11
867,customer-42769,0,43,44,5
868,customer-42768,0,43,24,14
869,customer-84202,0,43,42,11
870,customer-84203,0,43,44,11
