ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
121,customer-468442,0,61,51,26,22,41,87
122,customer-202743,0,68,9,15,22,42,86
123,customer-387823,0,55,29,17,22,29,94
124,customer-272929,0,27,97,6,22,14,84
125,customer-273030,0,19,20,35,22,8,94
126,customer-158295,0,58,97,8,22,72,83
127,customer-158294,0,58,6,9,22,72,85
128,customer-317869,0,32,18,12,22,4,90
129,customer-202717,0,66,4,8,22,52,85
130,customer-158253,0,50,3,15,22,20,83
131,customer-468360,0,68,62,14,22,12,82
132,customer-273045,0,71,21,14,22,53,91
133,customer-273044,0,71,19,11,22,53,90
134,customer-468388,0,50,45,5,22,14,87
135,customer-127100,0,50,14,14,22,77,89
136,customer-273043,0,71,18,6,22,54,88
137,customer-158254,0,50,2,15,22,20,82
138,customer-468428,0,59,55,24,22,35,84
139,customer-468606,0,64,85,8,22,10,81
140,customer-184070,0,58,23,18,22,48,93
141,customer-51628,0,66,16,8,22,59,88
142,customer-18270,0,52,8,8,22,73,86
143,customer-18269,0,52,23,17,22,73,93
144,customer-18268,0,52,22,15,22,74,92
145,customer-18267,0,52,16,6,22,74,88
146,customer-18266,0,52,12,3,22,75,87
147,customer-18265,0,52,18,9,22,75,89
148,customer-18264,0,53,17,15,22,75,90
149,customer-18263,0,53,12,17,22,76,88
150,customer-18262,0,53,5,14,22,76,84
151,customer-184069,0,59,24,21,22,48,94
152,customer-468986,0,67,61,9,22,13,84
153,customer-272928,0,27,25,15,22,14,93
154,customer-127050,0,54,34,20,22,61,95
155,customer-202782,0,62,20,20,22,27,93
156,customer-272831,0,21,31,20,22,8,95
157,customer-126934,0,46,19,20,22,22,91
158,customer-387676,0,67,32,29,22,47,98
159,customer-272757,0,47,88,26,22,34,68
160,customer-468749,0,61,56,21,22,39,84
161,customer-468750,0,61,56,20,22,40,84
162,customer-387675,0,68,31,14,22,46,93
163,customer-387674,0,68,4,9,22,46,85
164,customer-272754,0,46,6,8,22,33,85
165,customer-202818,0,55,24,11,22,11,91
166,customer-468925,0,64,89,9,22,11,80
167,customer-272722,0,52,9,5,22,26,86
168,customer-126914,0,46,21,6,22,28,89
169,customer-468966,0,66,37,9,22,21,90
170,customer-468967,0,66,47,9,22,22,89
171,customer-468968,0,66,75,14,22,22,78
172,customer-202819,0,55,15,8,22,11,88
173,customer-158439,0,54,6,15,22,46,84
174,customer-272606,0,62,2,18,22,12,81
175,customer-468984,0,67,2,9,22,14,83
176,customer-202781,0,63,22,20,22,27,93
177,customer-202780,0,63,23,14,22,27,92
178,customer-126976,0,38,96,8,22,17,83
179,customer-387704,0,64,49,17,22,42,89
180,customer-387822,0,56,22,11,22,29,91
181,customer-468647,0,66,79,3,22,22,84
182,customer-387821,0,56,23,20,22,29,94
183,customer-127049,0,54,32,23,22,61,96
184,customer-127048,0,55,35,24,22,60,96
185,customer-387820,0,56,23,21,22,29,94
186,customer-272919,0,26,96,18,22,14,78
187,customer-468664,0,67,3,15,22,15,83
188,customer-468665,0,67,98,5,22,15,84
189,customer-468666,0,67,66,11,22,14,82
190,customer-127051,0,54,35,11,22,61,92
191,customer-317925,0,64,89,24,22,57,70
192,customer-184030,0,62,39,20,22,65,94
193,customer-468671,0,68,79,8,22,12,81
194,customer-468672,0,68,78,6,22,12,82
195,customer-468673,0,68,64,11,22,12,82
196,customer-272884,0,17,71,15,22,7,78
197,customer-158421,0,55,93,8,22,54,82
198,customer-158422,0,55,90,12,22,53,78
199,customer-202779,0,63,26,11,22,28,91
200,customer-468739,0,59,55,23,22,35,84
201,customer-272836,0,21,90,30,22,9,66
202,customer-317926,0,64,86,21,22,57,72
203,customer-18045,0,51,24,12,22,73,91
204,customer-387421,0,44,68,17,22,34,78
205,customer-203011,0,68,8,15,22,42,85
206,customer-271897,0,25,12,18,22,17,87
207,customer-387176,0,56,24,20,22,29,94
208,customer-471110,0,66,91,15,22,13,78
209,customer-387175,0,57,23,18,22,29,93
210,customer-387174,0,57,22,17,22,29,93
211,customer-318346,0,47,4,6,22,14,85
212,customer-68017,0,66,25,21,22,41,95
213,customer-471140,0,68,81,12,22,12,78
214,customer-318347,0,47,1,9,22,14,83
215,customer-82842,0,39,11,20,22,24,87
216,customer-271871,0,25,98,18,22,15,79
217,customer-17882,0,43,87,42,22,46,53
218,customer-17881,0,42,98,18,22,47,78
219,customer-82843,0,38,10,21,22,24,86
220,customer-82844,0,38,9,23,22,24,85
221,customer-471163,0,53,89,23,22,14,71
222,customer-72198,0,56,40,20,22,48,94
223,customer-158746,0,50,3,11,22,20,84
224,customer-203208,0,66,89,12,22,70,79
225,customer-471182,0,51,5,21,22,22,82
226,customer-271784,0,21,91,26,22,10,69
227,customer-318345,0,47,16,5,22,14,87
228,customer-72197,0,56,30,20,22,47,95
229,customer-471096,0,65,90,11,22,9,80
230,customer-203187,0,67,10,11,22,78,87
231,customer-470705,0,65,92,15,22,9,77
232,customer-470706,0,65,92,15,22,10,78
233,customer-51857,0,44,50,8,22,27,87
234,customer-387327,0,34,28,5,22,17,88
235,customer-318344,0,47,33,6,22,15,89
236,customer-470721,0,66,92,17,22,13,76
237,customer-82831,0,40,41,24,22,29,94
238,customer-82832,0,40,43,15,22,28,91
239,customer-271945,0,15,24,29,22,19,96
240,customer-470752,0,68,84,18,22,12,74
241,customer-387062,0,64,49,15,22,42,89
242,customer-42392,0,43,58,3,22,35,85
243,customer-470775,0,53,93,14,22,14,78
244,customer-203186,0,67,11,9,22,78,87
245,customer-82833,0,40,40,12,22,28,91
246,customer-82834,0,40,32,15,22,27,94
247,customer-158745,0,50,8,11,22,20,85
248,customer-470791,0,51,6,29,22,21,81
249,customer-271931,0,17,89,32,22,24,63
250,customer-82835,0,39,24,12,22,27,91
251,customer-82836,0,39,11,11,22,27,87
252,customer-82837,0,39,4,15,22,26,83
253,customer-203185,0,67,8,6,22,78,86
254,customer-387328,0,34,83,3,22,17,83
255,customer-271782,0,20,7,12,22,10,85
256,customer-471475,0,65,91,8,22,9,81
257,customer-386864,0,62,71,20,22,21,75
258,customer-271533,0,53,5,5,22,19,85
259,customer-471859,0,65,94,5,22,9,83
260,customer-271532,0,53,18,6,22,19,88
261,customer-386863,0,62,72,14,22,22,78
262,customer-126371,0,50,92,5,22,76,83
263,customer-386862,0,62,83,12,22,22,78
264,customer-386861,0,62,91,18,22,22,75
265,customer-17824,0,50,9,17,22,70,86
266,customer-17823,0,50,11,17,22,71,87
267,customer-17822,0,51,16,21,22,71,91
268,customer-17821,0,51,16,17,22,72,90
269,customer-271493,0,66,0,14,22,41,81
270,customer-183905,0,51,50,0,22,9,86
271,customer-271491,0,67,1,11,22,42,83
272,customer-126370,0,50,25,15,22,77,93
273,customer-183904,0,51,44,8,22,9,89
274,customer-158879,0,59,3,17,22,66,82
275,customer-158880,0,59,98,21,22,66,77
276,customer-203280,0,68,3,17,22,42,82
277,customer-203281,0,68,2,17,22,41,81
278,customer-183906,0,51,92,6,22,9,83
279,customer-126412,0,58,11,11,22,64,87
280,customer-203263,0,68,94,15,22,48,78
281,customer-17836,0,49,6,18,22,65,84
282,customer-471476,0,65,94,6,22,9,83
283,customer-318364,0,45,17,12,22,9,89
284,customer-126479,0,51,14,9,22,44,88
285,customer-318365,0,45,12,14,22,9,88
286,customer-203252,0,66,2,8,22,52,85
287,customer-471489,0,66,88,15,22,13,76
288,customer-271710,0,46,80,18,22,33,74
289,customer-387031,0,67,89,17,22,46,76
290,customer-42376,0,45,89,6,22,42,82
291,customer-471518,0,68,77,12,22,12,78
292,customer-158786,0,58,2,3,22,72,85
293,customer-271679,0,51,10,8,22,25,87
294,customer-42375,0,45,32,15,22,43,93
295,customer-126432,0,55,3,15,22,58,83
296,customer-126431,0,55,11,18,22,59,87
297,customer-183909,0,51,10,23,22,7,86
298,customer-471558,0,52,4,21,22,23,82
299,customer-318366,0,44,8,14,22,9,85
300,customer-203262,0,68,93,15,22,49,78
301,customer-32119,0,49,78,26,22,75,67
302,customer-271560,0,61,5,21,22,11,82
303,customer-17837,0,49,99,20,22,65,78
304,customer-271678,0,51,15,6,22,25,87
305,customer-203182,0,67,14,6,22,80,87
306,customer-126498,0,50,24,8,22,39,89
307,customer-387329,0,34,81,8,22,16,81
308,customer-318209,0,69,14,29,22,17,89
309,customer-51794,0,52,19,8,22,52,89
310,customer-158635,0,59,2,14,22,66,83
311,customer-318210,0,68,10,26,22,17,85
312,customer-272201,0,52,7,6,22,25,86
313,customer-272200,0,52,18,6,22,25,88
314,customer-469942,0,64,91,12,22,10,80
315,customer-469943,0,65,92,12,22,10,80
316,customer-203046,0,64,22,6,22,29,88
317,customer-203047,0,63,22,8,22,29,89
318,customer-203048,0,63,22,9,22,28,90
319,customer-126610,0,38,6,9,22,17,85
320,customer-203049,0,63,19,9,22,28,89
321,customer-469994,0,67,73,9,22,13,81
322,customer-158664,0,55,8,12,22,54,86
323,customer-158665,0,55,92,12,22,53,79
324,customer-470020,0,52,16,23,22,14,91
325,customer-470021,0,52,3,26,22,15,79
326,customer-272082,0,61,4,20,22,12,82
327,customer-318239,0,64,9,11,22,22,86
328,customer-51811,0,51,10,20,22,45,86
329,customer-126690,0,54,36,23,22,62,96
330,customer-126691,0,54,34,18,22,62,94
331,customer-126692,0,53,31,23,22,62,96
332,customer-126693,0,53,29,17,22,63,94
333,customer-203012,0,68,7,17,22,42,85
334,customer-387420,0,44,44,12,22,33,90
335,customer-272311,0,21,90,27,22,9,67
336,customer-387419,0,44,34,27,22,33,98
337,customer-272309,0,21,18,11,22,9,89
338,customer-18037,0,53,21,5,22,76,88
339,customer-18036,0,53,16,6,22,77,88
340,customer-18035,0,53,18,15,22,77,90
341,customer-18034,0,53,12,15,22,78,88
342,customer-18033,0,53,5,15,22,78,84
343,customer-126569,0,45,16,20,22,21,90
344,customer-18032,0,54,0,17,22,78,80
345,customer-18030,0,54,12,18,22,79,88
346,customer-18029,0,54,12,14,22,80,88
347,customer-18028,0,54,12,8,22,80,87
348,customer-18027,0,54,20,11,22,80,90
349,customer-203013,0,68,4,17,22,42,83
350,customer-469677,0,52,5,29,22,15,80
351,customer-126695,0,53,19,9,22,63,89
352,customer-126694,0,53,25,3,22,63,87
353,customer-272234,0,46,86,23,22,34,70
354,customer-469688,0,51,11,29,22,19,86
355,customer-18031,0,53,4,15,22,79,83
356,customer-318240,0,64,11,17,22,22,87
357,customer-470034,0,51,13,27,22,20,88
358,customer-387381,0,60,10,11,22,20,87
359,customer-272001,0,70,31,6,22,52,89
360,customer-272000,0,70,32,8,22,52,90
361,customer-271999,0,70,31,11,22,52,91
362,customer-470363,0,67,85,12,22,12,78
363,customer-470364,0,68,80,20,22,12,72
364,customer-126499,0,50,6,8,22,39,85
365,customer-318301,0,52,24,20,22,25,94
366,customer-470387,0,53,10,11,22,14,87
367,customer-470388,0,53,4,23,22,14,81
368,customer-271996,0,71,28,9,22,54,91
369,customer-51837,0,46,38,5,22,35,88
370,customer-271995,0,71,31,8,22,54,90
371,customer-82824,0,41,39,14,22,31,92
372,customer-72194,0,57,15,23,22,46,89
373,customer-17934,0,40,3,24,22,24,80
374,customer-17933,0,40,1,14,22,25,82
375,customer-17932,0,40,29,8,22,25,90
376,customer-72195,0,57,19,23,22,47,92
377,customer-82825,0,41,44,14,22,31,91
378,customer-72196,0,57,23,24,22,47,95
379,customer-470402,0,51,11,20,22,20,87
380,customer-203181,0,67,20,8,22,80,89
381,customer-318302,0,51,15,9,22,25,88
382,customer-18286,0,49,88,12,22,66,78
383,customer-51836,0,46,91,3,22,35,85
384,customer-158683,0,54,2,20,22,46,80
385,customer-387380,0,60,9,15,22,20,86
386,customer-272055,0,53,11,6,22,20,87
387,customer-272054,0,53,19,8,22,20,89
388,customer-126549,0,46,16,5,22,27,87
389,customer-126548,0,46,29,12,22,28,92
390,customer-387379,0,60,6,18,22,20,83
391,customer-318241,0,63,16,21,22,22,90
392,customer-126528,0,46,4,8,22,35,85
393,customer-203090,0,55,16,9,22,11,88
394,customer-17972,0,37,2,12,22,10,83
395,customer-470314,0,65,92,14,22,10,78
396,customer-17971,0,37,14,14,22,10,89
397,customer-17969,0,38,12,8,22,11,87
398,customer-272025,0,67,98,18,22,41,78
399,customer-272024,0,67,3,17,22,42,82
400,customer-272023,0,67,99,15,22,42,80
401,customer-272022,0,67,12,20,22,43,87
402,customer-272021,0,67,10,15,22,43,86
403,customer-183910,0,51,13,24,22,7,88
404,customer-387343,0,67,93,23,22,23,73
405,customer-387342,0,67,95,18,22,24,76
406,customer-203126,0,70,85,6,22,76,82
407,customer-17970,0,37,16,11,22,11,89
408,customer-203282,0,68,5,18,22,41,83
409,customer-18287,0,49,91,18,22,66,75
410,customer-468359,0,68,59,11,22,13,84
411,customer-202395,0,66,7,11,22,75,85
412,customer-465569,0,63,60,9,22,44,84
413,customer-465570,0,63,67,6,22,45,83
414,customer-465571,0,63,77,6,22,45,82
415,customer-82541,0,39,39,14,22,26,93
416,customer-202396,0,66,0,14,22,75,81
417,customer-465697,0,62,93,23,22,6,74
418,customer-388462,0,55,26,26,22,29,96
419,customer-82542,0,39,31,12,22,26,93
420,customer-82543,0,39,27,9,22,26,90
421,customer-273995,0,18,23,30,22,22,96
422,customer-465762,0,65,88,12,22,19,78
423,customer-82544,0,39,60,3,22,25,85
424,customer-82545,0,39,40,6,22,25,89
425,customer-202397,0,66,98,17,22,74,79
426,customer-465795,0,49,14,23,22,11,89
427,customer-82546,0,39,30,15,22,25,93
428,customer-184145,0,54,20,8,22,18,89
429,customer-82548,0,38,24,12,22,24,91
430,customer-82549,0,38,21,8,22,23,89
431,customer-273965,0,25,17,8,22,15,88
432,customer-18607,0,41,38,6,22,27,89
433,customer-18608,0,41,0,8,22,27,83
434,customer-18609,0,41,1,18,22,26,80
435,customer-388463,0,55,30,30,22,29,98
436,customer-82528,0,41,43,12,22,31,91
437,customer-274082,0,67,5,9,22,46,85
438,customer-465467,0,65,88,12,22,20,78
439,customer-465468,0,65,86,12,22,19,78
440,customer-184159,0,52,29,15,22,12,94
441,customer-202387,0,67,14,9,22,78,88
442,customer-202388,0,67,14,11,22,78,88
443,customer-184158,0,52,29,21,22,12,96
444,customer-465499,0,49,11,17,22,11,87
445,customer-274063,0,71,0,3,22,55,85
446,customer-157979,0,53,8,20,22,30,85
447,customer-274062,0,71,12,3,22,55,86
448,customer-274060,0,71,18,6,22,56,88
449,customer-274059,0,71,19,8,22,57,89
450,customer-184150,0,53,24,6,22,15,89
451,customer-202392,0,66,0,6,22,76,84
452,customer-465537,0,58,79,32,22,31,62
453,customer-465538,0,59,78,35,22,31,59
454,customer-274028,0,21,16,14,22,15,89
455,customer-388465,0,54,42,6,22,29,89
456,customer-202393,0,66,4,6,22,76,85
457,customer-388464,0,54,38,12,22,29,92
458,customer-274061,0,71,18,5,22,56,87
459,customer-82527,0,41,33,14,22,32,93
460,customer-157980,0,53,5,23,22,30,81
461,customer-273949,0,28,3,12,22,13,83
462,customer-466074,0,65,87,14,22,19,78
463,customer-317502,0,68,11,29,22,16,85
464,customer-273884,0,20,2,33,22,21,74
465,customer-127701,0,38,53,8,22,18,87
466,customer-317503,0,68,6,26,22,17,81
467,customer-127700,0,38,36,6,22,18,89
468,customer-202454,0,66,5,9,22,53,85
469,customer-202455,0,66,2,8,22,52,84
470,customer-466157,0,60,75,33,22,32,63
471,customer-158001,0,49,2,15,22,20,82
472,customer-273859,0,22,94,24,22,8,72
473,customer-72134,0,39,10,26,22,19,85
474,customer-466185,0,62,62,18,22,43,81
475,customer-466186,0,63,68,20,22,44,76
476,customer-31857,0,42,29,9,22,34,91
477,customer-127656,0,46,12,20,22,23,87
478,customer-127655,0,47,11,12,22,23,87
479,customer-273853,0,21,9,11,22,7,86
480,customer-31858,0,42,10,6,22,34,86
481,customer-466337,0,63,92,18,22,7,76
482,customer-31859,0,42,0,8,22,34,83
483,customer-466073,0,65,90,12,22,19,79
484,customer-388313,0,67,31,32,22,47,98
485,customer-51439,0,54,50,0,22,68,86
486,customer-388314,0,66,39,17,22,47,93
487,customer-273948,0,28,20,17,22,13,92
488,customer-184144,0,54,21,5,22,18,88
489,customer-202410,0,65,94,15,22,69,78
490,customer-388343,0,64,62,24,22,42,78
491,customer-465841,0,59,78,33,22,31,61
492,customer-465842,0,60,77,35,22,32,59
493,customer-273939,0,26,91,24,22,14,70
494,customer-127768,0,55,26,8,22,59,90
495,customer-127767,0,55,44,9,22,59,89
496,customer-465870,0,63,62,20,22,44,80
497,customer-127799,0,51,87,9,22,71,80
498,customer-465871,0,63,64,14,22,44,81
499,customer-388342,0,64,50,18,22,42,89
500,customer-127766,0,55,41,15,22,58,92
501,customer-127765,0,55,42,15,22,58,91
502,customer-466008,0,63,93,20,22,7,74
503,customer-273919,0,18,84,14,22,10,77
504,customer-317482,0,57,11,12,22,28,87
505,customer-273905,0,18,90,32,22,6,64
506,customer-72133,0,40,14,23,22,19,89
507,customer-18556,0,44,90,36,22,48,61
508,customer-18555,0,43,89,17,22,48,76
509,customer-273938,0,26,12,17,22,13,88
510,customer-68214,0,49,88,15,22,38,77
511,customer-184160,0,51,28,12,22,11,92
512,customer-51386,0,52,84,23,22,80,70
513,customer-128018,0,47,6,9,22,23,85
514,customer-128017,0,47,6,6,22,24,85
515,customer-274463,0,28,9,12,22,13,86
516,customer-388617,0,35,16,14,22,18,89
517,customer-388616,0,35,6,9,22,18,85
518,customer-388615,0,35,8,8,22,18,86
519,customer-274453,0,27,12,14,22,13,88
520,customer-127998,0,47,9,11,22,30,86
521,customer-388614,0,35,14,6,22,19,87
522,customer-388613,0,35,21,6,22,19,89
523,customer-274430,0,18,86,21,22,9,71
524,customer-274429,0,18,12,11,22,9,87
525,customer-464725,0,57,76,23,22,30,70
526,customer-464726,0,57,75,27,22,30,66
527,customer-127981,0,47,7,9,22,36,85
528,customer-274412,0,18,95,36,22,6,64
529,customer-274411,0,18,98,27,22,6,73
530,customer-464872,0,61,93,23,22,5,73
531,customer-464873,0,61,92,23,22,5,72
532,customer-317129,0,25,99,17,22,6,80
533,customer-202253,0,61,20,27,22,25,93
534,customer-388618,0,34,16,14,22,17,89
535,customer-202217,0,68,11,11,22,43,87
536,customer-202216,0,68,6,8,22,43,85
537,customer-18735,0,49,78,6,22,67,82
538,customer-76818,0,54,40,15,22,50,92
539,customer-202193,0,66,5,9,22,53,85
540,customer-274539,0,21,91,5,22,16,84
541,customer-128126,0,55,16,9,22,58,88
542,customer-202194,0,66,3,9,22,52,84
543,customer-464605,0,61,92,21,22,5,73
544,customer-388635,0,68,94,20,22,23,76
545,customer-128125,0,55,22,12,22,57,91
546,customer-128124,0,55,31,8,22,57,91
547,customer-388634,0,68,3,15,22,23,82
548,customer-464936,0,64,88,11,22,20,79
549,customer-464668,0,64,84,11,22,20,79
550,customer-128123,0,55,52,8,22,57,87
551,customer-42614,0,51,0,2,22,87,85
552,customer-202207,0,68,79,11,22,47,79
553,customer-464691,0,50,18,20,22,11,91
554,customer-317102,0,25,12,5,22,8,87
555,customer-317103,0,26,94,18,22,8,76
556,customer-128064,0,38,2,5,22,19,85
557,customer-51313,0,66,10,12,22,60,86
558,customer-317104,0,26,93,29,22,8,69
559,customer-18736,0,49,88,17,22,67,75
560,customer-274518,0,16,6,18,22,21,83
561,customer-465404,0,62,93,23,22,6,73
562,customer-464937,0,64,84,12,22,20,78
563,customer-202254,0,61,17,24,22,25,91
564,customer-465138,0,62,93,23,22,6,72
565,customer-184164,0,51,92,5,22,10,83
566,customer-184163,0,51,17,3,22,10,87
567,customer-317221,0,63,91,21,22,57,73
568,customer-465202,0,65,87,12,22,20,78
569,customer-317222,0,64,86,26,22,57,68
570,customer-157942,0,53,9,18,22,46,86
571,customer-202324,0,70,98,18,22,75,78
572,customer-157943,0,53,0,15,22,46,81
573,customer-274138,0,62,84,9,22,13,80
574,customer-202325,0,70,99,5,22,75,84
575,customer-184162,0,51,25,8,22,10,89
576,customer-127862,0,59,12,23,22,65,87
577,customer-274108,0,54,18,15,22,22,91
578,customer-317240,0,71,88,24,22,50,69
579,customer-465262,0,58,80,27,22,30,66
580,customer-465263,0,58,78,32,22,31,61
581,customer-317241,0,72,85,29,22,50,65
582,customer-127821,0,50,27,15,22,78,93
583,customer-274083,0,68,91,14,22,46,78
584,customer-465297,0,63,68,5,22,45,84
585,customer-127884,0,55,94,12,22,60,80
586,customer-465030,0,63,67,3,22,46,84
587,customer-202292,0,54,9,6,22,10,86
588,customer-317204,0,64,6,9,22,62,85
589,customer-18699,0,55,7,23,22,82,83
590,customer-18698,0,55,10,17,22,83,86
591,customer-18697,0,55,18,11,22,83,89
592,customer-202255,0,61,16,21,22,25,91
593,customer-202256,0,60,18,24,22,24,91
594,customer-317167,0,32,22,5,22,4,88
595,customer-274356,0,22,94,26,22,8,71
596,customer-464959,0,49,22,15,22,11,92
597,customer-157926,0,55,96,14,22,53,80
598,customer-464961,0,50,73,11,22,12,80
599,customer-127948,0,50,19,11,22,41,90
600,customer-202257,0,60,17,18,22,24,90
601,customer-274350,0,22,98,15,22,7,80
602,customer-127928,0,52,8,12,22,46,85
603,customer-127927,0,52,9,2,22,46,86
604,customer-274277,0,48,89,24,22,35,69
605,customer-127925,0,52,42,20,22,47,93
606,customer-317203,0,65,17,11,22,62,89
607,customer-464994,0,57,78,27,22,30,66
608,customer-157927,0,55,94,18,22,52,76
609,customer-127924,0,52,42,23,22,47,93
610,customer-202291,0,55,24,12,22,10,91
611,customer-31800,0,49,12,5,22,53,87
612,customer-273781,0,48,88,24,22,35,69
613,customer-466400,0,66,89,14,22,19,78
614,customer-68213,0,48,90,8,22,39,82
615,customer-273405,0,17,62,3,22,10,85
616,customer-184077,0,57,18,6,22,45,88
617,customer-467796,0,60,55,29,22,34,83
618,customer-467797,0,60,55,30,22,34,83
619,customer-273389,0,17,84,26,22,6,67
620,customer-202647,0,67,14,5,22,79,87
621,customer-127278,0,46,94,6,22,28,83
622,customer-387988,0,68,93,21,22,23,73
623,customer-467813,0,63,52,44,22,41,81
624,customer-467814,0,63,51,71,22,41,72
625,customer-467815,0,61,43,86,22,42,79
626,customer-387987,0,67,98,15,22,23,80
627,customer-127277,0,46,23,8,22,29,89
628,customer-202648,0,67,9,5,22,79,86
629,customer-202649,0,67,12,8,22,78,87
