id,label,ts_in,ts_out,attr_1,attr_2
117,product-536,28,77,86,114
118,product-1548,28,93,47,148
119,product-1551,28,114,42,154
120,product-574,28,119,169,28
121,product-1875,29,34,127,77
122,product-644,29,38,83,116
123,product-1625,29,61,90,114
124,product-1605,29,69,94,102
125,product-193,29,73,195,0
126,product-1645,29,105,149,51
127,product-1133,29,109,54,147
128,product-1494,29,114,153,49
129,product-1904,30,32,230,0
130,product-1316,30,43,127,73
131,product-310,30,53,230,0
132,product-712,30,60,139,56
133,product-535,30,84,38,165
134,product-851,30,91,183,16
135,product-888,30,97,89,113
136,product-1231,30,117,177,21
137,product-1066,31,31,72,130
138,product-912,31,37,135,64
139,product-1190,31,46,174,29
140,product-1523,31,64,138,67
141,product-249,31,75,65,131
142,product-1569,31,76,0,212
143,product-1849,31,80,101,102
144,product-1506,31,104,108,88
145,product-820,31,106,108,92
146,product-1971,32,49,0,212
147,product-856,32,52,97,101
148,product-570,32,58,134,67
149,product-346,32,62,77,124
150,product-1549,32,62,117,87
151,product-1613,32,89,146,57
152,product-1296,32,103,189,9
153,product-1067,32,105,91,113
154,product-130,32,114,166,37
155,product-88,32,116,119,81
156,product-1652,33,34,79,117
157,product-557,33,42,101,101
158,product-565,33,90,0,231
159,product-910,33,108,0,209
160,product-1422,33,109,244,0
161,product-4,33,110,215,0
162,product-788,33,120,216,0
163,product-64,34,80,0,240
164,product-1340,34,81,114,82
165,product-1603,34,93,205,0
166,product-1790,34,114,110,94
167,product-1093,35,84,80,124
168,product-1455,35,108,159,37
169,product-1212,35,119,0,216
170,product-1200,35,124,75,130
171,product-263,36,52,0,212
172,product-1884,36,64,80,120
173,product-1215,36,75,111,92
174,product-1990,36,116,149,49
175,product-1165,36,118,143,55
176,product-613,36,125,48,156
177,product-1041,36,133,189,13
178,product-355,37,69,0,214
179,product-1160,37,79,0,216
180,product-236,37,83,21,176
181,product-546,37,91,174,24
182,product-277,37,92,158,39
183,product-1258,37,96,229,0
184,product-423,37,105,32,170
185,product-1827,37,106,67,128
186,product-847,37,108,0,206
187,product-168,38,38,50,147
188,product-1698,38,39,66,138
189,product-566,38,59,27,177
190,product-1956,38,76,105,92
191,product-1608,38,97,50,146
192,product-184,38,103,83,112
193,product-75,38,117,12,189
194,product-195,38,120,2,198
195,product-739,38,126,73,131
196,product-1514,39,40,158,47
197,product-1889,39,53,35,160
198,product-794,39,71,0,202
199,product-1103,39,73,19,185
200,product-1251,39,83,69,128
201,product-172,39,89,144,57
202,product-960,39,133,121,83
203,product-948,40,41,135,60
204,product-1640,40,87,134,69
205,product-402,40,92,149,54
206,product-1250,40,99,41,157
207,product-1642,40,116,45,152
208,product-1859,40,123,69,135
209,product-885,40,135,26,169
210,product-1872,41,57,106,99
211,product-832,41,84,25,170
212,product-55,41,92,191,6
213,product-612,41,99,63,134
214,product-1573,41,118,90,109
215,product-445,41,121,0,213
216,product-1196,41,125,80,119
217,product-684,41,132,74,131
218,product-1375,42,45,75,122
219,product-580,42,53,114,86
220,product-162,42,68,174,25
221,product-504,42,83,106,97
222,product-924,42,101,30,175
223,product-1525,43,54,170,35
224,product-1408,43,60,144,60
225,product-1098,43,69,166,34
226,product-1689,43,70,36,165
227,product-528,44,74,0,222
228,product-94,44,77,0,232
229,product-1064,44,96,183,17
230,product-672,44,102,130,71
231,product-1582,44,105,31,166
232,product-917,44,135,0,225
233,product-922,45,69,145,52
234,product-1538,45,72,78,122
235,product-808,45,79,172,29
236,product-285,45,119,92,111
237,product-1153,45,135,15,180
238,product-1860,45,139,104,92
239,product-827,46,83,9,187
240,product-198,46,96,220,0
241,product-1402,46,108,46,157
242,product-381,46,113,33,168
243,product-1169,46,115,86,110
244,product-864,46,120,177,20
245,product-418,46,125,101,98
246,product-1168,47,59,108,94
247,product-1150,47,72,213,0
248,product-479,47,80,123,78
249,product-492,47,87,24,180
250,product-398,48,50,166,38
251,product-1683,48,50,129,66
252,product-1027,48,62,88,111
253,product-484,48,111,24,181
254,product-31,48,113,112,92
255,product-455,48,132,123,81
256,product-1885,49,54,110,88
257,product-655,49,67,81,124
258,product-1177,49,101,31,173
259,product-637,49,122,87,116
260,product-678,49,133,5,193
261,product-315,49,142,88,111
262,product-35,49,148,47,157
263,product-517,50,63,6,192
264,product-65,50,75,61,135
265,product-761,50,87,176,29
266,product-1623,50,90,38,159
267,product-1313,50,100,157,47
268,product-1149,50,118,204,0
269,product-938,50,126,64,141
270,product-1055,50,126,62,137
271,product-316,51,53,91,111
272,product-132,51,62,72,125
273,product-707,51,70,153,51
274,product-1715,51,72,10,188
275,product-1547,51,79,23,176
276,product-1996,51,94,101,97
277,product-395,51,96,111,85
278,product-1635,51,98,0,225
279,product-977,51,109,199,0
280,product-1797,51,112,142,62
281,product-770,51,146,206,0
282,product-1399,52,74,44,156
283,product-290,52,87,154,48
284,product-1561,52,133,111,93
285,product-8,52,135,72,125
286,product-1500,52,146,126,72
287,product-780,53,100,68,131
288,product-242,53,106,146,52
289,product-384,53,112,79,126
290,product-182,53,129,192,3
291,product-291,53,130,73,129
292,product-202,53,137,159,43
293,product-1703,53,145,75,127
294,product-1565,53,147,151,51
295,product-748,54,58,223,0
296,product-1846,54,59,55,140
297,product-542,54,60,111,89
298,product-1073,54,67,140,55
299,product-1269,54,68,92,111
300,product-1024,54,72,89,112
301,product-1201,54,88,138,63
302,product-1136,54,91,83,118
303,product-142,54,112,86,110
304,product-1510,54,118,8,187
305,product-884,54,131,78,127
306,product-659,54,151,67,132
307,product-500,54,152,150,54
308,product-244,55,58,111,84
309,product-809,55,64,0,239
310,product-1795,55,72,215,0
311,product-1922,55,79,83,120
312,product-1433,55,88,84,113
313,product-267,55,90,0,205
314,product-177,55,132,99,103
315,product-564,55,141,125,70
316,product-1134,56,72,12,193
317,product-936,56,75,174,22
318,product-1946,56,79,66,134
319,product-1386,56,80,106,96
320,product-1524,56,82,163,37
321,product-32,56,87,31,168
322,product-591,56,104,146,57
323,product-1344,56,106,160,38
324,product-1653,56,132,130,65
325,product-958,56,149,42,158
326,product-149,57,66,180,19
327,product-1731,57,77,9,188
328,product-1941,57,87,211,0
329,product-836,57,121,194,10
330,product-1540,57,130,152,50
331,product-321,57,135,78,127
332,product-1646,57,137,0,252
333,product-1037,58,60,32,169
334,product-1085,58,61,163,34
335,product-1199,58,66,51,151
336,product-187,58,135,0,212
337,product-1033,58,144,196,5
338,product-1049,58,155,162,37
339,product-1503,59,63,111,88
340,product-1724,59,64,177,26
341,product-1811,59,72,0,224
342,product-774,59,86,0,249
343,product-762,59,98,140,56
344,product-999,59,130,129,68
345,product-769,59,138,149,55
346,product-1755,59,139,3,195
347,product-687,59,147,116,89
348,product-1822,60,74,175,25
349,product-819,60,77,143,53
350,product-1552,60,83,138,64
351,product-1081,60,93,186,10
352,product-386,60,103,114,91
353,product-1952,60,104,0,243
354,product-274,60,128,47,150
355,product-247,60,131,167,28
356,product-1791,60,134,30,174
357,product-1505,60,141,28,170
358,product-375,61,64,95,103
359,product-1076,61,89,219,0
360,product-192,61,112,189,15
361,product-734,61,139,96,103
362,product-63,62,66,0,222
363,product-358,62,79,128,75
364,product-204,62,89,212,0
365,product-1970,62,89,20,185
366,product-1858,62,92,112,88
367,product-703,62,102,151,45
368,product-1865,62,110,157,44
369,product-289,62,116,82,114
370,product-1886,62,120,50,152
371,product-1373,62,123,23,177
372,product-626,62,126,3,192
373,product-1529,62,141,268,0
374,product-281,62,150,102,95
375,product-545,63,64,174,26
376,product-57,63,89,203,0
377,product-1405,63,93,0,206
378,product-1727,63,104,74,121
379,product-1458,63,108,72,127
380,product-730,63,113,55,149
381,product-1774,63,148,0,243
382,product-1700,63,149,135,60
383,product-1464,63,150,49,154
384,product-1721,63,158,170,25
385,product-306,63,160,169,36
386,product-1460,64,76,94,102
387,product-868,64,79,120,78
388,product-1360,64,90,78,123
389,product-339,64,103,54,144
390,product-473,64,104,71,127
391,product-101,64,123,95,105
392,product-1507,64,133,140,65
393,product-1873,64,144,84,112
394,product-125,64,149,153,42
395,product-853,64,158,54,142
396,product-1604,65,66,55,150
397,product-767,65,102,217,0
398,product-1539,65,104,0,216
399,product-1583,65,111,112,87
400,product-841,65,112,35,165
401,product-1216,65,117,66,136
402,product-1080,65,118,69,128
403,product-78,65,130,99,106
404,product-725,65,148,194,1
405,product-1792,65,154,140,63
406,product-228,66,67,58,137
407,product-108,66,103,43,156
408,product-1355,66,104,28,172
409,product-937,66,137,4,200
410,product-93,66,143,141,64
411,product-1347,66,147,204,0
412,product-139,66,155,118,80
413,product-163,66,157,144,56
414,product-1453,67,87,50,152
415,product-554,67,90,148,56
416,product-540,67,91,143,57
417,product-576,67,120,134,68
418,product-383,67,121,112,88
419,product-1838,67,122,0,205
420,product-1162,67,124,194,11
421,product-581,67,135,50,152
422,product-1358,67,137,187,10
423,product-1354,67,140,137,61
424,product-821,67,150,92,107
425,product-928,67,153,238,0
426,product-1338,67,156,161,44
427,product-1882,67,159,199,5
428,product-1363,68,75,199,0
429,product-1404,68,79,119,83
430,product-1850,68,81,160,40
431,product-276,68,91,172,24
432,product-385,68,92,99,96
433,product-481,68,97,123,76
434,product-1281,68,116,54,145
435,product-1086,68,120,30,167
436,product-1418,68,124,168,31
437,product-217,68,146,61,144
438,product-348,68,159,139,56
439,product-623,68,160,145,60
440,product-1083,68,163,199,0
441,product-1139,69,69,154,51
442,product-1678,69,92,165,34
443,product-1718,69,92,20,185
444,product-420,69,95,20,182
445,product-692,69,98,170,34
446,product-643,69,99,56,143
447,product-676,69,108,161,40
448,product-1915,69,118,157,38
449,product-1649,69,123,45,151
450,product-1095,69,145,225,0
451,product-1481,70,72,47,150
452,product-1498,70,92,112,90
453,product-930,70,110,15,185
454,product-403,70,111,75,126
455,product-1888,70,118,88,116
456,product-1003,70,126,31,171
457,product-185,70,151,135,62
458,product-638,71,78,79,121
459,product-1982,71,105,160,38
460,product-1998,71,106,183,18
461,product-1713,71,109,260,0
462,product-1895,71,110,226,0
463,product-1959,71,125,118,82
464,product-874,71,129,4,195
465,product-1659,71,141,132,69
466,product-1747,71,148,28,167
467,product-1012,71,163,161,44
468,product-327,72,80,111,89
469,product-1519,72,104,94,102
470,product-161,72,112,286,0
471,product-558,72,125,103,99
472,product-1052,72,127,21,183
473,product-1614,72,128,70,125
474,product-1059,72,153,75,122
475,product-153,73,85,66,133
476,product-946,73,86,116,81
477,product-363,73,95,7,193
478,product-1443,73,101,168,33
479,product-443,73,116,56,147
480,product-1929,73,120,163,37
481,product-1144,73,145,48,157
482,product-1022,73,153,155,46
483,product-436,73,156,31,173
484,product-1328,73,168,4,192
485,product-955,74,74,156,45
486,product-1987,74,80,73,130
487,product-673,74,97,99,98
488,product-1962,74,100,93,107
489,product-1899,74,112,68,130
490,product-1785,74,114,0,229
491,product-159,74,117,103,94
492,product-1906,74,124,64,139
493,product-1704,74,127,92,105
494,product-1760,74,134,75,128
495,product-1759,74,142,114,83
496,product-299,74,151,81,114
497,product-714,74,167,64,140
498,product-1632,74,173,197,0
499,product-170,75,85,53,149
500,product-1639,75,90,93,102
501,product-1542,75,107,37,160
502,product-1504,75,122,162,43
503,product-1871,75,122,52,143
504,product-1381,75,139,161,39
505,product-716,75,140,60,136
506,product-933,75,141,49,156
507,product-791,75,142,107,96
508,product-1048,75,160,203,0
509,product-151,76,82,80,119
510,product-1799,76,87,81,123
511,product-1161,76,91,34,168
512,product-987,76,112,66,138
513,product-1491,76,116,131,68
514,product-122,76,125,130,75
515,product-1619,76,131,7,191
516,product-994,76,135,85,118
517,product-1228,76,167,123,80
518,product-902,76,176,20,183
519,product-222,77,90,91,107
520,product-1550,77,97,183,17
521,product-366,77,106,107,98
522,product-779,77,112,96,108
523,product-729,77,125,36,161
524,product-135,77,135,134,66
525,product-1447,77,140,131,65
526,product-1378,77,143,172,30
527,product-1528,77,163,104,92
528,product-269,77,164,59,136
529,product-1310,77,165,86,113
530,product-491,77,172,8,190
531,product-1229,78,83,75,129
532,product-1744,78,86,104,100
533,product-1336,78,138,45,156
534,product-223,78,141,4,193
535,product-1070,78,142,222,0
536,product-1263,78,143,186,15
537,product-1365,78,147,0,208
538,product-947,78,152,175,21
539,product-837,78,153,183,21
540,product-840,78,162,52,145
541,product-852,78,162,207,0
542,product-137,79,79,29,170
543,product-628,79,89,74,129
544,product-1627,79,98,124,73
545,product-1593,79,134,88,108
546,product-800,79,135,19,180
547,product-1474,79,138,139,56
548,product-803,79,152,134,70
549,product-430,79,163,147,55
550,product-1767,80,93,130,65
551,product-982,80,108,73,132
552,product-704,80,120,189,7
553,product-229,80,132,74,122
554,product-674,80,135,78,118
555,product-511,80,140,0,233
556,product-1857,80,140,45,150
557,product-1117,80,150,112,92
558,product-1361,80,154,0,229
559,product-1636,80,155,165,30
560,product-429,80,169,116,88
561,product-1712,80,170,122,81
562,product-1716,80,171,0,272
563,product-1235,81,104,153,52
564,product-525,81,106,110,92
565,product-1275,81,106,149,48
566,product-1451,81,108,153,50
567,product-1522,81,110,72,132
568,product-1650,81,115,0,199
569,product-307,81,116,152,50
570,product-1660,81,119,146,54
571,product-814,81,123,204,0
572,product-855,81,149,203,0
573,product-1217,81,153,127,73
574,product-1005,81,165,52,148
575,product-904,81,169,73,123
576,product-1556,81,171,121,74
577,product-1567,81,173,110,95
578,product-790,82,107,183,19
579,product-146,82,115,185,18
580,product-1926,82,116,60,138
581,product-771,82,118,44,156
582,product-58,82,124,145,55
583,product-470,82,134,3,196
584,product-255,82,137,62,139
585,product-1508,82,149,59,137
586,product-532,82,158,147,57
587,product-133,82,160,35,161
588,product-541,82,162,200,1
589,product-1018,82,165,49,151
590,product-482,83,85,171,28
591,product-1606,83,97,127,73
592,product-642,83,108,48,156
593,product-1699,83,109,105,93
594,product-1580,83,119,95,106
595,product-828,83,123,1,203
596,product-1330,83,123,25,178
597,product-1957,83,127,164,35
598,product-71,83,129,3,197
599,product-894,83,145,115,83
600,product-1812,83,147,231,0
601,product-1690,83,170,109,95
602,product-568,83,176,67,130
603,product-1775,84,85,107,94
604,product-829,84,86,82,121
605,product-282,84,89,62,141
606,product-308,84,92,101,101
607,product-265,84,101,185,13
608,product-123,84,122,69,127
609,product-1379,84,124,45,160
610,product-578,84,149,53,146
611,product-389,84,177,94,108
612,product-1687,85,101,130,70
613,product-1738,85,105,0,210
614,product-463,85,113,95,104
615,product-1206,85,123,140,58
616,product-292,85,135,71,128
617,product-893,85,146,146,59
618,product-382,86,93,0,209
619,product-1111,86,105,105,94
620,product-1732,86,105,41,158
621,product-1322,86,116,87,118
622,product-1729,86,116,259,0
623,product-1112,86,143,224,0
624,product-209,86,156,15,186
625,product-1214,86,163,115,82
626,product-426,86,173,85,118
627,product-1396,87,89,72,130
628,product-469,87,107,34,162
629,product-1669,87,136,28,176
630,product-352,87,175,28,167
631,product-1753,88,101,38,162
632,product-1421,88,105,22,178
633,product-577,88,112,141,62
634,product-1178,88,113,0,195
635,product-1961,88,120,11,184
636,product-343,88,129,48,149
637,product-1225,88,149,41,162
638,product-1585,88,154,37,168
639,product-876,89,91,94,103
640,product-1853,89,93,104,99
641,product-1995,89,107,140,62
642,product-1590,89,115,125,73
643,product-842,89,178,123,81
644,product-1762,90,103,0,241
645,product-129,90,107,202,0
646,product-38,90,130,175,27
647,product-14,90,136,85,111
648,product-83,90,140,125,71
649,product-998,90,147,41,160
650,product-1825,90,148,132,67
651,product-56,90,153,156,41
652,product-920,90,161,29,175
653,product-503,90,167,61,135
654,product-793,90,180,1,199
655,product-1502,90,182,93,108
656,product-1923,90,185,93,104
657,product-497,91,91,19,181
658,product-1252,91,92,116,80
659,product-425,91,97,4,191
660,product-1100,91,99,41,156
661,product-1682,91,107,160,41
662,product-850,91,113,168,34
663,product-630,91,137,0,196
664,product-1029,91,146,77,125
665,product-792,91,154,99,106
666,product-719,91,163,75,125
667,product-1154,91,172,111,93
668,product-1346,91,172,141,64
669,product-573,91,188,94,108
670,product-1615,92,100,97,105
671,product-1493,92,105,109,95
672,product-974,92,141,68,127
673,product-320,92,148,100,97
674,product-173,92,152,206,0
675,product-656,92,157,124,80
676,product-181,92,164,6,196
677,product-1782,92,166,75,129
678,product-1977,92,167,142,56
679,product-1274,92,177,49,147
680,product-1609,92,186,263,0
681,product-1710,93,95,135,68
682,product-25,93,103,113,89
683,product-334,93,103,101,96
684,product-1193,93,109,0,208
685,product-1273,93,112,191,14
686,product-807,93,119,148,48
687,product-467,93,122,59,136
688,product-1637,93,124,161,37
689,product-567,93,126,143,52
690,product-882,93,133,149,51
691,product-350,93,137,208,0
692,product-1783,93,139,94,102
693,product-989,93,184,140,57
694,product-1141,94,120,79,125
695,product-85,94,123,130,66
696,product-1937,94,129,65,138
697,product-1530,94,132,0,217
698,product-1293,94,143,5,197
699,product-1256,94,148,214,0
700,product-602,94,153,5,194
701,product-155,94,174,5,194
702,product-15,94,178,104,91
703,product-1979,94,179,136,63
704,product-1424,95,96,156,43
705,product-1726,95,119,29,171
706,product-1559,95,125,129,69
707,product-1688,95,126,194,4
708,product-1000,95,131,118,82
709,product-913,95,138,142,61
710,product-1114,95,167,76,125
711,product-241,95,171,191,14
712,product-1931,95,183,143,56
713,product-413,95,190,147,55
714,product-1127,96,96,185,12
715,product-620,96,101,163,34
716,product-870,96,112,164,41
717,product-1465,96,116,133,66
718,product-1218,96,130,84,112
719,product-1234,96,135,61,140
720,product-374,96,140,115,85
721,product-472,96,143,260,0
722,product-305,96,156,91,108
723,product-230,96,157,0,236
724,product-1479,96,157,77,118
725,product-296,96,160,41,159
726,product-1050,96,177,103,98
727,product-753,97,113,228,0
728,product-1927,97,120,74,127
729,product-372,97,125,48,154
730,product-1272,97,158,126,74
731,product-1241,97,170,88,110
732,product-1435,97,172,195,6
733,product-1317,97,174,64,139
734,product-1626,97,177,194,5
735,product-18,97,184,168,28
736,product-490,98,111,123,77
737,product-562,98,116,160,40
738,product-1341,98,120,54,144
739,product-1014,98,121,153,47
740,product-514,98,123,57,141
741,product-652,98,125,143,54
742,product-13,98,131,147,49
743,product-690,98,139,69,136
744,product-148,98,140,0,203
745,product-186,98,173,153,47
746,product-891,98,180,6,199
747,product-639,98,188,36,160
748,product-1936,99,110,75,122
749,product-332,99,112,89,112
750,product-598,99,142,150,49
751,product-1329,99,143,1,197
752,product-665,99,144,64,139
753,product-1057,99,152,101,97
754,product-1741,99,158,61,135
755,product-1842,99,164,0,205
756,product-1674,99,177,56,143
757,product-915,99,182,197,1
758,product-903,99,189,19,181
759,product-1415,100,153,96,102
760,product-365,100,154,110,94
761,product-165,100,156,157,47
762,product-91,100,183,120,85
763,product-1516,100,186,0,251
764,product-439,101,116,148,53
765,product-1013,101,118,132,70
766,product-167,101,124,155,46
767,product-412,101,126,160,43
768,product-764,101,137,130,71
769,product-738,101,152,191,6
770,product-1124,101,163,109,86
771,product-726,101,177,214,0
772,product-1333,102,104,151,46
773,product-29,102,111,135,68
774,product-720,102,133,141,54
775,product-1419,102,150,0,227
776,product-201,102,169,134,69
777,product-338,102,178,11,188
778,product-1284,102,184,0,234
779,product-736,102,192,83,121
780,product-370,102,193,48,151
781,product-1138,103,105,195,0
782,product-74,103,112,103,100
783,product-10,103,120,71,127
784,product-331,103,121,148,57
785,product-66,103,123,75,128
786,product-1629,103,131,131,66
787,product-1202,103,134,151,54
788,product-1425,103,151,191,14
789,product-1031,103,163,21,182
790,product-1667,103,163,161,44
791,product-323,103,171,91,111
792,product-12,103,181,53,152
793,product-1126,103,193,80,125
794,product-1584,103,199,145,50
795,product-1366,104,121,29,168
796,product-388,104,129,187,15
797,product-858,104,130,45,159
798,product-863,104,146,43,154
799,product-901,104,161,165,32
800,product-1966,104,164,7,197
801,product-1707,104,165,159,38
802,product-968,104,168,103,94
803,product-1486,104,179,129,75
804,product-387,104,194,138,57
805,product-772,105,106,110,86
806,product-258,105,120,107,90
807,product-1323,105,122,243,0
808,product-1832,105,125,159,37
809,product-318,105,135,181,21
810,product-1749,105,135,86,118
811,product-1482,105,137,118,78
812,product-691,105,158,84,120
813,product-1566,105,175,33,171
814,product-1555,105,191,40,162
815,product-1129,106,118,65,140
816,product-415,106,178,182,16
817,product-1786,106,196,199,0
818,product-817,107,113,84,118
819,product-351,107,123,156,49
820,product-1325,107,133,139,61
821,product-1883,107,137,42,156
822,product-421,107,142,13,192
823,product-1512,107,146,242,0
824,product-931,107,159,186,18
825,product-377,107,163,156,48
826,product-1913,107,169,15,181
827,product-337,107,170,107,93
828,product-211,107,171,38,162
829,product-164,107,180,0,214
830,product-1599,108,111,149,46
831,product-1643,108,142,65,138
832,product-942,108,163,51,148
833,product-259,108,174,39,160
834,product-115,108,175,68,137
835,product-207,108,181,196,5
836,product-1123,108,182,89,109
837,product-706,108,187,31,170
838,product-435,108,188,145,58
839,product-737,108,194,263,0
840,product-506,108,195,133,69
841,product-254,109,135,6,194
842,product-5,109,141,21,181
843,product-89,109,158,16,179
844,product-603,109,159,260,0
845,product-1742,109,159,87,108
846,product-1315,109,173,87,113
847,product-627,109,174,156,42
848,product-156,109,181,134,66
849,product-1833,109,190,0,203
850,product-815,110,145,0,221
851,product-1053,110,146,134,71
852,product-1107,110,160,135,70
853,product-464,110,166,110,92
854,product-735,110,187,131,74
855,product-1065,111,137,45,152
856,product-680,111,146,107,89
857,product-701,111,147,86,112
858,product-755,111,152,153,48
859,product-1377,111,153,18,180
860,product-555,111,164,172,28
861,product-586,111,178,73,128
862,product-1808,111,185,20,180
863,product-356,111,200,198,4
864,product-1351,112,119,34,168
865,product-529,112,121,110,91
866,product-227,112,126,56,145
867,product-1045,112,126,136,59
868,product-432,112,130,27,175
869,product-100,112,135,88,117
870,product-1130,112,147,52,153
871,product-134,112,155,120,76
872,product-1082,112,161,92,111
873,product-617,112,168,192,13
874,product-897,112,184,135,69
875,product-1308,112,185,102,103
876,product-1851,112,196,124,71
877,product-42,113,127,182,19
878,product-524,113,131,118,79
879,product-45,113,134,56,145
880,product-225,113,134,4,194
881,product-1406,113,134,152,50
882,product-773,113,135,70,130
883,product-797,113,136,122,81
884,product-1751,113,141,76,125
885,product-1001,113,144,179,24
886,product-1391,113,153,64,137
887,product-1587,113,165,148,54
888,product-1999,113,174,102,95
889,product-1307,113,185,150,51
890,product-106,113,200,147,58
891,product-1702,114,136,34,164
892,product-1388,114,141,92,110
893,product-449,114,142,0,202
894,product-1509,114,145,119,81
895,product-1285,114,152,172,30
896,product-1807,114,153,176,27
897,product-872,114,160,194,5
898,product-563,114,176,99,105
899,product-1476,114,203,111,87
900,product-1752,114,208,220,0
901,product-1087,114,210,137,63
902,product-1651,115,134,128,71
903,product-416,115,147,47,158
904,product-120,115,149,205,0
905,product-1911,115,150,112,86
906,product-1276,115,158,154,46
907,product-1746,115,180,151,49
908,product-1695,115,183,77,126
909,product-1364,115,200,82,119
910,product-881,115,207,8,191
911,product-1670,116,118,0,222
912,product-1954,116,123,116,85
913,product-501,116,146,50,153
914,product-1656,116,148,6,196
915,product-1462,116,155,107,98
916,product-1116,116,172,101,97
917,product-1332,116,176,58,145
918,product-507,116,190,52,149
919,product-1290,116,191,83,113
920,product-1757,116,208,218,0
921,product-1176,116,210,91,113
922,product-1692,116,212,197,3
923,product-447,117,126,102,94
924,product-1789,117,126,99,96
925,product-648,117,144,163,36
926,product-1662,117,147,67,138
927,product-1473,117,153,86,110
928,product-1933,117,161,163,38
929,product-1170,117,176,117,86
930,product-824,117,177,141,54
931,product-531,117,194,136,66
932,product-1305,117,199,156,49
933,product-629,117,207,75,128
934,product-1543,117,211,36,161
935,product-1809,118,126,155,48
936,product-1236,118,144,171,31
937,product-607,118,147,36,162
938,product-611,118,148,223,0
939,product-616,118,151,118,82
940,product-830,118,153,0,201
941,product-82,118,158,110,85
942,product-965,118,162,39,161
943,product-508,118,177,138,59
944,product-1306,118,182,77,122
945,product-1705,119,119,157,46
946,product-1349,119,142,173,27
947,product-1477,119,143,145,60
948,product-1180,119,162,227,0
949,product-141,119,176,75,124
950,product-314,119,191,0,210
951,product-1120,119,191,227,0
952,product-1487,119,195,25,173
953,product-1454,119,198,100,100
954,product-572,120,142,140,64
955,product-1562,120,165,132,64
956,product-1321,120,204,91,105
957,product-553,121,127,86,117
958,product-1,121,132,143,62
959,product-934,121,141,57,146
960,product-324,121,156,143,52
961,product-205,121,181,159,37
