ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology
121,customer-318535,0,26,89,17,22
122,customer-318502,0,26,41,29,22
123,customer-318503,0,26,41,15,22
124,customer-270299,0,26,3,14,22
125,customer-272409,0,27,15,6,22
126,customer-272929,0,27,97,6,22
127,customer-272928,0,27,25,15,22
128,customer-274453,0,27,12,14,22
129,customer-269775,0,27,14,21,22
130,customer-270836,0,27,6,12,22
131,customer-271353,0,27,10,15,22
132,customer-270298,0,27,13,21,22
133,customer-278281,0,27,5,21,22
134,customer-277714,0,27,2,11,22
135,customer-273949,0,28,3,12,22
136,customer-273948,0,28,20,17,22
137,customer-274463,0,28,9,12,22
138,customer-273437,0,28,16,12,22
139,customer-278280,0,28,13,21,22
140,customer-278253,0,28,23,3,22
141,customer-278827,0,28,2,20,22
142,customer-278825,0,28,22,15,22
143,customer-278800,0,28,80,3,22
144,customer-315084,0,31,7,9,22
145,customer-317869,0,32,18,12,22
146,customer-317167,0,32,22,5,22
147,customer-385404,0,32,21,14,22
148,customer-319281,0,32,13,15,22
149,customer-384767,0,32,49,9,22
150,customer-384768,0,32,50,8,22
151,customer-318574,0,32,15,17,22
152,customer-76776,0,33,2,23,22
153,customer-385403,0,33,22,15,22
154,customer-52551,0,33,26,5,22
155,customer-52552,0,33,20,6,22
156,customer-386041,0,33,44,6,22
157,customer-386040,0,33,39,15,22
158,customer-19794,0,33,96,21,22
159,customer-19793,0,33,9,17,22
160,customer-19797,0,33,5,20,22
161,customer-19798,0,33,8,23,22
162,customer-19799,0,33,1,23,22
163,customer-19800,0,33,94,27,22
164,customer-19801,0,33,95,29,22
165,customer-42453,0,34,6,17,22
166,customer-42452,0,34,24,12,22
167,customer-387327,0,34,28,5,22
168,customer-387328,0,34,83,3,22
169,customer-387329,0,34,81,8,22
170,customer-388618,0,34,16,14,22
171,customer-76772,0,34,5,17,22
172,customer-76773,0,34,2,21,22
173,customer-387974,0,34,2,12,22
174,customer-387973,0,34,6,11,22
175,customer-387972,0,34,12,12,22
176,customer-76774,0,34,0,23,22
177,customer-76775,0,34,2,21,22
178,customer-386687,0,34,52,12,22
179,customer-386686,0,34,56,12,22
180,customer-386683,0,34,34,12,22
181,customer-386682,0,34,47,8,22
182,customer-386681,0,34,53,9,22
183,customer-386680,0,34,57,9,22
184,customer-386033,0,34,37,14,22
185,customer-386034,0,34,36,15,22
186,customer-386035,0,34,49,12,22
187,customer-386036,0,34,57,15,22
188,customer-20029,0,34,3,21,22
189,customer-388617,0,35,16,14,22
190,customer-388616,0,35,6,9,22
191,customer-388615,0,35,8,8,22
192,customer-388614,0,35,14,6,22
193,customer-388613,0,35,21,6,22
194,customer-16874,0,36,11,14,22
195,customer-16873,0,36,11,15,22
196,customer-16872,0,36,99,9,22
197,customer-17533,0,36,6,6,22
198,customer-391262,0,36,27,14,22
199,customer-17972,0,37,2,12,22
200,customer-17971,0,37,14,14,22
201,customer-17970,0,37,16,11,22
202,customer-16871,0,37,41,14,22
203,customer-16870,0,37,32,17,22
204,customer-16869,0,37,31,14,22
205,customer-17751,0,37,98,9,22
206,customer-17750,0,37,11,8,22
207,customer-17532,0,37,13,11,22
208,customer-17531,0,37,18,9,22
209,customer-17530,0,37,32,3,22
210,customer-391261,0,37,33,18,22
211,customer-391929,0,37,47,30,22
212,customer-391928,0,37,49,30,22
213,customer-81962,0,37,6,11,22
214,customer-126976,0,38,96,8,22
215,customer-82843,0,38,10,21,22
216,customer-82844,0,38,9,23,22
217,customer-126610,0,38,6,9,22
218,customer-17969,0,38,12,8,22
219,customer-82548,0,38,24,12,22
220,customer-82549,0,38,21,8,22
221,customer-127701,0,38,53,8,22
222,customer-127700,0,38,36,6,22
223,customer-128064,0,38,2,5,22
224,customer-127339,0,38,56,5,22
225,customer-31891,0,38,99,26,22
226,customer-31890,0,38,7,15,22
227,customer-17309,0,38,41,14,22
228,customer-17308,0,38,39,6,22
229,customer-17307,0,38,27,5,22
230,customer-125142,0,38,24,12,22
231,customer-16867,0,38,16,6,22
232,customer-16866,0,38,16,11,22
233,customer-17088,0,38,22,12,22
234,customer-17087,0,38,8,8,22
235,customer-125873,0,38,22,18,22
236,customer-126242,0,38,11,12,22
237,customer-126241,0,38,19,18,22
238,customer-17742,0,38,50,5,22
239,customer-17741,0,38,39,5,22
240,customer-17740,0,38,32,6,22
241,customer-17739,0,38,30,8,22
242,customer-125507,0,38,25,15,22
243,customer-17523,0,38,36,12,22
244,customer-17522,0,38,34,5,22
245,customer-17521,0,38,57,2,22
246,customer-129138,0,39,15,3,22
247,customer-82842,0,39,11,20,22
248,customer-82835,0,39,24,12,22
249,customer-82836,0,39,11,11,22
250,customer-82837,0,39,4,15,22
251,customer-82541,0,39,39,14,22
252,customer-82542,0,39,31,12,22
253,customer-82543,0,39,27,9,22
254,customer-82544,0,39,60,3,22
255,customer-82545,0,39,40,6,22
256,customer-82546,0,39,30,15,22
257,customer-72134,0,39,10,26,22
258,customer-17292,0,39,6,12,22
259,customer-17291,0,39,6,15,22
260,customer-17290,0,39,1,17,22
261,customer-17283,0,39,92,15,22
262,customer-17282,0,39,90,8,22
263,customer-17281,0,39,35,3,22
264,customer-17297,0,39,19,9,22
265,customer-17064,0,39,1,20,22
266,customer-17063,0,39,1,15,22
267,customer-17062,0,39,99,9,22
268,customer-17061,0,39,34,3,22
269,customer-17070,0,39,2,11,22
270,customer-17075,0,39,30,8,22
271,customer-17074,0,39,35,6,22
272,customer-17072,0,39,88,5,22
273,customer-17071,0,39,93,9,22
274,customer-17738,0,39,26,9,22
275,customer-17737,0,39,24,8,22
276,customer-17736,0,39,26,12,22
277,customer-17735,0,39,29,14,22
278,customer-17514,0,39,16,15,22
279,customer-17513,0,39,12,14,22
280,customer-32264,0,39,3,20,22
281,customer-32265,0,39,97,29,22
282,customer-17497,0,39,97,18,22
283,customer-17496,0,39,8,14,22
284,customer-131294,0,39,12,11,22
285,customer-131654,0,39,14,17,22
286,customer-130931,0,39,14,12,22
287,customer-18159,0,40,94,18,22
288,customer-18158,0,40,13,11,22
289,customer-82831,0,40,41,24,22
290,customer-82832,0,40,43,15,22
291,customer-82833,0,40,40,12,22
292,customer-82834,0,40,32,15,22
293,customer-17934,0,40,3,24,22
294,customer-17933,0,40,1,14,22
295,customer-17932,0,40,29,8,22
296,customer-72133,0,40,14,23,22
297,customer-17289,0,40,4,18,22
298,customer-17288,0,40,4,18,22
299,customer-17287,0,40,3,18,22
300,customer-17286,0,40,99,17,22
301,customer-17285,0,40,99,17,22
302,customer-17284,0,40,95,17,22
303,customer-83118,0,40,39,5,22
304,customer-83119,0,40,32,5,22
305,customer-83120,0,40,19,6,22
306,customer-17712,0,40,31,12,22
307,customer-17714,0,40,98,9,22
308,customer-17713,0,40,17,8,22
309,customer-17499,0,40,92,18,22
310,customer-17498,0,40,94,20,22
311,customer-17495,0,40,16,11,22
312,customer-17494,0,40,28,8,22
313,customer-17493,0,40,41,14,22
314,customer-82824,0,41,39,14,22
315,customer-82825,0,41,44,14,22
316,customer-18607,0,41,38,6,22
317,customer-18608,0,41,0,8,22
318,customer-18609,0,41,1,18,22
319,customer-82528,0,41,43,12,22
320,customer-82527,0,41,33,14,22
321,customer-18384,0,41,1,23,22
322,customer-18383,0,41,9,20,22
323,customer-83114,0,41,40,12,22
324,customer-81935,0,41,35,9,22
325,customer-17881,0,42,98,18,22
326,customer-31857,0,42,29,9,22
327,customer-31858,0,42,10,6,22
328,customer-31859,0,42,0,8,22
329,customer-17225,0,42,86,35,22
330,customer-17224,0,42,92,11,22
331,customer-17003,0,42,88,29,22
332,customer-17660,0,42,86,24,22
333,customer-32231,0,42,13,11,22
334,customer-17439,0,42,86,29,22
335,customer-19970,0,42,88,11,22
336,customer-19969,0,42,30,12,22
337,customer-19734,0,42,86,15,22
338,customer-19733,0,42,28,3,22
339,customer-201066,0,42,19,39,22
340,customer-18108,0,43,95,38,22
341,customer-18107,0,43,4,27,22
342,customer-17882,0,43,87,42,22
343,customer-42392,0,43,58,3,22
344,customer-18555,0,43,89,17,22
345,customer-18332,0,43,98,45,22
346,customer-18331,0,43,98,33,22
347,customer-18330,0,43,0,12,22
348,customer-385520,0,43,1,9,22
349,customer-17256,0,43,0,2,22
350,customer-17254,0,43,32,8,22
351,customer-17255,0,43,66,2,22
352,customer-384888,0,43,40,9,22
353,customer-17037,0,43,11,20,22
354,customer-17036,0,43,13,15,22
355,customer-17035,0,43,15,6,22
356,customer-17661,0,43,87,39,22
357,customer-32230,0,43,29,12,22
358,customer-17470,0,43,7,12,22
359,customer-17469,0,43,12,12,22
360,customer-32232,0,43,1,14,22
361,customer-201065,0,43,18,35,22
362,customer-50585,0,43,30,12,22
363,customer-50586,0,43,2,14,22
364,customer-50587,0,43,3,24,22
365,customer-76696,0,44,62,11,22
366,customer-387421,0,44,68,17,22
367,customer-51857,0,44,50,8,22
368,customer-318366,0,44,8,14,22
369,customer-387420,0,44,44,12,22
370,customer-387419,0,44,34,27,22
371,customer-18556,0,44,90,36,22
372,customer-317659,0,44,19,9,22
373,customer-317660,0,44,11,11,22
374,customer-388056,0,44,96,8,22
375,customer-388055,0,44,34,12,22
376,customer-388054,0,44,36,30,22
377,customer-385519,0,44,21,26,22
378,customer-384889,0,44,77,17,22
379,customer-386790,0,44,65,3,22
380,customer-386789,0,44,41,18,22
381,customer-386151,0,44,100,24,22
382,customer-386150,0,44,12,21,22
383,customer-52175,0,44,86,11,22
384,customer-391368,0,44,54,6,22
385,customer-391367,0,44,34,29,22
386,customer-390698,0,44,8,5,22
387,customer-390697,0,44,36,15,22
388,customer-76971,0,44,98,9,22
389,customer-76695,0,45,31,15,22
390,customer-318364,0,45,17,12,22
391,customer-318365,0,45,12,14,22
392,customer-42376,0,45,89,6,22
393,customer-42375,0,45,32,15,22
394,customer-126569,0,45,16,20,22
395,customer-51541,0,45,7,14,22
396,customer-51540,0,45,18,9,22
397,customer-125098,0,45,6,11,22
398,customer-125097,0,45,93,17,22
399,customer-52489,0,45,15,18,22
400,customer-52490,0,45,2,14,22
401,customer-52491,0,45,89,21,22
402,customer-125079,0,45,90,17,22
403,customer-125078,0,45,5,17,22
404,customer-125832,0,45,34,18,22
405,customer-126201,0,45,21,20,22
406,customer-319072,0,45,21,8,22
407,customer-319073,0,45,11,12,22
408,customer-125464,0,45,41,6,22
409,customer-20152,0,45,1,11,22
410,customer-20153,0,45,99,24,22
411,customer-20154,0,45,95,36,22
412,customer-76973,0,45,65,8,22
413,customer-76972,0,45,75,18,22
414,customer-19915,0,45,7,11,22
415,customer-19916,0,45,94,29,22
416,customer-19917,0,45,88,41,22
417,customer-50564,0,45,3,9,22
418,customer-126894,0,46,12,15,22
419,customer-126934,0,46,19,20,22
420,customer-272754,0,46,6,8,22
421,customer-126914,0,46,21,6,22
422,customer-271710,0,46,80,18,22
423,customer-272234,0,46,86,23,22
424,customer-51837,0,46,38,5,22
425,customer-51836,0,46,91,3,22
426,customer-126549,0,46,16,5,22
427,customer-126548,0,46,29,12,22
428,customer-126528,0,46,4,8,22
429,customer-127656,0,46,12,20,22
430,customer-127278,0,46,94,6,22
431,customer-127277,0,46,23,8,22
432,customer-127296,0,46,19,18,22
433,customer-127258,0,46,15,18,22
434,customer-127297,0,46,16,17,22
435,customer-127636,0,46,7,12,22
436,customer-127618,0,46,4,12,22
437,customer-317640,0,46,14,6,22
438,customer-317641,0,46,1,8,22
439,customer-51520,0,46,1,9,22
440,customer-269609,0,46,85,9,22
441,customer-52469,0,46,30,11,22
442,customer-269080,0,46,82,2,22
443,customer-125054,0,46,91,11,22
444,customer-125813,0,46,9,15,22
445,customer-126160,0,46,5,9,22
446,customer-126161,0,46,73,9,22
447,customer-126182,0,46,8,8,22
448,customer-126181,0,46,24,11,22
449,customer-271189,0,46,79,15,22
450,customer-125446,0,46,8,17,22
451,customer-125422,0,46,4,9,22
452,customer-125790,0,46,75,6,22
453,customer-125789,0,46,14,12,22
454,customer-474839,0,46,90,20,22
455,customer-52153,0,46,14,14,22
456,customer-52154,0,46,11,8,22
457,customer-475249,0,46,89,24,22
458,customer-315564,0,46,97,8,22
459,customer-315563,0,46,12,5,22
460,customer-272757,0,47,88,26,22
461,customer-318346,0,47,4,6,22
462,customer-318347,0,47,1,9,22
463,customer-318345,0,47,16,5,22
464,customer-318344,0,47,33,6,22
465,customer-127655,0,47,11,12,22
466,customer-128018,0,47,6,9,22
467,customer-128017,0,47,6,6,22
468,customer-127998,0,47,9,11,22
469,customer-127981,0,47,7,9,22
470,customer-273262,0,47,89,26,22
471,customer-273258,0,47,3,6,22
472,customer-127617,0,47,15,20,22
473,customer-476486,0,47,12,14,22
474,customer-476068,0,47,23,17,22
475,customer-476069,0,47,90,11,22
476,customer-476070,0,47,87,24,22
477,customer-476908,0,47,1,14,22
478,customer-319055,0,47,14,5,22
479,customer-319056,0,47,2,6,22
480,customer-475661,0,47,92,15,22
481,customer-475662,0,47,88,29,22
482,customer-274277,0,48,89,24,22
483,customer-273781,0,48,88,24,22
484,customer-68213,0,48,90,8,22
485,customer-273263,0,48,88,26,22
486,customer-68212,0,48,21,5,22
487,customer-17181,0,48,30,8,22
488,customer-17180,0,48,22,6,22
489,customer-17179,0,48,26,12,22
490,customer-17182,0,48,50,2,22
491,customer-17183,0,48,84,6,22
492,customer-17184,0,48,8,11,22
493,customer-17185,0,48,6,12,22
494,customer-17187,0,48,97,18,22
495,customer-17186,0,48,96,14,22
496,customer-16967,0,48,97,17,22
497,customer-16966,0,48,99,9,22
498,customer-16965,0,48,24,6,22
499,customer-67906,0,48,2,15,22
500,customer-67905,0,48,99,8,22
501,customer-67904,0,48,70,5,22
502,customer-17618,0,48,4,20,22
503,customer-17616,0,48,98,11,22
504,customer-17397,0,48,96,12,22
505,customer-17396,0,48,11,12,22
506,customer-278582,0,48,14,9,22
507,customer-131209,0,48,22,14,22
508,customer-131222,0,48,88,9,22
509,customer-131221,0,48,19,6,22
510,customer-457554,0,48,5,2,22
511,customer-131571,0,48,12,9,22
512,customer-131583,0,48,0,9,22
513,customer-131582,0,48,21,12,22
514,customer-130853,0,48,22,15,22
515,customer-130852,0,48,23,17,22
516,customer-31365,0,48,14,6,22
517,customer-130866,0,48,88,17,22
518,customer-130865,0,48,98,8,22
519,customer-278045,0,48,28,8,22
520,customer-18063,0,49,0,18,22
521,customer-18062,0,49,97,12,22
522,customer-82761,0,49,16,11,22
523,customer-17836,0,49,6,18,22
524,customer-32119,0,49,78,26,22
525,customer-17837,0,49,99,20,22
526,customer-18286,0,49,88,12,22
527,customer-18287,0,49,91,18,22
528,customer-465795,0,49,14,23,22
529,customer-465499,0,49,11,17,22
530,customer-158001,0,49,2,15,22
531,customer-68214,0,49,88,15,22
532,customer-18735,0,49,78,6,22
533,customer-18736,0,49,88,17,22
534,customer-464959,0,49,22,15,22
535,customer-31800,0,49,12,5,22
536,customer-18512,0,49,88,20,22
537,customer-18511,0,49,95,8,22
538,customer-17178,0,49,28,18,22
539,customer-17174,0,49,5,15,22
540,customer-17173,0,49,5,15,22
541,customer-17172,0,49,7,14,22
542,customer-17171,0,49,16,8,22
543,customer-183643,0,49,14,21,22
544,customer-183644,0,49,16,23,22
545,customer-125401,0,49,2,9,22
546,customer-125400,0,49,16,11,22
547,customer-16956,0,49,17,18,22
548,customer-16955,0,49,11,14,22
549,customer-16954,0,49,98,8,22
550,customer-16953,0,49,12,3,22
551,customer-16952,0,49,29,6,22
552,customer-125037,0,49,8,21,22
553,customer-125036,0,49,8,18,22
554,customer-125035,0,49,9,12,22
555,customer-125402,0,49,92,14,22
556,customer-17617,0,49,98,15,22
557,customer-32176,0,49,98,15,22
558,customer-126136,0,49,2,15,22
559,customer-32175,0,49,3,11,22
560,customer-83051,0,49,25,8,22
561,customer-125403,0,49,99,17,22
562,customer-17385,0,49,8,9,22
563,customer-125766,0,49,1,11,22
564,customer-125767,0,49,6,14,22
565,customer-278581,0,49,24,14,22
566,customer-457915,0,49,0,0,22
567,customer-457916,0,49,62,14,22
568,customer-458262,0,49,12,2,22
569,customer-279122,0,49,24,12,22
570,customer-279123,0,49,14,11,22
571,customer-131570,0,49,26,20,22
572,customer-156986,0,49,3,6,22
573,customer-459251,0,49,12,11,22
574,customer-459577,0,49,0,3,22
575,customer-278044,0,49,31,14,22
576,customer-50539,0,49,5,15,22
577,customer-458594,0,49,79,5,22
578,customer-458595,0,49,60,15,22
579,customer-126864,0,50,34,5,22
580,customer-158501,0,50,2,15,22
581,customer-126865,0,50,90,3,22
582,customer-126739,0,50,21,14,22
583,customer-183911,0,50,14,24,22
584,customer-158253,0,50,3,15,22
585,customer-468388,0,50,45,5,22
586,customer-127100,0,50,14,14,22
587,customer-158254,0,50,2,15,22
588,customer-158746,0,50,3,11,22
589,customer-158745,0,50,8,11,22
590,customer-126371,0,50,92,5,22
591,customer-17824,0,50,9,17,22
592,customer-17823,0,50,11,17,22
593,customer-126370,0,50,25,15,22
594,customer-126498,0,50,24,8,22
595,customer-126499,0,50,6,8,22
596,customer-464691,0,50,18,20,22
597,customer-127821,0,50,27,15,22
598,customer-464961,0,50,73,11,22
599,customer-127948,0,50,19,11,22
600,customer-467756,0,50,92,9,22
601,customer-127227,0,50,25,3,22
602,customer-127226,0,50,16,5,22
603,customer-468074,0,50,18,15,22
604,customer-127586,0,50,29,6,22
605,customer-51496,0,50,8,23,22
606,customer-466765,0,50,12,11,22
607,customer-466438,0,50,15,15,22
608,customer-127462,0,50,17,11,22
609,customer-467100,0,50,1,6,22
610,customer-17170,0,50,27,8,22
611,customer-125266,0,50,25,20,22
612,customer-183642,0,50,13,21,22
613,customer-125009,0,50,20,11,22
614,customer-125010,0,50,91,5,22
615,customer-124899,0,50,18,6,22
616,customer-124898,0,50,22,18,22
617,customer-183641,0,50,14,24,22
618,customer-269046,0,50,5,8,22
619,customer-126005,0,50,4,12,22
620,customer-126004,0,50,20,20,22
621,customer-17605,0,50,9,8,22
622,customer-17604,0,50,18,9,22
623,customer-17603,0,50,20,11,22
624,customer-158989,0,50,12,9,22
625,customer-42330,0,50,88,8,22
626,customer-42329,0,50,24,8,22
627,customer-126135,0,50,2,20,22
628,customer-126134,0,50,2,18,22
629,customer-126133,0,50,3,11,22
630,customer-126132,0,50,19,8,22
631,customer-271104,0,50,81,11,22
632,customer-271103,0,50,37,12,22
633,customer-83050,0,50,18,18,22
634,customer-125634,0,50,21,21,22
635,customer-270041,0,50,44,3,22
636,customer-17384,0,50,16,8,22
637,customer-17383,0,50,24,9,22
638,customer-270575,0,50,62,5,22
639,customer-81873,0,50,47,6,22
640,customer-81872,0,50,24,8,22
641,customer-391828,0,50,28,14,22
642,customer-391827,0,50,24,12,22
643,customer-20112,0,50,91,15,22
644,customer-20111,0,50,88,5,22
645,customer-50540,0,50,2,15,22
646,customer-391151,0,50,28,11,22
647,customer-391150,0,50,28,9,22
648,customer-391149,0,50,28,9,22
649,customer-126847,0,51,5,18,22
650,customer-126846,0,51,9,11,22
651,customer-469016,0,51,98,23,22
652,customer-469017,0,51,99,21,22
653,customer-126716,0,51,0,8,22
654,customer-18048,0,51,10,21,22
655,customer-18047,0,51,1,15,22
656,customer-469335,0,51,6,32,22
657,customer-469336,0,51,97,29,22
658,customer-469337,0,51,0,29,22
659,customer-469346,0,51,9,8,22
660,customer-18046,0,51,4,11,22
661,customer-127077,0,51,92,5,22
662,customer-18045,0,51,24,12,22
663,customer-471182,0,51,5,21,22
664,customer-470791,0,51,6,29,22
665,customer-17822,0,51,16,21,22
666,customer-17821,0,51,16,17,22
667,customer-183905,0,51,50,0,22
668,customer-183904,0,51,44,8,22
669,customer-183906,0,51,92,6,22
670,customer-126479,0,51,14,9,22
671,customer-271679,0,51,10,8,22
672,customer-183909,0,51,10,23,22
673,customer-271678,0,51,15,6,22
674,customer-51811,0,51,10,20,22
675,customer-469688,0,51,11,29,22
676,customer-470034,0,51,13,27,22
677,customer-470402,0,51,11,20,22
678,customer-318302,0,51,15,9,22
679,customer-183910,0,51,13,24,22
680,customer-127799,0,51,87,9,22
681,customer-184160,0,51,28,12,22
682,customer-42614,0,51,0,2,22
683,customer-184164,0,51,92,5,22
684,customer-184163,0,51,17,3,22
685,customer-184162,0,51,25,8,22
686,customer-127207,0,51,34,6,22
687,customer-127567,0,51,99,9,22
688,customer-51495,0,51,10,24,22
689,customer-317596,0,51,96,5,22
690,customer-317595,0,51,24,9,22
691,customer-127461,0,51,22,15,22
692,customer-127439,0,51,88,5,22
693,customer-125241,0,51,61,9,22
694,customer-125255,0,51,97,26,22
695,customer-125254,0,51,3,18,22
696,customer-125253,0,51,11,8,22
697,customer-125252,0,51,34,11,22
698,customer-125250,0,51,47,23,22
699,customer-125251,0,51,43,15,22
700,customer-159471,0,51,16,12,22
701,customer-159470,0,51,19,12,22
702,customer-42237,0,51,96,9,22
703,customer-125377,0,51,12,15,22
704,customer-269583,0,51,98,8,22
705,customer-269582,0,51,7,8,22
706,customer-269581,0,51,16,8,22
707,customer-159935,0,51,11,8,22
708,customer-159936,0,51,11,9,22
709,customer-183637,0,51,4,11,22
710,customer-159702,0,51,15,9,22
711,customer-183639,0,51,11,20,22
712,customer-183638,0,51,8,17,22
713,customer-183636,0,51,11,5,22
714,customer-473879,0,51,12,3,22
715,customer-125984,0,51,2,12,22
716,customer-126114,0,51,31,11,22
717,customer-126113,0,51,39,11,22
718,customer-125983,0,51,88,11,22
719,customer-125982,0,51,78,6,22
720,customer-270631,0,51,9,11,22
721,customer-125981,0,51,28,3,22
722,customer-472332,0,51,4,23,22
723,customer-472333,0,51,99,11,22
724,customer-126348,0,51,88,17,22
725,customer-126347,0,51,6,9,22
726,customer-471943,0,51,13,20,22
727,customer-472710,0,51,3,11,22
728,customer-271161,0,51,7,8,22
729,customer-271160,0,51,14,8,22
730,customer-319013,0,51,29,14,22
731,customer-125611,0,51,51,15,22
732,customer-270097,0,51,6,12,22
733,customer-125613,0,51,51,14,22
734,customer-125614,0,51,42,11,22
735,customer-270096,0,51,14,12,22
736,customer-125617,0,51,79,5,22
737,customer-125616,0,51,42,6,22
738,customer-125615,0,51,38,11,22
739,customer-125610,0,51,53,8,22
740,customer-125608,0,51,0,3,22
741,customer-125609,0,51,53,2,22
742,customer-159231,0,51,13,9,22
743,customer-159230,0,51,17,14,22
744,customer-270574,0,51,36,15,22
745,customer-125744,0,51,16,12,22
746,customer-125743,0,51,21,15,22
747,customer-131387,0,51,81,9,22
748,customer-131386,0,51,21,12,22
749,customer-457541,0,51,13,21,22
750,customer-156966,0,51,11,20,22
751,customer-130820,0,51,0,5,22
752,customer-130819,0,51,21,8,22
753,customer-277529,0,51,91,21,22
754,customer-391145,0,51,14,6,22
755,customer-391144,0,51,12,6,22
756,customer-391143,0,51,14,8,22
757,customer-391146,0,51,19,8,22
758,customer-391148,0,51,26,12,22
759,customer-50522,0,51,16,18,22
760,customer-50523,0,51,5,12,22
761,customer-391147,0,51,23,9,22
762,customer-315520,0,51,34,14,22
763,customer-126845,0,52,26,14,22
764,customer-469676,0,52,13,27,22
765,customer-18270,0,52,8,8,22
766,customer-18269,0,52,23,17,22
767,customer-18268,0,52,22,15,22
768,customer-18267,0,52,16,6,22
769,customer-18266,0,52,12,3,22
770,customer-18265,0,52,18,9,22
771,customer-272722,0,52,9,5,22
