id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5
245,product-166,47,77,59,60,56,142,53
246,product-1840,47,115,124,81,117,119,120
247,product-1582,48,57,96,107,103,100,109
248,product-1928,48,82,166,39,31,36,32
249,product-1791,48,91,90,92,97,106,99
250,product-1016,48,103,24,32,27,22,173
251,product-1442,48,106,65,64,69,133,68
252,product-756,48,118,61,67,67,66,137
253,product-505,49,64,87,94,87,92,111
254,product-1076,49,84,117,116,112,118,86
255,product-1330,49,109,152,159,156,43,160
256,product-1391,49,110,0,0,217,0,0
257,product-313,49,121,112,85,83,91,84
258,product-1761,49,130,88,93,107,95,91
259,product-727,49,143,91,107,106,113,110
260,product-1435,50,56,161,159,39,159,163
261,product-1545,50,61,54,150,49,54,46
262,product-175,50,73,130,73,74,69,75
263,product-1987,50,73,0,0,0,0,215
264,product-762,50,98,48,47,149,52,56
265,product-1964,50,124,72,72,129,72,71
266,product-1123,50,142,135,138,140,138,65
267,product-1070,51,52,30,167,35,30,29
268,product-1154,51,59,83,76,84,121,83
269,product-1302,51,68,151,154,153,47,148
270,product-1309,51,92,11,192,8,13,9
271,product-1624,51,96,146,56,58,58,56
272,product-499,51,118,112,84,91,85,85
273,product-1341,51,129,126,69,69,72,72
274,product-675,51,144,91,110,106,107,108
275,product-151,52,63,18,24,24,181,18
276,product-1298,52,65,90,106,99,99,92
277,product-770,52,69,39,41,159,40,44
278,product-207,52,74,104,108,108,107,96
279,product-270,52,87,5,197,7,2,0
280,product-26,52,94,59,143,56,55,59
281,product-303,52,98,16,13,13,17,186
282,product-186,52,110,177,177,167,28,176
283,product-1068,52,115,98,106,89,91,98
284,product-1638,52,117,152,151,158,156,44
285,product-1317,52,126,0,0,232,0,0
286,product-858,53,80,131,136,69,135,129
287,product-1899,53,82,78,86,82,119,82
288,product-163,53,110,121,79,82,84,84
289,product-5,53,113,32,37,31,31,165
290,product-99,53,130,131,136,136,68,130
291,product-900,54,62,179,181,182,18,183
292,product-1396,54,67,8,7,194,7,3
293,product-1786,54,89,125,125,118,77,124
294,product-1166,54,90,5,198,0,6,0
295,product-1639,54,107,8,12,12,189,12
296,product-642,54,135,0,0,0,232,0
297,product-521,54,136,17,17,180,20,18
298,product-1238,54,137,48,48,43,48,152
299,product-1017,54,142,151,47,47,52,50
300,product-301,54,146,186,15,15,13,10
301,product-1696,54,146,155,41,42,48,41
302,product-936,55,65,174,24,24,22,22
303,product-616,55,67,125,126,70,126,131
304,product-886,55,67,111,104,109,91,114
305,product-423,55,85,0,0,0,237,0
306,product-1269,55,87,0,0,237,0,0
307,product-55,55,99,26,27,21,19,177
308,product-1286,55,107,101,102,102,100,100
309,product-31,55,117,31,171,168,164,168
310,product-1292,56,80,84,113,86,84,84
311,product-1996,56,88,0,198,0,5,2
312,product-473,56,94,148,57,57,55,57
313,product-465,56,98,2,197,7,8,3
314,product-456,56,105,189,16,7,13,9
315,product-1310,56,119,70,127,78,68,73
316,product-1044,56,120,98,107,106,102,107
317,product-1169,56,122,27,168,178,171,169
318,product-843,56,143,200,3,194,197,193
319,product-1387,57,66,111,111,116,115,89
320,product-512,57,93,16,18,11,11,186
321,product-1419,57,112,30,36,166,38,37
322,product-978,57,121,51,147,145,150,148
323,product-310,57,133,113,105,108,104,92
324,product-1022,57,133,103,96,108,100,102
325,product-417,57,147,62,143,53,57,58
326,product-1136,57,148,59,60,141,60,64
327,product-1889,57,149,109,106,89,112,116
328,product-27,57,151,102,104,96,104,102
329,product-147,58,61,37,27,32,36,168
330,product-217,58,135,41,42,39,37,163
331,product-611,58,144,20,177,23,22,27
332,product-651,58,151,0,0,218,0,0
333,product-1102,59,114,21,20,183,20,17
334,product-1723,59,119,0,207,0,0,0
335,product-1196,59,122,0,0,0,206,0
336,product-729,59,134,27,27,168,32,27
337,product-1798,59,143,63,72,69,66,133
338,product-1145,59,144,125,123,119,120,77
339,product-1962,59,148,112,107,112,109,90
340,product-1360,60,96,58,141,146,138,142
341,product-1266,60,106,54,53,58,55,147
342,product-343,60,113,70,126,131,132,130
343,product-1390,60,117,114,81,85,84,86
344,product-1770,60,120,136,64,69,61,63
345,product-1984,60,123,126,126,126,122,73
346,product-682,60,129,114,90,85,85,86
347,product-1324,60,138,25,172,180,171,178
348,product-899,60,146,143,62,133,141,134
349,product-683,61,66,58,145,140,141,146
350,product-1554,61,78,25,19,20,21,180
351,product-319,61,92,70,71,126,73,79
352,product-1494,61,96,110,90,108,115,109
353,product-1144,61,118,167,33,167,166,164
354,product-1750,61,138,164,33,165,165,165
355,product-1682,61,142,0,0,0,0,228
356,product-687,61,152,19,23,20,27,178
357,product-1127,62,62,116,126,121,79,121
358,product-1933,62,100,34,161,167,164,170
359,product-1139,62,134,32,31,31,26,169
360,product-1894,62,145,35,38,161,44,36
361,product-1304,62,151,92,109,90,91,95
362,product-1919,63,65,98,95,94,101,98
363,product-1032,63,87,143,139,145,142,56
364,product-24,63,106,145,141,143,148,57
365,product-85,63,112,0,0,264,0,0
366,product-1002,63,114,57,55,48,148,53
367,product-916,63,138,31,26,26,174,27
368,product-804,63,147,18,18,15,17,187
369,product-1679,63,153,33,164,41,39,33
370,product-964,64,68,150,150,45,156,155
371,product-196,64,74,44,157,153,152,161
372,product-637,64,76,185,179,185,17,181
373,product-1777,64,78,107,111,114,108,91
374,product-1641,64,91,0,0,233,0,0
375,product-1020,64,92,150,50,155,150,149
376,product-124,64,107,96,100,96,105,97
377,product-440,64,118,155,42,162,155,156
378,product-1645,64,126,144,139,144,56,144
379,product-87,64,133,66,139,64,57,58
380,product-184,64,143,110,86,92,93,95
381,product-1671,64,147,150,48,53,47,54
382,product-1911,64,151,36,33,34,166,30
383,product-1888,64,153,0,0,251,0,0
384,product-1925,65,81,122,73,80,73,74
385,product-1512,65,85,32,32,25,28,170
386,product-1602,65,107,75,121,76,75,84
387,product-1670,65,108,43,38,41,162,33
388,product-726,65,112,23,22,13,182,20
389,product-428,65,127,79,74,78,75,121
390,product-1799,65,159,65,132,132,135,134
391,product-6,66,70,5,190,11,12,5
392,product-320,66,72,0,0,213,0,0
393,product-1702,66,72,20,19,180,15,15
394,product-367,66,82,80,119,85,85,84
395,product-948,66,106,139,138,137,63,132
396,product-1738,66,106,105,110,111,91,111
397,product-1253,66,119,93,102,101,94,94
398,product-1588,66,125,0,0,209,0,0
399,product-1584,66,127,138,140,142,137,61
400,product-931,66,147,0,0,3,201,2
401,product-549,66,151,84,121,75,83,78
402,product-180,67,103,249,0,0,0,0
403,product-1905,67,106,0,0,0,217,0
404,product-32,67,142,27,28,32,30,170
405,product-220,67,143,108,107,102,94,111
406,product-1979,67,149,0,0,0,217,0
407,product-1059,67,155,144,53,147,143,147
408,product-1254,67,158,59,50,145,53,52
409,product-1543,67,158,115,83,121,115,115
410,product-327,68,92,16,17,22,22,181
411,product-613,68,94,0,0,0,0,218
412,product-1308,68,97,177,178,175,179,26
413,product-1384,68,98,73,123,126,131,126
414,product-119,68,152,241,0,0,0,0
415,product-1653,68,164,34,169,163,162,167
416,product-1722,69,74,152,50,151,155,154
417,product-1090,69,89,146,57,52,53,58
418,product-22,69,95,0,228,0,0,0
419,product-1314,69,120,77,128,118,124,120
420,product-240,69,126,94,101,105,111,102
421,product-990,69,126,79,87,89,87,116
422,product-446,69,130,153,43,160,162,157
423,product-1,69,133,18,20,21,12,184
424,product-468,69,147,54,54,49,150,55
425,product-113,69,156,185,17,11,11,17
426,product-1381,70,75,177,27,175,171,169
427,product-1950,70,80,89,83,112,84,93
428,product-123,70,85,153,153,158,157,44
429,product-1740,70,95,37,45,160,44,42
430,product-732,70,102,14,11,11,191,4
431,product-641,70,126,71,124,76,79,79
432,product-550,70,137,160,161,165,37,167
433,product-1991,70,142,147,54,144,150,144
434,product-564,70,146,0,0,210,0,0
435,product-195,70,155,127,118,119,121,78
436,product-189,71,78,42,38,45,159,44
437,product-492,71,100,15,189,185,183,189
438,product-388,71,105,111,112,116,86,114
439,product-1410,71,127,68,64,69,133,62
440,product-1281,71,150,113,118,118,114,84
441,product-630,71,165,0,0,0,0,202
442,product-411,72,80,82,115,116,119,115
443,product-1612,72,97,14,185,190,189,186
444,product-793,72,107,0,0,205,0,0
445,product-1628,72,126,126,77,79,72,75
446,product-1371,72,134,52,50,149,53,50
447,product-1104,72,146,8,4,11,192,7
448,product-1113,72,160,197,1,2,0,4
449,product-459,73,93,22,17,17,183,13
450,product-1411,73,95,15,15,189,6,9
451,product-17,73,100,24,24,28,172,23
452,product-1527,73,104,0,212,0,0,0
453,product-1450,73,119,114,110,87,108,115
454,product-622,73,129,170,168,30,174,175
455,product-1793,73,134,188,14,187,190,183
456,product-317,73,143,121,111,112,84,115
457,product-384,73,153,64,57,54,141,57
458,product-865,73,160,62,66,60,68,137
459,product-907,73,160,161,39,40,39,36
460,product-116,73,163,120,75,79,80,76
461,product-1980,74,83,34,32,30,33,170
462,product-1869,74,85,197,6,1,0,2
463,product-203,74,95,139,63,56,65,56
464,product-892,74,99,107,107,105,105,91
465,product-981,74,116,64,138,59,66,60
466,product-1441,74,118,34,38,165,36,34
467,product-1636,74,126,75,75,122,74,76
468,product-82,74,165,93,105,110,109,103
469,product-1872,75,95,59,56,145,50,54
470,product-19,75,97,33,170,169,168,168
471,product-736,75,100,129,73,122,130,126
472,product-274,75,119,38,160,163,158,165
473,product-1926,75,133,226,0,0,0,0
474,product-1943,75,137,158,159,151,44,151
475,product-1089,75,147,18,177,185,177,178
476,product-1428,75,156,142,143,140,147,55
477,product-145,75,167,0,0,0,0,239
478,product-1051,76,83,215,0,0,0,0
479,product-1972,76,89,23,28,173,29,22
480,product-1048,76,97,86,109,88,87,87
481,product-1150,76,104,142,58,62,57,56
482,product-1445,76,104,113,117,113,84,112
483,product-1566,76,104,98,91,106,89,94
484,product-1748,76,129,94,104,109,105,101
485,product-1345,76,134,0,220,0,0,0
486,product-952,76,137,23,20,17,24,180
487,product-814,76,144,8,7,189,6,10
488,product-457,76,149,116,113,122,121,82
489,product-1620,76,151,78,117,121,117,122
490,product-1697,76,155,104,96,107,107,106
491,product-312,77,98,77,120,79,80,80
492,product-1075,77,105,0,0,0,256,0
493,product-393,77,112,46,150,54,52,54
494,product-1019,77,122,122,78,127,126,120
495,product-1951,77,125,164,164,41,163,159
496,product-578,77,126,66,129,132,138,137
497,product-1000,77,134,20,24,181,20,21
498,product-1590,77,146,147,48,155,154,153
499,product-508,77,170,203,0,0,2,0
500,product-1111,78,102,85,86,113,82,91
501,product-823,78,115,75,122,73,79,76
502,product-1190,78,117,133,126,72,123,123
503,product-845,78,132,58,144,61,56,59
504,product-830,79,107,31,22,26,174,24
505,product-212,79,120,159,46,149,149,155
506,product-918,79,123,0,0,223,0,0
507,product-346,79,149,100,102,100,96,96
508,product-1882,79,159,91,89,90,91,109
509,product-854,79,163,29,28,30,34,170
510,product-1844,79,177,159,164,156,156,40
511,product-223,80,98,2,2,202,0,0
512,product-368,80,108,131,132,66,135,132
513,product-1727,80,115,24,16,18,179,19
514,product-299,80,117,163,161,157,41,158
515,product-478,80,118,0,251,0,0,0
516,product-1553,80,126,70,75,128,67,76
517,product-315,80,142,77,78,81,121,79
518,product-1680,80,146,88,83,81,114,85
519,product-718,80,159,71,66,69,132,71
520,product-1311,80,165,14,186,19,15,9
521,product-350,80,167,107,107,113,88,115
522,product-281,81,89,167,33,34,37,28
523,product-1035,81,97,47,48,48,47,157
524,product-582,81,101,146,148,49,150,155
525,product-250,81,113,0,0,0,0,273
526,product-410,81,120,135,63,69,67,62
527,product-1838,81,121,57,60,138,64,65
528,product-1510,81,131,78,81,79,82,121
529,product-1730,81,137,160,162,41,154,159
530,product-808,81,147,145,60,144,142,141
531,product-1500,81,149,0,233,0,0,0
532,product-197,81,151,80,121,120,115,117
533,product-1885,81,153,77,77,84,76,119
534,product-717,81,158,184,191,193,194,11
535,product-1695,81,160,199,197,194,6,191
536,product-493,81,172,81,124,117,122,123
537,product-1250,82,82,94,88,109,92,92
538,product-1760,82,85,101,108,103,95,104
539,product-239,82,92,131,70,64,70,64
540,product-1762,82,92,147,58,145,146,139
541,product-1862,82,95,147,50,151,148,151
542,product-835,82,96,0,0,0,0,209
543,product-84,82,104,222,0,0,0,0
544,product-1333,82,124,120,123,124,81,116
545,product-1931,82,124,64,135,70,68,62
546,product-794,82,125,82,79,76,119,76
547,product-678,82,136,179,19,177,183,183
548,product-1325,82,136,138,61,137,135,134
549,product-1824,82,155,49,148,54,48,51
550,product-260,82,173,4,7,194,4,11
551,product-231,83,84,137,136,68,137,135
552,product-1293,83,89,158,165,37,167,163
553,product-290,83,91,96,92,96,106,93
554,product-341,83,91,12,17,14,183,16
555,product-495,83,92,24,181,23,16,17
556,product-685,83,112,176,185,20,183,176
557,product-266,83,122,109,102,100,99,96
558,product-1613,83,136,151,47,47,44,53
559,product-135,83,141,0,0,253,0,0
560,product-246,83,160,156,47,153,150,156
561,product-674,83,174,136,59,69,66,68
562,product-1605,84,85,62,65,135,61,66
563,product-149,84,102,80,72,77,125,70
564,product-933,84,102,50,47,148,51,51
565,product-323,84,106,0,0,0,222,0
566,product-1699,84,115,151,153,44,158,156
567,product-258,84,118,142,143,152,152,53
568,product-735,84,134,129,66,135,139,138
569,product-225,84,142,121,118,116,79,117
570,product-1732,84,146,34,39,35,41,164
571,product-1924,84,148,157,164,160,158,38
572,product-10,84,159,42,43,156,43,41
573,product-336,84,165,158,163,41,157,159
574,product-1615,84,171,93,92,100,93,104
575,product-995,85,89,0,212,0,0,0
576,product-1529,85,91,0,0,0,0,224
577,product-1518,85,97,102,110,95,103,104
578,product-1788,85,98,168,27,32,37,34
579,product-924,85,114,9,195,6,1,9
580,product-826,85,133,3,193,196,194,192
581,product-985,85,148,82,87,84,82,114
582,product-1745,85,150,106,102,103,95,105
583,product-1764,86,87,21,183,180,184,178
584,product-640,86,106,84,77,80,76,121
585,product-1239,86,111,149,50,148,151,152
586,product-230,86,117,166,165,170,173,30
587,product-109,86,124,74,66,67,70,130
588,product-461,86,131,147,152,146,151,53
589,product-179,86,134,151,47,50,50,45
590,product-1912,86,135,150,45,156,153,155
591,product-891,86,144,75,123,126,129,125
592,product-1265,86,147,0,0,0,0,248
593,product-877,86,156,94,96,97,95,102
594,product-1668,86,160,88,108,109,114,113
595,product-602,86,162,58,146,54,56,56
596,product-1369,86,166,30,174,174,170,168
597,product-1879,86,166,113,84,90,90,85
598,product-222,86,170,117,79,88,87,81
599,product-52,86,175,43,152,48,52,47
600,product-1206,86,176,86,80,85,118,81
601,product-33,87,90,234,0,0,0,0
602,product-1098,87,105,152,145,155,146,50
603,product-365,87,133,48,156,49,48,43
604,product-715,87,146,163,159,37,168,163
605,product-1443,87,149,104,108,102,106,96
606,product-1041,87,152,45,50,42,153,52
607,product-471,87,158,35,39,161,40,44
608,product-1215,87,158,122,73,78,73,74
609,product-1009,87,159,0,0,0,0,221
610,product-442,87,170,61,139,65,66,63
611,product-1949,87,178,170,28,175,175,168
612,product-211,87,180,62,60,61,138,65
613,product-1883,88,111,128,74,67,68,73
614,product-961,88,118,88,112,114,112,115
615,product-604,88,129,1,1,0,3,200
616,product-1649,88,136,57,138,147,145,146
617,product-1156,88,147,78,127,73,77,71
618,product-813,88,158,40,33,36,164,32
619,product-1715,88,180,94,100,105,99,95
620,product-1252,89,91,61,134,70,70,67
621,product-1601,89,98,176,24,29,27,20
622,product-825,89,99,137,142,139,137,62
623,product-171,89,110,20,16,24,24,180
624,product-1574,89,116,147,50,52,57,55
625,product-1055,89,124,138,58,61,64,63
626,product-253,89,128,27,32,26,171,31
627,product-1908,89,140,91,107,114,104,109
628,product-188,89,176,106,108,111,91,107
629,product-1478,89,179,196,199,193,4,196
630,product-1540,90,100,172,174,25,180,177
631,product-1072,90,116,161,43,157,157,159
632,product-1457,90,137,198,6,2,0,3
633,product-617,90,138,56,63,61,141,62
634,product-329,90,139,105,95,103,101,108
635,product-1958,90,154,61,137,134,137,144
636,product-158,90,164,140,143,143,141,56
637,product-198,90,165,142,55,145,149,143
638,product-1846,90,177,80,119,123,119,122
639,product-1644,90,182,105,108,110,95,109
640,product-1934,91,108,147,146,153,49,151
641,product-1826,91,125,49,51,47,154,41
642,product-1458,91,149,187,9,195,190,191
643,product-1223,92,93,49,55,150,51,47
644,product-490,92,104,0,0,0,214,0
645,product-728,92,113,101,107,106,96,100
646,product-1432,92,115,140,136,135,63,136
647,product-620,92,119,184,21,183,184,180
648,product-1600,92,122,160,44,161,157,155
649,product-688,92,144,56,51,60,144,54
650,product-1192,93,106,185,20,15,10,10
651,product-1692,93,113,119,83,85,80,83
652,product-480,93,116,82,115,117,119,118
653,product-1228,93,119,45,43,46,152,47
654,product-1795,93,120,75,121,77,79,83
655,product-402,93,143,30,172,173,166,174
656,product-1146,93,160,0,202,0,0,2
657,product-268,93,175,101,99,102,103,102
658,product-1803,93,177,82,83,82,84,118
659,product-1794,93,191,165,169,33,167,169
660,product-485,94,111,63,61,142,61,54
661,product-1468,94,140,154,156,157,46,155
662,product-1916,94,140,186,13,13,12,12
663,product-541,94,145,15,19,180,16,17
664,product-797,94,152,12,186,17,11,13
665,product-11,94,158,94,107,96,93,91
666,product-1865,94,163,38,36,42,160,43
667,product-600,94,164,142,150,144,54,148
668,product-1186,94,165,182,14,22,23,22
669,product-415,94,173,64,68,132,67,63
670,product-1198,94,178,135,70,63,61,60
671,product-1213,94,178,165,35,32,34,35
672,product-1801,94,178,90,84,112,87,85
673,product-1914,95,104,85,93,85,110,92
674,product-1657,95,109,250,0,0,0,0
675,product-1773,95,119,45,43,49,156,46
676,product-818,95,121,26,32,25,171,34
677,product-66,95,131,184,176,21,176,181
678,product-1283,95,131,70,71,71,134,66
