ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
215,product-398967,0,50,29,24,34,14,86
216,product-232501,0,50,63,29,27,24,86
217,product-101651,0,50,53,2,23,49,86
218,product-144195,0,50,70,30,36,65,86
219,product-314246,0,62,55,0,22,2,86
220,product-11235,0,62,38,2,22,9,86
221,product-55786,0,62,45,3,22,41,86
222,product-37540,0,62,56,37,26,60,86
223,product-114058,0,62,56,14,23,34,86
224,product-127798,0,62,61,32,25,46,86
225,product-359787,0,62,69,0,22,17,86
226,product-123761,0,62,63,3,22,77,86
227,product-142828,0,62,71,38,45,61,86
228,product-104923,0,62,59,44,33,64,86
229,product-56762,0,62,53,10,22,58,86
230,product-277232,0,62,75,23,26,13,86
231,product-122766,0,62,66,6,22,72,86
232,product-202873,0,62,58,35,33,39,86
233,product-67649,0,62,48,24,27,33,86
234,product-10072,0,62,37,17,32,9,86
235,product-50518,0,62,52,9,24,53,86
236,product-122987,0,62,66,10,22,71,86
237,product-32611,0,62,43,9,23,28,86
238,product-109361,0,62,56,5,22,75,86
239,product-182710,0,62,46,14,30,33,86
240,product-82842,0,62,46,24,28,24,86
241,product-318656,0,62,49,4,24,9,86
242,product-83970,0,62,45,10,26,25,86
243,product-109788,0,62,63,29,25,74,86
244,product-126540,0,62,66,4,22,71,86
245,product-47430,0,62,53,27,20,59,86
246,product-127459,0,62,69,35,30,64,86
247,product-106683,0,62,64,13,27,76,86
248,product-108334,0,62,51,18,29,33,86
249,product-142036,0,62,71,37,26,85,86
250,product-294535,0,62,44,30,25,15,86
251,product-44757,0,62,55,28,28,54,86
252,product-122323,0,62,67,29,25,67,86
253,product-137767,0,62,71,34,28,71,86
254,product-227443,0,62,48,13,25,15,86
255,product-137926,0,62,62,11,26,28,86
256,product-201884,0,62,54,2,22,28,86
257,product-201238,0,62,55,8,23,29,86
258,product-194079,0,62,30,14,28,12,86
259,product-226456,0,62,65,6,22,24,86
260,product-272290,0,62,74,39,28,13,86
261,product-163626,0,62,55,18,24,26,86
262,product-98915,0,62,56,8,21,61,86
263,product-72502,0,75,43,34,30,15,85
264,product-254945,0,75,69,25,22,2,85
265,product-169945,0,75,51,20,28,18,85
266,product-31090,0,75,44,14,25,32,85
267,product-361576,0,75,76,63,48,17,85
268,product-105690,0,75,61,15,27,69,85
269,product-360198,0,75,64,17,22,8,85
270,product-23569,0,75,66,12,23,65,85
271,product-276625,0,75,61,7,23,26,85
272,product-54700,0,75,52,24,22,57,85
273,product-213631,0,75,52,26,36,15,85
274,product-84986,0,75,52,29,28,38,85
275,product-244591,0,75,63,4,23,33,85
276,product-244589,0,75,63,6,23,34,85
277,product-47573,0,75,48,15,24,33,85
278,product-355026,0,75,74,57,37,12,85
279,product-180368,0,75,24,24,37,11,85
280,product-245284,0,75,67,41,33,17,85
281,product-59467,0,75,39,17,32,16,85
282,product-106333,0,75,57,22,29,59,85
283,product-127431,0,75,55,3,22,17,85
284,product-376232,0,75,71,4,23,21,85
285,product-218320,0,75,60,40,31,38,85
286,product-93870,0,75,39,4,23,19,85
287,product-340005,0,75,68,24,28,12,85
288,product-121420,0,75,55,11,27,21,85
289,product-302393,0,75,56,32,31,26,85
290,product-78424,0,88,40,45,26,8,85
291,product-37757,0,88,55,34,25,61,85
292,product-78381,0,88,45,11,25,19,85
293,product-104301,0,88,60,32,26,64,85
294,product-221311,0,88,25,0,22,8,85
295,product-205270,0,88,32,9,25,8,85
296,product-139439,0,88,68,26,24,86,85
297,product-296880,0,88,80,46,33,36,85
298,product-122801,0,88,64,0,22,57,85
299,product-129053,0,88,57,0,22,40,85
300,product-300419,0,88,58,3,22,43,85
301,product-300738,0,88,60,50,26,31,85
302,product-146425,0,88,68,14,21,65,85
303,product-257756,0,88,36,24,25,20,85
304,product-256791,0,88,35,28,24,17,85
305,product-204296,0,88,55,6,22,18,85
306,product-123023,0,88,64,19,22,53,85
307,product-67681,0,88,43,6,24,18,85
308,product-276397,0,88,71,70,44,26,85
309,product-141637,0,88,67,11,24,75,85
310,product-133927,0,88,58,5,22,48,85
311,product-376806,0,88,66,8,23,62,85
312,product-111511,0,88,58,4,22,72,85
313,product-85067,0,88,41,0,22,9,85
314,product-15553,0,88,42,17,25,24,85
315,product-11989,0,88,38,2,22,13,85
316,product-40176,0,88,50,15,25,40,85
317,product-181381,0,88,23,26,46,15,85
318,product-214228,0,88,56,24,26,28,85
319,product-27443,0,88,43,13,23,29,85
320,product-87389,0,88,44,0,22,23,85
321,product-107586,0,88,56,2,22,77,85
322,product-87974,0,88,52,0,22,69,85
323,product-127239,0,88,69,32,30,64,85
324,product-138001,0,88,71,27,27,70,85
325,product-138229,0,88,71,27,27,70,85
326,product-201781,0,88,76,8,23,61,85
327,product-35723,0,88,42,23,27,16,85
328,product-163336,0,88,55,16,25,28,85
329,product-306265,0,88,63,46,33,26,85
330,product-99905,0,88,58,2,22,59,85
331,product-305785,0,88,62,0,22,9,85
332,product-101316,0,88,62,6,22,76,85
333,product-70309,0,88,40,14,23,7,85
334,product-122356,0,88,64,20,22,53,85
335,product-98792,0,88,44,2,22,26,85
336,product-335750,0,88,66,15,22,18,85
337,product-94506,0,88,52,5,22,46,85
338,product-192619,0,88,56,2,22,20,85
339,product-266839,0,88,68,42,32,8,85
340,product-100146,0,88,58,2,22,59,85
341,product-71290,2,3,40,16,23,9,85
342,product-64330,2,3,38,21,26,6,85
343,product-124469,2,3,59,6,22,44,85
344,product-218699,2,3,61,30,26,41,85
345,product-126008,2,3,60,14,24,46,85
346,product-217466,2,3,57,16,24,29,85
347,product-69498,2,3,39,7,22,7,85
348,product-123021,2,3,64,15,22,54,85
349,product-312919,2,3,71,0,22,62,85
350,product-122803,2,3,64,4,22,56,85
351,product-123870,2,3,59,6,22,42,85
352,product-124274,2,3,59,10,22,43,85
353,product-309702,2,3,62,2,22,13,85
354,product-123426,2,3,64,11,23,55,85
355,product-4442,2,3,40,34,35,10,85
356,product-129054,2,3,57,2,22,40,85
357,product-201293,2,3,58,37,37,36,85
358,product-53178,2,3,52,17,24,53,85
359,product-127098,2,3,66,2,22,73,85
360,product-326225,2,3,62,30,24,17,85
361,product-323722,2,3,61,20,28,18,85
362,product-213087,2,3,56,30,29,27,85
363,product-21162,2,3,44,14,26,33,85
364,product-327107,2,3,62,26,24,18,85
365,product-279234,2,3,75,43,35,16,85
366,product-88596,2,3,54,30,28,46,85
367,product-108372,2,3,55,6,21,74,85
368,product-247133,2,3,41,4,23,27,85
369,product-85328,2,3,42,2,22,12,85
370,product-86370,2,3,44,8,23,19,85
371,product-100214,2,3,48,0,22,38,85
372,product-96455,2,3,51,22,30,35,85
373,product-98533,2,3,46,2,22,31,85
374,product-101354,2,3,58,9,23,62,85
375,product-28852,2,3,43,11,24,33,85
376,product-116253,2,3,62,19,26,65,85
377,product-298243,2,3,57,0,22,40,85
378,product-120251,2,3,59,20,22,36,85
379,product-10540,2,3,32,4,23,9,85
380,product-302999,2,3,59,4,23,47,85
381,product-303046,2,3,74,15,27,18,85
382,product-119385,2,3,70,38,32,79,85
383,product-304458,2,3,63,2,22,8,85
384,product-231916,2,3,67,3,22,58,85
385,product-110685,2,3,57,5,23,74,85
386,product-27728,2,3,43,10,23,28,85
387,product-237849,2,3,63,15,27,17,85
388,product-111696,2,3,57,2,22,76,85
389,product-139950,2,3,68,19,24,86,85
390,product-186708,2,3,54,32,24,15,85
391,product-390430,2,3,41,12,22,21,85
392,product-45732,2,3,48,2,22,32,85
393,product-169515,2,3,59,24,30,12,85
394,product-376662,2,3,66,6,23,62,85
395,product-142391,2,3,71,35,28,83,85
396,product-136082,2,3,64,14,22,39,85
397,product-142350,2,3,59,6,22,18,85
398,product-143028,2,3,64,9,23,30,85
399,product-142678,2,3,68,8,23,45,85
400,product-135101,2,3,68,12,22,80,85
401,product-383155,2,3,42,2,22,54,85
402,product-396855,2,3,37,20,30,36,85
403,product-51742,2,3,45,14,24,30,85
404,product-52099,2,3,51,13,24,48,85
405,product-42648,2,3,54,20,24,56,85
406,product-149909,2,3,64,0,22,30,85
407,product-146461,2,3,73,32,34,46,85
408,product-39487,2,3,36,2,22,11,85
409,product-191349,2,3,70,2,22,50,85
410,product-43159,2,3,55,29,27,55,85
411,product-132219,2,3,67,43,24,74,85
412,product-149553,2,3,68,2,22,44,85
413,product-192922,2,3,71,0,22,54,85
414,product-316146,2,5,48,4,23,12,86
415,product-309378,2,5,48,4,23,17,86
416,product-318372,2,5,68,20,28,35,86
417,product-221993,2,5,60,2,22,40,86
418,product-124076,2,5,59,9,22,42,86
419,product-309921,2,5,65,3,22,60,86
420,product-123661,2,5,59,2,22,43,86
421,product-220553,2,5,83,23,36,41,86
422,product-55119,2,5,53,14,23,59,86
423,product-334106,2,5,67,6,23,14,86
424,product-129675,2,5,68,27,26,82,86
425,product-53588,2,5,53,2,22,62,86
426,product-211539,2,5,51,29,30,16,86
427,product-325395,2,5,48,0,22,7,86
428,product-214604,2,5,56,35,22,26,86
429,product-208191,2,5,55,5,24,24,86
430,product-328394,2,5,61,41,27,9,86
431,product-57521,2,5,58,11,28,71,86
432,product-280593,2,5,66,17,25,21,86
433,product-105805,2,5,44,36,30,19,86
434,product-255235,2,5,35,23,25,17,86
435,product-285094,2,5,76,34,27,19,86
436,product-284543,2,5,66,37,25,25,86
437,product-281521,2,5,60,40,30,41,86
438,product-107083,2,5,61,15,23,71,86
439,product-107775,2,5,56,2,22,77,86
440,product-283047,2,5,66,28,26,23,86
441,product-269870,2,5,68,32,29,10,86
442,product-92755,2,5,57,22,28,57,86
443,product-276009,2,5,36,0,22,23,86
444,product-277054,2,5,61,4,23,18,86
445,product-274590,2,5,75,30,29,12,86
446,product-7296,2,5,33,11,25,10,86
447,product-300199,2,5,58,2,22,43,86
448,product-300448,2,5,71,3,22,16,86
449,product-119935,2,5,59,24,22,37,86
450,product-73131,2,5,44,3,22,19,86
451,product-119925,2,5,60,11,23,41,86
452,product-84547,2,5,42,2,23,10,86
453,product-109417,2,5,62,12,24,78,86
454,product-84206,2,5,51,32,29,37,86
455,product-112026,2,5,58,0,22,71,86
456,product-242627,2,5,63,2,23,33,86
457,product-81886,2,5,50,21,28,30,86
458,product-391244,2,5,39,13,26,18,86
459,product-179132,2,5,42,2,22,29,86
460,product-44745,2,5,56,36,29,60,86
461,product-377944,2,5,73,4,21,19,86
462,product-183287,2,5,66,2,22,46,86
463,product-134092,2,5,58,6,22,48,86
464,product-135898,2,5,64,12,23,38,86
465,product-136282,2,5,64,12,22,39,86
466,product-364700,2,5,67,44,38,5,86
467,product-148738,2,5,47,2,22,21,86
468,product-142799,2,5,66,0,22,75,86
469,product-344363,2,5,67,14,23,2,86
470,product-145590,2,5,67,14,20,59,86
471,product-194678,2,5,56,4,22,19,86
472,product-371945,2,5,60,6,25,6,86
473,product-171489,2,5,23,18,37,5,86
474,product-145364,2,5,67,2,22,72,86
475,product-153951,2,5,71,2,22,56,86
476,product-368807,2,5,56,7,24,20,86
477,product-141493,2,5,67,0,22,78,86
478,product-35713,2,5,42,8,25,20,86
479,product-228190,2,8,63,49,30,31,86
480,product-312853,2,8,71,20,32,41,86
481,product-223077,2,8,52,18,30,12,86
482,product-123868,2,8,59,3,22,44,86
483,product-336484,2,8,56,9,23,1,86
484,product-52731,2,8,49,11,25,45,86
485,product-20265,2,8,46,21,24,38,86
486,product-212383,2,8,54,3,22,34,86
487,product-56641,2,8,45,14,24,41,86
488,product-205731,2,8,59,32,23,47,86
489,product-56180,2,8,51,26,31,49,86
490,product-12433,2,8,40,7,25,21,86
491,product-207855,2,8,59,19,22,47,86
492,product-90701,2,8,43,32,35,16,86
493,product-278145,2,8,65,9,24,20,86
494,product-104504,2,8,60,42,26,63,86
495,product-250462,2,8,59,17,32,12,86
496,product-273251,2,8,60,5,22,21,86
497,product-102331,2,8,58,2,22,63,86
498,product-101355,2,8,58,7,23,62,86
499,product-101870,2,8,58,5,22,62,86
500,product-118457,2,8,49,0,22,19,86
501,product-78427,2,8,40,41,30,7,86
502,product-236769,2,8,53,9,22,23,86
503,product-236344,2,8,61,6,23,19,86
504,product-29105,2,8,46,15,26,44,86
505,product-120628,2,8,59,16,22,37,86
506,product-302606,2,8,56,35,31,26,86
507,product-303157,2,8,65,30,39,30,86
508,product-5165,2,8,68,40,32,9,86
509,product-288306,2,8,43,2,22,21,86
510,product-295320,2,8,59,33,34,39,86
511,product-293283,2,8,57,62,51,15,86
512,product-162529,2,8,51,5,21,15,86
513,product-41173,2,8,49,24,30,36,86
514,product-160568,2,8,66,2,23,25,86
515,product-143591,2,8,72,32,27,83,86
516,product-39013,2,8,54,16,27,50,86
517,product-45212,2,8,54,28,26,52,86
518,product-134270,2,8,58,2,22,48,86
519,product-18098,2,8,37,15,26,20,86
520,product-345346,2,8,69,26,27,9,86
521,product-42303,2,8,51,24,25,41,86
522,product-35016,2,8,67,32,25,58,86
523,product-42115,2,8,51,20,25,42,86
524,product-32764,2,8,59,56,42,80,86
525,product-39367,2,8,57,26,25,75,86
526,product-217910,2,9,61,26,26,42,86
527,product-218152,2,9,61,0,22,54,86
528,product-124471,2,9,59,12,22,43,86
529,product-126007,2,9,60,12,23,46,86
530,product-29246,2,9,57,46,33,81,86
531,product-228646,2,9,63,35,30,32,86
532,product-71552,2,9,55,29,28,73,86
533,product-63319,2,9,42,43,20,14,86
534,product-217738,2,9,33,17,24,11,86
535,product-67496,2,9,42,6,24,19,86
536,product-124272,2,9,59,5,22,44,86
537,product-123631,2,9,64,11,23,55,86
538,product-202803,2,9,55,17,22,19,86
539,product-331812,2,9,53,13,25,5,86
540,product-204493,2,9,58,0,22,34,86
541,product-197998,2,9,30,32,46,12,86
542,product-53605,2,9,51,24,23,52,86
543,product-53181,2,9,51,19,23,52,86
544,product-59010,2,9,38,28,30,12,86
545,product-126904,2,9,66,0,22,73,86
546,product-323720,2,9,61,24,29,17,86
547,product-126723,2,9,66,0,22,72,86
548,product-213367,2,9,60,0,22,47,86
549,product-209192,2,9,59,0,22,41,86
550,product-57546,2,9,52,28,30,54,86
551,product-88660,2,9,45,2,23,25,86
552,product-103897,2,9,59,45,25,61,86
553,product-104647,2,9,55,7,23,76,86
554,product-108458,2,9,56,4,23,65,86
555,product-108724,2,9,51,21,29,33,86
556,product-92278,2,9,57,22,29,57,86
557,product-91629,2,9,52,0,22,46,86
558,product-91434,2,9,47,16,23,32,86
559,product-93454,2,9,52,4,24,70,86
560,product-120090,2,9,59,22,22,37,86
561,product-120593,2,9,64,17,26,58,86
562,product-119070,2,9,61,12,23,47,86
563,product-292187,2,9,77,34,28,27,86
564,product-245846,2,9,63,14,23,31,86
565,product-241451,2,9,63,13,22,35,86
566,product-286456,2,9,76,34,27,21,86
567,product-293318,2,9,44,3,22,14,86
568,product-350239,2,9,67,24,32,5,86
569,product-49245,2,9,54,22,25,56,86
570,product-142212,2,9,71,34,28,83,86
571,product-348456,2,9,70,21,35,11,86
572,product-17061,2,9,47,26,25,42,86
573,product-392061,2,9,23,0,22,4,86
574,product-50063,2,9,46,20,25,32,86
575,product-143154,2,9,71,39,44,61,86
576,product-135897,2,9,64,17,22,39,86
577,product-142314,2,9,68,8,23,45,86
578,product-44769,2,9,53,24,23,49,86
579,product-14826,2,9,39,20,25,17,86
580,product-48847,2,9,46,22,26,30,86
581,product-136281,2,9,64,14,22,39,86
582,product-44984,2,9,53,26,23,50,86
583,product-132031,2,9,67,41,24,74,86
584,product-150242,2,9,60,9,23,15,86
585,product-134927,2,9,68,14,22,80,86
586,product-371064,2,9,57,0,22,12,86
587,product-134631,2,9,58,3,22,49,86
588,product-134558,2,9,69,15,23,81,86
589,product-142033,2,9,71,37,27,83,86
590,product-141492,2,9,67,0,22,79,86
591,product-121567,2,12,59,6,22,40,86
592,product-218638,2,12,58,20,23,19,86
593,product-218652,2,12,57,26,25,26,86
594,product-124468,2,12,59,2,22,45,86
595,product-64137,2,12,42,34,20,15,86
596,product-316534,2,12,56,4,23,18,86
597,product-62298,2,12,54,2,23,56,86
598,product-125867,2,12,55,22,22,18,86
599,product-125866,2,12,55,24,22,19,86
600,product-72142,2,12,53,33,23,68,86
601,product-307789,2,12,48,4,23,19,86
602,product-61768,2,12,61,34,32,77,86
603,product-121169,2,12,64,19,26,58,86
604,product-321034,2,12,60,10,29,2,86
605,product-71931,2,12,54,44,25,77,86
606,product-10847,2,12,48,12,27,52,86
607,product-217468,2,12,57,12,25,30,86
608,product-21954,2,12,61,20,28,93,86
609,product-29315,2,12,57,42,33,73,86
610,product-63175,2,12,53,35,23,62,86
611,product-62956,2,12,53,32,24,64,86
612,product-125364,2,12,66,11,23,75,86
613,product-63174,2,12,53,32,23,61,86
614,product-124361,2,12,71,28,34,66,86
615,product-123179,2,12,68,24,25,82,86
616,product-29633,2,12,42,15,24,29,86
617,product-313078,2,12,59,20,15,10,86
618,product-69919,2,12,65,15,29,47,86
619,product-310140,2,12,59,56,26,17,86
620,product-122358,2,12,64,23,29,52,86
621,product-22565,2,12,52,15,26,58,86
622,product-122584,2,12,64,24,29,52,86
623,product-122578,2,12,64,7,22,56,86
624,product-122802,2,12,64,2,22,57,86
625,product-122352,2,12,64,10,22,55,86
626,product-123966,2,12,63,0,22,76,86
627,product-315399,2,12,66,32,40,15,86
628,product-65765,2,12,50,43,33,36,86
629,product-121814,2,12,53,23,32,14,86
630,product-315971,2,12,72,4,21,65,86
631,product-314072,2,12,67,0,22,63,86
632,product-29711,2,12,54,0,22,74,86
633,product-29808,2,12,58,39,44,78,86
634,product-4443,2,12,40,25,38,7,86
635,product-129430,2,12,68,26,26,81,86
636,product-12988,2,12,47,21,35,43,86
637,product-12992,2,12,46,28,37,40,86
638,product-12997,2,12,46,28,29,38,86
639,product-202652,2,12,33,7,24,6,86
640,product-332286,2,12,53,15,25,5,86
641,product-128621,2,12,59,17,26,43,86
642,product-128312,2,12,69,47,30,65,86
643,product-331591,2,12,53,14,25,5,86
644,product-31269,2,12,58,57,35,76,86
645,product-12832,2,12,46,26,37,41,86
646,product-204130,2,12,30,4,24,12,86
647,product-52725,2,12,51,22,25,48,86
648,product-199262,2,12,58,39,37,36,86
649,product-199261,2,12,58,41,37,36,86
650,product-52341,2,12,46,5,22,37,86
651,product-20162,2,12,59,9,24,91,86
652,product-13147,2,12,46,30,37,40,86
653,product-200906,2,12,55,12,25,31,86
654,product-129921,2,12,67,18,26,74,86
655,product-53214,2,12,46,18,24,40,86
656,product-200556,2,12,54,12,23,21,86
657,product-128311,2,12,69,46,30,65,86
658,product-128310,2,12,69,44,30,64,86
