ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology
69,customer-202997,0,68,89,14,22
70,customer-183911,0,50,14,24,22
71,customer-272329,0,19,18,30,22
72,customer-18048,0,51,10,21,22
73,customer-18047,0,51,1,15,22
74,customer-469594,0,64,92,11,22
75,customer-51755,0,54,12,9,22
76,customer-158540,0,58,1,6,22
77,customer-202984,0,66,5,8,22
78,customer-387477,0,60,79,5,22
79,customer-387476,0,60,83,6,22
80,customer-387475,0,60,79,11,22
81,customer-469335,0,51,6,32,22
82,customer-469336,0,51,97,29,22
83,customer-469337,0,51,0,29,22
84,customer-82761,0,49,16,11,22
85,customer-272471,0,16,33,33,22
86,customer-202939,0,66,91,12,22
87,customer-32026,0,61,51,14,22
88,customer-18107,0,43,4,27,22
89,customer-32027,0,61,64,14,22
90,customer-126781,0,58,99,18,22
91,customer-126780,0,58,12,21,22
92,customer-183961,0,65,90,6,22
93,customer-469387,0,59,64,18,22
94,customer-469388,0,59,62,18,22
95,customer-469389,0,59,64,18,22
96,customer-469390,0,60,64,15,22
97,customer-469391,0,60,64,15,22
98,customer-469392,0,60,63,14,22
99,customer-272425,0,25,25,6,22
100,customer-469346,0,51,9,8,22
101,customer-18046,0,51,4,11,22
102,customer-126894,0,46,12,15,22
103,customer-468985,0,67,75,5,22
104,customer-158391,0,59,11,6,22
105,customer-158392,0,59,1,8,22
106,customer-184068,0,59,26,14,22
107,customer-202730,0,68,85,12,22
108,customer-18252,0,54,10,11,22
109,customer-18251,0,54,12,6,22
110,customer-18250,0,54,27,3,22
111,customer-18249,0,54,33,8,22
112,customer-127077,0,51,92,5,22
113,customer-468429,0,59,56,26,22
114,customer-317905,0,65,23,11,22
115,customer-31966,0,60,18,30,22
116,customer-31967,0,59,20,14,22
117,customer-317906,0,65,10,8,22
118,customer-272944,0,26,29,20,22
119,customer-468440,0,61,54,27,22
120,customer-468441,0,61,53,26,22
121,customer-468442,0,61,51,26,22
122,customer-202743,0,68,9,15,22
123,customer-387823,0,55,29,17,22
124,customer-272929,0,27,97,6,22
125,customer-273030,0,19,20,35,22
126,customer-158295,0,58,97,8,22
127,customer-158294,0,58,6,9,22
128,customer-317869,0,32,18,12,22
129,customer-202717,0,66,4,8,22
130,customer-158253,0,50,3,15,22
131,customer-468360,0,68,62,14,22
132,customer-273045,0,71,21,14,22
133,customer-273044,0,71,19,11,22
134,customer-468388,0,50,45,5,22
135,customer-127100,0,50,14,14,22
136,customer-273043,0,71,18,6,22
137,customer-158254,0,50,2,15,22
138,customer-468428,0,59,55,24,22
139,customer-468606,0,64,85,8,22
140,customer-184070,0,58,23,18,22
141,customer-51628,0,66,16,8,22
142,customer-18270,0,52,8,8,22
143,customer-18269,0,52,23,17,22
144,customer-18268,0,52,22,15,22
145,customer-18267,0,52,16,6,22
146,customer-18266,0,52,12,3,22
147,customer-18265,0,52,18,9,22
148,customer-18264,0,53,17,15,22
149,customer-18263,0,53,12,17,22
150,customer-18262,0,53,5,14,22
151,customer-184069,0,59,24,21,22
152,customer-468986,0,67,61,9,22
153,customer-272928,0,27,25,15,22
154,customer-127050,0,54,34,20,22
155,customer-202782,0,62,20,20,22
156,customer-272831,0,21,31,20,22
157,customer-126934,0,46,19,20,22
158,customer-387676,0,67,32,29,22
159,customer-272757,0,47,88,26,22
160,customer-468749,0,61,56,21,22
161,customer-468750,0,61,56,20,22
162,customer-387675,0,68,31,14,22
163,customer-387674,0,68,4,9,22
164,customer-272754,0,46,6,8,22
165,customer-202818,0,55,24,11,22
166,customer-468925,0,64,89,9,22
167,customer-272722,0,52,9,5,22
168,customer-126914,0,46,21,6,22
169,customer-468966,0,66,37,9,22
170,customer-468967,0,66,47,9,22
171,customer-468968,0,66,75,14,22
172,customer-202819,0,55,15,8,22
173,customer-158439,0,54,6,15,22
174,customer-272606,0,62,2,18,22
175,customer-468984,0,67,2,9,22
176,customer-202781,0,63,22,20,22
177,customer-202780,0,63,23,14,22
178,customer-126976,0,38,96,8,22
179,customer-387704,0,64,49,17,22
180,customer-387822,0,56,22,11,22
181,customer-468647,0,66,79,3,22
182,customer-387821,0,56,23,20,22
183,customer-127049,0,54,32,23,22
184,customer-127048,0,55,35,24,22
185,customer-387820,0,56,23,21,22
186,customer-272919,0,26,96,18,22
187,customer-468664,0,67,3,15,22
188,customer-468665,0,67,98,5,22
189,customer-468666,0,67,66,11,22
190,customer-127051,0,54,35,11,22
191,customer-317925,0,64,89,24,22
192,customer-184030,0,62,39,20,22
193,customer-468671,0,68,79,8,22
194,customer-468672,0,68,78,6,22
195,customer-468673,0,68,64,11,22
196,customer-272884,0,17,71,15,22
197,customer-158421,0,55,93,8,22
198,customer-158422,0,55,90,12,22
199,customer-202779,0,63,26,11,22
200,customer-468739,0,59,55,23,22
201,customer-272836,0,21,90,30,22
202,customer-317926,0,64,86,21,22
203,customer-18045,0,51,24,12,22
204,customer-387421,0,44,68,17,22
205,customer-203011,0,68,8,15,22
206,customer-271897,0,25,12,18,22
207,customer-387176,0,56,24,20,22
208,customer-471110,0,66,91,15,22
209,customer-387175,0,57,23,18,22
210,customer-387174,0,57,22,17,22
211,customer-318346,0,47,4,6,22
212,customer-68017,0,66,25,21,22
213,customer-471140,0,68,81,12,22
214,customer-318347,0,47,1,9,22
215,customer-82842,0,39,11,20,22
216,customer-271871,0,25,98,18,22
217,customer-17882,0,43,87,42,22
218,customer-17881,0,42,98,18,22
219,customer-82843,0,38,10,21,22
220,customer-82844,0,38,9,23,22
221,customer-471163,0,53,89,23,22
222,customer-72198,0,56,40,20,22
223,customer-158746,0,50,3,11,22
224,customer-203208,0,66,89,12,22
225,customer-471182,0,51,5,21,22
226,customer-271784,0,21,91,26,22
227,customer-318345,0,47,16,5,22
228,customer-72197,0,56,30,20,22
229,customer-471096,0,65,90,11,22
230,customer-203187,0,67,10,11,22
231,customer-470705,0,65,92,15,22
232,customer-470706,0,65,92,15,22
233,customer-51857,0,44,50,8,22
234,customer-387327,0,34,28,5,22
235,customer-318344,0,47,33,6,22
236,customer-470721,0,66,92,17,22
237,customer-82831,0,40,41,24,22
238,customer-82832,0,40,43,15,22
239,customer-271945,0,15,24,29,22
240,customer-470752,0,68,84,18,22
241,customer-387062,0,64,49,15,22
242,customer-42392,0,43,58,3,22
243,customer-470775,0,53,93,14,22
244,customer-203186,0,67,11,9,22
245,customer-82833,0,40,40,12,22
246,customer-82834,0,40,32,15,22
247,customer-158745,0,50,8,11,22
248,customer-470791,0,51,6,29,22
249,customer-271931,0,17,89,32,22
250,customer-82835,0,39,24,12,22
251,customer-82836,0,39,11,11,22
252,customer-82837,0,39,4,15,22
253,customer-203185,0,67,8,6,22
254,customer-387328,0,34,83,3,22
255,customer-271782,0,20,7,12,22
256,customer-471475,0,65,91,8,22
257,customer-386864,0,62,71,20,22
258,customer-271533,0,53,5,5,22
259,customer-471859,0,65,94,5,22
260,customer-271532,0,53,18,6,22
261,customer-386863,0,62,72,14,22
262,customer-126371,0,50,92,5,22
263,customer-386862,0,62,83,12,22
264,customer-386861,0,62,91,18,22
265,customer-17824,0,50,9,17,22
266,customer-17823,0,50,11,17,22
267,customer-17822,0,51,16,21,22
268,customer-17821,0,51,16,17,22
269,customer-271493,0,66,0,14,22
270,customer-183905,0,51,50,0,22
271,customer-271491,0,67,1,11,22
272,customer-126370,0,50,25,15,22
273,customer-183904,0,51,44,8,22
274,customer-158879,0,59,3,17,22
275,customer-158880,0,59,98,21,22
276,customer-203280,0,68,3,17,22
277,customer-203281,0,68,2,17,22
278,customer-183906,0,51,92,6,22
279,customer-126412,0,58,11,11,22
280,customer-203263,0,68,94,15,22
281,customer-17836,0,49,6,18,22
282,customer-471476,0,65,94,6,22
283,customer-318364,0,45,17,12,22
284,customer-126479,0,51,14,9,22
285,customer-318365,0,45,12,14,22
286,customer-203252,0,66,2,8,22
287,customer-471489,0,66,88,15,22
288,customer-271710,0,46,80,18,22
289,customer-387031,0,67,89,17,22
290,customer-42376,0,45,89,6,22
291,customer-471518,0,68,77,12,22
292,customer-158786,0,58,2,3,22
293,customer-271679,0,51,10,8,22
294,customer-42375,0,45,32,15,22
295,customer-126432,0,55,3,15,22
296,customer-126431,0,55,11,18,22
297,customer-183909,0,51,10,23,22
298,customer-471558,0,52,4,21,22
299,customer-318366,0,44,8,14,22
300,customer-203262,0,68,93,15,22
301,customer-32119,0,49,78,26,22
302,customer-271560,0,61,5,21,22
303,customer-17837,0,49,99,20,22
304,customer-271678,0,51,15,6,22
305,customer-203182,0,67,14,6,22
306,customer-126498,0,50,24,8,22
307,customer-387329,0,34,81,8,22
308,customer-318209,0,69,14,29,22
309,customer-51794,0,52,19,8,22
310,customer-158635,0,59,2,14,22
311,customer-318210,0,68,10,26,22
312,customer-272201,0,52,7,6,22
313,customer-272200,0,52,18,6,22
314,customer-469942,0,64,91,12,22
315,customer-469943,0,65,92,12,22
316,customer-203046,0,64,22,6,22
317,customer-203047,0,63,22,8,22
318,customer-203048,0,63,22,9,22
319,customer-126610,0,38,6,9,22
320,customer-203049,0,63,19,9,22
321,customer-469994,0,67,73,9,22
322,customer-158664,0,55,8,12,22
323,customer-158665,0,55,92,12,22
324,customer-470020,0,52,16,23,22
325,customer-470021,0,52,3,26,22
326,customer-272082,0,61,4,20,22
327,customer-318239,0,64,9,11,22
328,customer-51811,0,51,10,20,22
329,customer-126690,0,54,36,23,22
330,customer-126691,0,54,34,18,22
331,customer-126692,0,53,31,23,22
332,customer-126693,0,53,29,17,22
333,customer-203012,0,68,7,17,22
334,customer-387420,0,44,44,12,22
335,customer-272311,0,21,90,27,22
336,customer-387419,0,44,34,27,22
337,customer-272309,0,21,18,11,22
338,customer-18037,0,53,21,5,22
339,customer-18036,0,53,16,6,22
340,customer-18035,0,53,18,15,22
341,customer-18034,0,53,12,15,22
342,customer-18033,0,53,5,15,22
343,customer-126569,0,45,16,20,22
344,customer-18032,0,54,0,17,22
345,customer-18030,0,54,12,18,22
346,customer-18029,0,54,12,14,22
347,customer-18028,0,54,12,8,22
348,customer-18027,0,54,20,11,22
349,customer-203013,0,68,4,17,22
350,customer-469677,0,52,5,29,22
351,customer-126695,0,53,19,9,22
352,customer-126694,0,53,25,3,22
353,customer-272234,0,46,86,23,22
354,customer-469688,0,51,11,29,22
355,customer-18031,0,53,4,15,22
356,customer-318240,0,64,11,17,22
357,customer-470034,0,51,13,27,22
358,customer-387381,0,60,10,11,22
359,customer-272001,0,70,31,6,22
360,customer-272000,0,70,32,8,22
361,customer-271999,0,70,31,11,22
362,customer-470363,0,67,85,12,22
363,customer-470364,0,68,80,20,22
364,customer-126499,0,50,6,8,22
365,customer-318301,0,52,24,20,22
366,customer-470387,0,53,10,11,22
367,customer-470388,0,53,4,23,22
368,customer-271996,0,71,28,9,22
369,customer-51837,0,46,38,5,22
370,customer-271995,0,71,31,8,22
371,customer-82824,0,41,39,14,22
372,customer-72194,0,57,15,23,22
373,customer-17934,0,40,3,24,22
374,customer-17933,0,40,1,14,22
375,customer-17932,0,40,29,8,22
376,customer-72195,0,57,19,23,22
377,customer-82825,0,41,44,14,22
378,customer-72196,0,57,23,24,22
379,customer-470402,0,51,11,20,22
380,customer-203181,0,67,20,8,22
381,customer-318302,0,51,15,9,22
382,customer-18286,0,49,88,12,22
383,customer-51836,0,46,91,3,22
384,customer-158683,0,54,2,20,22
385,customer-387380,0,60,9,15,22
386,customer-272055,0,53,11,6,22
387,customer-272054,0,53,19,8,22
388,customer-126549,0,46,16,5,22
389,customer-126548,0,46,29,12,22
390,customer-387379,0,60,6,18,22
391,customer-318241,0,63,16,21,22
392,customer-126528,0,46,4,8,22
393,customer-203090,0,55,16,9,22
394,customer-17972,0,37,2,12,22
395,customer-470314,0,65,92,14,22
396,customer-17971,0,37,14,14,22
397,customer-17969,0,38,12,8,22
398,customer-272025,0,67,98,18,22
399,customer-272024,0,67,3,17,22
400,customer-272023,0,67,99,15,22
401,customer-272022,0,67,12,20,22
402,customer-272021,0,67,10,15,22
403,customer-183910,0,51,13,24,22
404,customer-387343,0,67,93,23,22
405,customer-387342,0,67,95,18,22
406,customer-203126,0,70,85,6,22
407,customer-17970,0,37,16,11,22
408,customer-203282,0,68,5,18,22
409,customer-18287,0,49,91,18,22
410,customer-468359,0,68,59,11,22
411,customer-202395,0,66,7,11,22
412,customer-465569,0,63,60,9,22
413,customer-465570,0,63,67,6,22
414,customer-465571,0,63,77,6,22
415,customer-82541,0,39,39,14,22
416,customer-202396,0,66,0,14,22
417,customer-465697,0,62,93,23,22
418,customer-388462,0,55,26,26,22
419,customer-82542,0,39,31,12,22
420,customer-82543,0,39,27,9,22
421,customer-273995,0,18,23,30,22
422,customer-465762,0,65,88,12,22
423,customer-82544,0,39,60,3,22
424,customer-82545,0,39,40,6,22
425,customer-202397,0,66,98,17,22
426,customer-465795,0,49,14,23,22
427,customer-82546,0,39,30,15,22
428,customer-184145,0,54,20,8,22
429,customer-82548,0,38,24,12,22
430,customer-82549,0,38,21,8,22
431,customer-273965,0,25,17,8,22
432,customer-18607,0,41,38,6,22
433,customer-18608,0,41,0,8,22
434,customer-18609,0,41,1,18,22
435,customer-388463,0,55,30,30,22
436,customer-82528,0,41,43,12,22
437,customer-274082,0,67,5,9,22
438,customer-465467,0,65,88,12,22
439,customer-465468,0,65,86,12,22
440,customer-184159,0,52,29,15,22
441,customer-202387,0,67,14,9,22
442,customer-202388,0,67,14,11,22
443,customer-184158,0,52,29,21,22
444,customer-465499,0,49,11,17,22
445,customer-274063,0,71,0,3,22
446,customer-157979,0,53,8,20,22
447,customer-274062,0,71,12,3,22
448,customer-274060,0,71,18,6,22
449,customer-274059,0,71,19,8,22
450,customer-184150,0,53,24,6,22
451,customer-202392,0,66,0,6,22
452,customer-465537,0,58,79,32,22
453,customer-465538,0,59,78,35,22
454,customer-274028,0,21,16,14,22
455,customer-388465,0,54,42,6,22
456,customer-202393,0,66,4,6,22
457,customer-388464,0,54,38,12,22
458,customer-274061,0,71,18,5,22
459,customer-82527,0,41,33,14,22
460,customer-157980,0,53,5,23,22
461,customer-273949,0,28,3,12,22
462,customer-466074,0,65,87,14,22
463,customer-317502,0,68,11,29,22
464,customer-273884,0,20,2,33,22
465,customer-127701,0,38,53,8,22
466,customer-317503,0,68,6,26,22
467,customer-127700,0,38,36,6,22
468,customer-202454,0,66,5,9,22
469,customer-202455,0,66,2,8,22
470,customer-466157,0,60,75,33,22
471,customer-158001,0,49,2,15,22
472,customer-273859,0,22,94,24,22
473,customer-72134,0,39,10,26,22
474,customer-466185,0,62,62,18,22
475,customer-466186,0,63,68,20,22
476,customer-31857,0,42,29,9,22
477,customer-127656,0,46,12,20,22
478,customer-127655,0,47,11,12,22
479,customer-273853,0,21,9,11,22
480,customer-31858,0,42,10,6,22
481,customer-466337,0,63,92,18,22
482,customer-31859,0,42,0,8,22
483,customer-466073,0,65,90,12,22
484,customer-388313,0,67,31,32,22
485,customer-51439,0,54,50,0,22
486,customer-388314,0,66,39,17,22
487,customer-273948,0,28,20,17,22
488,customer-184144,0,54,21,5,22
489,customer-202410,0,65,94,15,22
490,customer-388343,0,64,62,24,22
491,customer-465841,0,59,78,33,22
492,customer-465842,0,60,77,35,22
493,customer-273939,0,26,91,24,22
494,customer-127768,0,55,26,8,22
495,customer-127767,0,55,44,9,22
496,customer-465870,0,63,62,20,22
497,customer-127799,0,51,87,9,22
498,customer-465871,0,63,64,14,22
499,customer-388342,0,64,50,18,22
500,customer-127766,0,55,41,15,22
501,customer-127765,0,55,42,15,22
502,customer-466008,0,63,93,20,22
503,customer-273919,0,18,84,14,22
504,customer-317482,0,57,11,12,22
505,customer-273905,0,18,90,32,22
506,customer-72133,0,40,14,23,22
507,customer-18556,0,44,90,36,22
508,customer-18555,0,43,89,17,22
509,customer-273938,0,26,12,17,22
510,customer-68214,0,49,88,15,22
511,customer-184160,0,51,28,12,22
512,customer-51386,0,52,84,23,22
513,customer-128018,0,47,6,9,22
514,customer-128017,0,47,6,6,22
515,customer-274463,0,28,9,12,22
516,customer-388617,0,35,16,14,22
517,customer-388616,0,35,6,9,22
518,customer-388615,0,35,8,8,22
519,customer-274453,0,27,12,14,22
520,customer-127998,0,47,9,11,22
521,customer-388614,0,35,14,6,22
522,customer-388613,0,35,21,6,22
523,customer-274430,0,18,86,21,22
524,customer-274429,0,18,12,11,22
525,customer-464725,0,57,76,23,22
526,customer-464726,0,57,75,27,22
527,customer-127981,0,47,7,9,22
528,customer-274412,0,18,95,36,22
529,customer-274411,0,18,98,27,22
530,customer-464872,0,61,93,23,22
531,customer-464873,0,61,92,23,22
532,customer-317129,0,25,99,17,22
533,customer-202253,0,61,20,27,22
534,customer-388618,0,34,16,14,22
535,customer-202217,0,68,11,11,22
536,customer-202216,0,68,6,8,22
537,customer-18735,0,49,78,6,22
538,customer-76818,0,54,40,15,22
539,customer-202193,0,66,5,9,22
540,customer-274539,0,21,91,5,22
541,customer-128126,0,55,16,9,22
542,customer-202194,0,66,3,9,22
543,customer-464605,0,61,92,21,22
544,customer-388635,0,68,94,20,22
545,customer-128125,0,55,22,12,22
546,customer-128124,0,55,31,8,22
547,customer-388634,0,68,3,15,22
548,customer-464936,0,64,88,11,22
549,customer-464668,0,64,84,11,22
550,customer-128123,0,55,52,8,22
551,customer-42614,0,51,0,2,22
552,customer-202207,0,68,79,11,22
553,customer-464691,0,50,18,20,22
554,customer-317102,0,25,12,5,22
555,customer-317103,0,26,94,18,22
556,customer-128064,0,38,2,5,22
557,customer-51313,0,66,10,12,22
558,customer-317104,0,26,93,29,22
559,customer-18736,0,49,88,17,22
560,customer-274518,0,16,6,18,22
561,customer-465404,0,62,93,23,22
562,customer-464937,0,64,84,12,22
563,customer-202254,0,61,17,24,22
564,customer-465138,0,62,93,23,22
565,customer-184164,0,51,92,5,22
566,customer-184163,0,51,17,3,22
567,customer-317221,0,63,91,21,22
568,customer-465202,0,65,87,12,22
569,customer-317222,0,64,86,26,22
570,customer-157942,0,53,9,18,22
571,customer-202324,0,70,98,18,22
572,customer-157943,0,53,0,15,22
573,customer-274138,0,62,84,9,22
574,customer-202325,0,70,99,5,22
575,customer-184162,0,51,25,8,22
576,customer-127862,0,59,12,23,22
577,customer-274108,0,54,18,15,22
578,customer-317240,0,71,88,24,22
579,customer-465262,0,58,80,27,22
580,customer-465263,0,58,78,32,22
581,customer-317241,0,72,85,29,22
582,customer-127821,0,50,27,15,22
583,customer-274083,0,68,91,14,22
584,customer-465297,0,63,68,5,22
585,customer-127884,0,55,94,12,22
586,customer-465030,0,63,67,3,22
587,customer-202292,0,54,9,6,22
588,customer-317204,0,64,6,9,22
589,customer-18699,0,55,7,23,22
590,customer-18698,0,55,10,17,22
591,customer-18697,0,55,18,11,22
592,customer-202255,0,61,16,21,22
593,customer-202256,0,60,18,24,22
594,customer-317167,0,32,22,5,22
595,customer-274356,0,22,94,26,22
596,customer-464959,0,49,22,15,22
597,customer-157926,0,55,96,14,22
598,customer-464961,0,50,73,11,22
599,customer-127948,0,50,19,11,22
600,customer-202257,0,60,17,18,22
601,customer-274350,0,22,98,15,22
602,customer-127928,0,52,8,12,22
603,customer-127927,0,52,9,2,22
604,customer-274277,0,48,89,24,22
605,customer-127925,0,52,42,20,22
606,customer-317203,0,65,17,11,22
607,customer-464994,0,57,78,27,22
608,customer-157927,0,55,94,18,22
609,customer-127924,0,52,42,23,22
610,customer-202291,0,55,24,12,22
611,customer-31800,0,49,12,5,22
612,customer-273781,0,48,88,24,22
613,customer-466400,0,66,89,14,22
614,customer-68213,0,48,90,8,22
615,customer-273405,0,17,62,3,22
616,customer-184077,0,57,18,6,22
617,customer-467796,0,60,55,29,22
618,customer-467797,0,60,55,30,22
619,customer-273389,0,17,84,26,22
620,customer-202647,0,67,14,5,22
621,customer-127278,0,46,94,6,22
622,customer-387988,0,68,93,21,22
623,customer-467813,0,63,52,44,22
624,customer-467814,0,63,51,71,22
625,customer-467815,0,61,43,86,22
626,customer-387987,0,67,98,15,22
627,customer-127277,0,46,23,8,22
628,customer-202648,0,67,9,5,22
629,customer-202649,0,67,12,8,22
630,customer-467975,0,64,85,8,22
631,customer-273340,0,22,89,30,22
632,customer-273339,0,22,94,26,22
633,customer-184074,0,58,27,9,22
634,customer-158144,0,59,7,6,22
635,customer-158145,0,59,91,9,22
636,customer-273406,0,18,79,27,22
637,customer-467756,0,50,92,9,22
638,customer-184078,0,57,96,6,22
639,customer-127296,0,46,19,18,22
640,customer-127410,0,54,25,9,22
641,customer-127409,0,55,35,18,22
642,customer-202555,0,55,18,9,22
643,customer-467652,0,64,84,8,22
644,customer-76772,0,34,5,17,22
645,customer-127408,0,55,39,20,22
646,customer-317659,0,44,19,9,22
647,customer-317660,0,44,11,11,22
648,customer-273437,0,28,16,12,22
649,customer-467716,0,66,6,11,22
650,customer-127258,0,46,15,18,22
651,customer-467717,0,66,71,3,22
652,customer-202589,0,70,11,5,22
653,customer-388026,0,60,8,18,22
654,customer-18384,0,41,1,23,22
655,customer-18383,0,41,9,20,22
656,customer-273427,0,26,90,30,22
657,customer-273426,0,26,99,14,22
658,customer-127339,0,38,56,5,22
659,customer-202590,0,70,84,6,22
660,customer-184079,0,57,86,12,22
661,customer-127297,0,46,16,17,22
662,customer-388027,0,60,2,15,22
663,customer-76773,0,34,2,21,22
664,customer-468036,0,66,9,17,22
665,customer-202653,0,66,8,11,22
666,customer-158191,0,53,8,17,22
667,customer-273091,0,54,5,3,22
668,customer-273090,0,54,22,6,22
669,customer-468290,0,64,85,8,22
670,customer-317802,0,26,98,9,22
671,customer-202672,0,66,93,14,22
672,customer-127161,0,55,21,12,22
673,customer-317803,0,26,92,24,22
674,customer-468331,0,66,16,3,22
675,customer-468332,0,66,10,3,22
676,customer-468333,0,66,97,2,22
677,customer-273070,0,68,0,24,22
678,customer-158229,0,54,5,14,22
679,customer-468351,0,67,3,20,22
680,customer-468352,0,67,88,11,22
681,customer-468353,0,67,69,9,22
682,customer-158230,0,54,5,18,22
683,customer-273065,0,68,0,0,22
684,customer-127141,0,59,10,18,22
685,customer-273064,0,68,68,2,22
686,customer-184071,0,58,21,9,22
687,customer-317801,0,26,35,12,22
688,customer-317800,0,26,39,27,22
689,customer-468128,0,62,49,38,22
690,customer-468127,0,62,51,33,22
691,customer-273263,0,48,88,26,22
692,customer-273262,0,47,89,26,22
693,customer-158174,0,55,94,11,22
694,customer-127227,0,50,25,3,22
695,customer-127226,0,50,16,5,22
696,customer-202654,0,66,2,9,22
697,customer-468074,0,50,18,15,22
698,customer-273258,0,47,3,6,22
699,customer-18332,0,43,98,45,22
700,customer-18331,0,43,98,33,22
701,customer-202652,0,67,13,12,22
702,customer-18330,0,43,0,12,22
703,customer-387974,0,34,2,12,22
704,customer-387973,0,34,6,11,22
705,customer-387972,0,34,12,12,22
706,customer-184072,0,58,22,8,22
707,customer-468113,0,59,54,27,22
708,customer-468114,0,60,55,27,22
709,customer-127207,0,51,34,6,22
710,customer-158175,0,55,92,15,22
711,customer-317799,0,26,41,38,22
712,customer-273120,0,62,99,17,22
713,customer-184073,0,58,25,8,22
714,customer-467494,0,61,26,74,22
715,customer-467493,0,69,30,68,22
716,customer-51541,0,45,7,14,22
717,customer-388134,0,63,89,6,22
718,customer-273604,0,54,14,8,22
719,customer-127586,0,50,29,6,22
720,customer-273603,0,54,21,15,22
721,customer-202480,0,68,8,12,22
722,customer-273585,0,68,94,27,22
723,customer-466724,0,66,92,14,22
724,customer-273584,0,68,100,24,22
725,customer-127567,0,51,99,9,22
726,customer-127566,0,52,21,14,22
727,customer-202481,0,68,8,14,22
728,customer-18475,0,54,8,11,22
729,customer-18474,0,55,16,15,22
730,customer-42532,0,55,14,29,22
731,customer-51495,0,51,10,24,22
732,customer-51496,0,50,8,23,22
733,customer-42531,0,56,14,35,22
734,customer-158043,0,58,95,8,22
735,customer-466765,0,50,12,11,22
736,customer-273578,0,68,98,6,22
737,customer-273577,0,68,91,8,22
738,customer-202479,0,68,9,11,22
739,customer-388135,0,63,81,14,22
740,customer-317596,0,51,96,5,22
741,customer-317595,0,51,24,9,22
742,customer-127636,0,46,7,12,22
743,customer-68212,0,48,21,5,22
744,customer-466438,0,50,15,15,22
745,customer-317536,0,63,14,21,22
746,customer-317537,0,63,14,18,22
747,customer-466481,0,60,72,30,22
748,customer-466482,0,60,70,29,22
749,customer-317538,0,63,9,11,22
750,customer-158036,0,58,12,8,22
751,customer-18512,0,49,88,20,22
752,customer-466809,0,60,67,27,22
753,customer-18511,0,49,95,8,22
754,customer-127617,0,47,15,20,22
755,customer-202468,0,68,81,11,22
756,customer-466507,0,62,57,12,22
757,customer-466508,0,62,68,18,22
758,customer-184143,0,54,23,8,22
759,customer-184142,0,54,24,11,22
760,customer-466662,0,63,91,15,22
761,customer-273634,0,62,93,12,22
762,customer-51478,0,52,32,11,22
763,customer-51479,0,52,32,6,22
764,customer-127618,0,46,4,12,22
765,customer-466810,0,60,64,29,22
766,customer-273576,0,67,88,8,22
767,customer-42530,0,56,16,36,22
768,customer-127462,0,50,17,11,22
769,customer-467165,0,61,29,86,22
770,customer-467166,0,61,69,17,22
771,customer-127461,0,51,22,15,22
