ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
68,customer-273389,0,17,84,26,22,6,67,90,79
69,customer-268802,0,17,16,45,22,6,89,64,20
70,customer-268786,0,17,18,27,22,11,93,79,36
71,customer-270267,0,17,17,8,22,12,88,90,55
72,customer-275596,0,17,95,27,22,20,70,83,66
73,customer-275595,0,17,30,21,22,20,96,88,43
74,customer-263518,0,17,4,26,22,19,80,80,52
75,customer-264016,0,17,96,27,22,20,72,82,64
76,customer-264015,0,17,6,30,22,20,80,76,48
77,customer-263967,0,17,85,20,22,19,72,91,75
78,customer-260638,0,17,44,38,22,13,93,93,46
79,customer-260636,0,17,13,12,22,11,88,88,53
80,customer-261630,0,17,93,30,22,17,68,82,68
81,customer-261629,0,17,3,33,22,17,76,75,52
82,customer-261084,0,17,38,8,22,11,89,94,57
83,customer-261161,0,17,2,29,22,17,76,79,55
84,customer-272518,0,18,26,35,22,7,98,78,26
85,customer-272517,0,18,30,35,22,7,99,82,28
86,customer-273995,0,18,23,30,22,22,96,79,31
87,customer-273919,0,18,84,14,22,10,77,93,71
88,customer-273905,0,18,90,32,22,6,64,84,74
89,customer-274430,0,18,86,21,22,9,71,91,74
90,customer-274429,0,18,12,11,22,9,87,89,54
91,customer-274412,0,18,95,36,22,6,64,78,66
92,customer-274411,0,18,98,27,22,6,73,81,61
93,customer-273406,0,18,79,27,22,10,66,94,82
94,customer-269850,0,18,10,26,22,12,85,79,44
95,customer-278320,0,18,14,5,22,19,87,91,58
96,customer-275499,0,18,6,12,22,8,85,88,57
97,customer-275481,0,18,7,9,22,6,85,89,57
98,customer-274954,0,18,98,15,22,9,80,88,63
99,customer-274953,0,18,19,9,22,8,89,90,53
100,customer-274952,0,18,38,12,22,8,92,93,53
101,customer-274936,0,18,99,24,22,6,76,82,59
102,customer-274935,0,18,22,14,22,6,91,89,49
103,customer-276050,0,18,96,17,22,7,78,87,64
104,customer-276147,0,18,12,11,22,20,87,88,54
105,customer-262583,0,18,3,35,22,18,74,74,51
106,customer-262531,0,18,24,30,22,16,96,80,31
107,customer-262044,0,18,16,20,22,16,90,83,45
108,customer-262042,0,18,8,12,22,16,86,88,56
109,customer-262041,0,18,1,18,22,16,80,85,59
110,customer-262099,0,18,99,32,22,17,72,78,59
111,customer-263443,0,18,2,5,22,11,85,91,61
112,customer-263468,0,18,60,12,22,17,83,98,68
113,customer-263475,0,18,63,21,22,17,79,99,74
114,customer-263474,0,18,18,38,22,17,92,71,25
115,customer-263932,0,18,24,18,22,11,94,86,43
116,customer-263966,0,18,9,21,22,18,85,82,50
117,customer-262990,0,18,84,6,22,17,81,94,67
118,customer-261578,0,18,44,20,22,16,92,95,54
119,customer-267044,0,18,43,48,22,21,94,88,35
120,customer-267043,0,18,24,35,22,20,97,77,25
121,customer-272516,0,19,30,36,22,7,99,80,26
122,customer-272329,0,19,18,30,22,21,92,77,33
123,customer-273030,0,19,20,35,22,8,94,74,27
124,customer-270747,0,19,62,5,22,22,85,95,64
125,customer-270376,0,19,2,35,22,12,73,74,53
126,customer-270375,0,19,17,14,22,13,90,87,50
127,customer-278224,0,19,10,20,22,6,86,83,49
128,customer-278771,0,19,14,14,22,6,88,87,52
129,customer-277669,0,19,30,9,22,6,91,91,53
130,customer-279716,0,19,9,9,22,6,86,89,57
131,customer-275038,0,19,33,26,22,21,97,87,38
132,customer-276682,0,19,26,11,22,19,91,90,51
133,customer-276134,0,19,29,17,22,20,94,89,46
134,customer-276581,0,19,1,17,22,6,81,86,59
135,customer-276580,0,19,23,33,22,7,96,78,28
136,customer-276599,0,19,95,17,22,6,78,88,65
137,customer-276598,0,19,27,14,22,6,93,89,48
138,customer-263442,0,19,45,26,22,10,92,95,52
139,customer-263441,0,19,48,5,22,8,87,94,61
140,customer-263525,0,19,1,32,22,19,74,77,55
141,customer-263049,0,19,96,29,22,18,71,81,64
142,customer-263048,0,19,6,38,22,18,77,70,43
143,customer-260718,0,19,98,29,22,16,73,80,60
144,customer-260265,0,19,81,18,22,16,74,94,75
145,customer-271782,0,20,7,12,22,10,85,88,57
146,customer-273884,0,20,2,33,22,21,74,75,53
147,customer-269677,0,20,14,8,22,11,87,90,56
148,customer-269150,0,20,4,12,22,12,84,88,58
149,customer-270910,0,20,9,17,22,13,86,85,52
150,customer-270733,0,20,92,17,22,11,76,89,68
151,customer-271261,0,20,93,20,22,10,75,88,67
152,customer-270195,0,20,93,15,22,11,78,89,66
153,customer-277765,0,20,5,9,22,18,85,89,59
154,customer-280170,0,20,29,17,22,5,94,89,46
155,customer-280171,0,20,86,26,22,5,67,89,76
156,customer-280179,0,20,17,33,22,6,91,75,32
157,customer-280180,0,20,6,20,22,6,83,83,54
158,customer-280181,0,20,85,26,22,7,67,89,77
159,customer-280628,0,20,91,30,22,7,66,84,72
160,customer-280626,0,20,16,29,22,6,90,77,37
161,customer-275583,0,20,32,38,22,20,100,82,26
162,customer-276563,0,20,58,11,22,24,85,97,66
163,customer-276562,0,20,6,26,22,22,82,80,50
164,customer-276681,0,20,35,29,22,19,98,88,38
165,customer-262496,0,20,18,5,22,6,87,92,58
166,customer-262490,0,20,24,5,22,4,88,92,57
167,customer-262489,0,20,37,9,22,4,91,93,55
168,customer-262013,0,20,41,18,22,4,93,94,52
169,customer-262014,0,20,39,15,22,4,93,93,52
170,customer-262015,0,20,49,9,22,5,88,96,61
171,customer-262954,0,20,4,11,22,4,84,89,58
172,customer-262964,0,20,60,21,22,8,80,100,72
173,customer-262963,0,20,12,14,22,7,88,87,52
174,customer-272831,0,21,31,20,22,8,95,89,44
175,customer-272836,0,21,90,30,22,9,66,85,74
176,customer-271784,0,21,91,26,22,10,69,86,71
177,customer-272311,0,21,90,27,22,9,67,85,73
178,customer-272309,0,21,18,11,22,9,89,89,53
179,customer-274028,0,21,16,14,22,15,89,87,50
180,customer-273853,0,21,9,11,22,7,86,89,56
181,customer-274539,0,21,91,5,22,16,84,93,63
182,customer-279218,0,21,26,36,22,22,98,77,0
183,customer-280155,0,21,10,26,22,21,85,79,45
184,customer-280705,0,21,98,8,22,16,83,91,62
185,customer-280630,0,21,81,17,22,8,75,94,74
186,customer-280629,0,21,87,29,22,7,65,87,76
187,customer-280611,0,21,63,32,22,19,73,100,79
188,customer-279326,0,21,16,15,22,17,90,86,48
189,customer-263428,0,21,0,18,22,4,80,85,60
190,customer-263427,0,21,27,18,22,3,94,88,44
191,customer-263915,0,21,31,11,22,3,92,91,52
192,customer-260719,0,21,81,23,22,16,70,93,78
193,customer-261183,0,21,84,26,22,16,67,91,78
194,customer-261200,0,21,7,9,22,15,85,89,58
195,customer-267092,0,21,3,35,22,19,75,73,50
196,customer-273859,0,22,94,24,22,8,72,85,67
197,customer-274356,0,22,94,26,22,8,71,85,68
198,customer-274350,0,22,98,15,22,7,80,88,62
199,customer-273340,0,22,89,30,22,8,65,85,74
200,customer-273339,0,22,94,26,22,9,71,84,67
201,customer-269648,0,22,93,17,22,2,77,89,67
202,customer-269122,0,22,94,12,22,2,80,90,65
203,customer-270162,0,22,97,11,22,2,81,90,63
204,customer-277804,0,22,76,17,22,18,75,96,76
205,customer-274873,0,22,94,15,22,6,78,89,66
206,customer-277260,0,22,13,27,22,18,88,78,40
207,customer-262136,0,22,10,8,22,16,87,90,57
208,customer-261669,0,22,4,18,22,16,82,85,56
209,customer-261668,0,22,29,15,22,16,93,90,47
210,customer-261655,0,22,80,24,22,16,69,93,80
211,customer-261654,0,22,88,27,22,16,67,87,76
212,customer-261653,0,22,94,32,22,16,67,81,68
213,customer-268707,0,23,95,29,22,18,70,81,65
214,customer-268706,0,23,4,41,22,18,73,68,44
215,customer-269245,0,23,3,30,22,17,77,77,53
216,customer-270700,0,23,95,20,22,2,76,87,65
217,customer-271230,0,23,99,17,22,1,80,87,61
218,customer-270161,0,23,31,6,22,1,89,93,56
219,customer-277603,0,23,22,18,22,4,93,86,44
220,customer-275425,0,23,92,27,22,7,69,84,70
221,customer-274879,0,23,93,27,22,7,69,84,69
222,customer-277065,0,23,19,17,22,4,91,86,46
223,customer-277066,0,23,0,17,22,5,81,87,60
224,customer-276521,0,23,94,15,22,5,78,89,66
225,customer-263558,0,23,93,18,22,17,76,88,67
226,customer-263082,0,23,94,14,22,17,79,90,65
227,customer-269766,0,24,6,30,22,17,80,76,46
228,customer-268735,0,24,94,14,22,20,79,89,65
229,customer-269274,0,24,98,14,22,19,80,88,62
230,customer-270289,0,24,91,33,22,16,64,82,72
231,customer-270288,0,24,7,32,22,16,80,75,45
232,customer-270317,0,24,92,12,22,18,80,91,66
233,customer-278685,0,24,12,12,22,3,88,88,53
234,customer-278684,0,24,26,17,22,2,94,88,45
235,customer-315044,0,24,32,5,22,5,88,93,58
236,customer-315040,0,24,63,9,22,6,83,96,67
237,customer-275973,0,24,92,29,22,6,68,84,70
238,customer-315741,0,24,11,5,22,5,87,91,59
239,customer-315743,0,24,96,15,22,5,79,89,64
240,customer-276527,0,24,92,29,22,6,68,84,70
241,customer-276526,0,24,96,26,22,6,72,83,65
242,customer-13851,0,24,46,15,22,3,90,96,57
243,customer-267104,0,24,95,29,22,19,70,82,66
244,customer-267103,0,24,3,41,22,19,70,69,48
245,customer-272425,0,25,25,6,22,16,89,92,56
246,customer-271897,0,25,12,18,22,17,87,84,49
247,customer-271871,0,25,98,18,22,15,79,86,62
248,customer-273965,0,25,17,8,22,15,88,90,56
249,customer-317129,0,25,99,17,22,6,80,86,61
250,customer-317102,0,25,12,5,22,8,87,92,59
251,customer-317829,0,25,8,17,22,6,85,85,53
252,customer-270855,0,25,12,11,22,18,87,89,54
253,customer-270854,0,25,23,17,22,17,93,87,45
254,customer-270826,0,25,91,32,22,16,65,83,72
255,customer-270825,0,25,7,27,22,16,82,78,48
256,customer-271343,0,25,6,18,22,16,83,84,54
257,customer-278693,0,25,96,18,22,5,77,87,65
258,customer-315720,0,25,84,17,22,8,75,93,72
259,customer-277611,0,25,94,23,22,5,74,85,66
260,customer-278149,0,25,92,21,22,5,74,87,68
261,customer-278148,0,25,96,18,22,5,77,87,65
262,customer-315022,0,25,84,12,22,8,78,93,70
263,customer-315041,0,25,57,23,22,5,82,100,69
264,customer-315043,0,25,40,18,22,5,93,93,50
265,customer-315039,0,25,7,9,22,6,85,89,57
266,customer-316434,0,25,96,23,22,5,75,85,65
267,customer-316410,0,25,95,14,22,8,80,89,65
268,customer-315739,0,25,2,9,22,6,84,90,60
269,customer-315740,0,25,18,6,22,5,88,91,56
270,customer-315742,0,25,1,9,22,5,84,90,61
271,customer-277073,0,25,96,24,22,6,73,84,65
272,customer-13910,0,25,28,18,22,7,94,88,44
273,customer-13893,0,25,49,21,22,9,89,97,59
274,customer-13834,0,25,22,23,22,1,94,83,39
275,customer-13978,0,25,25,12,22,6,91,90,51
276,customer-272398,0,26,93,26,22,15,70,85,69
277,customer-272397,0,26,14,17,22,15,88,85,49
278,customer-272944,0,26,29,20,22,15,95,87,43
279,customer-272919,0,26,96,18,22,14,78,87,64
280,customer-273939,0,26,91,24,22,14,70,87,71
281,customer-273938,0,26,12,17,22,13,88,85,49
282,customer-317103,0,26,94,18,22,8,76,88,66
283,customer-317104,0,26,93,29,22,8,69,83,69
284,customer-273427,0,26,90,30,22,14,65,84,73
285,customer-273426,0,26,99,14,22,14,81,88,61
286,customer-317802,0,26,98,9,22,8,83,91,62
287,customer-317803,0,26,92,24,22,8,72,86,69
288,customer-317801,0,26,35,12,22,8,92,93,52
289,customer-317800,0,26,39,27,22,8,96,92,44
290,customer-317799,0,26,41,38,22,7,96,91,40
291,customer-319214,0,26,38,6,22,8,89,94,57
292,customer-269776,0,26,4,17,22,16,83,85,57
293,customer-319242,0,26,96,20,22,7,77,86,64
294,customer-319243,0,26,84,21,22,6,71,92,76
295,customer-268715,0,26,7,26,22,17,83,80,49
296,customer-269254,0,26,6,20,22,17,83,83,53
297,customer-318534,0,26,10,21,22,6,86,81,48
298,customer-318535,0,26,89,17,22,6,76,90,70
299,customer-318502,0,26,41,29,22,8,95,92,44
300,customer-318503,0,26,41,15,22,8,92,94,54
301,customer-270299,0,26,3,14,22,16,83,87,58
302,customer-315023,0,26,83,27,22,8,65,90,80
303,customer-275553,0,26,11,11,22,13,87,89,55
304,customer-316411,0,26,96,23,22,8,74,85,65
305,customer-275007,0,26,98,9,22,14,82,90,62
306,customer-322736,0,26,69,20,22,10,75,98,77
307,customer-322038,0,26,69,24,22,10,72,98,80
308,customer-324151,0,26,79,15,22,11,75,94,74
309,customer-324849,0,26,83,20,22,11,72,93,76
310,customer-323447,0,26,73,15,22,10,77,96,74
311,customer-13836,0,26,8,12,22,2,85,87,56
312,customer-272409,0,27,15,6,22,14,87,91,56
313,customer-272929,0,27,97,6,22,14,84,92,62
314,customer-272928,0,27,25,15,22,14,93,88,47
315,customer-274453,0,27,12,14,22,13,88,87,52
316,customer-269775,0,27,14,21,22,16,89,83,46
317,customer-270836,0,27,6,12,22,16,85,88,57
318,customer-271353,0,27,10,15,22,15,86,85,52
319,customer-270298,0,27,13,21,22,16,88,82,45
320,customer-278281,0,27,5,21,22,11,82,83,54
321,customer-277714,0,27,2,11,22,10,83,89,60
322,customer-275527,0,27,10,12,22,12,87,87,54
323,customer-274980,0,27,14,14,22,13,89,87,51
324,customer-277178,0,27,93,17,22,11,76,89,67
325,customer-277177,0,27,21,15,22,11,92,87,47
326,customer-277204,0,27,5,14,22,12,84,87,57
327,customer-276078,0,27,94,9,22,12,81,91,64
328,customer-276077,0,27,29,17,22,12,94,89,45
329,customer-276627,0,27,26,5,22,11,88,92,57
330,customer-322071,0,27,96,26,22,6,73,83,65
331,customer-13887,0,27,94,12,22,11,80,90,65
332,customer-13824,0,27,32,41,22,7,100,80,22
333,customer-14028,0,27,54,6,22,16,86,96,63
334,customer-273949,0,28,3,12,22,13,83,88,59
335,customer-273948,0,28,20,17,22,13,92,87,46
336,customer-274463,0,28,9,12,22,13,86,87,55
337,customer-273437,0,28,16,12,22,13,89,88,52
338,customer-278280,0,28,13,21,22,11,88,83,46
339,customer-278253,0,28,23,3,22,10,87,93,59
340,customer-278827,0,28,2,20,22,10,81,84,57
341,customer-278825,0,28,22,15,22,10,92,88,48
342,customer-278800,0,28,80,3,22,9,85,94,63
343,customer-280204,0,28,6,14,22,8,85,87,56
344,customer-279298,0,28,11,12,22,10,87,87,53
345,customer-279297,0,28,22,24,22,9,94,83,38
346,customer-279274,0,28,93,12,22,9,80,91,65
347,customer-279300,0,28,98,21,22,10,76,85,63
348,customer-279741,0,28,8,20,22,8,85,83,52
349,customer-279740,0,28,12,15,22,8,88,86,51
350,customer-279769,0,28,98,21,22,10,77,85,61
351,customer-274991,0,28,11,15,22,12,87,86,52
352,customer-322769,0,28,1,30,22,6,75,78,56
353,customer-322770,0,28,92,26,22,6,70,85,70
354,customer-13869,0,28,45,11,22,15,89,95,58
355,customer-323482,0,28,98,24,22,6,75,83,62
356,customer-13823,0,28,32,48,22,7,100,75,14
357,customer-13854,0,28,48,8,22,9,88,95,61
358,customer-13999,0,28,58,36,22,24,76,100,72
359,customer-13998,0,28,46,11,22,25,89,95,59
360,customer-13997,0,28,64,11,22,25,82,97,69
361,customer-13994,0,28,52,14,22,25,87,97,63
362,customer-13939,0,28,76,21,22,12,72,96,79
363,customer-280233,0,29,94,24,22,10,72,85,67
364,customer-280229,0,29,25,17,22,9,93,87,45
365,customer-280203,0,29,14,12,22,8,89,88,52
366,customer-280676,0,29,4,15,22,8,83,86,57
367,customer-280651,0,29,8,9,22,7,86,89,57
368,customer-280650,0,29,21,20,22,7,93,85,43
369,customer-279764,0,29,23,26,22,9,95,83,37
370,customer-279765,0,29,16,18,22,9,90,84,46
371,customer-275537,0,29,9,15,22,12,86,86,53
372,customer-274990,0,29,21,17,22,12,92,87,46
373,customer-13810,0,29,59,6,22,3,85,96,65
374,customer-280683,0,30,93,26,22,10,71,84,68
375,customer-13856,0,30,57,23,22,21,83,100,69
376,customer-13933,0,30,14,12,22,20,89,87,52
377,customer-13937,0,30,45,2,22,21,86,94,61
378,customer-315084,0,31,7,9,22,5,85,89,57
379,customer-19574,0,31,5,20,22,11,83,84,54
380,customer-19573,0,31,9,23,22,12,85,81,49
381,customer-13921,0,31,50,20,22,22,89,97,60
382,customer-317869,0,32,18,12,22,4,90,88,51
383,customer-317167,0,32,22,5,22,4,88,92,57
384,customer-385404,0,32,21,14,22,13,91,88,50
385,customer-319281,0,32,13,15,22,3,88,85,50
386,customer-384767,0,32,49,9,22,13,88,96,61
387,customer-384768,0,32,50,8,22,13,87,96,61
388,customer-318574,0,32,15,17,22,4,89,85,48
389,customer-316472,0,32,6,5,22,5,85,91,60
390,customer-19572,0,32,6,20,22,12,83,83,53
391,customer-19571,0,32,5,20,22,13,82,83,54
392,customer-19570,0,32,11,29,22,13,85,76,41
393,customer-19569,0,32,11,33,22,13,85,73,37
394,customer-315782,0,32,4,8,22,5,85,90,59
395,customer-13911,0,32,54,33,22,18,83,99,64
396,customer-13798,0,32,62,17,22,24,81,98,71
397,customer-16224,0,32,25,9,22,12,91,91,53
398,customer-16223,0,32,23,11,22,12,91,90,52
399,customer-76776,0,33,2,23,22,8,80,83,56
400,customer-385403,0,33,22,15,22,14,92,88,48
401,customer-52551,0,33,26,5,22,5,88,92,57
402,customer-52552,0,33,20,6,22,5,88,91,57
403,customer-386041,0,33,44,6,22,14,89,94,59
404,customer-386040,0,33,39,15,22,15,93,93,52
405,customer-19794,0,33,96,21,22,13,76,86,64
406,customer-19793,0,33,9,17,22,13,86,85,52
407,customer-19797,0,33,5,20,22,13,82,84,55
408,customer-19798,0,33,8,23,22,14,83,81,50
409,customer-19799,0,33,1,23,22,14,78,82,58
410,customer-19800,0,33,94,27,22,14,70,83,67
411,customer-19801,0,33,95,29,22,15,70,82,65
412,customer-322804,0,33,8,8,22,2,86,90,57
413,customer-322105,0,33,21,11,22,2,90,89,52
414,customer-41691,0,33,34,17,22,9,94,91,48
415,customer-41692,0,33,32,11,22,8,92,92,52
416,customer-324216,0,33,65,3,22,1,85,95,64
417,customer-13889,0,33,35,18,22,17,94,91,47
418,customer-13895,0,33,61,27,22,25,78,100,74
419,customer-323515,0,33,9,5,22,1,86,92,59
420,customer-13800,0,33,46,17,22,29,91,96,57
421,customer-13795,0,33,52,8,22,33,87,96,63
422,customer-323516,0,33,97,11,22,2,82,90,63
423,customer-13807,0,33,99,12,22,20,81,89,62
424,customer-42453,0,34,6,17,22,10,84,85,55
425,customer-42452,0,34,24,12,22,10,92,89,50
426,customer-387327,0,34,28,5,22,17,88,93,57
427,customer-387328,0,34,83,3,22,17,83,94,65
428,customer-387329,0,34,81,8,22,16,81,94,68
429,customer-388618,0,34,16,14,22,17,89,87,50
430,customer-76772,0,34,5,17,22,10,83,86,56
431,customer-76773,0,34,2,21,22,10,80,83,56
432,customer-387974,0,34,2,12,22,16,83,88,59
433,customer-387973,0,34,6,11,22,17,85,89,57
434,customer-387972,0,34,12,12,22,17,87,88,54
435,customer-76774,0,34,0,23,22,9,78,83,59
436,customer-76775,0,34,2,21,22,9,80,83,57
437,customer-386687,0,34,52,12,22,15,87,97,63
438,customer-386686,0,34,56,12,22,15,85,97,65
439,customer-386683,0,34,34,12,22,16,92,92,52
440,customer-386682,0,34,47,8,22,16,88,95,60
441,customer-386681,0,34,53,9,22,16,87,96,63
442,customer-386680,0,34,57,9,22,16,85,97,65
443,customer-386033,0,34,37,14,22,16,93,93,52
444,customer-386034,0,34,36,15,22,16,93,93,50
445,customer-386035,0,34,49,12,22,16,89,96,60
446,customer-386036,0,34,57,15,22,15,84,98,67
447,customer-20029,0,34,3,21,22,13,80,83,56
448,customer-20506,0,34,99,15,22,13,80,87,62
449,customer-20266,0,34,5,11,22,12,85,89,58
450,customer-77047,0,34,0,23,22,10,77,83,59
451,customer-77046,0,34,98,23,22,11,76,84,62
452,customer-77045,0,34,99,21,22,11,78,85,61
453,customer-77043,0,34,11,6,22,12,87,91,58
454,customer-77044,0,34,97,15,22,11,80,88,63
455,customer-42828,0,34,19,11,22,11,89,89,53
456,customer-42829,0,34,98,18,22,10,78,87,62
457,customer-14448,0,34,94,23,22,13,73,85,66
458,customer-14447,0,34,98,17,22,14,80,87,62
459,customer-14446,0,34,20,9,22,14,89,90,54
460,customer-54393,0,34,96,11,22,9,81,91,63
461,customer-14539,0,34,2,9,22,15,84,90,60
462,customer-14538,0,34,27,6,22,16,89,92,56
463,customer-14537,0,34,39,12,22,16,91,94,54
464,customer-54095,0,34,12,6,22,8,87,91,57
465,customer-14540,0,34,97,21,22,15,76,85,63
466,customer-13817,0,34,31,9,22,10,91,92,54
467,customer-13861,0,34,45,14,22,21,90,96,57
468,customer-54691,0,34,97,17,22,9,79,87,63
469,customer-53790,0,34,20,14,22,8,91,88,49
470,customer-16207,0,34,2,14,22,6,83,88,59
471,customer-388617,0,35,16,14,22,18,89,87,51
472,customer-388616,0,35,6,9,22,18,85,89,58
473,customer-388615,0,35,8,8,22,18,86,90,57
474,customer-388614,0,35,14,6,22,19,87,91,57
475,customer-388613,0,35,21,6,22,19,89,91,56
476,customer-389267,0,35,42,15,22,20,92,94,54
477,customer-389268,0,35,40,11,22,20,91,94,56
478,customer-389269,0,35,36,6,22,19,89,93,57
479,customer-389271,0,35,16,5,22,19,87,92,58
480,customer-389270,0,35,25,5,22,19,88,92,57
481,customer-14449,0,35,92,24,22,13,71,86,70
482,customer-14800,0,35,86,26,22,13,67,89,76
483,customer-14536,0,35,42,15,22,16,92,94,54
484,customer-14534,0,35,21,6,22,17,89,91,56
485,customer-14533,0,35,9,8,22,18,86,90,57
486,customer-14532,0,35,4,5,22,18,85,91,60
487,customer-14531,0,35,42,3,22,19,87,94,60
488,customer-14541,0,35,98,30,22,14,71,79,61
489,customer-14544,0,35,92,14,22,13,78,90,67
490,customer-14545,0,35,79,26,22,13,68,94,81
491,customer-14652,0,35,6,27,22,16,80,78,50
492,customer-14651,0,35,7,33,22,17,80,74,45
493,customer-14650,0,35,5,38,22,17,76,71,45
494,customer-14647,0,35,96,32,22,19,69,79,63
495,customer-14646,0,35,93,24,22,19,72,85,69
496,customer-14645,0,35,99,11,22,19,83,89,61
497,customer-14661,0,35,78,23,22,13,70,95,79
498,customer-54984,0,35,1,14,22,10,82,87,59
499,customer-54985,0,35,5,18,22,10,83,84,55
500,customer-13881,0,35,51,24,22,18,88,98,61
501,customer-13989,0,35,32,17,22,20,94,90,46
502,customer-54689,0,35,9,18,22,9,85,84,51
503,customer-54690,0,35,9,21,22,9,85,82,49
504,customer-16874,0,36,11,14,22,5,87,87,53
505,customer-16873,0,36,11,15,22,5,87,86,52
506,customer-16872,0,36,99,9,22,5,83,90,61
507,customer-17533,0,36,6,6,22,8,85,91,59
508,customer-391262,0,36,27,14,22,24,93,90,49
509,customer-389266,0,36,43,18,22,20,93,95,53
510,customer-389265,0,36,44,23,22,21,93,95,52
511,customer-389264,0,36,45,26,22,21,93,95,52
512,customer-389263,0,36,46,29,22,21,92,96,52
513,customer-389262,0,36,48,29,22,22,90,96,55
514,customer-389261,0,36,48,29,22,22,90,96,55
515,customer-389260,0,36,48,29,22,22,89,97,56
516,customer-389257,0,36,50,21,22,24,89,98,60
517,customer-390590,0,36,20,9,22,24,89,90,54
518,customer-389919,0,36,34,15,22,24,94,92,49
519,customer-389920,0,36,39,8,22,24,89,94,57
520,customer-389924,0,36,36,6,22,22,89,93,57
521,customer-389923,0,36,29,5,22,23,89,93,57
522,customer-389922,0,36,5,2,22,23,86,93,61
523,customer-389921,0,36,41,2,22,24,87,94,61
524,customer-14784,0,36,97,36,22,19,66,76,63
525,customer-14782,0,36,5,32,22,20,78,75,48
526,customer-14781,0,36,4,32,22,21,78,76,50
527,customer-14780,0,36,4,33,22,21,76,74,50
528,customer-14779,0,36,4,38,22,21,74,71,47
529,customer-14783,0,36,5,33,22,20,78,73,47
530,customer-14940,0,36,87,27,22,13,67,88,76
