ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
75,product-380669,0,25,58,23,36
76,product-141288,0,25,72,6,24
77,product-141378,0,25,72,27,48
78,product-244046,0,25,67,55,25
79,product-62267,0,25,36,12,24
80,product-48998,0,25,55,24,26
81,product-32333,0,25,52,2,23
82,product-359557,0,25,63,13,22
83,product-350577,0,25,71,36,34
84,product-208090,0,25,24,2,22
85,product-33594,0,25,40,0,22
86,product-293553,0,25,53,2,22
87,product-376353,0,25,76,23,29
88,product-242682,0,25,68,59,27
89,product-242628,0,25,63,4,23
90,product-112492,0,25,58,0,22
91,product-218311,0,25,61,23,26
92,product-242235,0,25,63,5,22
93,product-144344,0,25,68,2,22
94,product-101357,0,25,58,3,22
95,product-344364,0,25,68,15,24
96,product-226817,0,25,62,26,25
97,product-99991,0,25,44,3,23
98,product-16653,0,25,45,24,26
99,product-100831,0,25,63,2,22
100,product-10895,0,25,41,13,27
101,product-344415,0,25,64,48,20
102,product-306219,0,25,48,2,23
103,product-266055,0,25,66,10,22
104,product-51296,0,25,46,6,23
105,product-363588,0,25,66,30,18
106,product-229534,0,25,63,48,31
107,product-335543,0,25,58,4,22
108,product-304459,0,25,63,0,22
109,product-366661,0,25,78,21,23
110,product-227254,0,25,62,27,24
111,product-345510,0,25,60,2,22
112,product-366979,0,25,78,20,23
113,product-335471,0,25,67,3,23
114,product-54052,0,25,52,31,25
115,product-367044,0,25,65,0,22
116,product-66566,0,38,35,2,23
117,product-236436,0,38,40,0,22
118,product-312931,0,38,67,0,22
119,product-88649,0,38,46,16,24
120,product-56993,0,38,53,11,22
121,product-65575,0,38,50,44,36
122,product-42116,0,38,51,22,25
123,product-206748,0,38,59,24,22
124,product-206164,0,38,22,0,22
125,product-122799,0,38,64,3,22
126,product-300418,0,38,58,2,22
127,product-122778,0,38,67,29,25
128,product-102172,0,38,53,14,33
129,product-117981,0,38,56,13,25
130,product-147277,0,38,72,14,28
131,product-42456,0,38,54,14,25
132,product-54495,0,38,52,34,25
133,product-39804,0,38,53,24,30
134,product-353617,0,38,67,17,27
135,product-17546,0,38,47,22,25
136,product-376805,0,38,66,9,23
137,product-357026,0,38,64,14,23
138,product-287956,0,38,72,0,22
139,product-83429,0,38,45,6,24
140,product-211858,0,38,51,29,31
141,product-214223,0,38,56,39,18
142,product-241620,0,38,50,37,33
143,product-186712,0,38,54,8,24
144,product-106020,0,38,55,2,22
145,product-296041,0,38,59,38,35
146,product-63474,0,38,53,11,22
147,product-177077,0,38,69,12,25
148,product-133694,0,38,68,29,23
149,product-142214,0,38,71,35,26
150,product-236700,0,38,62,8,24
151,product-129479,0,38,62,2,22
152,product-120629,0,38,59,17,22
153,product-15095,0,38,51,2,22
154,product-100386,0,38,58,0,22
155,product-144665,0,38,68,0,22
156,product-122348,0,38,64,4,22
157,product-397356,0,38,39,28,50
158,product-43155,0,38,55,24,25
159,product-100623,0,38,58,0,22
160,product-264963,0,38,66,4,22
161,product-44540,0,38,56,33,29
162,product-202486,0,38,55,12,23
163,product-51721,0,38,46,8,22
164,product-51218,0,38,54,2,22
165,product-121755,0,38,59,5,22
166,product-145351,0,38,68,0,22
167,product-139409,0,50,71,21,27
168,product-189164,0,50,69,6,22
169,product-390175,0,50,36,2,22
170,product-220198,0,50,58,28,27
171,product-104774,0,50,53,24,32
172,product-206224,0,50,31,35,39
173,product-258024,0,50,75,0,22
174,product-203412,0,50,55,12,22
175,product-122777,0,50,67,27,25
176,product-42649,0,50,54,21,24
177,product-36817,0,50,54,0,22
178,product-54105,0,50,43,8,23
179,product-202799,0,50,55,11,23
180,product-232869,0,50,63,38,29
181,product-1219,0,50,76,13,27
182,product-92794,0,50,55,20,29
183,product-103327,0,50,47,13,24
184,product-135807,0,50,68,0,22
185,product-257529,0,50,75,0,22
186,product-122552,0,50,67,28,25
187,product-148441,0,50,70,17,26
188,product-57303,0,50,53,20,30
189,product-134021,0,50,68,25,23
190,product-62825,0,50,46,0,22
191,product-111483,0,50,51,0,22
192,product-141495,0,50,67,2,22
193,product-84271,0,50,42,0,22
194,product-133858,0,50,68,27,23
195,product-86645,0,50,42,13,23
196,product-38808,0,50,54,14,26
197,product-282344,0,50,47,0,22
198,product-127680,0,50,69,38,30
199,product-187101,0,50,54,19,24
200,product-88080,0,50,54,34,29
201,product-88403,0,50,47,19,28
202,product-176863,0,50,57,28,26
203,product-81978,0,50,36,13,22
204,product-133693,0,50,68,29,26
205,product-160032,0,50,56,23,30
206,product-138004,0,50,71,33,28
207,product-138232,0,50,71,33,28
208,product-34963,0,50,48,9,24
209,product-73991,0,50,46,6,24
210,product-129908,0,50,68,31,26
211,product-130697,0,50,51,0,22
212,product-10803,0,50,32,0,22
213,product-44971,0,50,55,31,28
214,product-198821,0,50,54,4,22
215,product-398967,0,50,29,24,34
216,product-232501,0,50,63,29,27
217,product-101651,0,50,53,2,23
218,product-144195,0,50,70,30,36
219,product-314246,0,62,55,0,22
220,product-11235,0,62,38,2,22
221,product-55786,0,62,45,3,22
222,product-37540,0,62,56,37,26
223,product-114058,0,62,56,14,23
224,product-127798,0,62,61,32,25
225,product-359787,0,62,69,0,22
226,product-123761,0,62,63,3,22
227,product-142828,0,62,71,38,45
228,product-104923,0,62,59,44,33
229,product-56762,0,62,53,10,22
230,product-277232,0,62,75,23,26
231,product-122766,0,62,66,6,22
232,product-202873,0,62,58,35,33
233,product-67649,0,62,48,24,27
234,product-10072,0,62,37,17,32
235,product-50518,0,62,52,9,24
236,product-122987,0,62,66,10,22
237,product-32611,0,62,43,9,23
238,product-109361,0,62,56,5,22
239,product-182710,0,62,46,14,30
240,product-82842,0,62,46,24,28
241,product-318656,0,62,49,4,24
242,product-83970,0,62,45,10,26
243,product-109788,0,62,63,29,25
244,product-126540,0,62,66,4,22
245,product-47430,0,62,53,27,20
246,product-127459,0,62,69,35,30
247,product-106683,0,62,64,13,27
248,product-108334,0,62,51,18,29
249,product-142036,0,62,71,37,26
250,product-294535,0,62,44,30,25
251,product-44757,0,62,55,28,28
252,product-122323,0,62,67,29,25
253,product-137767,0,62,71,34,28
254,product-227443,0,62,48,13,25
255,product-137926,0,62,62,11,26
256,product-201884,0,62,54,2,22
257,product-201238,0,62,55,8,23
258,product-194079,0,62,30,14,28
259,product-226456,0,62,65,6,22
260,product-272290,0,62,74,39,28
261,product-163626,0,62,55,18,24
262,product-98915,0,62,56,8,21
263,product-72502,0,75,43,34,30
264,product-254945,0,75,69,25,22
265,product-169945,0,75,51,20,28
266,product-31090,0,75,44,14,25
267,product-361576,0,75,76,63,48
268,product-105690,0,75,61,15,27
269,product-360198,0,75,64,17,22
270,product-23569,0,75,66,12,23
271,product-276625,0,75,61,7,23
272,product-54700,0,75,52,24,22
273,product-213631,0,75,52,26,36
274,product-84986,0,75,52,29,28
275,product-244591,0,75,63,4,23
276,product-244589,0,75,63,6,23
277,product-47573,0,75,48,15,24
278,product-355026,0,75,74,57,37
279,product-180368,0,75,24,24,37
280,product-245284,0,75,67,41,33
281,product-59467,0,75,39,17,32
282,product-106333,0,75,57,22,29
283,product-127431,0,75,55,3,22
284,product-376232,0,75,71,4,23
285,product-218320,0,75,60,40,31
286,product-93870,0,75,39,4,23
287,product-340005,0,75,68,24,28
288,product-121420,0,75,55,11,27
289,product-302393,0,75,56,32,31
290,product-78424,0,88,40,45,26
291,product-37757,0,88,55,34,25
292,product-78381,0,88,45,11,25
293,product-104301,0,88,60,32,26
294,product-221311,0,88,25,0,22
295,product-205270,0,88,32,9,25
296,product-139439,0,88,68,26,24
297,product-296880,0,88,80,46,33
298,product-122801,0,88,64,0,22
299,product-129053,0,88,57,0,22
300,product-300419,0,88,58,3,22
301,product-300738,0,88,60,50,26
302,product-146425,0,88,68,14,21
303,product-257756,0,88,36,24,25
304,product-256791,0,88,35,28,24
305,product-204296,0,88,55,6,22
306,product-123023,0,88,64,19,22
307,product-67681,0,88,43,6,24
308,product-276397,0,88,71,70,44
309,product-141637,0,88,67,11,24
310,product-133927,0,88,58,5,22
311,product-376806,0,88,66,8,23
312,product-111511,0,88,58,4,22
313,product-85067,0,88,41,0,22
314,product-15553,0,88,42,17,25
315,product-11989,0,88,38,2,22
316,product-40176,0,88,50,15,25
317,product-181381,0,88,23,26,46
318,product-214228,0,88,56,24,26
319,product-27443,0,88,43,13,23
320,product-87389,0,88,44,0,22
321,product-107586,0,88,56,2,22
322,product-87974,0,88,52,0,22
323,product-127239,0,88,69,32,30
324,product-138001,0,88,71,27,27
325,product-138229,0,88,71,27,27
326,product-201781,0,88,76,8,23
327,product-35723,0,88,42,23,27
328,product-163336,0,88,55,16,25
329,product-306265,0,88,63,46,33
330,product-99905,0,88,58,2,22
331,product-305785,0,88,62,0,22
332,product-101316,0,88,62,6,22
333,product-70309,0,88,40,14,23
334,product-122356,0,88,64,20,22
335,product-98792,0,88,44,2,22
336,product-335750,0,88,66,15,22
337,product-94506,0,88,52,5,22
338,product-192619,0,88,56,2,22
339,product-266839,0,88,68,42,32
340,product-100146,0,88,58,2,22
341,product-71290,2,3,40,16,23
342,product-64330,2,3,38,21,26
343,product-124469,2,3,59,6,22
344,product-218699,2,3,61,30,26
345,product-126008,2,3,60,14,24
346,product-217466,2,3,57,16,24
347,product-69498,2,3,39,7,22
348,product-123021,2,3,64,15,22
349,product-312919,2,3,71,0,22
350,product-122803,2,3,64,4,22
351,product-123870,2,3,59,6,22
352,product-124274,2,3,59,10,22
353,product-309702,2,3,62,2,22
354,product-123426,2,3,64,11,23
355,product-4442,2,3,40,34,35
356,product-129054,2,3,57,2,22
357,product-201293,2,3,58,37,37
358,product-53178,2,3,52,17,24
359,product-127098,2,3,66,2,22
360,product-326225,2,3,62,30,24
361,product-323722,2,3,61,20,28
362,product-213087,2,3,56,30,29
363,product-21162,2,3,44,14,26
364,product-327107,2,3,62,26,24
365,product-279234,2,3,75,43,35
366,product-88596,2,3,54,30,28
367,product-108372,2,3,55,6,21
368,product-247133,2,3,41,4,23
369,product-85328,2,3,42,2,22
370,product-86370,2,3,44,8,23
371,product-100214,2,3,48,0,22
372,product-96455,2,3,51,22,30
373,product-98533,2,3,46,2,22
374,product-101354,2,3,58,9,23
375,product-28852,2,3,43,11,24
376,product-116253,2,3,62,19,26
377,product-298243,2,3,57,0,22
378,product-120251,2,3,59,20,22
379,product-10540,2,3,32,4,23
380,product-302999,2,3,59,4,23
381,product-303046,2,3,74,15,27
382,product-119385,2,3,70,38,32
383,product-304458,2,3,63,2,22
384,product-231916,2,3,67,3,22
385,product-110685,2,3,57,5,23
386,product-27728,2,3,43,10,23
387,product-237849,2,3,63,15,27
388,product-111696,2,3,57,2,22
389,product-139950,2,3,68,19,24
390,product-186708,2,3,54,32,24
391,product-390430,2,3,41,12,22
392,product-45732,2,3,48,2,22
393,product-169515,2,3,59,24,30
394,product-376662,2,3,66,6,23
395,product-142391,2,3,71,35,28
396,product-136082,2,3,64,14,22
397,product-142350,2,3,59,6,22
398,product-143028,2,3,64,9,23
399,product-142678,2,3,68,8,23
400,product-135101,2,3,68,12,22
401,product-383155,2,3,42,2,22
402,product-396855,2,3,37,20,30
403,product-51742,2,3,45,14,24
404,product-52099,2,3,51,13,24
405,product-42648,2,3,54,20,24
406,product-149909,2,3,64,0,22
407,product-146461,2,3,73,32,34
408,product-39487,2,3,36,2,22
409,product-191349,2,3,70,2,22
410,product-43159,2,3,55,29,27
411,product-132219,2,3,67,43,24
412,product-149553,2,3,68,2,22
413,product-192922,2,3,71,0,22
414,product-316146,2,5,48,4,23
415,product-309378,2,5,48,4,23
416,product-318372,2,5,68,20,28
417,product-221993,2,5,60,2,22
418,product-124076,2,5,59,9,22
419,product-309921,2,5,65,3,22
420,product-123661,2,5,59,2,22
421,product-220553,2,5,83,23,36
422,product-55119,2,5,53,14,23
423,product-334106,2,5,67,6,23
424,product-129675,2,5,68,27,26
425,product-53588,2,5,53,2,22
426,product-211539,2,5,51,29,30
427,product-325395,2,5,48,0,22
428,product-214604,2,5,56,35,22
429,product-208191,2,5,55,5,24
430,product-328394,2,5,61,41,27
431,product-57521,2,5,58,11,28
432,product-280593,2,5,66,17,25
433,product-105805,2,5,44,36,30
434,product-255235,2,5,35,23,25
435,product-285094,2,5,76,34,27
436,product-284543,2,5,66,37,25
437,product-281521,2,5,60,40,30
438,product-107083,2,5,61,15,23
439,product-107775,2,5,56,2,22
440,product-283047,2,5,66,28,26
441,product-269870,2,5,68,32,29
442,product-92755,2,5,57,22,28
443,product-276009,2,5,36,0,22
444,product-277054,2,5,61,4,23
445,product-274590,2,5,75,30,29
446,product-7296,2,5,33,11,25
447,product-300199,2,5,58,2,22
448,product-300448,2,5,71,3,22
449,product-119935,2,5,59,24,22
450,product-73131,2,5,44,3,22
451,product-119925,2,5,60,11,23
452,product-84547,2,5,42,2,23
453,product-109417,2,5,62,12,24
454,product-84206,2,5,51,32,29
455,product-112026,2,5,58,0,22
456,product-242627,2,5,63,2,23
457,product-81886,2,5,50,21,28
458,product-391244,2,5,39,13,26
459,product-179132,2,5,42,2,22
460,product-44745,2,5,56,36,29
461,product-377944,2,5,73,4,21
462,product-183287,2,5,66,2,22
463,product-134092,2,5,58,6,22
464,product-135898,2,5,64,12,23
465,product-136282,2,5,64,12,22
466,product-364700,2,5,67,44,38
467,product-148738,2,5,47,2,22
468,product-142799,2,5,66,0,22
469,product-344363,2,5,67,14,23
470,product-145590,2,5,67,14,20
471,product-194678,2,5,56,4,22
472,product-371945,2,5,60,6,25
473,product-171489,2,5,23,18,37
474,product-145364,2,5,67,2,22
475,product-153951,2,5,71,2,22
476,product-368807,2,5,56,7,24
477,product-141493,2,5,67,0,22
478,product-35713,2,5,42,8,25
479,product-228190,2,8,63,49,30
480,product-312853,2,8,71,20,32
481,product-223077,2,8,52,18,30
482,product-123868,2,8,59,3,22
483,product-336484,2,8,56,9,23
484,product-52731,2,8,49,11,25
485,product-20265,2,8,46,21,24
486,product-212383,2,8,54,3,22
487,product-56641,2,8,45,14,24
488,product-205731,2,8,59,32,23
489,product-56180,2,8,51,26,31
490,product-12433,2,8,40,7,25
491,product-207855,2,8,59,19,22
492,product-90701,2,8,43,32,35
493,product-278145,2,8,65,9,24
494,product-104504,2,8,60,42,26
495,product-250462,2,8,59,17,32
496,product-273251,2,8,60,5,22
497,product-102331,2,8,58,2,22
498,product-101355,2,8,58,7,23
499,product-101870,2,8,58,5,22
500,product-118457,2,8,49,0,22
501,product-78427,2,8,40,41,30
502,product-236769,2,8,53,9,22
503,product-236344,2,8,61,6,23
504,product-29105,2,8,46,15,26
505,product-120628,2,8,59,16,22
506,product-302606,2,8,56,35,31
507,product-303157,2,8,65,30,39
508,product-5165,2,8,68,40,32
509,product-288306,2,8,43,2,22
510,product-295320,2,8,59,33,34
511,product-293283,2,8,57,62,51
512,product-162529,2,8,51,5,21
513,product-41173,2,8,49,24,30
514,product-160568,2,8,66,2,23
515,product-143591,2,8,72,32,27
516,product-39013,2,8,54,16,27
517,product-45212,2,8,54,28,26
518,product-134270,2,8,58,2,22
519,product-18098,2,8,37,15,26
520,product-345346,2,8,69,26,27
521,product-42303,2,8,51,24,25
522,product-35016,2,8,67,32,25
523,product-42115,2,8,51,20,25
524,product-32764,2,8,59,56,42
525,product-39367,2,8,57,26,25
526,product-217910,2,9,61,26,26
527,product-218152,2,9,61,0,22
528,product-124471,2,9,59,12,22
529,product-126007,2,9,60,12,23
530,product-29246,2,9,57,46,33
531,product-228646,2,9,63,35,30
532,product-71552,2,9,55,29,28
533,product-63319,2,9,42,43,20
534,product-217738,2,9,33,17,24
535,product-67496,2,9,42,6,24
536,product-124272,2,9,59,5,22
537,product-123631,2,9,64,11,23
538,product-202803,2,9,55,17,22
539,product-331812,2,9,53,13,25
540,product-204493,2,9,58,0,22
541,product-197998,2,9,30,32,46
542,product-53605,2,9,51,24,23
543,product-53181,2,9,51,19,23
544,product-59010,2,9,38,28,30
545,product-126904,2,9,66,0,22
546,product-323720,2,9,61,24,29
547,product-126723,2,9,66,0,22
548,product-213367,2,9,60,0,22
549,product-209192,2,9,59,0,22
550,product-57546,2,9,52,28,30
551,product-88660,2,9,45,2,23
552,product-103897,2,9,59,45,25
553,product-104647,2,9,55,7,23
554,product-108458,2,9,56,4,23
555,product-108724,2,9,51,21,29
556,product-92278,2,9,57,22,29
557,product-91629,2,9,52,0,22
558,product-91434,2,9,47,16,23
559,product-93454,2,9,52,4,24
560,product-120090,2,9,59,22,22
561,product-120593,2,9,64,17,26
562,product-119070,2,9,61,12,23
563,product-292187,2,9,77,34,28
564,product-245846,2,9,63,14,23
565,product-241451,2,9,63,13,22
566,product-286456,2,9,76,34,27
567,product-293318,2,9,44,3,22
568,product-350239,2,9,67,24,32
569,product-49245,2,9,54,22,25
570,product-142212,2,9,71,34,28
571,product-348456,2,9,70,21,35
572,product-17061,2,9,47,26,25
573,product-392061,2,9,23,0,22
574,product-50063,2,9,46,20,25
575,product-143154,2,9,71,39,44
576,product-135897,2,9,64,17,22
577,product-142314,2,9,68,8,23
578,product-44769,2,9,53,24,23
579,product-14826,2,9,39,20,25
580,product-48847,2,9,46,22,26
581,product-136281,2,9,64,14,22
582,product-44984,2,9,53,26,23
583,product-132031,2,9,67,41,24
584,product-150242,2,9,60,9,23
585,product-134927,2,9,68,14,22
586,product-371064,2,9,57,0,22
587,product-134631,2,9,58,3,22
588,product-134558,2,9,69,15,23
589,product-142033,2,9,71,37,27
590,product-141492,2,9,67,0,22
591,product-121567,2,12,59,6,22
592,product-218638,2,12,58,20,23
593,product-218652,2,12,57,26,25
594,product-124468,2,12,59,2,22
595,product-64137,2,12,42,34,20
596,product-316534,2,12,56,4,23
597,product-62298,2,12,54,2,23
598,product-125867,2,12,55,22,22
599,product-125866,2,12,55,24,22
600,product-72142,2,12,53,33,23
601,product-307789,2,12,48,4,23
602,product-61768,2,12,61,34,32
603,product-121169,2,12,64,19,26
604,product-321034,2,12,60,10,29
605,product-71931,2,12,54,44,25
606,product-10847,2,12,48,12,27
607,product-217468,2,12,57,12,25
608,product-21954,2,12,61,20,28
609,product-29315,2,12,57,42,33
610,product-63175,2,12,53,35,23
611,product-62956,2,12,53,32,24
612,product-125364,2,12,66,11,23
613,product-63174,2,12,53,32,23
614,product-124361,2,12,71,28,34
615,product-123179,2,12,68,24,25
616,product-29633,2,12,42,15,24
617,product-313078,2,12,59,20,15
618,product-69919,2,12,65,15,29
619,product-310140,2,12,59,56,26
620,product-122358,2,12,64,23,29
621,product-22565,2,12,52,15,26
622,product-122584,2,12,64,24,29
623,product-122578,2,12,64,7,22
624,product-122802,2,12,64,2,22
625,product-122352,2,12,64,10,22
626,product-123966,2,12,63,0,22
627,product-315399,2,12,66,32,40
628,product-65765,2,12,50,43,33
629,product-121814,2,12,53,23,32
630,product-315971,2,12,72,4,21
631,product-314072,2,12,67,0,22
632,product-29711,2,12,54,0,22
633,product-29808,2,12,58,39,44
634,product-4443,2,12,40,25,38
635,product-129430,2,12,68,26,26
636,product-12988,2,12,47,21,35
637,product-12992,2,12,46,28,37
638,product-12997,2,12,46,28,29
639,product-202652,2,12,33,7,24
640,product-332286,2,12,53,15,25
641,product-128621,2,12,59,17,26
642,product-128312,2,12,69,47,30
643,product-331591,2,12,53,14,25
644,product-31269,2,12,58,57,35
645,product-12832,2,12,46,26,37
646,product-204130,2,12,30,4,24
647,product-52725,2,12,51,22,25
648,product-199262,2,12,58,39,37
649,product-199261,2,12,58,41,37
650,product-52341,2,12,46,5,22
651,product-20162,2,12,59,9,24
652,product-13147,2,12,46,30,37
653,product-200906,2,12,55,12,25
654,product-129921,2,12,67,18,26
655,product-53214,2,12,46,18,24
656,product-200556,2,12,54,12,23
657,product-128311,2,12,69,46,30
658,product-128310,2,12,69,44,30
659,product-210376,2,12,57,19,29
660,product-210279,2,12,59,0,22
661,product-326819,2,12,62,26,24
662,product-58352,2,12,52,27,23
663,product-58819,2,12,53,28,23
664,product-325972,2,12,49,0,22
665,product-21523,2,12,35,16,24
666,product-126605,2,12,59,23,28
667,product-60931,2,12,61,31,32
668,product-214592,2,12,58,9,23
669,product-214520,2,12,61,0,22
670,product-323379,2,12,61,30,29
671,product-21437,2,12,47,0,22
672,product-323393,2,12,60,0,22
673,product-60438,2,12,53,31,25
674,product-206680,2,12,55,11,24
675,product-56984,2,12,55,17,24
676,product-128278,2,12,55,5,22
677,product-128279,2,12,55,6,22
678,product-58304,2,12,32,2,22
679,product-58303,2,12,32,4,23
680,product-105116,2,12,59,38,32
681,product-254534,2,12,78,55,45
682,product-88556,2,12,57,0,22
683,product-252513,2,12,69,17,24
684,product-90451,2,12,44,43,24
685,product-90933,2,12,47,9,23
686,product-103894,2,12,59,40,26
687,product-90007,2,12,52,3,22
688,product-104605,2,12,44,27,19
689,product-278855,2,12,68,27,25
690,product-89580,2,12,55,21,29
691,product-281157,2,12,76,32,26
692,product-108320,2,12,50,0,22
693,product-284617,2,12,76,35,27
694,product-284125,2,12,76,34,27
695,product-286016,2,12,76,34,27
696,product-85064,2,12,42,0,22
697,product-85289,2,12,45,6,22
698,product-285451,2,12,60,38,34
699,product-27664,2,12,52,27,27
700,product-107393,2,12,55,4,22
701,product-96755,2,12,45,17,23
702,product-101030,2,12,55,11,24
703,product-263352,2,12,59,81,54
704,product-100785,2,12,55,12,23
705,product-262841,2,12,59,82,49
706,product-100621,2,12,58,4,22
707,product-99493,2,12,46,0,22
708,product-7570,2,12,64,7,22
709,product-7599,2,12,67,41,24
710,product-98863,2,12,54,0,22
711,product-7514,2,12,57,18,29
712,product-271610,2,12,58,4,24
713,product-99661,2,12,58,4,22
714,product-258261,2,12,36,26,25
715,product-102549,2,12,58,2,22
716,product-102343,2,12,58,31,27
717,product-275863,2,12,71,73,43
718,product-91688,2,12,43,31,33
719,product-25492,2,12,43,15,27
720,product-91755,2,12,52,7,24
721,product-26882,2,12,43,6,24
722,product-101623,2,12,58,5,22
723,product-26631,2,12,68,35,29
724,product-101356,2,12,58,5,22
725,product-101615,2,12,58,9,22
726,product-101616,2,12,58,6,23
727,product-259840,2,12,35,41,25
728,product-259839,2,12,35,40,25
729,product-102160,2,12,49,3,21
730,product-259558,2,12,80,43,38
731,product-94103,2,12,46,42,22
732,product-84984,2,12,52,35,28
733,product-28716,2,12,58,61,37
734,product-299974,2,12,58,2,22
735,product-76662,2,12,65,18,24
736,product-234866,2,12,64,55,33
737,product-76086,2,12,67,36,30
738,product-76135,2,12,58,43,35
739,product-76390,2,12,49,11,28
740,product-297747,2,12,70,14,24
741,product-78471,2,12,53,11,23
742,product-236531,2,12,40,27,36
743,product-10532,2,12,37,5,22
744,product-73417,2,12,59,15,22
745,product-73391,2,12,65,35,26
746,product-74083,2,12,54,44,27
747,product-72904,2,12,45,8,22
748,product-72903,2,12,45,10,22
749,product-119774,2,12,59,23,27
750,product-119248,2,12,61,9,23
751,product-303000,2,12,59,2,22
752,product-75295,2,12,37,0,22
753,product-119247,2,12,61,11,23
754,product-302394,2,12,56,33,31
755,product-119071,2,12,61,11,23
756,product-10377,2,12,46,0,22
757,product-75097,2,12,67,43,30
758,product-232051,2,12,61,7,23
759,product-74725,2,12,53,4,23
760,product-78909,2,12,66,42,27
761,product-243934,2,12,53,45,58
762,product-27981,2,12,47,10,22
763,product-111462,2,12,56,32,36
764,product-9171,2,12,45,32,32
765,product-109367,2,12,56,0,22
766,product-286896,2,12,76,35,28
767,product-84800,2,12,42,0,22
768,product-288900,2,12,69,49,28
769,product-288462,2,12,61,41,20
770,product-23991,2,12,59,32,22
771,product-28350,2,12,68,48,29
772,product-80020,2,12,57,31,35
773,product-114397,2,12,56,14,22
774,product-242697,2,12,66,35,32
775,product-81662,2,12,36,12,22
776,product-81642,2,12,43,18,24
777,product-28167,2,12,50,0,22
778,product-294252,2,12,44,29,25
779,product-52218,2,12,53,15,21
780,product-168994,2,12,4,0,22
781,product-41282,2,12,59,43,30
782,product-187310,2,12,12,2,21
783,product-147583,2,12,58,5,22
784,product-18552,2,12,50,27,29
785,product-147415,2,12,58,6,22
786,product-38992,2,12,56,30,25
787,product-366665,2,12,78,26,28
788,product-45741,2,12,48,17,23
789,product-44722,2,12,57,29,26
790,product-365982,2,12,78,19,19
791,product-147756,2,12,58,3,22
792,product-163259,2,12,59,48,51
793,product-14043,2,12,38,24,25
794,product-14857,2,12,32,17,21
795,product-49187,2,12,59,46,29
796,product-187105,2,12,54,9,24
797,product-44582,2,12,48,0,22
798,product-49078,2,12,47,22,25
799,product-139782,2,12,68,22,24
800,product-142137,2,12,68,6,23
801,product-44090,2,12,56,11,24
802,product-134471,2,12,63,18,24
803,product-17005,2,12,57,15,26
804,product-132997,2,12,67,42,19
805,product-146868,2,12,58,11,23
806,product-36792,2,12,57,54,32
807,product-146687,2,12,58,9,24
808,product-43707,2,12,56,9,24
809,product-49946,2,12,57,14,26
810,product-43892,2,12,56,12,23
811,product-37063,2,12,55,37,25
812,product-45874,2,12,55,11,24
813,product-149186,2,12,73,32,33
814,product-44303,2,12,56,13,23
815,product-49571,2,12,46,28,25
816,product-37134,2,12,42,33,25
817,product-147048,2,12,58,11,23
