id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5
52,customer-901,11,49,39,77,88,232,103
53,customer-1948,11,56,63,187,44,183,112
54,customer-4236,11,59,178,28,82,113,38
55,customer-2296,11,65,164,80,63,185,183
56,customer-2310,11,73,209,80,82,23,246
57,customer-2030,11,83,19,180,77,163,78
58,customer-4101,11,84,73,34,179,204,115
59,customer-3892,11,94,22,129,138,161,71
60,customer-2891,11,100,88,105,135,184,224
61,customer-1744,12,12,200,130,190,204,27
62,customer-3506,12,12,256,161,39,71,23
63,customer-349,12,19,175,139,41,122,54
64,customer-4217,12,34,160,192,155,69,78
65,customer-2070,12,49,193,51,86,15,239
66,customer-4897,12,64,40,8,186,149,22
67,customer-4583,12,102,101,198,193,20,177
68,customer-4438,13,13,176,46,14,162,138
69,customer-2663,13,28,151,108,75,180,162
70,customer-3973,13,55,135,185,36,138,177
71,customer-2218,13,58,216,182,233,50,201
72,customer-3305,13,61,125,214,103,169,177
73,customer-3498,13,68,48,51,53,117,170
74,customer-4431,13,82,100,109,192,48,95
75,customer-4445,13,89,34,39,183,29,179
76,customer-4785,13,96,212,79,205,25,119
77,customer-3071,13,98,137,192,171,146,202
78,customer-3241,13,100,206,200,193,80,167
79,customer-2581,13,104,137,25,62,40,108
80,customer-4982,13,109,90,130,275,157,30
81,customer-1880,14,16,143,218,75,60,159
82,customer-2196,14,30,186,28,80,175,182
83,customer-1527,14,35,157,66,149,14,89
84,customer-4625,14,72,145,49,115,66,127
85,customer-1056,14,75,102,61,147,142,48
86,customer-2351,14,78,104,50,162,136,35
87,customer-520,14,83,160,176,127,102,36
88,customer-446,14,96,134,90,97,175,37
89,customer-4408,14,102,64,36,5,165,159
90,customer-4775,14,105,212,153,11,227,188
91,customer-3865,15,15,195,137,174,253,187
92,customer-3953,15,16,225,138,147,246,27
93,customer-780,15,18,111,74,141,90,177
94,customer-3632,15,30,60,45,152,181,146
95,customer-1359,15,38,169,197,34,269,130
96,customer-2738,15,38,215,40,177,78,157
97,customer-1691,15,40,171,48,112,79,264
98,customer-2171,15,44,136,204,176,132,100
99,customer-4261,15,48,121,75,104,185,114
100,customer-1031,15,49,93,136,86,129,68
101,customer-4730,15,55,170,41,108,169,121
102,customer-899,15,74,50,154,208,61,191
103,customer-4742,15,81,239,43,72,6,157
104,customer-2170,15,84,106,151,113,29,75
105,customer-1637,15,93,117,93,173,170,163
106,customer-2217,16,30,121,80,41,73,125
107,customer-3518,16,33,124,176,85,55,187
108,customer-2273,16,34,159,40,205,56,180
109,customer-1894,16,37,108,185,144,65,42
110,customer-1153,16,38,44,172,203,121,24
111,customer-3030,16,48,207,217,89,193,105
112,customer-1107,16,49,180,55,8,214,139
113,customer-3390,16,51,23,51,105,52,101
114,customer-3909,16,60,180,12,129,77,153
115,customer-321,16,80,41,153,170,224,193
116,customer-965,16,89,153,25,220,243,205
117,customer-3979,16,107,100,36,120,103,130
118,customer-1887,17,23,142,198,139,49,215
119,customer-2046,17,43,130,38,133,101,36
120,customer-4658,17,48,121,199,166,181,124
121,customer-2826,17,55,190,26,133,22,215
122,customer-3485,17,55,145,74,44,40,103
123,customer-636,17,57,81,83,85,117,213
124,customer-1009,17,69,171,96,158,143,47
125,customer-1543,17,73,86,57,172,252,179
126,customer-2254,17,79,149,232,65,46,108
127,customer-1073,17,105,100,102,216,70,180
128,customer-877,17,113,215,143,95,30,74
129,customer-1980,18,45,191,150,219,42,40
130,customer-3758,18,52,211,159,160,34,45
131,customer-843,18,53,132,152,50,192,10
132,customer-4760,18,53,174,62,154,104,33
133,customer-3271,18,59,230,44,125,245,77
134,customer-542,18,68,64,206,77,222,79
135,customer-1577,18,69,138,65,55,164,38
136,customer-1157,18,78,97,146,216,101,69
137,customer-4579,18,88,59,118,36,102,99
138,customer-1342,18,90,105,185,174,163,40
139,customer-514,18,97,196,55,176,117,52
140,customer-2573,18,107,189,186,39,90,134
141,customer-1956,19,31,256,115,135,160,49
142,customer-848,19,34,150,146,176,66,155
143,customer-51,19,38,155,236,75,210,168
144,customer-3747,19,55,222,150,111,123,164
145,customer-3859,19,55,169,203,56,147,174
146,customer-2337,19,59,90,87,108,62,171
147,customer-628,19,62,182,90,87,201,103
148,customer-3230,19,64,24,105,22,202,133
149,customer-2817,19,65,69,206,35,101,35
150,customer-26,19,77,159,51,141,120,102
151,customer-3913,19,82,47,187,78,94,47
152,customer-3095,19,85,109,212,76,57,38
153,customer-2090,19,86,174,89,84,125,38
154,customer-4695,19,96,107,22,229,119,226
155,customer-3765,19,101,148,186,212,168,37
156,customer-4109,19,101,112,98,71,134,181
157,customer-725,19,103,121,212,132,233,164
158,customer-763,19,104,64,181,65,70,32
159,customer-3836,19,109,181,109,152,86,165
160,customer-3159,19,113,140,73,133,84,20
161,customer-4504,20,26,232,67,42,216,93
162,customer-2698,20,41,104,187,179,178,218
163,customer-3168,20,48,46,7,73,44,137
164,customer-3360,20,66,70,153,90,154,126
165,customer-3147,20,71,74,178,63,75,182
166,customer-4693,20,79,202,123,37,96,69
167,customer-4538,20,91,124,160,81,166,61
168,customer-1424,20,95,45,16,32,35,212
169,customer-314,20,96,109,57,85,143,87
170,customer-4613,20,99,205,34,23,142,54
171,customer-2356,21,34,86,194,132,148,174
172,customer-3035,21,41,135,232,173,173,215
173,customer-2934,21,43,19,139,103,229,208
174,customer-4766,21,53,66,145,157,61,42
175,customer-1320,21,55,86,85,55,70,145
176,customer-1295,21,61,98,50,149,208,159
177,customer-3725,21,83,205,29,198,221,128
178,customer-4922,21,86,54,102,180,145,180
179,customer-4542,21,88,65,38,80,82,31
180,customer-2249,21,91,91,157,72,119,100
181,customer-2158,21,96,156,179,102,80,243
182,customer-3875,21,98,192,199,99,2,117
183,customer-750,21,114,26,24,161,279,137
184,customer-3396,21,114,179,81,175,37,55
185,customer-536,22,22,157,141,163,37,145
186,customer-2415,22,23,198,150,201,157,98
187,customer-1278,22,40,7,99,203,89,125
188,customer-4163,22,40,138,106,189,60,136
189,customer-2886,22,49,131,190,120,145,72
190,customer-2096,22,60,203,6,135,71,187
191,customer-4143,22,65,163,143,43,76,129
192,customer-4814,22,72,150,157,75,68,180
193,customer-2248,22,77,171,213,85,213,199
194,customer-3377,22,82,148,117,33,144,26
195,customer-1552,22,86,161,182,199,55,265
196,customer-2922,22,86,235,208,102,16,277
197,customer-3565,22,87,74,69,61,122,47
198,customer-3666,22,88,33,129,145,111,151
199,customer-3186,22,105,15,137,48,249,86
200,customer-1087,22,108,200,169,253,139,81
201,customer-3686,22,108,62,219,233,108,253
202,customer-72,22,109,142,192,118,135,109
203,customer-1616,22,118,194,123,118,223,122
204,customer-869,23,37,136,36,203,168,110
205,customer-1409,23,43,102,172,121,123,199
206,customer-856,23,46,136,148,28,62,124
207,customer-69,23,59,24,195,158,158,111
208,customer-2389,23,63,245,190,201,18,48
209,customer-3381,23,66,266,193,16,30,152
210,customer-2531,23,70,105,169,205,19,246
211,customer-936,23,72,146,38,120,184,81
212,customer-3615,23,73,148,200,113,53,153
213,customer-3879,23,76,165,148,59,159,68
214,customer-986,23,78,233,200,23,199,50
215,customer-4593,23,81,225,237,15,134,172
216,customer-3702,23,103,187,25,202,230,62
217,customer-2707,23,111,238,106,54,246,138
218,customer-4663,23,111,14,178,28,139,151
219,customer-1331,23,113,202,142,169,217,74
220,customer-1644,24,26,181,189,193,171,19
221,customer-1650,24,29,161,35,182,153,53
222,customer-4902,24,29,174,99,87,197,57
223,customer-1939,24,32,162,136,84,143,200
224,customer-2018,24,41,96,234,169,185,99
225,customer-3923,24,42,207,201,69,124,108
226,customer-4390,24,55,192,144,27,172,133
227,customer-2368,24,66,34,53,129,110,201
228,customer-4920,24,66,250,110,175,51,149
229,customer-726,24,67,45,124,93,186,71
230,customer-2212,24,69,105,196,45,78,146
231,customer-3860,24,71,136,136,108,75,206
232,customer-4233,24,71,48,186,55,75,28
233,customer-741,24,82,215,142,131,139,30
234,customer-4602,24,82,118,87,248,69,160
235,customer-1924,24,90,157,101,247,69,105
236,customer-861,24,94,80,54,162,116,110
237,customer-1658,24,103,29,162,182,172,41
238,customer-255,25,41,90,154,174,89,88
239,customer-4600,25,41,57,119,148,186,144
240,customer-194,25,47,131,111,258,154,106
241,customer-3209,25,48,169,27,71,130,115
242,customer-3231,25,74,10,27,143,167,68
243,customer-2902,25,76,197,188,183,179,165
244,customer-3604,25,81,28,135,164,126,4
245,customer-3665,25,84,24,250,237,171,194
246,customer-3688,25,87,121,108,2,228,134
247,customer-296,25,90,201,213,220,155,114
248,customer-2750,25,103,169,72,57,198,22
249,customer-60,25,106,125,11,113,95,63
250,customer-807,25,113,177,17,4,40,156
251,customer-3255,26,33,33,90,172,168,53
252,customer-3051,26,50,120,143,221,131,119
253,customer-4045,26,50,48,238,147,82,171
254,customer-4021,26,55,94,179,60,171,32
255,customer-4788,26,58,163,157,80,102,77
256,customer-2513,26,61,197,22,202,93,209
257,customer-806,26,65,163,86,123,150,156
258,customer-4685,26,65,91,169,163,34,54
259,customer-2957,26,70,130,158,179,169,89
260,customer-2536,26,71,146,166,144,76,49
261,customer-2798,26,102,224,214,146,249,177
262,customer-3614,27,37,78,28,178,144,86
263,customer-490,27,38,3,254,60,28,56
264,customer-2391,27,49,187,156,22,130,169
265,customer-1989,27,50,274,195,249,102,180
266,customer-34,27,51,139,5,184,69,130
267,customer-544,27,54,99,188,179,4,95
268,customer-4210,27,58,94,189,161,264,27
269,customer-2214,27,79,257,224,13,169,96
270,customer-3296,27,79,180,39,69,74,142
271,customer-4246,27,79,142,141,132,54,168
272,customer-1823,27,87,54,228,188,113,117
273,customer-287,27,88,189,198,98,224,117
274,customer-1161,27,99,207,105,184,75,239
275,customer-4426,27,101,138,182,106,53,183
276,customer-380,27,106,159,46,140,207,224
277,customer-4841,27,108,250,47,199,111,126
278,customer-1088,27,111,128,166,115,124,162
279,customer-1557,27,111,34,199,73,42,13
280,customer-1797,27,111,172,53,154,104,109
281,customer-2132,28,28,124,201,53,197,215
282,customer-2631,28,31,32,134,51,80,97
283,customer-3691,28,39,150,40,202,224,183
284,customer-3706,28,46,72,67,190,196,72
285,customer-2115,28,59,136,200,170,235,194
286,customer-2634,28,63,180,169,102,204,32
287,customer-2666,28,63,206,31,29,94,144
288,customer-1089,28,70,139,18,123,164,164
289,customer-2102,28,70,167,133,217,166,142
290,customer-578,28,85,74,197,177,40,180
291,customer-188,28,95,57,26,46,187,131
292,customer-3207,28,99,208,92,168,196,178
293,customer-25,28,114,143,42,226,21,55
294,customer-3250,28,116,71,101,140,217,136
295,customer-1440,28,126,80,63,177,3,210
296,customer-1000,29,57,90,172,114,32,177
297,customer-4097,29,58,18,197,222,98,41
298,customer-3415,29,62,23,79,114,217,154
299,customer-1485,29,67,114,220,85,74,179
300,customer-192,29,78,188,171,144,108,90
301,customer-157,29,80,237,143,70,89,214
302,customer-2950,29,82,35,113,63,189,208
303,customer-134,29,95,102,151,88,61,162
304,customer-196,29,99,260,118,190,83,171
305,customer-4495,29,105,116,111,193,226,75
306,customer-1908,30,33,129,42,118,231,244
307,customer-2982,30,34,15,52,49,69,139
308,customer-3628,30,40,133,75,19,68,105
309,customer-209,30,43,128,160,16,36,81
310,customer-3073,30,51,33,149,183,226,198
311,customer-3716,30,56,39,186,204,124,161
312,customer-1449,30,60,237,145,18,153,50
313,customer-4104,30,74,156,186,138,136,82
314,customer-420,30,83,78,139,146,36,127
315,customer-606,30,96,55,119,160,144,197
316,customer-961,30,107,143,183,160,71,237
317,customer-221,30,110,136,45,121,26,50
318,customer-3480,30,126,133,95,192,157,147
319,customer-3983,31,48,43,58,98,61,184
320,customer-3220,31,53,59,148,67,169,126
321,customer-1804,31,56,133,112,154,130,72
322,customer-3306,31,61,91,82,71,145,93
323,customer-4871,31,70,118,66,131,256,170
324,customer-4001,31,72,56,235,38,144,184
325,customer-3809,31,74,97,95,82,206,166
326,customer-2747,31,85,228,125,87,133,171
327,customer-282,31,89,44,215,178,133,78
328,customer-3376,31,95,65,194,190,261,97
329,customer-2404,31,96,33,257,169,135,135
330,customer-2246,31,103,209,170,179,197,69
331,customer-4440,31,114,223,142,26,199,204
332,customer-1383,31,118,139,237,79,76,146
333,customer-713,31,128,17,44,131,146,165
334,customer-952,32,32,139,113,241,182,42
335,customer-1463,32,32,154,163,169,96,195
336,customer-4344,32,36,49,135,184,133,30
337,customer-4626,32,39,191,156,191,97,87
338,customer-103,32,42,25,99,148,180,91
339,customer-401,32,50,175,143,132,131,159
340,customer-2840,32,57,209,239,47,43,69
341,customer-3208,32,57,153,19,254,151,173
342,customer-3425,32,63,184,48,123,150,85
343,customer-4450,32,66,168,110,141,174,90
344,customer-1316,32,67,19,53,217,143,204
345,customer-2588,32,67,87,31,169,108,137
346,customer-4621,32,70,9,192,165,61,116
347,customer-4725,32,79,101,226,115,104,39
348,customer-55,32,84,210,170,111,214,174
349,customer-1102,32,85,38,109,168,57,173
350,customer-232,32,89,189,58,35,68,131
351,customer-121,32,93,114,88,54,172,47
352,customer-3519,32,100,102,81,82,258,176
353,customer-1788,32,104,86,190,190,26,105
354,customer-3893,32,106,190,174,215,175,191
355,customer-1253,32,114,150,55,169,95,155
356,customer-4590,32,115,189,131,149,195,87
357,customer-897,32,119,75,93,222,185,189
358,customer-375,32,121,71,114,72,189,196
359,customer-3728,32,121,62,162,144,32,114
360,customer-752,32,123,72,109,68,191,154
361,customer-2063,33,49,7,204,86,59,61
362,customer-589,33,56,88,114,164,62,188
363,customer-874,33,65,111,93,111,41,125
364,customer-4018,33,65,73,120,74,129,133
365,customer-3509,33,71,212,158,157,39,186
366,customer-2359,33,77,123,106,5,55,44
367,customer-4937,33,86,234,196,14,207,200
368,customer-220,33,91,36,45,88,139,181
369,customer-1361,33,91,160,106,4,58,132
370,customer-1707,33,92,166,94,18,125,191
371,customer-4500,33,92,52,97,103,53,32
372,customer-4967,33,92,52,51,110,148,180
373,customer-4681,33,98,166,57,86,37,32
374,customer-816,33,103,122,128,103,103,80
375,customer-449,33,104,97,211,193,10,196
376,customer-4816,33,106,214,22,58,69,28
377,customer-958,33,125,45,208,66,171,135
378,customer-2335,33,126,108,101,120,42,63
379,customer-4040,33,126,95,49,79,163,65
380,customer-2928,33,128,72,244,168,249,124
381,customer-1443,34,49,122,142,67,17,73
382,customer-2052,34,65,143,61,146,233,270
383,customer-3569,34,66,151,157,176,132,59
384,customer-3750,34,66,81,25,16,130,20
385,customer-3205,34,69,192,273,152,54,99
386,customer-1122,34,74,205,104,90,118,144
387,customer-3508,34,74,17,88,100,132,72
388,customer-3100,34,117,90,37,35,70,42
389,customer-4241,34,121,277,88,240,13,205
390,customer-3130,34,124,95,53,62,118,148
391,customer-3898,34,126,200,182,90,80,27
392,customer-3966,35,36,150,84,163,29,126
393,customer-1223,35,84,226,67,69,8,167
394,customer-1358,35,95,128,161,86,158,205
395,customer-4129,35,99,165,96,73,213,128
396,customer-889,35,107,59,114,175,155,56
397,customer-4165,35,107,180,49,246,58,144
398,customer-3107,35,109,198,49,138,95,126
399,customer-745,35,112,192,13,23,103,146
400,customer-1205,35,117,29,164,83,49,145
401,customer-1207,35,120,139,19,51,173,46
402,customer-2181,35,120,102,71,102,128,37
403,customer-1396,35,122,203,204,183,78,179
404,customer-9,35,123,107,161,149,196,234
405,customer-4916,35,124,46,117,65,86,139
406,customer-3351,35,134,38,96,31,86,146
407,customer-3834,36,41,44,128,148,48,130
408,customer-2552,36,43,61,121,117,188,91
409,customer-1626,36,44,182,38,106,206,52
410,customer-3715,36,49,158,97,184,160,58
411,customer-3935,36,67,11,53,73,100,31
412,customer-504,36,93,184,98,170,46,30
413,customer-1899,36,93,154,205,151,134,127
414,customer-309,36,104,108,58,47,204,87
415,customer-2274,36,108,97,88,196,127,216
416,customer-1892,36,115,172,173,83,41,162
417,customer-1185,36,116,144,175,262,231,86
418,customer-1740,36,117,56,93,131,200,229
419,customer-3116,36,126,180,20,236,163,211
420,customer-2413,36,132,44,184,73,173,193
421,customer-2991,37,57,147,166,180,122,95
422,customer-1805,37,58,114,25,106,140,23
423,customer-3763,37,69,160,249,30,198,79
424,customer-3006,37,72,37,161,199,99,58
425,customer-137,37,75,106,159,77,101,156
426,customer-890,37,77,126,183,221,153,19
427,customer-3065,37,80,200,19,119,186,237
428,customer-3181,37,81,37,188,38,138,179
429,customer-4835,37,90,59,167,227,50,101
430,customer-575,37,91,76,110,170,224,133
431,customer-2994,37,93,207,37,18,94,100
432,customer-4052,37,93,103,227,183,110,114
433,customer-2065,37,94,88,83,123,182,41
434,customer-4149,37,94,164,129,22,76,231
435,customer-2417,37,95,187,139,145,191,177
436,customer-1927,37,100,216,229,106,81,134
437,customer-2535,37,106,132,131,126,71,213
438,customer-2792,37,108,59,103,116,174,189
439,customer-3135,37,109,105,163,59,90,158
440,customer-3395,37,118,36,174,19,46,43
441,customer-2797,37,119,182,191,127,121,76
442,customer-3711,37,120,82,190,188,136,107
443,customer-2775,37,121,49,139,188,197,42
444,customer-4136,37,124,217,150,179,170,74
445,customer-2744,37,127,136,58,73,219,86
446,customer-641,37,131,117,221,169,38,170
447,customer-35,38,44,72,192,52,181,162
448,customer-1224,38,47,156,163,15,201,199
449,customer-4697,38,48,203,67,56,186,54
450,customer-1703,38,50,181,9,129,181,239
451,customer-1252,38,53,23,194,195,192,171
452,customer-3678,38,56,129,91,154,188,79
453,customer-3867,38,62,236,59,170,58,221
454,customer-4444,38,63,73,136,146,142,106
455,customer-4139,38,73,44,57,30,58,18
456,customer-2093,38,96,110,183,161,72,185
457,customer-245,38,98,197,58,141,75,70
458,customer-250,38,101,166,200,5,207,109
459,customer-3011,38,101,219,98,59,49,237
460,customer-1732,38,114,124,191,158,158,24
461,customer-3268,38,124,90,37,200,191,145
462,customer-3738,38,128,26,139,190,122,105
463,customer-4875,39,44,255,159,141,203,211
464,customer-3446,39,46,149,133,262,138,117
465,customer-570,39,48,131,63,108,88,183
466,customer-4216,39,50,115,129,155,34,141
467,customer-3769,39,58,174,65,58,248,188
468,customer-1196,39,60,163,203,83,185,229
469,customer-4632,39,68,130,110,119,192,152
470,customer-116,39,69,26,155,103,85,126
471,customer-4259,39,75,57,219,197,245,115
472,customer-501,39,80,142,129,155,50,61
473,customer-362,39,82,104,186,92,184,193
474,customer-2460,39,88,130,145,109,159,101
475,customer-4970,39,88,16,116,219,98,177
476,customer-4134,39,89,80,193,81,146,14
477,customer-522,39,93,218,28,149,100,26
478,customer-1425,39,93,71,48,189,61,85
479,customer-1405,39,95,223,159,220,118,37
480,customer-1628,39,101,153,77,167,223,126
481,customer-2865,39,101,195,157,243,152,58
482,customer-2277,39,111,161,82,212,91,198
483,customer-3808,39,113,154,75,129,87,91
484,customer-2492,39,123,95,219,170,221,102
485,customer-826,39,128,99,161,35,36,5
486,customer-2699,40,40,191,139,172,159,30
487,customer-3076,40,59,107,140,188,172,91
488,customer-4572,40,59,22,217,118,48,191
489,customer-3265,40,65,43,60,65,77,120
490,customer-2480,40,69,79,3,93,238,25
491,customer-2057,40,81,90,185,206,133,196
492,customer-1604,40,83,207,208,70,31,171
493,customer-2485,40,89,196,55,176,78,80
494,customer-4801,40,92,53,139,241,175,173
495,customer-682,40,95,145,140,133,203,141
496,customer-508,40,98,152,56,36,200,132
497,customer-696,40,104,81,82,138,226,193
498,customer-4470,40,108,122,124,98,146,204
499,customer-2439,40,121,200,237,82,26,36
500,customer-837,40,122,35,21,178,181,80
501,customer-866,40,122,259,78,132,80,82
502,customer-1722,40,130,65,106,254,25,77
503,customer-4615,40,130,163,82,201,214,13
504,customer-4810,41,41,180,118,78,104,253
505,customer-4859,41,43,57,61,38,267,220
506,customer-754,41,52,148,95,71,208,38
507,customer-1768,41,55,36,8,49,37,93
508,customer-1610,41,62,179,83,157,21,40
509,customer-3757,41,67,79,120,48,33,77
510,customer-393,41,68,155,113,133,225,50
511,customer-4851,41,68,129,144,35,3,26
512,customer-4787,41,72,111,40,104,80,140
513,customer-2164,41,83,159,160,147,92,49
514,customer-1468,41,86,276,131,205,29,56
515,customer-1982,41,97,150,10,20,158,149
516,customer-4200,41,99,14,135,173,88,174
517,customer-828,41,103,141,174,32,9,54
518,customer-1966,41,110,159,220,10,131,21
519,customer-2612,41,111,260,224,70,75,44
520,customer-1545,41,124,66,164,133,87,200
521,customer-3735,41,124,5,105,111,25,231
522,customer-4564,41,135,33,78,39,109,172
523,customer-2119,42,48,115,89,173,23,154
524,customer-1241,42,61,73,59,48,45,70
525,customer-3771,42,65,168,31,51,157,68
526,customer-3704,42,66,109,31,37,206,158
527,customer-617,42,69,214,43,105,107,172
528,customer-3797,42,70,230,192,20,160,118
529,customer-400,42,73,129,205,18,159,196
530,customer-518,42,81,139,99,189,159,184
531,customer-1462,42,85,99,45,251,153,55
532,customer-2043,42,86,23,113,37,92,141
533,customer-1167,42,92,165,196,135,21,49
534,customer-1072,42,94,150,77,6,160,26
535,customer-3279,42,96,120,62,87,12,138
536,customer-4968,42,98,161,42,18,44,87
537,customer-2228,42,101,96,160,53,163,49
538,customer-1281,42,110,120,31,100,72,178
539,customer-940,42,114,129,29,93,198,174
540,customer-1084,42,115,9,151,74,151,191
541,customer-493,42,117,138,244,131,83,119
542,customer-3298,42,120,35,179,37,71,107
543,customer-1200,42,123,128,226,144,62,152
544,customer-4765,42,125,221,202,198,13,105
545,customer-1472,42,128,141,255,84,79,154
546,customer-3329,42,130,158,111,125,64,168
547,customer-614,42,133,64,113,34,78,182
548,customer-3930,42,133,134,31,137,136,163
549,customer-2721,42,138,91,151,147,75,188
550,customer-1711,43,43,49,179,39,210,238
551,customer-4566,43,45,17,116,43,73,79
552,customer-1187,43,47,99,25,245,172,162
553,customer-3286,43,47,177,232,201,175,179
554,customer-1838,43,48,149,126,165,143,157
555,customer-4513,43,54,55,185,11,159,129
556,customer-1044,43,58,76,72,61,30,41
557,customer-2177,43,59,134,8,14,135,162
558,customer-3837,43,63,187,48,142,26,32
559,customer-2255,43,72,90,38,56,93,195
560,customer-1486,43,76,194,173,117,222,157
561,customer-1814,43,96,250,166,132,20,84
562,customer-203,43,98,146,131,97,166,7
563,customer-2606,43,103,170,67,89,87,0
564,customer-2397,43,104,240,97,53,202,146
565,customer-2737,43,105,50,170,197,55,46
566,customer-4252,43,109,79,145,178,95,119
567,customer-2518,43,110,136,231,205,203,149
568,customer-2967,43,130,142,219,168,123,103
569,customer-1307,43,133,192,180,83,14,52
570,customer-4863,43,134,189,56,84,79,33
571,customer-2975,43,136,61,235,66,187,135
572,customer-4575,43,138,59,157,64,88,137
573,customer-2542,44,45,148,58,213,30,68
574,customer-495,44,57,76,73,94,167,175
575,customer-1033,44,57,83,75,191,57,144
576,customer-529,44,60,174,202,57,119,142
577,customer-3794,44,66,60,32,112,131,90
578,customer-4093,44,67,208,186,12,187,106
579,customer-1796,44,71,172,105,49,27,90
580,customer-3805,44,74,130,217,192,143,165
581,customer-2033,44,77,117,115,152,221,145
582,customer-513,44,86,172,105,249,121,129
583,customer-3902,44,110,121,114,137,159,37
584,customer-3344,44,118,46,66,141,219,16
585,customer-2103,44,119,189,173,146,196,182
586,customer-1192,44,123,204,101,151,118,21
587,customer-2157,44,126,103,22,59,17,156
588,customer-1946,44,132,61,126,35,16,10
589,customer-2454,44,136,183,146,87,258,127
590,customer-1677,44,143,186,196,101,166,124
591,customer-1698,45,47,107,211,28,35,135
592,customer-1678,45,55,214,148,145,254,116
593,customer-1502,45,58,196,93,33,112,57
594,customer-1660,45,58,34,75,264,106,99
595,customer-4731,45,66,71,77,105,126,105
596,customer-3237,45,71,226,199,131,89,135
597,customer-1863,45,74,9,121,259,42,113
598,customer-3899,45,75,127,131,26,94,163
599,customer-1149,45,78,126,144,207,169,146
600,customer-2279,45,84,148,3,40,85,103
601,customer-3361,45,84,133,195,80,220,241
602,customer-3872,45,90,143,203,27,52,51
603,customer-768,45,97,69,178,194,75,195
604,customer-463,45,104,164,99,138,142,219
605,customer-320,45,117,163,143,152,175,230
606,customer-2200,45,120,208,15,210,96,79
607,customer-3059,45,122,174,221,219,135,201
608,customer-4301,45,122,67,198,165,78,38
609,customer-3585,45,131,193,27,149,180,170
610,customer-3313,45,132,248,226,48,148,134
611,customer-4684,46,56,95,190,129,114,175
612,customer-3216,46,58,57,14,141,69,138
613,customer-2644,46,59,93,126,61,44,102
614,customer-3798,46,59,56,183,129,238,156
615,customer-261,46,61,123,172,87,66,170
616,customer-56,46,69,5,182,242,73,58
617,customer-592,46,69,215,137,99,65,84
618,customer-1304,46,69,107,207,35,288,201
619,customer-3984,46,69,167,36,154,116,140
620,customer-1356,46,79,41,57,201,129,21
621,customer-299,46,82,23,138,74,157,169
622,customer-3516,46,86,99,55,77,97,58
623,customer-3890,46,91,156,173,73,13,179
624,customer-4497,46,92,154,169,18,19,153
625,customer-3989,46,99,150,102,157,30,201
626,customer-18,46,100,70,161,140,169,164
627,customer-57,46,100,76,15,231,154,88
628,customer-342,46,102,76,69,122,149,192
629,customer-2289,46,104,82,51,83,136,179
630,customer-3201,46,105,162,113,190,113,204
631,customer-2508,46,109,128,133,40,136,64
632,customer-1233,46,111,235,231,186,63,166
633,customer-852,46,117,52,53,47,22,96
634,customer-1136,46,120,191,28,189,107,155
635,customer-2345,46,128,219,65,207,178,163
636,customer-4949,46,135,37,129,197,125,173
637,customer-790,46,141,95,66,37,51,186
638,customer-4423,47,57,73,15,22,120,49
