ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology
74,product-300738,0,88,60,50
75,product-23569,0,75,66,12
76,product-167040,0,12,59,18
77,product-335185,0,12,67,4
78,product-102172,0,38,53,14
79,product-54105,0,50,43,8
80,product-202873,0,62,58,35
81,product-117981,0,38,56,13
82,product-146425,0,88,68,14
83,product-202799,0,50,55,11
84,product-232869,0,50,63,38
85,product-311014,0,12,66,10
86,product-1219,0,50,76,13
87,product-92794,0,50,55,20
88,product-239668,0,25,63,23
89,product-334542,0,25,73,46
90,product-257756,0,88,36,24
91,product-16180,0,25,44,2
92,product-147277,0,38,72,14
93,product-256791,0,88,35,28
94,product-277055,0,12,61,3
95,product-37268,0,12,57,43
96,product-332826,0,25,53,17
97,product-256793,0,12,35,30
98,product-67649,0,62,48,24
99,product-204296,0,88,55,6
100,product-204208,0,25,58,0
101,product-372414,0,25,75,38
102,product-123023,0,88,64,19
103,product-132460,0,25,60,0
104,product-299321,0,12,53,19
105,product-103327,0,50,47,13
106,product-276625,0,75,61,7
107,product-135807,0,50,68,0
108,product-54700,0,75,52,24
109,product-67681,0,88,43,6
110,product-42456,0,38,54,14
111,product-10072,0,62,37,17
112,product-276397,0,88,71,70
113,product-50518,0,62,52,9
114,product-54495,0,38,52,34
115,product-122987,0,62,66,10
116,product-257529,0,50,75,0
117,product-138889,0,25,69,27
118,product-122552,0,50,67,28
119,product-148441,0,50,70,17
120,product-57303,0,50,53,20
121,product-134021,0,50,68,25
122,product-109408,0,25,65,24
123,product-32611,0,62,43,9
124,product-213631,0,75,52,26
125,product-109361,0,62,56,5
126,product-40549,0,12,54,17
127,product-141637,0,88,67,11
128,product-62825,0,50,46,0
129,product-39804,0,38,53,24
130,product-149931,0,12,59,11
131,product-133927,0,88,58,5
132,product-182710,0,62,46,14
133,product-353617,0,38,67,17
134,product-380669,0,25,58,23
135,product-17546,0,38,47,22
136,product-376806,0,88,66,8
137,product-376805,0,38,66,9
138,product-111483,0,50,51,0
139,product-82842,0,62,46,24
140,product-84986,0,75,52,29
141,product-318656,0,62,49,4
142,product-111511,0,88,58,4
143,product-357026,0,38,64,14
144,product-85067,0,88,41,0
145,product-15553,0,88,42,17
146,product-320407,0,12,61,54
147,product-320424,0,12,49,6
148,product-287956,0,38,72,0
149,product-11989,0,88,38,2
150,product-244591,0,75,63,4
151,product-215302,0,12,61,0
152,product-244589,0,75,63,6
153,product-141288,0,25,72,6
154,product-47573,0,75,48,15
155,product-40176,0,88,50,15
156,product-83429,0,38,45,6
157,product-355026,0,75,74,57
158,product-110374,0,12,57,6
159,product-83970,0,62,45,10
160,product-141378,0,25,72,27
161,product-245256,0,12,63,4
162,product-211858,0,38,51,29
163,product-180368,0,75,24,24
164,product-181381,0,88,23,26
165,product-245284,0,75,67,41
166,product-134093,0,12,58,4
167,product-214228,0,88,56,24
168,product-141495,0,50,67,2
169,product-214223,0,38,56,39
170,product-84271,0,50,42,0
171,product-244046,0,25,67,55
172,product-109788,0,62,63,29
173,product-126540,0,62,66,4
174,product-47430,0,62,53,27
175,product-323321,0,12,62,2
176,product-62267,0,25,36,12
177,product-133858,0,50,68,27
178,product-59467,0,75,39,17
179,product-183286,0,12,66,3
180,product-86645,0,50,42,13
181,product-21145,0,12,46,20
182,product-38808,0,50,54,14
183,product-127459,0,62,69,35
184,product-241620,0,38,50,37
185,product-48998,0,25,55,24
186,product-27443,0,88,43,13
187,product-282344,0,50,47,0
188,product-186712,0,38,54,8
189,product-87389,0,88,44,0
190,product-32333,0,25,52,2
191,product-106683,0,62,64,13
192,product-107586,0,88,56,2
193,product-127680,0,50,69,38
194,product-113881,0,12,55,11
195,product-187101,0,50,54,19
196,product-106333,0,75,57,22
197,product-87974,0,88,52,0
198,product-359557,0,25,63,13
199,product-388603,0,12,31,0
200,product-88080,0,50,54,34
201,product-106020,0,38,55,2
202,product-296041,0,38,59,38
203,product-11406,0,12,35,5
204,product-350577,0,25,71,36
205,product-88403,0,50,47,19
206,product-208090,0,25,24,2
207,product-33594,0,25,40,0
208,product-127431,0,75,55,3
209,product-294778,0,12,45,0
210,product-63474,0,38,53,11
211,product-82498,0,12,52,30
212,product-177077,0,38,69,12
213,product-176863,0,50,57,28
214,product-293553,0,25,53,2
215,product-108334,0,62,51,18
216,product-63744,0,12,43,33
217,product-376353,0,25,76,23
218,product-242682,0,25,68,59
219,product-142036,0,62,71,37
220,product-22010,0,12,55,31
221,product-242628,0,25,63,4
222,product-112492,0,25,58,0
223,product-85817,0,12,45,0
224,product-376232,0,75,71,4
225,product-81978,0,50,36,13
226,product-218310,0,12,61,21
227,product-218311,0,25,61,23
228,product-127295,0,12,68,34
229,product-218320,0,75,60,40
230,product-133694,0,38,68,29
231,product-133693,0,50,68,29
232,product-326818,0,12,62,28
233,product-294535,0,62,44,30
234,product-142214,0,38,71,35
235,product-242235,0,25,63,5
236,product-127239,0,88,69,32
237,product-12989,0,12,47,23
238,product-236700,0,38,62,8
239,product-93870,0,75,39,4
240,product-144344,0,25,68,2
241,product-101357,0,25,58,3
242,product-160032,0,50,56,23
243,product-138004,0,50,71,33
244,product-162576,0,12,49,46
245,product-129479,0,38,62,2
246,product-344364,0,25,68,15
247,product-202371,0,12,31,22
248,product-340005,0,75,68,24
249,product-138001,0,88,71,27
250,product-120086,0,12,60,22
251,product-226817,0,25,62,26
252,product-44757,0,62,55,28
253,product-99991,0,25,44,3
254,product-120629,0,38,59,17
255,product-13665,0,12,41,24
256,product-15095,0,38,51,2
257,product-100386,0,38,58,0
258,product-144665,0,38,68,0
259,product-122323,0,62,67,29
260,product-138229,0,88,71,27
261,product-137767,0,62,71,34
262,product-122348,0,38,64,4
263,product-98485,0,12,50,0
264,product-138232,0,50,71,33
265,product-34963,0,50,48,9
266,product-397356,0,38,39,28
267,product-227443,0,62,48,13
268,product-137926,0,62,62,11
269,product-73991,0,50,46,6
270,product-16653,0,25,45,24
271,product-129908,0,50,68,31
272,product-100831,0,25,63,2
273,product-201781,0,88,76,8
274,product-130697,0,50,51,0
275,product-10803,0,50,32,0
276,product-35723,0,88,42,23
277,product-10895,0,25,41,13
278,product-43155,0,38,55,24
279,product-163336,0,88,55,16
280,product-201884,0,62,54,2
281,product-344415,0,25,64,48
282,product-306219,0,25,48,2
283,product-201238,0,62,55,8
284,product-100623,0,38,58,0
285,product-121420,0,75,55,11
286,product-306265,0,88,63,46
287,product-194079,0,62,30,14
288,product-226456,0,62,65,6
289,product-99905,0,88,58,2
290,product-305785,0,88,62,0
291,product-100622,0,12,58,2
292,product-74877,0,12,38,0
293,product-264963,0,38,66,4
294,product-101111,0,12,58,6
295,product-145919,0,12,70,0
296,product-44540,0,38,56,33
297,product-44971,0,50,55,31
298,product-198821,0,50,54,4
299,product-266055,0,25,66,10
300,product-101316,0,88,62,6
301,product-51296,0,25,46,6
302,product-202486,0,38,55,12
303,product-70309,0,88,40,14
304,product-363588,0,25,66,30
305,product-229534,0,25,63,48
306,product-51721,0,38,46,8
307,product-335543,0,25,58,4
308,product-304459,0,25,63,0
309,product-28866,0,12,42,15
310,product-122356,0,88,64,20
311,product-98792,0,88,44,2
312,product-202557,0,12,58,32
313,product-366661,0,25,78,21
314,product-227254,0,25,62,27
315,product-335750,0,88,66,15
316,product-122406,0,12,55,0
317,product-94506,0,88,52,5
318,product-51218,0,38,54,2
319,product-302393,0,75,56,32
320,product-345510,0,25,60,2
321,product-121755,0,38,59,5
322,product-366979,0,25,78,20
323,product-145351,0,38,68,0
324,product-192619,0,88,56,2
325,product-398967,0,50,29,24
326,product-120979,0,12,64,18
327,product-266839,0,88,68,42
328,product-146248,0,12,68,2
329,product-272290,0,62,74,39
330,product-232501,0,50,63,29
331,product-335471,0,25,67,3
332,product-54052,0,25,52,31
333,product-163626,0,62,55,18
334,product-100146,0,88,58,2
335,product-101651,0,50,53,2
336,product-367044,0,25,65,0
337,product-94994,0,12,49,7
338,product-144195,0,50,70,30
339,product-98915,0,62,56,8
340,product-29379,0,12,43,13
341,product-121567,2,12,59,6
342,product-218271,2,97,57,24
343,product-22022,2,38,53,41
344,product-121712,2,68,67,31
345,product-317176,2,25,66,35
346,product-63810,2,88,55,8
347,product-316139,2,92,63,27
348,product-124395,2,80,68,30
349,product-71156,2,75,53,31
350,product-316146,2,5,48,4
351,product-317197,2,95,63,28
352,product-218272,2,88,57,22
353,product-64329,2,25,38,23
354,product-63754,2,38,42,39
355,product-63610,2,88,54,29
356,product-71469,2,78,44,9
357,product-217910,2,9,61,26
358,product-21997,2,62,48,0
359,product-63643,2,75,58,54
360,product-121525,2,62,67,30
361,product-227736,2,68,63,44
362,product-316104,2,16,57,6
363,product-316138,2,45,63,25
364,product-22009,2,66,55,29
365,product-309378,2,5,48,4
366,product-316122,2,88,66,34
367,product-317451,2,42,64,17
368,product-70907,2,62,40,11
369,product-121566,2,25,59,8
370,product-124691,2,42,59,27
371,product-218152,2,9,61,0
372,product-71290,2,3,40,16
373,product-308916,2,88,60,20
374,product-316150,2,88,48,13
375,product-316889,2,38,56,6
376,product-71109,2,34,40,13
377,product-124471,2,9,59,12
378,product-227546,2,88,66,0
379,product-218636,2,62,58,18
380,product-218637,2,95,58,19
381,product-218638,2,12,58,20
382,product-29958,2,25,68,53
383,product-70910,2,59,40,14
384,product-218639,2,28,58,21
385,product-70974,2,84,54,32
386,product-29979,2,88,54,2
387,product-64477,2,97,42,30
388,product-22822,2,50,48,0
389,product-218652,2,12,57,26
390,product-227444,2,53,48,14
391,product-316505,2,18,49,9
392,product-218674,2,68,60,22
393,product-218653,2,38,57,24
394,product-124507,2,28,56,11
395,product-218654,2,68,57,22
396,product-64330,2,3,38,21
397,product-218640,2,50,58,23
398,product-218312,2,28,61,25
399,product-64218,2,62,59,55
400,product-124567,2,80,63,2
401,product-218313,2,45,61,27
402,product-121568,2,88,59,5
403,product-218326,2,41,60,37
404,product-64816,2,16,43,20
405,product-124409,2,38,66,19
406,product-218710,2,62,60,37
407,product-227678,2,95,59,11
408,product-227442,2,38,48,13
409,product-316863,2,62,48,14
410,product-64194,2,50,53,41
411,product-316862,2,25,48,12
412,product-124468,2,12,59,2
413,product-64131,2,38,42,30
414,product-316859,2,84,49,6
415,product-316843,2,16,64,16
416,product-124469,2,3,59,6
417,product-64137,2,12,42,34
418,product-64139,2,22,42,34
419,product-64156,2,16,38,20
420,product-64481,2,80,42,30
421,product-218699,2,3,61,30
422,product-316534,2,12,56,4
423,product-217448,2,62,59,15
424,product-63607,2,62,53,21
425,product-62298,2,12,54,2
426,product-126007,2,9,60,12
427,product-320824,2,95,62,22
428,product-215798,2,88,56,35
429,product-62309,2,88,53,14
430,product-29248,2,62,57,48
431,product-72119,2,38,59,9
432,product-121339,2,75,67,29
433,product-62457,2,62,42,35
434,product-320388,2,75,61,18
435,product-62479,2,75,35,9
436,product-11772,2,50,48,0
437,product-121340,2,30,67,31
438,product-228190,2,8,63,49
439,product-228189,2,75,63,47
440,product-125867,2,12,55,22
441,product-125866,2,12,55,24
442,product-30218,2,38,68,55
443,product-228188,2,55,63,45
444,product-228187,2,57,63,43
445,product-30217,2,38,68,53
446,product-216041,2,30,39,0
447,product-320048,2,72,61,15
448,product-62661,2,38,42,40
449,product-319663,2,25,55,0
450,product-72053,2,20,44,14
451,product-125674,2,47,55,24
452,product-29247,2,92,57,47
453,product-29246,2,9,57,46
454,product-72142,2,12,53,33
455,product-126008,2,3,60,14
456,product-307768,2,72,62,24
457,product-11842,2,78,38,2
458,product-307789,2,12,48,4
459,product-61767,2,88,61,37
460,product-228646,2,9,63,35
461,product-61768,2,12,61,34
462,product-21643,2,62,63,27
463,product-121152,2,25,67,32
464,product-307793,2,50,48,2
465,product-228621,2,82,62,20
466,product-61922,2,25,53,22
467,product-21647,2,88,62,26
468,product-61961,2,38,61,32
469,product-125673,2,50,55,25
470,product-121169,2,12,64,19
471,product-215442,2,97,60,30
472,product-62116,2,38,53,22
473,product-62117,2,75,53,24
474,product-62143,2,62,59,60
475,product-21667,2,88,60,15
476,product-21668,2,38,60,15
477,product-4938,2,32,35,30
478,product-121190,2,25,59,10
479,product-72151,2,75,54,44
480,product-121191,2,72,59,9
481,product-321034,2,12,60,10
482,product-11810,2,66,43,0
483,product-121194,2,75,60,9
484,product-21654,2,25,61,26
485,product-63608,2,75,53,25
486,product-29265,2,62,59,50
487,product-71931,2,12,54,44
488,product-63183,2,25,53,20
489,product-318295,2,62,49,12
490,product-71552,2,9,55,29
491,product-125230,2,16,60,2
492,product-318183,2,50,63,6
493,product-10847,2,12,48,12
494,product-29309,2,62,58,44
495,product-63319,2,9,42,43
496,product-217466,2,3,57,16
497,product-318011,2,50,68,21
498,product-217468,2,12,57,12
499,product-317934,2,88,49,14
500,product-121439,2,25,53,19
501,product-217644,2,62,55,54
502,product-217645,2,62,55,55
503,product-21949,2,68,61,28
504,product-21954,2,12,61,20
505,product-317826,2,18,63,9
506,product-124908,2,88,56,11
507,product-29314,2,25,57,44
508,product-317822,2,25,63,0
509,product-217738,2,9,33,17
510,product-21976,2,25,57,24
511,product-29315,2,12,57,42
512,product-217858,2,88,58,23
513,product-10784,2,80,38,11
514,product-317750,2,28,75,3
515,product-318372,2,5,68,20
516,product-318374,2,62,68,23
517,product-63182,2,88,53,18
518,product-63175,2,12,53,35
519,product-125632,2,22,58,26
520,product-71924,2,25,53,32
521,product-216623,2,50,57,21
522,product-216658,2,68,61,24
523,product-319031,2,55,49,8
524,product-228163,2,32,62,14
525,product-216910,2,20,34,12
526,product-62956,2,12,53,32
527,product-216936,2,92,61,0
528,product-308521,2,88,60,18
529,product-30155,2,18,43,17
530,product-30153,2,38,43,17
531,product-71743,2,75,55,31
532,product-125672,2,38,55,26
533,product-217044,2,91,57,22
534,product-62960,2,38,53,21
535,product-217047,2,34,57,16
536,product-308550,2,62,59,52
537,product-217048,2,88,57,14
538,product-228130,2,78,59,14
539,product-121382,2,25,59,8
540,product-308653,2,62,62,4
541,product-63049,2,66,46,0
542,product-125447,2,88,58,26
543,product-125364,2,12,66,11
544,product-63174,2,12,53,32
545,product-121383,2,75,59,7
546,product-71583,2,41,56,22
547,product-125477,2,62,55,29
548,product-124361,2,12,71,28
549,product-124075,2,97,59,6
550,product-124275,2,18,59,11
551,product-312724,2,84,61,60
552,product-310245,2,88,65,10
553,product-29446,2,25,68,50
554,product-221993,2,5,60,2
555,product-222013,2,47,62,45
556,product-123179,2,12,68,24
557,product-312702,2,38,59,18
558,product-123178,2,38,68,27
559,product-310254,2,50,66,15
560,product-69634,2,50,48,11
561,product-123055,2,30,59,0
562,product-69591,2,82,54,2
563,product-312725,2,84,61,58
564,product-69576,2,38,57,30
565,product-29638,2,50,42,13
566,product-29636,2,32,42,14
567,product-29635,2,30,42,14
568,product-29634,2,97,42,15
569,product-312548,2,25,71,2
570,product-29633,2,12,42,15
571,product-123025,2,28,64,24
572,product-123024,2,25,64,21
573,product-225512,2,25,63,45
574,product-69498,2,3,39,7
575,product-123022,2,95,64,17
576,product-123021,2,3,64,15
577,product-123054,2,25,59,0
578,product-312853,2,8,71,20
579,product-312919,2,3,71,0
580,product-69800,2,55,54,2
581,product-70205,2,45,54,3
582,product-22369,2,18,38,0
583,product-121953,2,59,59,2
584,product-221510,2,62,58,21
585,product-221511,2,45,58,19
586,product-121988,2,30,54,21
587,product-67251,2,55,56,24
588,product-122090,2,75,66,9
589,product-22390,2,25,66,5
590,product-313135,2,18,48,6
591,product-67376,2,38,54,11
592,product-67438,2,53,56,21
593,product-313078,2,12,59,20
594,product-313077,2,20,59,17
595,product-123227,2,25,64,21
596,product-123226,2,18,64,15
597,product-310104,2,45,62,0
598,product-221958,2,22,58,19
599,product-312985,2,18,63,0
600,product-312984,2,38,63,0
601,product-123206,2,38,67,29
602,product-122101,2,70,67,30
603,product-69919,2,12,65,15
604,product-122102,2,32,67,32
605,product-310140,2,12,59,56
606,product-67496,2,9,42,6
607,product-123205,2,50,67,27
608,product-123020,2,91,64,0
609,product-69437,2,80,48,12
610,product-123019,2,91,64,0
611,product-69393,2,38,54,2
612,product-122358,2,12,64,23
613,product-224617,2,30,63,43
614,product-122648,2,50,56,21
615,product-311534,2,25,73,9
616,product-22565,2,12,52,15
617,product-68664,2,72,39,11
618,product-223500,2,66,52,17
619,product-122584,2,12,64,24
620,product-122583,2,16,64,22
621,product-122582,2,80,64,19
622,product-122581,2,78,64,17
623,product-68716,2,75,55,37
624,product-4696,2,57,39,29
625,product-4695,2,16,40,3
626,product-122580,2,88,64,15
627,product-122578,2,12,64,7
628,product-122577,2,20,64,5
629,product-122422,2,50,56,23
630,product-122576,2,25,64,3
631,product-122575,2,70,64,3
632,product-310913,2,68,63,28
633,product-122574,2,38,64,5
634,product-68870,2,62,39,11
635,product-311116,2,25,69,26
636,product-122540,2,50,66,5
637,product-122553,2,30,67,30
638,product-122541,2,59,66,7
639,product-122767,2,62,66,9
640,product-123404,2,50,67,27
641,product-29568,2,25,57,43
642,product-122797,2,38,64,7
643,product-69380,2,66,57,30
644,product-122324,2,32,67,31
645,product-122347,2,50,64,5
646,product-122998,2,34,67,30
647,product-67767,2,50,56,33
648,product-122997,2,50,67,28
649,product-122349,2,25,64,5
650,product-122996,2,53,67,26
651,product-67768,2,25,56,31
652,product-222545,2,16,51,0
653,product-122350,2,25,64,6
654,product-122873,2,50,56,20
655,product-122872,2,68,56,21
656,product-122809,2,25,64,24
657,product-122808,2,25,64,21
658,product-122807,2,80,64,19
659,product-122806,2,88,64,17
660,product-122805,2,97,64,15
661,product-122803,2,3,64,4
662,product-122802,2,12,64,2
663,product-311930,2,28,64,13
664,product-122800,2,75,64,2
665,product-310635,2,84,66,11
666,product-122352,2,12,64,10
667,product-122798,2,34,64,5
668,product-223077,2,8,52,18
669,product-22639,2,88,42,14
670,product-69119,2,38,53,14
671,product-313458,2,30,59,17
672,product-313459,2,97,59,18
673,product-123405,2,38,67,29
674,product-22776,2,25,60,32
675,product-124010,2,62,66,15
676,product-70546,2,50,53,30
677,product-315692,2,28,62,2
678,product-123995,2,72,68,28
679,product-123968,2,30,63,2
680,product-29397,2,75,43,14
681,product-22773,2,25,61,34
682,product-123966,2,12,63,0
683,product-123956,2,18,71,29
684,product-219795,2,84,58,30
685,product-123870,2,3,59,6
686,product-315424,2,68,48,10
687,product-123869,2,92,59,4
688,product-315421,2,50,48,5
689,product-123868,2,8,59,3
690,product-123867,2,16,59,2
691,product-309766,2,16,48,11
692,product-123866,2,25,59,0
693,product-121884,2,25,67,6
694,product-315399,2,12,66,32
695,product-123832,2,38,64,4
696,product-315339,2,62,62,4
697,product-315338,2,50,62,3
698,product-226988,2,32,48,15
699,product-315251,2,62,75,30
700,product-65765,2,12,50,43
701,product-29888,2,80,43,17
702,product-123804,2,66,66,15
703,product-315722,2,25,57,10
704,product-121814,2,12,53,23
705,product-124274,2,3,59,10
706,product-65195,2,47,45,28
707,product-121754,2,45,59,6
708,product-124272,2,9,59,5
709,product-124271,2,16,59,2
710,product-124212,2,62,66,19
711,product-227256,2,18,62,23
712,product-124210,2,72,66,15
713,product-315971,2,12,72,4
714,product-227255,2,62,62,25
715,product-315967,2,59,72,6
716,product-124197,2,75,68,29
717,product-219277,2,82,31,0
718,product-124170,2,28,63,0
719,product-124169,2,18,63,0
720,product-29388,2,20,42,18
721,product-124163,2,18,71,29
722,product-121756,2,75,59,3
723,product-29390,2,45,42,17
724,product-315872,2,55,63,2
725,product-124076,2,5,59,9
726,product-121757,2,55,60,2
727,product-227156,2,62,69,35
728,product-309688,2,66,64,5
729,product-29896,2,41,42,13
730,product-309689,2,53,64,6
731,product-309702,2,3,62,2
732,product-4359,2,95,34,2
733,product-70749,2,75,53,34
734,product-65778,2,22,47,21
735,product-315061,2,50,48,6
736,product-123554,2,84,63,4
737,product-121904,2,28,67,33
738,product-66519,2,47,47,12
739,product-29747,2,42,57,41
740,product-4778,2,82,44,25
741,product-314220,2,55,59,13
742,product-314072,2,12,67,0
743,product-221098,2,62,60,3
744,product-226816,2,50,62,28
745,product-121950,2,41,59,4
746,product-221107,2,45,61,19
747,product-309920,2,32,65,2
748,product-313838,2,88,59,17
749,product-313837,2,70,59,16
750,product-313836,2,62,59,15
751,product-313835,2,41,59,15
752,product-29711,2,12,54,0
753,product-309921,2,5,65,3
754,product-121951,2,50,59,4
755,product-123431,2,38,64,21
756,product-123430,2,50,64,19
757,product-123429,2,45,64,17
758,product-121952,2,50,59,4
759,product-313615,2,42,70,22
760,product-61716,2,25,53,13
761,product-123426,2,3,64,11
762,product-313513,2,88,50,14
763,product-66492,2,28,51,26
764,product-226987,2,62,48,15
765,product-66491,2,28,51,24
766,product-70311,2,25,40,20
767,product-315052,2,88,63,18
768,product-29817,2,25,57,50
769,product-314998,2,38,59,11
770,product-123760,2,95,63,2
771,product-123661,2,5,59,2
772,product-123660,2,32,59,2
773,product-29808,2,12,58,39
774,product-226986,2,62,48,16
775,product-4442,2,3,40,34
776,product-4443,2,12,40,25
777,product-220553,2,5,83,23
778,product-220554,2,22,83,24
779,product-123635,2,50,64,19
780,product-123634,2,38,64,17
781,product-70498,2,84,39,6
782,product-123631,2,9,64,11
783,product-220750,2,38,56,22
784,product-66323,2,62,46,14
785,product-70492,2,28,42,27
786,product-121892,2,88,66,11
787,product-314532,2,53,63,41
788,product-121903,2,68,67,31
789,product-123605,2,50,67,26
790,product-220931,2,62,36,22
791,product-66439,2,38,57,41
792,product-4481,2,34,79,2
793,product-123582,2,88,68,26
794,product-66490,2,34,51,22
795,product-321830,2,72,51,4
796,product-257044,2,50,75,2
797,product-215105,2,30,56,0
798,product-203138,2,38,54,5
799,product-335082,2,34,74,29
800,product-203113,2,80,55,14
801,product-203112,2,47,55,14
802,product-54241,2,41,53,2
803,product-203110,2,45,55,10
804,product-203109,2,88,55,6
805,product-54214,2,88,60,28
806,product-129240,2,16,62,2
807,product-335184,2,57,67,4
808,product-202874,2,45,58,37
809,product-54112,2,45,42,12
810,product-202872,2,20,58,33
811,product-129258,2,38,63,30
812,product-202803,2,9,55,17
813,product-129190,2,18,68,28
814,product-54092,2,57,45,13
815,product-129189,2,18,68,30
816,product-203182,2,18,58,34
817,product-203440,2,18,54,0
818,product-54439,2,88,60,20
819,product-54438,2,62,60,22
820,product-129054,2,3,57,2
821,product-203414,2,68,55,14
822,product-54336,2,68,42,14
823,product-203411,2,38,55,11
824,product-203410,2,34,55,9
825,product-31336,2,38,43,13
826,product-203333,2,55,58,0
827,product-203287,2,78,31,18
828,product-129143,2,34,68,38
829,product-203242,2,45,32,24
830,product-203184,2,38,58,36
831,product-203183,2,25,58,35
832,product-129178,2,62,67,24
833,product-203483,2,22,58,37
834,product-335369,2,53,74,27
835,product-202798,2,50,55,9
836,product-336027,2,88,66,13
837,product-202556,2,88,58,30
838,product-202508,2,84,55,2
839,product-202487,2,20,55,14
840,product-336231,2,30,60,23
841,product-129428,2,18,68,30
842,product-202485,2,42,55,11
843,product-53893,2,70,42,11
844,product-53892,2,68,42,10
845,product-336326,2,38,66,15
846,product-336327,2,62,66,13
847,product-129429,2,18,68,28
848,product-336484,2,8,56,9
849,product-129430,2,12,68,26
850,product-53810,2,88,53,14
851,product-336026,2,95,66,15
852,product-202800,2,42,55,13
853,product-202558,2,70,58,34
854,product-202559,2,57,58,35
855,product-202797,2,59,55,8
856,product-54064,2,38,46,2
857,product-335465,2,88,66,15
858,product-335466,2,78,66,13
859,product-12988,2,12,47,21
860,product-12992,2,12,46,28
861,product-12997,2,12,46,28
862,product-202652,2,12,33,7
863,product-20529,2,41,48,10
864,product-54050,2,80,52,29
865,product-335751,2,75,66,13
866,product-129379,2,25,68,36
867,product-129417,2,62,67,24
868,product-54048,2,91,52,28
869,product-54036,2,50,52,24
870,product-54016,2,42,53,5
871,product-53809,2,72,53,12
872,product-129000,2,38,63,14
873,product-203575,2,50,31,17
874,product-331812,2,9,53,13
875,product-204857,2,53,54,2
876,product-331945,2,95,70,40
877,product-55171,2,62,45,23
878,product-204844,2,88,55,2
879,product-332036,2,75,53,11
880,product-55155,2,80,45,2
881,product-12723,2,18,40,13
882,product-332279,2,50,69,19
883,product-204619,2,88,59,27
884,product-332285,2,75,53,13
885,product-332286,2,12,53,15
886,product-55119,2,5,53,14
887,product-204572,2,45,55,2
888,product-55033,2,50,56,10
889,product-331811,2,88,53,11
890,product-128621,2,12,59,17
891,product-204921,2,47,64,34
892,product-55239,2,50,56,10
893,product-128312,2,12,69,47
894,product-205388,2,22,54,2
895,product-205376,2,38,55,0
896,product-331369,2,88,53,13
897,product-205370,2,32,56,14
898,product-55453,2,25,56,9
899,product-128421,2,95,59,17
900,product-128422,2,34,59,15
901,product-128456,2,62,59,15
902,product-331590,2,92,53,12
903,product-331591,2,12,53,14
904,product-128457,2,16,59,13
905,product-55254,2,38,53,4
906,product-55253,2,38,53,3
907,product-205102,2,84,55,2
908,product-55238,2,75,56,11
909,product-54489,2,88,52,30
910,product-128622,2,28,59,15
911,product-128657,2,88,59,13
912,product-31269,2,12,58,57
913,product-203907,2,34,58,2
914,product-334105,2,97,68,5
915,product-334106,2,5,67,6
916,product-128893,2,50,53,9
917,product-12832,2,12,46,26
918,product-12833,2,62,46,26
919,product-203703,2,91,55,14
920,product-203698,2,50,55,10
921,product-128957,2,25,68,30
922,product-128958,2,25,68,28
923,product-203694,2,88,55,4
924,product-334354,2,97,66,0
925,product-203617,2,75,58,0
926,product-334368,2,45,68,4
927,product-333899,2,45,59,14
928,product-204493,2,9,58,0
