id,label,ts_in,ts_out,attr_1,attr_2
118,customer-4062,18,20,129,231
119,customer-1993,18,23,154,162
120,customer-2971,18,49,82,29
121,customer-841,18,53,171,88
122,customer-4552,18,55,113,129
123,customer-2231,18,95,74,153
124,customer-1569,18,102,195,28
125,customer-2595,18,115,130,60
126,customer-1617,18,116,118,60
127,customer-2599,19,24,185,62
128,customer-1400,19,25,151,130
129,customer-2746,19,26,29,176
130,customer-367,19,27,239,190
131,customer-1114,19,36,114,216
132,customer-2178,19,37,153,36
133,customer-4842,19,49,190,198
134,customer-3572,19,52,235,34
135,customer-4953,19,60,130,36
136,customer-1365,19,63,220,204
137,customer-3659,19,68,85,148
138,customer-3934,19,75,224,16
139,customer-1456,19,83,147,81
140,customer-1840,19,93,28,198
141,customer-199,19,95,63,116
142,customer-4116,19,109,202,82
143,customer-4812,20,34,45,134
144,customer-4033,20,35,177,74
145,customer-140,20,40,106,162
146,customer-2435,20,41,199,251
147,customer-4893,20,43,47,59
148,customer-513,20,46,49,7
149,customer-2594,20,48,96,162
150,customer-2630,20,50,79,41
151,customer-105,20,54,86,192
152,customer-1894,20,69,199,1
153,customer-921,20,77,192,88
154,customer-1419,20,80,157,113
155,customer-775,20,81,188,124
156,customer-1775,20,87,118,38
157,customer-4126,20,90,120,105
158,customer-2867,20,91,85,157
159,customer-4868,20,91,56,96
160,customer-1309,20,92,55,55
161,customer-3191,20,93,91,167
162,customer-1036,20,103,58,21
163,customer-2864,20,107,36,108
164,customer-1473,21,21,41,81
165,customer-1184,21,29,97,172
166,customer-1322,21,32,29,239
167,customer-2706,21,40,126,93
168,customer-3996,21,43,122,8
169,customer-3314,21,51,81,134
170,customer-3033,21,75,136,204
171,customer-3334,21,78,234,210
172,customer-1796,21,81,92,79
173,customer-4567,21,90,91,162
174,customer-2573,21,100,74,120
175,customer-375,21,105,160,83
176,customer-441,21,105,136,76
177,customer-599,21,109,125,97
178,customer-2624,22,22,85,82
179,customer-1311,22,27,107,125
180,customer-63,22,32,48,44
181,customer-2258,22,37,271,89
182,customer-374,22,61,101,177
183,customer-3535,22,61,105,72
184,customer-2708,22,72,104,105
185,customer-304,22,80,87,11
186,customer-3893,22,82,159,187
187,customer-4515,22,91,211,71
188,customer-366,22,103,172,224
189,customer-1075,22,104,84,44
190,customer-3443,23,26,77,72
191,customer-2223,23,29,114,152
192,customer-425,23,33,91,142
193,customer-1509,23,50,75,72
194,customer-1919,23,50,183,146
195,customer-1344,23,64,126,195
196,customer-216,23,75,255,227
197,customer-173,23,80,145,176
198,customer-3081,23,81,253,178
199,customer-382,23,95,143,64
200,customer-808,23,102,108,95
201,customer-2112,23,105,181,133
202,customer-165,23,112,127,240
203,customer-3543,24,24,73,95
204,customer-688,24,33,101,260
205,customer-2869,24,39,229,32
206,customer-2912,24,52,242,78
207,customer-180,24,55,154,53
208,customer-1891,24,58,135,168
209,customer-4422,24,66,108,111
210,customer-4549,24,66,101,81
211,customer-1105,24,74,30,110
212,customer-4322,24,76,162,27
213,customer-1333,24,77,43,118
214,customer-1112,24,86,182,151
215,customer-2528,24,87,185,104
216,customer-4137,24,87,186,204
217,customer-3378,24,89,241,193
218,customer-3867,24,94,49,150
219,customer-4560,24,94,160,70
220,customer-1326,24,119,45,149
221,customer-910,25,52,43,67
222,customer-1243,25,70,169,149
223,customer-4125,25,79,108,96
224,customer-24,25,87,157,65
225,customer-743,25,109,161,42
226,customer-3453,25,111,108,176
227,customer-202,25,117,217,34
228,customer-1562,25,117,31,106
229,customer-1026,25,125,134,50
230,customer-2169,26,31,165,167
231,customer-2802,26,33,216,161
232,customer-797,26,34,190,63
233,customer-2572,26,43,69,115
234,customer-2799,26,45,169,55
235,customer-2274,26,47,42,70
236,customer-220,26,49,173,196
237,customer-2465,26,50,60,135
238,customer-1829,26,57,133,27
239,customer-2026,26,57,70,186
240,customer-1317,26,60,118,175
241,customer-77,26,72,128,89
242,customer-3565,26,74,113,72
243,customer-3140,26,76,36,182
244,customer-833,26,88,183,55
245,customer-408,26,89,122,141
246,customer-4825,26,90,177,41
247,customer-3654,26,91,94,87
248,customer-3855,26,95,21,218
249,customer-1258,26,98,26,93
250,customer-493,26,99,228,96
251,customer-2207,26,116,171,284
252,customer-2532,27,31,90,133
253,customer-3698,27,32,131,118
254,customer-1550,27,49,67,228
255,customer-1028,27,59,152,7
256,customer-4532,27,61,164,34
257,customer-3139,27,63,108,163
258,customer-4579,27,69,48,122
259,customer-3481,27,72,43,60
260,customer-2294,27,83,40,74
261,customer-2466,27,86,118,23
262,customer-4333,27,87,112,74
263,customer-884,27,88,128,49
264,customer-4317,27,91,65,210
265,customer-183,27,103,95,164
266,customer-3166,27,105,56,230
267,customer-2221,27,115,14,245
268,customer-2695,27,118,192,113
269,customer-814,27,126,186,86
270,customer-2335,28,40,287,230
271,customer-4973,28,41,83,125
272,customer-846,28,42,190,130
273,customer-412,28,66,119,62
274,customer-2428,28,71,113,111
275,customer-243,28,79,178,86
276,customer-642,28,86,9,203
277,customer-2081,28,86,87,196
278,customer-2,28,87,67,83
279,customer-4653,28,93,161,39
280,customer-2835,28,113,212,89
281,customer-1971,28,120,115,87
282,customer-4943,28,123,194,120
283,customer-29,29,29,103,134
284,customer-4339,29,41,186,48
285,customer-2956,29,50,206,190
286,customer-544,29,58,81,149
287,customer-3389,29,62,193,162
288,customer-1381,29,66,152,62
289,customer-2980,29,71,162,195
290,customer-2898,29,84,123,116
291,customer-2457,29,88,42,175
292,customer-3369,29,91,194,117
293,customer-94,29,92,177,180
294,customer-2809,29,97,192,34
295,customer-785,29,98,58,71
296,customer-398,29,99,100,226
297,customer-4521,29,116,125,20
298,customer-1733,29,119,99,103
299,customer-3012,29,123,56,112
300,customer-3227,30,40,187,201
301,customer-2920,30,52,36,163
302,customer-2343,30,57,166,127
303,customer-2906,30,64,90,52
304,customer-581,30,67,55,57
305,customer-3375,30,78,77,159
306,customer-3769,30,78,123,89
307,customer-3206,30,80,161,206
308,customer-4200,30,80,215,66
309,customer-4747,30,84,120,81
310,customer-2814,30,98,25,162
311,customer-2401,30,104,100,163
312,customer-1394,30,105,145,165
313,customer-4473,30,105,5,153
314,customer-4432,30,106,16,130
315,customer-1826,30,115,162,184
316,customer-2287,30,119,118,60
317,customer-498,30,120,32,100
318,customer-4631,30,121,33,23
319,customer-2643,31,42,30,163
320,customer-4414,31,48,132,130
321,customer-525,31,50,83,156
322,customer-2012,31,56,58,85
323,customer-54,31,61,97,118
324,customer-2367,31,64,62,164
325,customer-159,31,65,110,231
326,customer-447,31,72,58,121
327,customer-1239,31,76,45,82
328,customer-3416,31,76,13,174
329,customer-2583,31,78,173,70
330,customer-61,31,86,89,150
331,customer-4561,31,89,132,74
332,customer-1178,31,99,67,114
333,customer-979,31,100,188,163
334,customer-3865,31,104,117,165
335,customer-4147,31,110,188,148
336,customer-1911,31,121,53,177
337,customer-2212,31,122,222,44
338,customer-3291,31,124,159,289
339,customer-4157,32,34,193,84
340,customer-1404,32,35,132,158
341,customer-3887,32,36,31,89
342,customer-1339,32,38,57,69
343,customer-1957,32,51,81,62
344,customer-1314,32,63,79,123
345,customer-4827,32,64,182,124
346,customer-3998,32,79,105,250
347,customer-3866,32,83,131,50
348,customer-1766,32,85,198,195
349,customer-1408,32,89,141,121
350,customer-2639,32,90,249,93
351,customer-663,32,98,87,171
352,customer-2670,32,98,64,187
353,customer-4886,32,106,213,148
354,customer-4817,32,108,69,186
355,customer-21,32,123,74,174
356,customer-2267,32,125,221,167
357,customer-4249,32,129,153,207
358,customer-1629,33,34,84,124
359,customer-3055,33,34,99,176
360,customer-4793,33,36,203,148
361,customer-2093,33,46,132,75
362,customer-4662,33,48,72,83
363,customer-3061,33,66,85,155
364,customer-2588,33,68,60,162
365,customer-4226,33,68,201,84
366,customer-647,33,75,132,58
367,customer-652,33,82,134,90
368,customer-3992,33,86,176,128
369,customer-3399,33,89,36,186
370,customer-4054,33,91,154,97
371,customer-696,33,99,71,46
372,customer-3655,33,99,53,31
373,customer-2396,33,113,183,83
374,customer-3218,33,117,154,185
375,customer-1533,33,118,101,134
376,customer-2994,33,129,166,238
377,customer-4626,34,46,77,46
378,customer-800,34,47,86,77
379,customer-2106,34,52,14,174
380,customer-2874,34,57,127,122
381,customer-3102,34,60,91,241
382,customer-1108,34,62,188,115
383,customer-3812,34,66,283,40
384,customer-3625,34,70,151,40
385,customer-768,34,72,206,175
386,customer-3049,34,82,46,90
387,customer-455,34,92,50,48
388,customer-2527,34,96,179,4
389,customer-2281,34,98,45,63
390,customer-4146,34,104,64,60
391,customer-4454,34,111,77,94
392,customer-731,34,114,188,83
393,customer-1507,34,116,32,83
394,customer-591,34,118,105,108
395,customer-4008,34,120,142,171
396,customer-1981,34,126,172,223
397,customer-1252,35,35,182,150
398,customer-1024,35,36,185,7
399,customer-4615,35,36,112,102
400,customer-211,35,40,57,100
401,customer-1292,35,47,193,13
402,customer-3451,35,57,42,178
403,customer-3164,35,59,100,164
404,customer-84,35,61,213,184
405,customer-2503,35,72,76,34
406,customer-632,35,74,37,95
407,customer-1116,35,78,165,132
408,customer-3974,35,105,103,141
409,customer-4070,35,107,60,92
410,customer-467,35,115,96,236
411,customer-1167,35,127,1,192
412,customer-3800,35,128,71,38
413,customer-2553,36,38,100,69
414,customer-1444,36,40,168,74
415,customer-1366,36,44,190,98
416,customer-2359,36,48,187,49
417,customer-2810,36,48,98,100
418,customer-911,36,54,79,178
419,customer-1115,36,69,23,65
420,customer-3289,36,72,25,99
421,customer-2000,36,93,61,229
422,customer-1355,36,94,120,196
423,customer-1602,36,98,205,44
424,customer-4093,36,99,131,173
425,customer-453,36,119,257,193
426,customer-2454,37,39,59,158
427,customer-1849,37,40,232,149
428,customer-1056,37,46,82,25
429,customer-3265,37,52,74,75
430,customer-3895,37,66,51,51
431,customer-4879,37,67,224,101
432,customer-3753,37,70,20,279
433,customer-1968,37,71,175,187
434,customer-2286,37,71,84,165
435,customer-1373,37,79,83,68
436,customer-537,37,81,52,136
437,customer-2497,37,85,183,225
438,customer-2120,37,90,230,176
439,customer-4221,37,92,66,160
440,customer-3172,37,95,179,128
441,customer-1157,37,99,121,227
442,customer-1627,37,109,174,35
443,customer-314,37,110,31,75
444,customer-3904,37,110,29,210
445,customer-2213,37,111,131,57
446,customer-4077,37,124,231,253
447,customer-3285,37,127,134,74
448,customer-1798,37,129,256,100
449,customer-3340,38,41,196,89
450,customer-738,38,50,29,177
451,customer-720,38,71,126,212
452,customer-2387,38,71,114,127
453,customer-2687,38,74,143,193
454,customer-3306,38,83,147,92
455,customer-1427,38,84,47,90
456,customer-137,38,89,174,171
457,customer-4725,38,98,211,189
458,customer-2035,38,99,141,106
459,customer-2300,38,99,131,52
460,customer-3355,38,102,36,155
461,customer-990,38,120,53,170
462,customer-1034,38,121,121,74
463,customer-2570,38,128,24,175
464,customer-1071,38,135,137,100
465,customer-4954,38,135,87,20
466,customer-771,39,40,220,132
467,customer-1295,39,47,185,63
468,customer-517,39,48,173,96
469,customer-3308,39,48,46,80
470,customer-1025,39,51,68,203
471,customer-4581,39,53,33,176
472,customer-1793,39,54,142,214
473,customer-2606,39,54,194,71
474,customer-47,39,59,41,188
475,customer-2029,39,61,232,115
476,customer-1692,39,65,228,175
477,customer-978,39,67,75,114
478,customer-1690,39,73,161,134
479,customer-2657,39,87,221,197
480,customer-1358,39,95,190,207
481,customer-638,39,105,195,139
482,customer-1700,39,117,209,175
483,customer-2270,39,123,49,231
484,customer-4192,39,127,83,13
485,customer-4195,39,127,213,104
486,customer-3026,40,42,88,76
487,customer-1039,40,55,137,201
488,customer-747,40,60,214,142
489,customer-1868,40,66,60,55
490,customer-4959,40,68,209,132
491,customer-4727,40,69,100,91
492,customer-1002,40,76,82,54
493,customer-3182,40,78,186,133
494,customer-1814,40,88,188,164
495,customer-3977,40,90,7,71
496,customer-4594,40,104,142,85
497,customer-4917,40,108,74,71
498,customer-2545,40,109,154,151
499,customer-231,40,110,212,143
500,customer-2050,40,118,135,103
501,customer-2525,40,123,49,63
502,customer-4713,40,127,164,77
503,customer-235,40,130,230,201
504,customer-4474,40,133,226,166
505,customer-4079,40,134,51,192
506,customer-1641,40,135,211,186
507,customer-2315,41,44,137,141
508,customer-483,41,45,128,68
509,customer-4936,41,58,60,181
510,customer-403,41,62,105,28
511,customer-1459,41,64,82,100
512,customer-331,41,78,182,189
513,customer-1340,41,92,75,89
514,customer-1787,41,94,201,46
515,customer-831,41,105,149,30
516,customer-229,41,115,113,23
517,customer-2634,41,116,235,158
518,customer-1960,41,120,138,97
519,customer-3600,41,122,139,74
520,customer-2451,41,131,95,112
521,customer-1041,42,51,58,113
522,customer-3999,42,56,180,174
523,customer-4987,42,69,159,58
524,customer-1930,42,70,74,179
525,customer-4828,42,84,80,63
526,customer-1220,42,86,266,100
527,customer-4571,42,95,78,123
528,customer-4620,42,95,171,149
529,customer-1579,42,96,90,172
530,customer-3731,42,99,186,86
531,customer-3738,42,104,170,16
532,customer-847,42,114,42,187
533,customer-1752,42,130,17,154
534,customer-3687,42,131,226,59
535,customer-757,43,47,144,92
536,customer-3057,43,61,176,183
537,customer-2170,43,62,70,173
538,customer-1480,43,64,173,114
539,customer-1387,43,69,30,47
540,customer-2555,43,74,40,141
541,customer-1935,43,78,46,144
542,customer-2008,43,89,181,32
543,customer-3593,43,100,117,134
544,customer-1631,43,104,194,80
545,customer-872,43,111,97,181
546,customer-1316,43,115,179,42
547,customer-2253,43,118,87,54
548,customer-407,43,126,170,104
549,customer-3439,43,126,73,114
550,customer-3644,43,133,181,82
551,customer-3911,44,53,225,60
552,customer-3749,44,59,152,98
553,customer-4522,44,62,166,137
554,customer-4261,44,72,31,104
555,customer-1724,44,76,104,48
556,customer-1832,44,81,130,110
557,customer-2280,44,91,77,114
558,customer-4638,44,99,72,172
559,customer-2665,44,105,198,158
560,customer-2422,44,116,104,78
561,customer-3786,44,123,123,191
562,customer-413,44,124,203,188
563,customer-371,44,130,219,34
564,customer-4857,44,130,149,161
565,customer-1534,44,132,82,130
566,customer-1428,44,135,210,103
567,customer-3918,44,135,160,206
568,customer-530,45,45,125,119
569,customer-2928,45,45,172,135
570,customer-3280,45,47,87,223
571,customer-4425,45,55,157,113
572,customer-2667,45,56,187,137
573,customer-4855,45,57,181,82
574,customer-2919,45,60,188,32
575,customer-1729,45,77,161,82
576,customer-4280,45,94,93,233
577,customer-1198,45,95,61,102
578,customer-2292,45,101,97,115
579,customer-4305,45,102,49,10
580,customer-975,45,105,212,124
581,customer-1321,45,106,140,86
582,customer-1838,45,109,114,181
583,customer-1443,45,111,212,211
584,customer-853,45,124,79,181
585,customer-3787,45,124,160,131
586,customer-4913,45,124,112,116
587,customer-3982,45,127,98,7
588,customer-2541,46,61,190,61
589,customer-1163,46,62,137,201
590,customer-3841,46,62,199,52
591,customer-1441,46,67,197,174
592,customer-617,46,71,119,86
593,customer-3115,46,72,83,214
594,customer-4119,46,75,115,192
595,customer-4742,46,76,65,172
596,customer-2749,46,81,74,87
597,customer-4926,46,93,175,212
598,customer-3723,46,98,134,98
599,customer-912,46,102,42,166
600,customer-1615,46,103,121,194
601,customer-2759,46,105,140,27
602,customer-1518,46,119,138,34
603,customer-2329,46,126,106,72
604,customer-1673,46,140,163,62
605,customer-4380,47,71,209,107
606,customer-1877,47,72,122,74
607,customer-3093,47,77,188,145
608,customer-3030,47,89,153,133
609,customer-1095,47,90,57,188
610,customer-3945,47,104,169,115
611,customer-1118,47,114,63,94
612,customer-4922,47,115,110,183
613,customer-2626,47,116,97,191
614,customer-4977,47,119,115,77
615,customer-4775,47,126,67,36
616,customer-3230,47,129,180,162
617,customer-2609,47,130,30,202
618,customer-3770,47,137,46,161
619,customer-1503,48,54,99,122
620,customer-4907,48,60,172,167
621,customer-4720,48,71,113,87
622,customer-4095,48,76,107,14
623,customer-3043,48,77,106,151
624,customer-4038,48,81,64,149
625,customer-2998,48,82,234,78
626,customer-610,48,91,86,130
627,customer-1149,48,98,39,24
628,customer-2682,48,98,138,164
629,customer-3350,48,111,211,171
630,customer-4183,48,112,163,40
631,customer-1457,48,115,70,150
632,customer-3245,48,122,127,215
633,customer-3474,48,122,106,175
634,customer-3056,48,123,103,48
635,customer-3683,48,126,131,186
636,customer-4166,48,140,29,130
637,customer-252,48,141,78,92
638,customer-2735,49,49,57,259
639,customer-2209,49,51,188,111
640,customer-3517,49,56,150,108
641,customer-167,49,62,161,191
642,customer-3722,49,72,80,50
643,customer-602,49,108,12,99
644,customer-2318,49,120,45,134
645,customer-376,49,124,215,110
646,customer-1156,49,125,15,236
647,customer-2782,49,125,77,188
648,customer-1164,49,128,16,65
649,customer-1905,49,129,183,83
650,customer-4985,49,131,163,46
651,customer-860,49,134,67,134
652,customer-1802,49,135,180,170
653,customer-3747,49,139,85,20
654,customer-1587,49,144,230,108
655,customer-2443,49,144,18,103
656,customer-4997,49,147,81,38
657,customer-4218,50,52,200,136
658,customer-3958,50,57,154,73
659,customer-1134,50,60,104,169
660,customer-2291,50,62,193,132
661,customer-3689,50,70,45,39
662,customer-2925,50,75,159,257
663,customer-4978,50,75,167,23
664,customer-1974,50,76,139,68
665,customer-543,50,88,168,214
666,customer-1190,50,88,111,58
667,customer-3276,50,97,165,53
668,customer-2017,50,103,245,216
669,customer-4014,50,103,106,198
670,customer-3293,50,114,216,136
671,customer-1754,50,115,36,85
672,customer-1899,50,121,182,10
673,customer-2582,50,123,155,191
674,customer-181,50,125,88,113
675,customer-258,50,131,42,211
676,customer-3793,50,132,114,196
677,customer-3978,50,132,50,128
678,customer-4889,50,134,119,203
679,customer-1929,50,136,100,223
680,customer-862,50,147,160,92
681,customer-4540,51,65,150,101
682,customer-1501,51,70,113,196
683,customer-4757,51,70,97,148
684,customer-4174,51,72,60,179
685,customer-294,51,78,167,159
686,customer-488,51,78,158,198
687,customer-2092,51,80,203,52
688,customer-3608,51,87,57,196
689,customer-4862,51,90,72,81
690,customer-1030,51,95,33,138
691,customer-3960,51,97,72,107
692,customer-3228,51,98,160,71
693,customer-397,51,102,173,170
694,customer-2683,51,105,84,99
695,customer-4364,51,110,131,236
696,customer-859,51,125,50,124
697,customer-3634,51,127,29,77
698,customer-4605,51,128,75,185
699,customer-3718,51,132,62,139
700,customer-1363,51,135,51,200
701,customer-4043,51,139,98,120
702,customer-4238,51,141,194,96
703,customer-337,52,57,162,176
704,customer-393,52,60,65,94
705,customer-4356,52,69,57,183
706,customer-2108,52,81,135,155
707,customer-4589,52,81,238,142
708,customer-1600,52,85,176,145
709,customer-4597,52,100,192,81
710,customer-2370,52,101,26,56
711,customer-677,52,106,111,43
712,customer-2711,52,111,91,53
713,customer-708,52,118,194,131
714,customer-883,52,118,153,165
715,customer-4852,52,123,117,159
716,customer-3090,52,129,181,117
717,customer-3524,52,129,7,50
718,customer-1516,52,131,237,246
719,customer-4156,52,131,173,61
720,customer-3226,52,134,18,123
721,customer-2613,52,140,129,14
722,customer-885,52,148,228,24
723,customer-3518,52,150,139,138
724,customer-37,53,58,176,29
725,customer-3806,53,65,59,58
726,customer-1790,53,67,233,31
727,customer-616,53,71,56,120
728,customer-4908,53,71,49,199
729,customer-4818,53,77,81,55
730,customer-749,53,89,162,69
731,customer-2034,53,94,69,86
732,customer-2391,53,94,217,12
733,customer-3078,53,95,169,201
734,customer-3590,53,97,143,138
735,customer-3564,53,104,72,180
736,customer-4198,53,107,115,114
737,customer-192,53,112,107,101
738,customer-4684,53,112,24,123
739,customer-444,53,122,202,192
740,customer-1511,53,131,182,91
741,customer-2479,53,132,101,7
742,customer-2539,53,132,125,142
743,customer-3708,53,132,81,140
744,customer-4060,53,132,85,172
745,customer-3610,53,136,115,194
746,customer-4080,53,140,107,58
747,customer-4314,54,61,218,236
748,customer-4787,54,63,157,109
749,customer-4691,54,67,144,251
750,customer-4028,54,72,159,93
751,customer-1719,54,76,48,196
752,customer-1059,54,82,86,60
753,customer-1677,54,82,149,142
754,customer-1487,54,83,100,187
755,customer-3937,54,87,178,237
756,customer-2473,54,93,19,162
757,customer-4292,54,95,41,49
758,customer-3063,54,109,180,48
759,customer-3152,54,116,146,13
760,customer-3269,54,120,58,61
761,customer-414,54,129,273,57
762,customer-3587,54,133,106,131
763,customer-676,54,136,53,137
764,customer-2641,54,136,79,178
765,customer-2669,54,136,131,197
766,customer-3071,54,136,60,25
767,customer-4294,54,140,92,201
768,customer-4284,54,143,209,164
769,customer-1253,54,145,29,198
770,customer-1744,54,151,40,168
771,customer-4373,55,66,77,96
772,customer-4651,55,66,247,179
773,customer-2498,55,68,202,171
774,customer-1956,55,76,60,121
775,customer-2069,55,91,177,140
776,customer-880,55,94,209,133
777,customer-1442,55,101,80,205
778,customer-1852,55,110,15,191
779,customer-3591,55,111,188,44
780,customer-1604,55,115,66,109
781,customer-2649,55,131,245,174
782,customer-3446,55,132,145,71
783,customer-4502,55,132,23,111
784,customer-3623,55,133,158,187
785,customer-770,55,134,111,121
786,customer-4693,55,141,143,18
787,customer-1448,55,142,147,179
788,customer-3639,56,62,26,24
789,customer-2406,56,64,209,30
790,customer-2254,56,72,46,207
791,customer-2041,56,79,43,111
792,customer-1713,56,80,36,172
793,customer-901,56,84,221,119
794,customer-1725,56,84,214,60
795,customer-2097,56,89,198,186
796,customer-2365,56,89,79,39
797,customer-1644,56,97,80,39
798,customer-4981,56,99,197,117
799,customer-1131,56,100,141,128
800,customer-3436,56,102,154,113
801,customer-1004,56,110,99,133
802,customer-2978,56,117,46,47
803,customer-4347,56,128,209,7
804,customer-2298,56,130,48,55
805,customer-417,56,131,42,2
806,customer-1914,56,148,126,88
807,customer-179,57,57,33,75
808,customer-3212,57,59,190,103
809,customer-473,57,61,165,136
810,customer-3560,57,63,192,45
811,customer-4750,57,65,189,184
812,customer-4489,57,67,13,226
813,customer-1584,57,70,210,120
814,customer-2623,57,71,112,200
815,customer-2134,57,72,211,64
816,customer-3213,57,73,10,71
817,customer-691,57,84,0,154
818,customer-3222,57,87,262,143
819,customer-2088,57,89,153,201
820,customer-2936,57,99,199,196
821,customer-182,57,103,121,255
822,customer-1592,57,104,122,253
823,customer-4525,57,106,199,89
824,customer-1106,57,111,54,89
825,customer-1846,57,128,191,168
826,customer-1777,57,131,228,44
827,customer-4229,57,132,181,115
828,customer-654,57,138,83,113
829,customer-3685,57,141,58,61
830,customer-3589,57,145,205,182
831,customer-3255,58,61,207,49
832,customer-4876,58,61,121,38
833,customer-1471,58,69,131,225
834,customer-759,58,75,206,172
835,customer-4529,58,84,18,188
836,customer-3884,58,107,192,251
837,customer-459,58,110,133,27
838,customer-1660,58,113,46,29
839,customer-1057,58,115,181,227
840,customer-4991,58,115,196,202
841,customer-918,58,116,201,181
842,customer-542,58,120,102,162
843,customer-1703,58,125,181,50
844,customer-198,58,128,262,96
845,customer-4488,58,129,227,48
846,customer-1696,58,133,177,220
847,customer-1069,58,136,178,67
848,customer-22,58,142,139,174
849,customer-2701,58,144,131,220
850,customer-694,58,149,204,194
851,customer-2095,59,68,197,79
852,customer-1382,59,73,198,219
853,customer-3163,59,74,165,52
854,customer-2908,59,82,202,94
855,customer-3134,59,85,206,41
856,customer-2557,59,86,224,93
857,customer-3909,59,105,107,76
858,customer-4990,59,111,107,203
859,customer-2448,59,114,49,195
860,customer-1014,59,116,155,165
861,customer-889,59,120,154,209
862,customer-1906,59,120,148,183
863,customer-1987,59,122,120,96
864,customer-3364,59,133,130,85
865,customer-3514,59,137,38,76
866,customer-1130,59,139,101,230
867,customer-93,59,140,112,86
868,customer-894,59,141,118,137
869,customer-2559,59,141,163,182
870,customer-3108,59,141,172,69
871,customer-2175,59,143,160,107
872,customer-191,59,149,120,60
873,customer-1808,59,150,56,169
874,customer-2728,60,69,194,129
875,customer-269,60,72,45,126
876,customer-4408,60,74,218,135
877,customer-2189,60,84,195,188
878,customer-4836,60,91,129,273
879,customer-3925,60,92,28,145
880,customer-565,60,109,37,140
881,customer-438,60,113,125,136
882,customer-3036,60,119,24,74
883,customer-1506,60,124,179,120
