id,label,ts_in,ts_out,attr_1,attr_2
174,customer-1130,21,98,103,95
175,customer-2515,21,114,168,36
176,customer-244,22,23,99,96
177,customer-2772,22,32,119,84
178,customer-660,22,38,8,188
179,customer-743,22,44,73,126
180,customer-2911,22,45,68,127
181,customer-2163,22,57,115,80
182,customer-2355,22,76,122,76
183,customer-238,22,93,102,94
184,customer-2812,22,104,154,42
185,customer-2243,22,106,147,51
186,customer-3714,22,112,87,114
187,customer-157,22,113,0,199
188,customer-2356,23,26,180,20
189,customer-4741,23,54,192,13
190,customer-1566,23,57,0,268
191,customer-392,23,60,36,161
192,customer-3916,23,76,188,15
193,customer-3237,23,78,0,209
194,customer-4781,23,78,0,206
195,customer-1890,23,81,36,167
196,customer-1375,23,96,172,30
197,customer-2671,23,96,0,201
198,customer-2809,23,96,96,102
199,customer-4914,23,105,156,41
200,customer-1840,23,106,115,82
201,customer-2695,23,112,187,17
202,customer-317,24,28,203,0
203,customer-15,24,44,29,176
204,customer-1717,24,44,158,40
205,customer-1282,24,55,81,122
206,customer-1674,24,68,211,0
207,customer-570,24,74,17,179
208,customer-3943,24,80,131,64
209,customer-524,24,81,111,85
210,customer-1736,24,100,112,89
211,customer-4902,24,110,194,11
212,customer-2556,24,111,128,71
213,customer-4550,24,124,106,95
214,customer-1222,25,25,133,69
215,customer-4142,25,37,186,19
216,customer-99,25,43,111,85
217,customer-76,25,76,0,245
218,customer-484,25,82,183,22
219,customer-1286,25,84,124,72
220,customer-293,25,91,35,169
221,customer-3675,25,99,136,61
222,customer-3174,25,104,182,16
223,customer-1243,25,107,120,80
224,customer-4404,25,112,64,136
225,customer-2142,25,113,136,68
226,customer-1125,26,26,130,67
227,customer-1686,26,37,84,119
228,customer-3741,26,37,69,127
229,customer-1775,26,38,176,21
230,customer-452,26,44,36,167
231,customer-2726,26,47,0,196
232,customer-3941,26,48,139,56
233,customer-4339,26,49,81,120
234,customer-1531,26,54,1,194
235,customer-2881,26,58,43,153
236,customer-3900,26,64,133,72
237,customer-3033,26,80,151,50
238,customer-3403,26,83,130,68
239,customer-3971,26,83,58,139
240,customer-2185,26,87,58,140
241,customer-1820,26,94,26,178
242,customer-1792,26,96,23,180
243,customer-2901,26,98,191,13
244,customer-222,26,102,188,11
245,customer-3082,26,116,153,42
246,customer-2267,27,34,12,186
247,customer-655,27,42,110,87
248,customer-853,27,43,200,0
249,customer-2365,27,47,42,158
250,customer-3021,27,49,94,111
251,customer-2318,27,52,40,164
252,customer-4273,27,67,1,194
253,customer-1550,27,94,93,105
254,customer-4813,27,106,172,30
255,customer-1500,27,114,148,48
256,customer-3491,27,115,0,238
257,customer-4465,27,123,79,123
258,customer-4812,28,29,174,28
259,customer-3932,28,35,12,192
260,customer-906,28,47,147,56
261,customer-2797,28,62,3,193
262,customer-880,28,78,84,117
263,customer-3090,28,83,165,32
264,customer-2909,28,85,65,133
265,customer-2675,28,88,169,33
266,customer-696,28,89,17,183
267,customer-4294,28,93,0,230
268,customer-4056,28,105,61,138
269,customer-3862,28,114,8,190
270,customer-1969,28,116,237,0
271,customer-2788,28,123,76,119
272,customer-1560,29,33,249,0
273,customer-92,29,34,128,76
274,customer-2424,29,41,60,141
275,customer-367,29,42,97,101
276,customer-4421,29,53,0,203
277,customer-3519,29,68,185,13
278,customer-728,29,83,56,145
279,customer-3042,29,96,96,105
280,customer-1479,29,104,44,160
281,customer-3142,29,110,136,64
282,customer-2807,29,111,136,66
283,customer-3602,29,118,71,128
284,customer-903,30,32,25,171
285,customer-4920,30,34,123,82
286,customer-2792,30,60,166,36
287,customer-1871,30,66,127,77
288,customer-3969,30,66,59,141
289,customer-4438,30,77,7,195
290,customer-3771,30,78,100,103
291,customer-3939,30,80,63,133
292,customer-3131,30,101,202,0
293,customer-186,30,102,49,154
294,customer-2953,30,107,26,176
295,customer-1889,30,116,98,99
296,customer-237,31,32,24,173
297,customer-1574,31,40,33,168
298,customer-694,31,42,141,61
299,customer-2666,31,43,12,192
300,customer-3123,31,43,27,171
301,customer-1395,31,44,137,64
302,customer-3192,31,57,84,119
303,customer-1153,31,60,81,119
304,customer-2861,31,61,252,0
305,customer-3451,31,62,0,198
306,customer-3888,31,63,86,118
307,customer-4706,31,81,55,140
308,customer-2731,31,82,32,170
309,customer-1469,31,83,214,0
310,customer-3615,31,85,65,135
311,customer-2602,31,87,134,64
312,customer-783,31,89,12,189
313,customer-2931,31,90,99,101
314,customer-3488,31,93,145,54
315,customer-1695,31,109,134,67
316,customer-776,31,117,31,171
317,customer-3535,31,119,96,104
318,customer-3248,31,130,265,0
319,customer-3390,32,37,222,0
320,customer-3083,32,40,109,86
321,customer-1244,32,43,117,81
322,customer-1186,32,56,174,21
323,customer-4304,32,76,59,138
324,customer-1573,32,89,34,164
325,customer-1012,32,90,158,46
326,customer-2226,32,94,54,144
327,customer-2998,32,94,81,120
328,customer-670,32,106,0,210
329,customer-824,32,110,90,113
330,customer-140,32,112,199,6
331,customer-4773,32,112,13,190
332,customer-1061,32,113,152,45
333,customer-475,32,115,232,0
334,customer-1546,32,127,7,189
335,customer-583,33,38,175,26
336,customer-4915,33,38,131,65
337,customer-2032,33,41,195,5
338,customer-1502,33,54,164,40
339,customer-4315,33,56,53,144
340,customer-4569,33,59,237,0
341,customer-1084,33,60,164,40
342,customer-2346,33,65,92,107
343,customer-3947,33,67,249,0
344,customer-4454,33,72,140,61
345,customer-799,33,78,33,168
346,customer-4692,33,88,26,172
347,customer-218,33,91,17,183
348,customer-3922,33,91,76,127
349,customer-3259,33,94,36,161
350,customer-667,33,106,66,130
351,customer-2534,33,106,176,25
352,customer-2552,33,113,0,248
353,customer-4262,33,118,14,182
354,customer-1844,33,128,191,9
355,customer-4003,33,129,40,156
356,customer-1968,34,34,104,98
357,customer-4514,34,39,0,223
358,customer-1885,34,43,0,278
359,customer-960,34,45,72,130
360,customer-4330,34,51,0,215
361,customer-1976,34,53,23,179
362,customer-2929,34,53,123,79
363,customer-1835,34,71,180,15
364,customer-4736,34,73,110,92
365,customer-3948,34,91,23,180
366,customer-4750,34,105,33,163
367,customer-4900,34,107,195,2
368,customer-847,34,108,110,87
369,customer-3197,35,35,140,62
370,customer-595,35,44,49,153
371,customer-3066,35,50,99,99
372,customer-4797,35,50,134,64
373,customer-1553,35,59,91,104
374,customer-962,35,63,0,227
375,customer-4436,35,64,116,86
376,customer-1287,35,66,73,132
377,customer-2438,35,72,201,0
378,customer-4232,35,76,20,175
379,customer-1323,35,82,203,0
380,customer-1978,35,83,51,149
381,customer-1438,35,93,168,34
382,customer-4964,35,94,186,11
383,customer-4716,35,96,133,64
384,customer-804,35,102,0,203
385,customer-3455,35,103,175,22
386,customer-2092,35,108,126,79
387,customer-4334,35,108,174,25
388,customer-3711,35,109,79,125
389,customer-4934,35,111,69,127
390,customer-3399,35,112,101,100
391,customer-3901,35,114,99,103
392,customer-4070,35,131,169,26
393,customer-4601,36,47,170,28
394,customer-4482,36,52,65,138
395,customer-3653,36,58,77,118
396,customer-1778,36,67,74,127
397,customer-1200,36,72,49,147
398,customer-1541,36,79,11,194
399,customer-1352,36,85,197,6
400,customer-1642,36,92,0,224
401,customer-4367,36,95,5,194
402,customer-2469,36,98,14,187
403,customer-4497,36,99,147,50
404,customer-3483,36,104,2,198
405,customer-4995,36,109,155,47
406,customer-542,36,114,47,158
407,customer-3529,36,127,32,165
408,customer-4284,36,127,12,183
409,customer-3196,36,129,157,47
410,customer-3572,36,130,185,19
411,customer-1752,37,43,87,108
412,customer-1262,37,52,117,84
413,customer-3889,37,56,174,24
414,customer-2829,37,59,116,82
415,customer-3525,37,59,108,92
416,customer-3723,37,77,94,103
417,customer-3567,37,84,59,139
418,customer-671,37,85,177,18
419,customer-1719,37,85,68,129
420,customer-268,37,93,68,128
421,customer-1182,37,93,6,196
422,customer-4625,37,101,0,219
423,customer-3107,37,105,126,73
424,customer-2733,37,110,38,163
425,customer-4538,37,114,48,155
426,customer-4715,37,126,150,53
427,customer-216,37,127,125,79
428,customer-1300,37,133,151,51
429,customer-4242,38,43,121,79
430,customer-3738,38,44,2,199
431,customer-805,38,50,176,22
432,customer-2027,38,63,23,173
433,customer-4728,38,63,135,68
434,customer-4566,38,65,75,124
435,customer-2699,38,66,20,175
436,customer-1073,38,67,67,128
437,customer-3993,38,69,90,111
438,customer-4800,38,72,103,96
439,customer-1369,38,79,71,128
440,customer-301,38,81,88,109
441,customer-1908,38,82,98,105
442,customer-181,38,84,0,232
443,customer-2546,38,101,21,177
444,customer-1389,38,102,108,88
445,customer-4714,38,110,121,80
446,customer-1391,38,111,108,96
447,customer-822,38,114,112,83
448,customer-3094,38,121,31,174
449,customer-4322,38,129,47,156
450,customer-4819,39,43,120,78
451,customer-150,39,44,104,93
452,customer-1470,39,45,123,81
453,customer-2694,39,52,88,117
454,customer-2033,39,54,70,135
455,customer-624,39,72,77,118
456,customer-3912,39,74,97,98
457,customer-2535,39,83,37,167
458,customer-1920,39,90,0,212
459,customer-1744,39,100,94,109
460,customer-4311,39,102,235,0
461,customer-4443,39,106,71,132
462,customer-420,39,118,56,145
463,customer-2368,39,133,45,156
464,customer-837,40,46,154,42
465,customer-2475,40,47,195,4
466,customer-4461,40,47,0,200
467,customer-396,40,48,216,0
468,customer-2468,40,52,91,107
469,customer-3,40,62,218,0
470,customer-4359,40,71,72,123
471,customer-739,40,72,121,84
472,customer-3921,40,75,62,142
473,customer-4895,40,90,112,84
474,customer-3244,40,92,70,132
475,customer-4170,40,98,52,148
476,customer-2840,40,99,81,116
477,customer-2138,40,105,77,120
478,customer-2192,40,110,80,124
479,customer-2940,40,120,202,0
480,customer-1439,40,125,1,200
481,customer-508,41,49,78,120
482,customer-4331,41,52,52,145
483,customer-3550,41,59,86,118
484,customer-1443,41,68,136,59
485,customer-744,41,74,74,126
486,customer-393,41,87,117,87
487,customer-1854,41,91,103,97
488,customer-3208,41,95,53,142
489,customer-4777,41,100,204,0
490,customer-698,41,112,3,194
491,customer-4859,41,112,110,90
492,customer-3695,41,119,0,220
493,customer-3255,41,120,112,86
494,customer-821,41,121,203,0
495,customer-4107,41,123,107,98
496,customer-2925,41,124,25,179
497,customer-327,41,126,110,93
498,customer-549,41,132,92,106
499,customer-1594,41,134,56,145
500,customer-113,41,136,61,138
501,customer-1718,41,138,166,37
502,customer-3811,41,138,148,48
503,customer-1870,42,45,112,84
504,customer-1929,42,52,47,150
505,customer-2173,42,61,182,14
506,customer-4245,42,61,155,47
507,customer-1540,42,66,139,62
508,customer-2218,42,66,122,75
509,customer-1931,42,67,89,109
510,customer-4300,42,73,174,25
511,customer-1645,42,75,220,0
512,customer-2420,42,92,201,0
513,customer-899,42,96,186,19
514,customer-119,42,97,86,116
515,customer-1564,42,103,212,0
516,customer-8,42,105,206,0
517,customer-1208,42,115,167,31
518,customer-4507,42,125,27,168
519,customer-895,42,129,182,14
520,customer-426,42,133,34,170
521,customer-2151,43,48,70,127
522,customer-1912,43,51,1,197
523,customer-4802,43,52,15,189
524,customer-4698,43,53,0,205
525,customer-173,43,56,66,130
526,customer-3925,43,60,230,0
527,customer-2330,43,65,31,164
528,customer-2584,43,72,158,43
529,customer-2653,43,72,121,81
530,customer-951,43,75,135,68
531,customer-1337,43,76,166,39
532,customer-4204,43,78,142,63
533,customer-1128,43,81,135,67
534,customer-4659,43,83,130,67
535,customer-3069,43,84,75,123
536,customer-2987,43,91,107,97
537,customer-1590,43,93,26,179
538,customer-302,43,95,78,119
539,customer-1771,43,104,225,0
540,customer-1955,43,114,180,20
541,customer-1276,43,117,122,83
542,customer-3745,43,129,184,19
543,customer-4406,43,132,214,0
544,customer-3439,43,138,218,0
545,customer-2096,44,46,174,24
546,customer-726,44,61,205,0
547,customer-3268,44,64,21,184
548,customer-1099,44,82,53,151
549,customer-2204,44,83,177,23
550,customer-4356,44,85,104,100
551,customer-2578,44,87,18,177
552,customer-4228,44,91,87,115
553,customer-138,44,93,184,13
554,customer-1691,44,98,147,53
555,customer-1884,44,108,0,228
556,customer-2486,44,114,166,35
557,customer-947,44,116,112,83
558,customer-826,44,128,156,44
559,customer-2782,44,130,213,0
560,customer-3582,45,50,190,15
561,customer-4133,45,63,19,183
562,customer-4162,45,64,167,35
563,customer-19,45,75,137,64
564,customer-2108,45,86,82,113
565,customer-1724,45,97,86,113
566,customer-2391,45,108,183,15
567,customer-4755,45,108,99,105
568,customer-435,45,110,168,32
569,customer-326,45,111,62,134
570,customer-2661,45,112,0,243
571,customer-1815,45,125,190,8
572,customer-1103,45,134,99,96
573,customer-869,45,136,155,47
574,customer-2882,46,57,163,40
575,customer-4425,46,57,69,128
576,customer-4184,46,58,125,80
577,customer-3495,46,60,34,168
578,customer-3954,46,73,30,167
579,customer-353,46,80,77,122
580,customer-1960,46,81,150,47
581,customer-4368,46,82,201,1
582,customer-3681,46,85,24,176
583,customer-4780,46,86,102,93
584,customer-290,46,89,37,161
585,customer-3006,46,90,175,21
586,customer-3795,46,93,207,0
587,customer-470,46,101,105,98
588,customer-1765,46,116,138,59
589,customer-3951,46,118,28,170
590,customer-603,46,121,92,105
591,customer-3453,46,128,162,43
592,customer-2299,46,130,159,40
593,customer-2302,46,134,12,187
594,customer-4423,46,136,165,32
595,customer-4522,46,138,42,162
596,customer-2989,47,50,47,158
597,customer-3560,47,50,94,102
598,customer-1230,47,61,57,145
599,customer-1595,47,65,121,81
600,customer-1547,47,69,33,165
601,customer-966,47,71,35,166
602,customer-702,47,76,8,190
603,customer-2403,47,91,111,89
604,customer-4580,47,92,168,36
605,customer-424,47,98,113,88
606,customer-3539,47,101,27,173
607,customer-2856,47,106,66,136
608,customer-1403,47,107,126,70
609,customer-4452,47,114,127,76
610,customer-2799,47,121,116,89
611,customer-3280,47,124,120,75
612,customer-4243,47,133,120,82
613,customer-2128,47,137,163,37
614,customer-1,48,59,159,42
615,customer-1571,48,76,27,171
616,customer-818,48,77,164,38
617,customer-2951,48,77,148,48
618,customer-2177,48,80,38,157
619,customer-3421,48,80,84,114
620,customer-3072,48,82,75,126
621,customer-4155,48,85,0,215
622,customer-709,48,98,123,78
623,customer-1749,48,99,81,118
624,customer-2362,48,101,55,141
625,customer-1660,48,109,82,116
626,customer-4509,48,111,68,129
627,customer-1119,48,114,105,94
628,customer-3616,48,116,34,170
629,customer-577,48,119,43,155
630,customer-3445,48,122,184,12
631,customer-1172,48,126,58,146
632,customer-1822,48,127,124,73
633,customer-802,48,128,60,135
634,customer-1067,48,132,190,11
635,customer-1965,48,136,178,23
636,customer-1923,48,148,34,168
637,customer-2144,48,148,37,165
638,customer-751,49,50,138,66
639,customer-2190,49,51,0,209
640,customer-2288,49,61,0,217
641,customer-3839,49,61,39,159
642,customer-2413,49,69,2,199
643,customer-3820,49,70,159,39
644,customer-55,49,73,80,121
645,customer-3765,49,78,189,7
646,customer-2857,49,79,153,51
647,customer-4756,49,81,217,0
648,customer-4622,49,82,49,148
649,customer-85,49,100,78,120
650,customer-3788,49,101,200,0
651,customer-1505,49,110,188,9
652,customer-1793,49,111,79,122
653,customer-1431,49,114,188,8
654,customer-171,49,127,113,89
655,customer-4940,49,128,138,67
656,customer-3464,49,132,106,93
657,customer-3252,49,135,188,15
658,customer-4103,49,135,170,31
659,customer-1598,50,51,32,172
660,customer-4911,50,52,127,68
661,customer-2363,50,61,83,121
662,customer-3030,50,63,184,19
663,customer-518,50,66,219,0
664,customer-764,50,73,49,149
665,customer-703,50,77,164,35
666,customer-2926,50,77,182,21
667,customer-4809,50,80,156,45
668,customer-3269,50,83,64,140
669,customer-3606,50,95,23,173
670,customer-1966,50,97,208,0
671,customer-3823,50,97,146,57
672,customer-3349,50,98,77,119
673,customer-4102,50,101,0,197
674,customer-576,50,104,126,73
675,customer-4053,50,107,59,142
676,customer-4198,50,108,142,55
677,customer-779,50,113,140,56
678,customer-1864,50,113,164,38
679,customer-2295,50,113,36,169
680,customer-1228,50,114,152,48
681,customer-1843,50,117,62,135
682,customer-2231,50,126,59,139
683,customer-336,50,134,16,182
684,customer-250,50,142,113,82
685,customer-553,51,52,76,124
686,customer-2617,51,59,47,148
687,customer-2822,51,60,54,150
688,customer-2563,51,61,0,201
689,customer-4770,51,64,130,70
690,customer-4499,51,72,139,61
691,customer-3159,51,73,195,6
692,customer-859,51,85,44,154
693,customer-404,51,88,187,17
694,customer-1807,51,88,120,75
695,customer-1440,51,91,90,107
696,customer-1098,51,92,76,120
697,customer-4759,51,98,136,69
698,customer-1295,51,100,24,176
699,customer-425,51,112,84,114
700,customer-3537,51,114,0,209
701,customer-2162,51,120,199,4
702,customer-3489,51,129,186,13
703,customer-1826,51,138,67,136
704,customer-3324,51,138,19,181
705,customer-4740,51,138,63,138
706,customer-4023,51,140,49,151
707,customer-4193,51,141,96,109
708,customer-4585,51,142,106,99
709,customer-4504,52,53,160,38
710,customer-4947,52,56,147,57
711,customer-532,52,59,17,180
712,customer-2341,52,59,113,82
713,customer-1677,52,60,106,92
714,customer-449,52,61,141,62
715,customer-2528,52,63,47,153
716,customer-4468,52,69,88,116
717,customer-1258,52,78,55,145
718,customer-1743,52,105,187,9
719,customer-4416,52,112,19,177
720,customer-1542,52,116,0,229
721,customer-4980,52,122,245,0
722,customer-2517,52,126,171,25
723,customer-285,52,136,0,213
724,customer-2025,52,137,129,71
725,customer-134,52,140,59,142
726,customer-4087,52,146,165,31
727,customer-2334,53,53,59,137
728,customer-10,53,57,7,188
729,customer-2741,53,64,215,0
730,customer-3253,53,74,179,23
731,customer-525,53,75,52,152
732,customer-4505,53,75,73,130
733,customer-4149,53,78,83,114
734,customer-2956,53,83,193,9
735,customer-4896,53,86,69,131
736,customer-483,53,94,27,171
737,customer-1798,53,106,0,250
738,customer-4575,53,106,169,36
739,customer-637,53,107,13,186
740,customer-4734,53,112,27,172
741,customer-3202,53,132,205,0
742,customer-164,53,144,58,137
743,customer-2533,53,145,29,171
744,customer-2569,53,148,153,48
745,customer-3312,53,151,258,0
746,customer-796,54,56,142,60
747,customer-3307,54,56,109,95
748,customer-4850,54,61,159,38
749,customer-820,54,64,95,105
750,customer-842,54,65,43,154
751,customer-2587,54,69,107,97
752,customer-1543,54,73,93,109
753,customer-264,54,80,25,174
754,customer-1080,54,81,62,140
755,customer-3379,54,81,94,103
756,customer-938,54,86,52,152
757,customer-421,54,90,66,135
758,customer-47,54,93,205,0
759,customer-891,54,95,95,110
760,customer-4883,54,104,133,68
761,customer-2082,54,109,115,90
762,customer-3337,54,113,161,43
763,customer-4642,54,119,55,143
764,customer-738,54,122,50,152
765,customer-269,54,125,91,109
766,customer-631,54,129,196,4
767,customer-3789,54,132,85,111
768,customer-2833,54,135,0,209
769,customer-4662,54,142,123,81
770,customer-193,54,144,92,105
771,customer-160,55,57,81,119
772,customer-4128,55,59,50,148
773,customer-4064,55,65,120,76
774,customer-2611,55,79,97,98
775,customer-586,55,82,104,93
776,customer-4969,55,83,74,125
777,customer-1254,55,85,152,43
778,customer-3285,55,88,61,140
779,customer-1712,55,92,113,83
780,customer-2146,55,98,75,121
781,customer-4211,55,106,91,111
782,customer-4753,55,121,159,37
783,customer-4415,55,123,0,207
784,customer-375,55,129,82,121
785,customer-4316,55,134,4,199
786,customer-59,55,135,268,0
787,customer-4229,55,146,136,59
788,customer-2538,56,63,76,123
789,customer-2076,56,64,70,135
790,customer-2754,56,67,117,88
791,customer-2649,56,78,156,41
792,customer-531,56,79,141,59
793,customer-2777,56,85,146,59
794,customer-1475,56,87,77,127
795,customer-4832,56,95,61,139
796,customer-2304,56,106,39,157
797,customer-2847,56,109,0,242
798,customer-1958,56,114,65,138
799,customer-4001,56,122,53,144
800,customer-2572,56,123,4,198
801,customer-4500,56,123,91,105
802,customer-331,56,126,0,214
803,customer-4414,56,131,129,66
804,customer-731,56,133,105,97
805,customer-1606,56,134,127,71
806,customer-4863,56,134,57,143
807,customer-3010,56,135,108,89
808,customer-3216,56,142,205,0
809,customer-2235,56,151,132,70
810,customer-3613,57,58,92,105
811,customer-4019,57,67,43,153
812,customer-1607,57,72,179,24
813,customer-1467,57,84,174,24
814,customer-3251,57,91,31,168
815,customer-1147,57,97,88,107
816,customer-2997,57,100,101,96
817,customer-4678,57,106,7,196
818,customer-4628,57,111,151,44
819,customer-2174,57,112,148,47
820,customer-4040,57,116,197,2
821,customer-4237,57,135,117,86
822,customer-1206,57,136,187,16
823,customer-1401,57,141,95,106
824,customer-4561,57,144,145,60
825,customer-1617,57,145,155,43
826,customer-2773,57,154,160,36
827,customer-1597,58,64,155,46
828,customer-274,58,70,30,169
829,customer-1545,58,76,9,196
830,customer-2628,58,85,141,54
831,customer-4060,58,86,91,109
832,customer-2665,58,88,70,128
833,customer-105,58,89,0,208
834,customer-4742,58,100,174,25
835,customer-863,58,104,105,91
836,customer-2336,58,106,171,25
837,customer-2863,58,111,115,81
838,customer-1069,58,121,108,91
839,customer-2887,58,122,0,212
840,customer-1769,58,127,195,2
841,customer-1657,58,130,206,0
842,customer-3806,58,133,145,57
843,customer-1181,58,139,3,195
844,customer-4973,58,139,87,112
845,customer-4074,58,142,158,46
846,customer-3279,58,145,63,137
847,customer-2747,58,146,30,173
848,customer-2646,58,150,119,80
849,customer-2171,59,61,20,185
850,customer-3906,59,83,165,38
851,customer-4677,59,85,132,65
852,customer-1156,59,86,176,21
853,customer-3701,59,87,46,151
854,customer-2019,59,94,158,43
855,customer-1490,59,100,42,157
856,customer-3875,59,105,136,68
857,customer-2737,59,119,99,104
858,customer-2157,59,122,195,3
859,customer-2639,59,126,133,70
860,customer-1065,59,137,21,178
861,customer-3611,59,137,103,102
862,customer-3487,59,145,159,38
863,customer-4654,59,146,123,75
864,customer-4192,59,156,189,11
865,customer-4612,59,156,14,190
866,customer-2338,60,60,22,179
867,customer-4094,60,60,130,66
868,customer-2849,60,75,226,0
869,customer-4,60,78,180,20
870,customer-12,60,82,110,87
871,customer-3171,60,83,70,127
872,customer-3699,60,92,19,184
873,customer-4803,60,111,138,57
874,customer-2062,60,115,122,78
875,customer-463,60,126,53,145
876,customer-516,60,132,143,55
877,customer-1251,60,142,74,124
878,customer-1680,61,61,144,52
879,customer-4009,61,64,111,94
880,customer-4013,61,72,189,12
881,customer-152,61,74,0,212
882,customer-3955,61,79,112,83
883,customer-1991,61,85,41,162
